产品名称,企业名称,主轴转速,X行程,XYZ定位精度,XYZ重复定位精度,AC定位精度,AC重复定位精度,采集来源,来源链接,采集时间,备注
数控磨床,南昌精密机械有限公司,5400,1100,±0.020,±0.009,±0.038,±0.016,江西省机械协会,https://www.jxmech.org,,
数控激光切割机,重庆先锋科技有限公司,12000,1350,±0.007,±0.003,±0.016,±0.008,重庆市机械工程学会,http://www.cqmec.org,,
数控车床,福州数控机械有限公司,10000,1400,±0.017,±0.010,±0.022,±0.009,福建省机械学会,https://www.fjmachinery.org,,
数控折弯机,沈阳机械制造有限公司,3600,800,±0.020,±0.012,±0.032,±0.018,辽宁省机械工程协会,http://www.lnmechanics.org,,
数控木工机械,昆明木材加工有限公司,4000,1100,±0.026,±0.015,±0.024,±0.014,云南省木工行业协会,https://www.ynwood.org,,
数控铣床,南京先进机械有限公司,7500,800,±0.008,±0.004,±0.02,±0.01,江苏省机械设计协会,https://www.jianshe.org.cn,,
数控激光切割机,北京光电技术有限公司,7000,1300,±0.015,±0.006,±0.03,±0.018,中国光电行业协会,https://www.optic.org.cn,,
数控车床,杭州车床制造厂,6000,1000,±0.01,±0.005,±0.025,±0.012,浙江省机械行业协会,http://www.zhejiangmachine.com,,
数控冲压机,武汉冲压设备有限公司,500,1500,±0.02,±0.01,±0.035,±0.015,湖北省机械工程学会,https://www.hubeimech.org,,
数控折弯机,上海机电设备有限公司,3000,2000,±0.03,±0.014,±0.028,±0.013,上海机械工业协会,http://www.shmech.com,,
数控磨床,广州精密机床有限公司,8000,900,±0.009,±0.005,±0.022,±0.011,广州市机械行业协会,https://www.gzmachinery.com,,
数控木工铣床,沈阳木工设备有限公司,4000,1700,±0.04,±0.02,±0.03,±0.014,全国木工机械协会,http://www.woodmachines.org.cn,,
数控电火花机,重庆电加工设备有限公司,2000,1100,±0.01,±0.005,±0.018,±0.008,重庆市机械制造协会,http://www.cqmachine.org,,
数控水刀,天津水切割技术有限公司,9000,1400,±0.016,±0.007,±0.025,±0.013,天津水切割行业协会,https://www.tjwetcutting.org,,
数控冲床,沈阳铣磨机床厂,1200,950,±0.022,±0.009,±0.04,±0.02,全国机械设备联合会,https://www.natmachine.org,,
数控钣金机,合肥钣金机械有限公司,5500,1200,±0.03,±0.015,±0.02,±0.014,安徽省钣金行业协会,http://www.ahsheetmetal.org,,
数控光纤激光切割机,郑州光纤科技有限公司,8500,1600,±0.012,±0.006,±0.02,±0.009,河南省激光行业协会,http://www.hnlaser.org,,
数控石材加工机,青岛石材制造有限公司,4000,2000,±0.02,±0.01,±0.024,±0.012,全国石材行业协会,https://www.stones.org.cn,,
数控印刷机,西安印刷机械有限公司,7000,1400,±0.018,±0.008,±0.023,±0.011,陕西省印刷行业协会,http://www.sxprint.org,,
数控模具机,哈尔滨模具制造有限公司,3000,1600,±0.025,±0.011,±0.03,±0.016,黑龙江省模具行业协会,http://www.hljmould.org,,
数控电锯,南昌木工机械有限公司,5500,1200,±0.02,±0.01,±0.027,±0.015,江西省木工行业协会,http://www.jxwoodwork.org,,
数控水刀切割机,昆明水切割公司,7500,1500,±0.014,±0.007,±0.028,±0.012,云南省水切割行业协会,https://www.kmcutting.org,,
数控磨床,南京数控技术有限公司,7800,850,±0.011,±0.006,±0.020,±0.010,江苏省工业技术研究院,https://www.jiangsu.gov.cn,,
数控激光切割机,成都激光设备有限公司,12000,2000,±0.005,±0.003,±0.010,±0.005,四川省激光行业协会,http://www.sclaser.org.cn,,
数控铣床,哈尔滨数控机械有限公司,5000,1200,±0.018,±0.009,±0.027,±0.013,黑龙江省机械制造协会,http://www.hljjxzx.com,,
数控折弯机,沈阳精密设备厂,4000,1500,±0.022,±0.011,±0.028,±0.014,辽宁省机械工程学会,http://www.lnme.org,,
数控车床,温州机床有限公司,9000,1000,±0.012,±0.005,±0.020,±0.009,浙江省机械制造协会,https://www.zjmachinery.org.cn,,
数控水刀,佛山水切割科技有限公司,8500,1600,±0.016,±0.008,±0.024,±0.012,广东省水切割技术协会,http://www.gdwetcut.org,,
数控冲床,广州数控设备有限公司,700,1300,±0.030,±0.015,±0.035,±0.018,粤港澳大湾区工业协会,http://www.gdba.org,,
数控木材加工中心,杭州木材设备制造有限公司,4500,1400,±0.021,±0.011,±0.026,±0.008,浙江省木材产业协会,http://www.zjwood.org,,
高速切削机,武汉金属加工有限公司,21000,900,±0.007,±0.002,±0.017,±0.005,湖北省机械工程协会,http://www.hubeimechanical.com,,
数控模具加工机,天津模具制造有限公司,8000,1100,±0.015,±0.007,±0.023,±0.006,天津机械工业协会,http://www.tjmachinery.gov.cn,,
精密数控铣床,重庆精工设备有限公司,9500,1450,±0.014,±0.007,±0.022,±0.010,重庆市机械协会,http://www.cqjx.org.cn,,
数控雕刻机,常州雕刻与切割设备有限公司,7500,700,±0.020,±0.012,±0.021,±0.008,江苏省雕刻行业协会,http://www.jsengraving.org,,
数控电火花机,南昌特种机床公司,1800,1000,±0.030,±0.015,±0.032,±0.014,江西省电火花加工协会,http://www.jxdhf.org.cn,,
激光深加工机,苏州激光科技有限公司,13000,1300,±0.009,±0.005,±0.015,±0.007,江苏省激光产业协会,https://www.suzhoulaser.org,,
超声波加工机,厦门超声波科技有限公司,2200,800,±0.013,±0.006,±0.020,±0.009,福建省声学协会,http://www.fjacoustic.org.cn,,
数控车削中心,河北数控设备有限公司,9000,1400,±0.017,±0.008,±0.028,±0.013,河北省机械制造协会,http://www.hebeijx.org,,
数控铰链机,合肥铰链机械厂,4000,900,±0.019,±0.010,±0.024,±0.012,安徽省机械工程协会,http://www.ahjx.cn,,
数控铣床,杭州华丰科技有限公司,12000,1000,±0.008,±0.004,±0.02,±0.009,浙江省机械制造协会,https://www.zjmech.org,,
数控带锯机,南昌金工机械有限公司,4500,900,±0.02,±0.01,±0.03,±0.015,江西省机械工业联合会,http://www.jxmech.com,,
数控激光切割机,北京激光科技有限公司,20000,1600,±0.005,±0.002,±0.01,±0.005,北京市激光与光电技术协会,https://www.beijinglaser.org,,
数控树脂切割机,温州树脂设备有限公司,7000,1100,±0.015,±0.007,±0.018,±0.008,浙江省塑料工业协会,http://www.zjplastic.org,,
数控钻床,沈阳高精度机床厂,3000,800,±0.02,±0.01,±0.025,±0.014,辽宁省机械工程协会,http://www.lnmech.org,,
数控焊接机,南京焊接设备有限公司,5000,1300,±0.03,±0.015,±0.035,±0.02,江苏省焊接协会,http://www.nanjingwelding.org,,
数控光电切割机,上海光电科技有限公司,10000,1600,±0.007,±0.003,±0.012,±0.006,上海市数控设备行业协会,http://www.shcnc.org,,
数控切割机,郑州数控科技园,15000,1400,±0.006,±0.002,±0.015,±0.007,河南省机械进出口公司,http://www.henanimportexport.org,,
数控喷涂机,昆山喷涂设备有限公司,8000,1200,±0.018,±0.009,±0.025,±0.013,江苏省制造业发展协会,http://www.jsmanufacturing.org,,
数控铸造机,青岛铸造科技有限公司,4000,700,±0.022,±0.011,±0.028,±0.014,山东省铸造行业协会,http://www.shandongsfoundry.org,,
数控剪切机,台州机械制造股份有限公司,2500,1000,±0.02,±0.01,±0.03,±0.015,浙江省机械新闻出版社,http://www.zjmachinenews.com,,
数控型材机,佛山五金机械有限公司,6000,1500,±0.015,±0.006,±0.02,±0.01,广东省金属加工协会,http://www.guangdongmetal.org,,
数控冲压机,合肥金属成型有限公司,3500,800,±0.025,±0.012,±0.02,±0.009,安徽省机械行业协会,http://www.anhui-mech.com,,
数控五轴加工机,吉林精密机械公司,10000,900,±0.003,±0.001,±0.018,±0.009,吉林省机电设备协会,http://www.jilinmd.org,,
数控抛光机,牡丹江机床制造有限公司,6000,850,±0.015,±0.007,±0.022,±0.012,黑龙江省机械行业发展中心,http://www.hljmech.org,,
数控电火花机,成都电热设备科技有限公司,7000,950,±0.02,±0.01,±0.02,±0.01,四川省电气工程协会,http://www.scelectric.org,,
数控混合机,沈阳化工装备有限公司,4000,1400,±0.035,±0.018,±0.027,±0.016,辽宁省机械及化工联合会,http://www.lnchemistry.org,,
数控数码化机,上海数码科技有限公司,9000,1200,±0.009,±0.004,±0.02,±0.008,上海市数字化工程协会,http://www.digitalsh.org,,
数控车床,南京机床制造有限公司,7500,1400,±0.012,±0.006,±0.02,±0.01,江苏省机床行业协会,https://www.jiangsumachine.org,,
数控刨床,长沙木工设备有限公司,4000,1300,±0.015,±0.008,±0.03,±0.014,湖南省机械工程学会,http://www.hunanmachinery.org,,
数控冲床,杭州冲压设备有限公司,800,1500,±0.027,±0.012,±0.05,±0.025,浙江省机械工业协会,https://www.zhejiangmaching.com,,
数控激光切割机,武汉激光科技有限公司,9500,2000,±0.005,±0.004,±0.02,±0.009,湖北省科技厅,https://www.hubeiscience.gov.cn,,
数控铣床,合肥普机制造有限公司,10000,1200,±0.008,±0.003,±0.017,±0.007,安徽省机械学会,http://www.ahmachinery.org.cn,,
数控平面磨床,大连数控设备公司,5500,800,±0.022,±0.011,±0.03,±0.016,辽宁省机械工程协会,https://www.liaoningmachinery.com,,
数控折弯机,深圳精密工程有限公司,3600,1500,±0.024,±0.013,±0.028,±0.014,广东省工业协会,http://www.guangdongindustry.org,,
高速切削机,厦门机器人科技有限公司,22000,900,±0.007,±0.002,±0.016,±0.008,全国智能制造网,https://www.smartmanufacturing.cn,,
数控放电加工机,青岛现代制造技术有限公司,6000,800,±0.015,±0.007,±0.02,±0.009,山东省机械行业协会,http://www.shandongmachinery.org,,
数控磨床,长春机床有限公司,7200,1000,±0.01,±0.005,±0.021,±0.008,吉林省机械行业论坛,https://www.jilinmachineryforum.com,,
数控自动化装置,天津自动化设备职业学院,5000,1100,±0.02,±0.009,±0.015,±0.008,天津省高等教育协会,http://www.tianjinedu.org,,
数控钣金机,宝鸡机床设备中心,4800,1600,±0.023,±0.011,±0.028,±0.012,陕西省钣金行业协会,http://www.sxbm.org,,
数控精雕机,南昌精密设备有限公司,6000,950,±0.005,±0.003,±0.018,±0.007,江西省机械行业协会,http://www.jiangximachine.com,,
数控机床改造设备,郑州智能机器有限公司,3500,1300,±0.026,±0.014,±0.032,±0.013,河南省科技发展协会,http://www.henaninnovation.org,,
数控搅拌机,贵阳工业现代化中心,3200,750,±0.035,±0.017,±0.04,±0.018,贵州省工业委员会,http://www.guizhouindustry.gov.cn,,
数控挤出机,沈阳自动化设备有限公司,7200,1100,±0.009,±0.004,±0.019,±0.007,辽宁省自动化协会,http://www.lnautomation.com,,
数控铸造机,南昌铸造设备制造厂,3900,1300,±0.01,±0.005,±0.022,±0.010,江西省铸造行业协会,http://www.jiangxizhongzheng.org,,
数控车床,南京机械有限公司,7500,1000,±0.015,±0.008,±0.020,±0.010,江苏省机电产品协会,https://www.jsme.com,,
数控铣床,沈阳机床集团,4500,1200,±0.010,±0.005,±0.022,±0.009,中国机床市场,https://www.chinacnc.com,,
数控放电机,天津精密科技有限公司,3000,600,±0.030,±0.015,±0.035,±0.018,天津市机械电子行业协会,http://www.tjme.org,,
激光切割机,北京激光技术有限公司,12000,1500,±0.005,±0.002,±0.015,±0.007,中国激光工业协会,https://www.clia.org.cn,,
数控水刀,洛阳水刀制造有限公司,9000,1800,±0.012,±0.006,±0.028,±0.013,河南省水刀行业协会,http://www.watercutting.cn,,
数控折弯机,武汉精工机械公司,3600,1100,±0.020,±0.010,±0.022,±0.011,湖北省机械制造协会,https://www.hbmm.org,,
数控钻床,长春数控设备有限公司,4000,850,±0.018,±0.009,±0.020,±0.008,吉林省工业与信息化厅,https://www.jilin.gov.cn,,
数控磨床,青海机床制造有限公司,7000,900,±0.015,±0.006,±0.023,±0.012,青海省机械行业协会,http://www.qhmi.org,,
高精度激光切割机,杭州激光科技有限公司,15000,2000,±0.004,±0.002,±0.014,±0.005,浙江省科技局,http://www.zjg.gov.cn,,
数控电火花机,成都机床股份有限公司,2800,700,±0.030,±0.012,±0.033,±0.017,四川省机电协会,http://www.scmachinery.com,,
数控液压机,陕西液压机制造有限公司,2000,1800,±0.040,±0.020,±0.045,±0.022,陕西省机械工业联合会,http://www.sxjgj.org,,
数控雕刻机,深圳数控科技有限公司,6000,500,±0.020,±0.009,±0.027,±0.013,广东省机械工程学院,https://www.gdmachine.edu.cn,,
数控铣削中心,合肥金属加工有限公司,8000,1200,±0.013,±0.005,±0.024,±0.011,安徽省科技厅,http://www.anhui.gov.cn,,
数控制品机,南昌机械设备有限公司,5000,800,±0.017,±0.008,±0.021,±0.009,江西省机械行业协会,http://www.jxmachine.org,,
精密数控车床,厦门高精度机械制造有限公司,10000,1400,±0.011,±0.007,±0.019,±0.010,福建省机电设备协会,http://www.fujian.gov.cn,,
数控冲压设备,佛山冲压设备有限公司,3500,1200,±0.023,±0.014,±0.037,±0.019,广东省机械电子行业协会,http://www.gzme.org,,
数控钻铣复合机,无锡现代机床有限公司,9000,1000,±0.016,±0.007,±0.020,±0.009,无锡市机械工业协会,http://www.wuximechanic.com,,
数控车床,南京先进机械有限公司,7500,1000,±0.01,±0.005,±0.02,±0.01,江苏省机械工业协会,https://www.jiangsumachinery.org.cn,,
数控激光切割机,上海激光科技有限公司,12000,1600,±0.005,±0.002,±0.016,±0.008,中国激光行业协会,http://www.chinalaser.org.cn,,
数控铣床,天津机床集团,9000,1500,±0.008,±0.004,±0.020,±0.009,天津市机械制造协会,https://www.tianjinmachinery.com,,
数控开槽机,成都机械设备有限公司,6000,800,±0.02,±0.01,±0.022,±0.011,四川省设备制造业协会,http://www.sc-equipments.org.cn,,
数控折弯机,合肥精密制造有限公司,4000,1200,±0.03,±0.014,±0.028,±0.015,安徽省机械工业协会,https://www.ahmachinery.org.cn,,
数控电火花机,长春电加工 machinery,3000,500,±0.045,±0.020,±0.05,±0.025,吉林省机械工程学会,http://www.jilinmachinery.org.cn,,
数控线切割机,武汉高科技机械有限公司,4000,1500,±0.018,±0.009,±0.021,±0.010,武汉市工业协会,http://www.wuhangongye.org.cn,,
数控冲床,广州创新设备有限公司,700,1300,±0.027,±0.015,±0.03,±0.015,广州市机械工程协会,http://www.gzme.org,,
数控磨床,沈阳机床公司,8500,950,±0.012,±0.006,±0.02,±0.010,辽宁省机械工业协会,http://www.lnindustry.org.cn,,
数控圆锯机,佛山金属加工有限公司,5000,1000,±0.015,±0.006,±0.028,±0.012,广东省机械产业协会,http://www.guangdongmachinery.org.cn,,
数控薄板切割机,杭州数控设备有限公司,11000,1800,±0.007,±0.003,±0.01,±0.005,浙江省制造业协会,https://www.zjmachinery.org,,
数控陶瓷加工机,泉州陶瓷技术有限公司,6500,700,±0.02,±0.012,±0.024,±0.011,福建省机械工程协会,http://www.fujianmachinery.org.cn,,
数控排钻机,西宁工程机械有限公司,4000,1200,±0.014,±0.007,±0.019,±0.008,青海省设备制造业协会,http://www.qhdevices.org,,
数控喷涂机,南昌智能制造有限公司,3000,900,±0.02,±0.01,±0.03,±0.015,江西省机械工程技术协会,http://www.jxengineering.org,,
数控立车,沈阳重型机床有限公司,6000,1000,±0.015,±0.007,±0.022,±0.009,东北机床行业协会,http://www.dbmachinery.org.cn,,
数控激光雕刻机,郑州新兴机械有限公司,5000,1100,±0.012,±0.005,±0.017,±0.008,河南机械设计协会,http://www.hnmachinery.com.cn,,
数控混凝土切割机,南宁建筑机械有限公司,4500,1300,±0.025,±0.010,±0.030,±0.015,广西省建筑机械协会,http://www.gxconstruction.org,,
数控铣床,南京精密机械厂,7000,800,±0.01,±0.005,±0.02,±0.009,江苏省机电产品进出口公司,http://www.jsem.com,,
数控激光切割机,北京激光科技有限公司,12000,1600,±0.015,±0.007,±0.03,±0.014,中国激光加工协会,https://www.clpa.org.cn,,
数控火焰切割机,大连船舶重工,2500,2000,±0.02,±0.01,±0.04,±0.018,辽宁省设备管理局,http://www.lndc.org,,
数控木工雕刻机,深圳木工机械有限公司,6000,1400,±0.02,±0.009,±0.035,±0.012,全国林业局,http://www.forestry.gov.cn,,
数控车铣复合机,武汉机械加工中心,10000,950,±0.01,±0.008,±0.02,±0.007,湖北省机械行业协会,http://www.hbma.org.cn,,
数控电火花机,厦门电气有限公司,500,600,±0.03,±0.015,±0.05,±0.025,福建省科技厅,http://www.fjst.gov.cn,,
数控和平机,上海和平机床有限公司,1500,700,±0.04,±0.02,±0.03,±0.016,中国机械工业联合会,https://www.cmif.org.cn,,
数控切削机,长沙切割设备有限公司,4000,800,±0.015,±0.006,±0.022,±0.011,湖南省机械制造协会,http://www.hnmm.org,,
数控拉伸机,贵阳新技术产业公司,2500,1000,±0.03,±0.014,±0.04,±0.02,贵州省机械公司协会,http://www.gzjx.com,,
数控带锯机,重庆带锯机有限公司,3200,1200,±0.02,±0.012,±0.03,±0.018,重庆市机械工程学会,http://www.cqme.org.cn,,
数控折弯机,天津精密制造有限公司,4000,900,±0.018,±0.008,±0.025,±0.013,天津市机械设备行业协会,http://www.tjmachine.org,,
数控剪板机,哈尔滨机械有限公司,2800,1100,±0.025,±0.015,±0.035,±0.017,黑龙江省机械工业联合会,http://www.hljmachine.com,,
数控组合机床,沈阳组合机床厂家,6000,850,±0.01,±0.006,±0.02,±0.009,辽宁省机械协会,http://www.lnmachinery.com,,
数控表面磨床,青岛表面加工设备公司,5000,700,±0.015,±0.008,±0.022,±0.011,中国表面工程协会,https://www.cseac.org.cn,,
数控机器人,宁波机器人生产公司,10000,1200,±0.008,±0.004,±0.015,±0.007,浙江省机器人产业协作中心,http://www.zhejiangrobotics.org,,
数控金属切割机,烟台金属加工有限公司,9000,1300,±0.02,±0.01,±0.03,±0.016,山东省金属加工行业协会,http://www.sdmachine.com,,
数控铣床,成都精机设备有限公司,12000,800,±0.008,±0.004,±0.02,±0.01,四川省机械行业协会,https://www.scma.org.cn,,
数控车床,合肥自动化设备厂,9000,1200,±0.015,±0.006,±0.022,±0.010,安徽省机械工程学会,https://www.ahme.org.cn,,
数控激光切割机,上海激光科技有限公司,10000,1500,±0.01,±0.005,±0.017,±0.008,上海市激光行业协会,http://www.shlaser.org,,
数控折弯机,杭州机电制造有限公司,3500,1200,±0.02,±0.009,±0.03,±0.014,浙江省机械与电器行业协会,https://www.zjma.org.cn,,
数控打孔机,武汉数控设备有限公司,4000,900,±0.03,±0.015,±0.025,±0.012,湖北省机械行业联合会,http://www.hbmechanics.org.cn,,
数控木工机械,南昌木工机械制造厂,6000,1500,±0.027,±0.011,±0.022,±0.013,江西省木材工业协会,http://www.jxwood.org.cn,,
五轴数控机床,大连宏伟机床公司,12000,1000,±0.005,±0.002,±0.012,±0.006,辽宁省机床行业协会,http://www.ln-machine.org,,
数控剪板机,昆明机床有限责任公司,3500,800,±0.02,±0.01,±0.028,±0.013,云南省机械工程学会,http://www.yn-mechanical.com,,
数控电火花机,沈阳精密电器有限公司,5000,750,±0.015,±0.007,±0.026,±0.014,沈阳市机械加工协会,https://www.shenyangmachinery.org.cn,,
数控光纤激光切割机,珠海高科技激光设备有限公司,8000,1600,±0.01,±0.005,±0.018,±0.007,广东省激光设备制造协会,http://www.guangdonglaser.org,,
CNC仿形机,天津工机科技有限公司,9500,1100,±0.012,±0.004,±0.024,±0.010,天津市机电工程协会,http://www.tianjinmachinery.org,,
数控煤矿设备,兰州煤矿设备制造有限公司,7000,1300,±0.022,±0.011,±0.019,±0.009,甘肃省煤炭工业协会,https://www.gansu-coal.org,,
数控光导设备,西宁光电科技有限公司,15000,600,±0.008,±0.003,±0.015,±0.005,青海省光电行业协会,http://www.qh-photoelectronic.org,,
数控整平机,长沙行业专用机械有限公司,3000,1400,±0.020,±0.008,±0.024,±0.012,湖南省机械设备协会,http://www.hunanequipment.org,,
数控冲床,天津精密冲压设备有限公司,500,1000,±0.030,±0.013,±0.04,±0.025,天津市冲压设备行业协会,http://www.tianjinpress.org,,
数控线切割机,宁波金属切割机有限公司,4500,1200,±0.018,±0.009,±0.023,±0.012,浙江省金属加工协会,http://www.zhejiangmetal.org,,
数控薄膜切割机,上海薄膜科技有限公司,11000,900,±0.014,±0.007,±0.021,±0.010,上海薄膜制造协会,http://www.shbomo.org,,
数控绝缘材料切割机,沈阳绝缘机械有限公司,7500,800,±0.009,±0.004,±0.016,±0.007,吉林省绝缘材料行业协会,http://www.jilininsulation.org,,
数控铣床,上海机电公司,12000,1000,±0.008,±0.004,±0.018,±0.008,上海市机械工程协会,https://www.sjmia.org.cn,,
数控切割机,天津金属加工有限公司,8000,2000,±0.015,±0.01,±0.022,±0.012,天津市金属加工协会,http://www.tjmc.org.cn,,
数控车床,东莞市智能制造有限公司,7500,1350,±0.012,±0.005,±0.02,±0.01,广东省高新技术产业协会,http://www.gdhitech.org,,
数控冲床,杭州科技公司,900,1500,±0.030,±0.015,±0.035,±0.018,浙江省机械工程学会,http://www.zjmes.org.cn,,
数控折弯机,北京机械设备有限公司,3000,800,±0.020,±0.008,±0.028,±0.013,北京市机械行业协会,https://www.bjma.org.cn,,
数控磨床,南京高端机械有限公司,15000,1250,±0.009,±0.006,±0.017,±0.009,江苏省制造业科技创新中心,http://www.jsmic.org,,
数控激光切割机,成都激光科技有限公司,3000,1800,±0.018,±0.009,±0.022,±0.011,四川省激光行业协会,http://www.sc-laser.org.cn,,
数控铣床,佛山数控制造有限公司,10000,900,±0.011,±0.006,±0.024,±0.014,广东省数控机床协会,http://www.gdcnc.org,,
数控木工机械,大连新型木工设备公司,6000,1400,±0.027,±0.013,±0.032,±0.012,辽宁省木材加工行业发展基地,http://www.lnwood.org,,
数控冲床,沈阳冲压科技有限公司,500,1000,±0.038,±0.017,±0.042,±0.026,沈阳制造业发展促进会,http://www.syma.org.cn,,
高速切削机,厦门精准科技有限公司,22000,850,±0.007,±0.002,±0.016,±0.006,福建省高新技术产业协会,https://www.fjtechnology.org,,
数控旋压机,沈阳旋压设备有限公司,4000,600,±0.014,±0.007,±0.025,±0.013,中国旋压行业协会,http://www.spinforming.org.cn,,
五轴联动机床,西安现代机械制造有限公司,12000,1600,±0.008,±0.002,±0.020,±0.010,陕西省机械工业发展研究中心,http://www.sxmidc.org.cn,,
数控车床,武汉精密机床有限公司,7200,1300,±0.015,±0.008,±0.021,±0.011,湖北省机械工程学会,http://www.hbmes.org,,
数控激光切割机,合肥光电设备有限公司,9500,1000,±0.012,±0.006,±0.027,±0.014,安徽省光电技术研究院,http://www.ahopt.org.cn,,
数控折弯机,南昌机电有限公司,3200,900,±0.022,±0.012,±0.033,±0.015,江西省机械工程学会,http://www.jxmes.org,,
数控磨床,广州锐智机械有限公司,14000,1100,±0.010,±0.005,±0.019,±0.009,广州市机械工业协会,http://www.gzmach.org.cn,,
数控铣床,南京机床厂,4000,850,±0.015,±0.006,±0.020,±0.010,南京机械工业协会,http://www.nanjingmachinery.org,,
数控车床,成都精密工程有限公司,6000,1000,±0.018,±0.008,±0.028,±0.012,四川省机械研究院,http://www.scmachine.org,,
数控激光切割机,杭州激光科技有限公司,15000,1200,±0.010,±0.005,±0.015,±0.007,浙江省激光行业协会,http://www.zjlasers.org,,
数控磨床,长春机械有限公司,7000,900,±0.020,±0.008,±0.030,±0.014,吉林省机械文化促进会,http://www.jlmechanics.com,,
数控折弯机,沈阳金属加工厂,2500,1500,±0.022,±0.011,±0.035,±0.016,辽宁省机械行业协会,https://www.lnme.org,,
数控冲床,广州冲压科技有限公司,800,800,±0.027,±0.012,±0.030,±0.013,广州市制造业发展局,http://www.gzmanufacturing.gov.cn,,
数控木工机械,无锡木工机械制造有限公司,4500,1300,±0.023,±0.010,±0.029,±0.008,江苏省木材工业局,http://www.jswoodindustry.org,,
高速切削机,上海高精机械有限公司,22000,600,±0.007,±0.002,±0.016,±0.009,上海市金属加工协会,http://www.shmetalprocessing.com,,
水刀切割机,西安水切科技有限公司,10000,1700,±0.019,±0.007,±0.021,±0.010,西部水切割技术中心,http://www.westcutting.org,,
数控磨床,佛山精密机床有限公司,5500,950,±0.016,±0.006,±0.024,±0.015,广东省机械制造协会,http://www.gdmachinery.org,,
数控冲床,天津冲压设备有限公司,700,1300,±0.025,±0.008,±0.037,±0.018,天津市机械产业协会,http://www.tjmachinery.org.cn,,
数控铣床,合肥机床制造有限公司,5000,1100,±0.021,±0.010,±0.026,±0.014,安徽省机械工程协会,http://www.ahme.org.cn,,
数控折弯机,兰州机械设备制造厂,3200,1150,±0.028,±0.012,±0.033,±0.017,甘肃省机械工业协会,http://www.gansu-machinery.org,,
数控车床,乌鲁木齐机床有限公司,4000,1500,±0.024,±0.008,±0.027,±0.012,新疆机械行业协会,http://www.xjme.org.cn,,
数控激光切割机,重庆激光工程技术有限公司,13000,1400,±0.009,±0.004,±0.020,±0.008,重庆市激光行业发展协会,http://www.cqlaser.org.cn,,
数控磨床,南昌机床制造有限公司,7500,900,±0.010,±0.005,±0.018,±0.007,江西省机械制造学会,http://www.jxmac.org,,
数控木工机械,昆明木工科技有限公司,4800,1100,±0.022,±0.009,±0.024,±0.013,云南省木材工业发展协会,http://www.ynwood.org.cn,,
高速切削机,青岛高精科技有限公司,19000,700,±0.008,±0.003,±0.017,±0.009,青岛市高科技工业协会,http://www.qdhightech.org,,
数控铣床,成都数控科技有限公司,7500,1000,±0.012,±0.005,±0.02,±0.008,四川省机械制造业协会,https://www.scma.org.cn,,
数控切割机,南京锋利科技有限公司,6000,1500,±0.015,±0.006,±0.022,±0.011,江苏省工程机械协会,https://www.jmec.org.cn,,
数控激光机,大连激光设备有限公司,12000,1300,±0.009,±0.003,±0.018,±0.007,中国激光工业协会,https://www.clia.org.cn,,
数控车床,天津中鑫机械有限公司,8500,1200,±0.015,±0.008,±0.025,±0.010,天津市机械产业发展中心,http://www.tjmdc.com,,
数控磨床,杭州瑞浩机械有限公司,4000,900,±0.020,±0.015,±0.028,±0.012,浙江省高新技术企业协会,http://www.zjhitech.org,,
数控折弯机,青岛伟辰机械制造有限公司,3500,1500,±0.022,±0.009,±0.032,±0.014,全国机械加工行业协会,https://www.ncmia.org.cn,,
数控水刀机,深圳流体科技有限公司,7000,2000,±0.016,±0.004,±0.019,±0.006,中国机械设备技术市场,http://www.mechtech.org.cn,,
数控冲床,佛山精密机械有限公司,800,850,±0.024,±0.011,±0.040,±0.018,广东省机械行业协会,http://www.gdmech.org,,
数控雕刻机,株洲数控机械有限公司,11000,750,±0.013,±0.004,±0.021,±0.008,湖南省机械制造行业协会,http://www.hnmech.org,,
全自动数控铣床,沈阳机床厂,5000,1600,±0.012,±0.006,±0.023,±0.009,东北重型机械研究院,http://www.nchit.org,,
数控电火花机,南昌电力设备有限公司,2000,800,±0.027,±0.013,±0.037,±0.015,江西省机械工程学会,http://www.jxmechanical.org,,
数控激光切割机,合肥华飞科技有限公司,9500,1400,±0.020,±0.002,±0.016,±0.007,安徽省智能制造协会,http://www.aimia.org,,
数控数显车床,吉林精密机床有限公司,3000,1000,±0.010,±0.005,±0.022,±0.010,吉林省机械制造行业协会,http://www.jlmech.org,,
数控切割中心,西安信达科技有限公司,6500,1800,±0.014,±0.003,±0.022,±0.012,陕西省智能装备协会,http://www.sxise.org,,
数控电梯钢轨机,南宁数控机床有限公司,4800,1400,±0.017,±0.008,±0.024,±0.013,广西省机械制造行业协会,http://www.gxmech.org,,
数控热处理设备,长春热工设备有限公司,900,1200,±0.010,±0.004,±0.020,±0.009,吉林省热处理工程协会,http://www.jlheat.org,,
数控高速切削机,昆明精密加工科技有限公司,15000,850,±0.015,±0.006,±0.018,±0.010,云南省机械工业协会,http://www.ynmachinery.org,,
数控木材加工机,乌鲁木齐木工机械有限公司,5000,1100,±0.022,±0.008,±0.03,±0.016,新疆木材加工协会,http://www.xjwood.org,,
数控铣床,天津先锋机床制造有限公司,5000,1000,±0.012,±0.006,±0.02,±0.009,天津市机械制造协会,https://www.tianjinmachine.com,,
数控激光切割机,上海光雷机械科技有限公司,12000,2000,±0.008,±0.004,±0.015,±0.007,上海市激光行业协会,https://www.shlaser.org,,
