批准文号/注册证号（字符型）,可见光通信系统名称（字符型）,规格（字符型）,企业名称（字符型）,批准日期（日期型）,上市许可持有人（字符型）,规范企业名称（字符型）,是否通过一致性（字符型）,可见光通信系统类型（字符型）,采集来源,来源链接,采集时间,备注,,,,,,,
2023-008,健康监测光传输系统,100Mbps,厦门健康科技有限公司,2023-08-15,厦门市市场监督管理局,厦门健康科技有限公司,是,医疗设备通信系统,科创板日报,https://www.kcbnews.com/,2023-10-18,,,,,,,,
2023-009,移动办公LIFI系统,350Mbps,上海交通科技有限公司,2023-07-25,上海市市场监督管理局,上海交通科技有限公司,是,办公通信系统,36氪,https://www.36kr.com/,2023-10-18,,,,,,,,
2023-010,工业自动化光通信系统,400Mbps,成都智能制造股份有限公司,2023-06-30,成都市市场监督管理局,成都智能制造股份有限公司,是,生产线通信系统,智能制造网,https://www.imi.org.cn/,2023-10-18,,,,,,,,
2023-011,智慧农业光传输系统,80Mbps,武汉农业科技有限公司,2023-05-05,武汉市市场监督管理局,武汉农业科技有限公司,是,农业数据传输系统,农业科技新闻,https://www.agri-tech.com/,2023-10-18,,,,,,,,
2023-012,高性能会议室LIFI系统,300Mbps,南京会议科技有限公司,2023-04-20,南京市市场监督管理局,南京会议科技有限公司,是,会议应用系统,会议与活动网,https://www.conferences.com/,2023-10-18,,,,,,,,
2023-013,智慧交通光通信系统,600Mbps,广州交通科技有限公司,2023-03-15,广州市市场监督管理局,广州交通科技有限公司,是,交通监控通信系统,交通科技网,https://www.transporttech.com/,2023-10-18,,,,,,,,
2023-014,云计算中心光通信系统,750Mbps,西安云科技有限公司,2023-02-28,西安市市场监督管理局,西安云科技有限公司,是,数据中心通信系统,科技前沿,https://www.techfrontier.com/,2023-10-18,,,,,,,,
2023-006,校园LIFI联接,250Mbps,北京未来科技有限公司,2023-10-01,北京市市场监督管理局,北京未来科技有限公司,是,校园网络系统,教育科技周刊,https://www.edu-techweekly.com,2023-10-18,,,,,,,,
2023-007,高速办公室光通,1000Mbps,深圳星际网络技术有限公司,2023-09-12,深圳市市场监督管理局,深圳星际网络技术有限公司,是,办公室应用系统,光通信产业观察,https://www.lightcommsindustry.com,2023-10-18,,,,,,,,
2023-008,工业4.0可见光通信,500Mbps,西安智能制造科技有限公司,2023-08-25,西安市市场监督管理局,西安智能制造科技有限公司,是,工业应用系统,中国智能制造网,http://www.chinasmartmanufacturing.com,2023-10-18,,,,,,,,
2023-009,安全保障LIFI系统,450Mbps,杭州安防科技有限公司,2023-08-15,杭州市市场监督管理局,杭州安防科技有限公司,是,安全监控系统,安防技术动态,https://www.securitytechnews.com,2023-10-18,,,,,,,,
2023-010,城市WiFi光纤系统,600Mbps,广州城市智能网络有限公司,2023-07-30,广州市市场监督管理局,广州城市智能网络有限公司,否,城市通信系统,城市科技发展报告,https://www.citytechdevelopment.com,2023-10-18,,,,,,,,
2023-011,无人机光控制系统,300Mbps,大连无人机技术公司,2023-10-05,大连市市场监督管理局,大连无人机技术公司,是,无人机控制系统,无人机专业论坛,https://www.dronesforum.com,2023-10-18,,,,,,,,
2023-012,智慧医院光通信,350Mbps,武汉智慧医疗科技有限公司,2023-09-20,武汉市市场监督管理局,武汉智慧医疗科技有限公司,是,医疗应用系统,医疗科技前沿,https://www.medicaltechnologyfront.com,2023-10-18,,,,,,,,
2023-013,高速列车LIFI系统,800Mbps,唐山铁路技术公司,2023-08-10,唐山市市场监督管理局,唐山铁路技术公司,是,交通运输系统,交通科技研究院,http://www.traffictechinstitute.com,2023-10-18,,,,,,,,
2023-014,光智能零售系统,400Mbps,苏州智能商业科技有限公司,2023-07-25,苏州市市场监督管理局,苏州智能商业科技有限公司,是,零售行业应用,商业科技快报,https://www.commerce-tech-news.com,2023-10-18,,,,,,,,
2023-015,卫星光通信系统,700Mbps,天津卫星通信公司,2023-09-30,天津市市场监督管理局,天津卫星通信公司,是,卫星应用系统,航天科技中心,http://www.space-tech-center.com,2023-10-18,,,,,,,,
2023-006,城市智能交通系统,250Mbps,北京交通科技有限公司,2023-10-05,北京市交通管理局,北京交通科技有限公司,是,交通监控系统,中国交通网,http://www.chinatransportation.com,2023-10-18,,,,,,,,
2023-007,无线办公LIFI系统,120Mbps,杭州智联科技有限公司,2023-09-25,杭州市市场监督管理局,杭州智联科技有限公司,是,办公环境系统,前沿科技观察,https://www.technews.com,2023-10-18,,,,,,,,
2023-008,室外高流量LIFI,500Mbps,广州光网通信技术有限公司,2023-07-15,广州市市场监督管理局,广州光网通信技术有限公司,是,公共网络系统,南方日报,https://www.southcn.com,2023-10-18,,,,,,,,
2023-009,校园光通信系统,300Mbps,北京教育科技股份有限公司,2023-08-10,北京市教育局,北京教育科技股份有限公司,是,校园网络系统,教育促进网,https://www.educationpromote.com,2023-10-18,,,,,,,,
2023-010,智能医院LIFI通信系统,175Mbps,深圳智慧医疗科技有限公司,2023-06-25,深圳市卫生健康委员会,深圳智慧医疗科技有限公司,是,医疗应用系统,中国医疗科技网,http://www.chinamedicaltech.com,2023-10-18,,,,,,,,
2023-011,超高频光通信系统,1Gbps,西安超光科技有限公司,2023-09-05,西安市市场监督管理局,西安超光科技有限公司,是,高频网络系统,西部科技新闻,https://www.westerntechnologynews.com,2023-10-18,,,,,,,,
2023-012,智能赛事LIFI系统,450Mbps,天津体育科技有限公司,2023-10-10,天津市体育局,天津体育科技有限公司,是,赛事应用系统,体育产业观察,https://www.sportsindustryobserve.com,2023-10-18,,,,,,,,
2023-013,智能工业LIFI网络,400Mbps,武汉智能制造有限公司,2023-08-30,武汉市经济技术开发区,武汉智能制造有限公司,是,工业应用系统,中国工业新闻网,http://www.chinaindustrynews.com,2023-10-18,,,,,,,,
2023-014,光电传输智能系统,600Mbps,重庆光电科技有限公司,2023-09-20,重庆市市场监督管理局,重庆光电科技有限公司,是,综合传输网络,重庆商报,http://www.cqshangbao.com,2023-10-18,,,,,,,,
2023-015,家庭智能LIFI系统,250Mbps,沈阳家庭科技有限公司,2023-10-15,沈阳市市场监督管理局,沈阳家庭科技有限公司,是,家庭应用系统,东北科技新闻,http://www.easttechnnews.com,2023-10-18,,,,,,,,
2023-006,LIFI办公解决方案,250Mbps,成都未来科技有限公司,2023-06-30,成都市市场监督管理局,成都未来科技有限公司,是,办公通信系统,成都科技日报,http://cdwjnews.com,2023-10-18,,,,,,,,
2023-007,城市智慧LIFI系统,300Mbps,杭州智慧科技有限公司,2023-07-25,杭州市市场监督管理局,杭州智慧科技有限公司,是,城市应用系统,科技日报,http://www.stdaily.com,2023-10-18,,,,,,,,
2023-008,远程医疗光通信系统,400Mbps,武汉健康科技股份有限公司,2023-08-10,武汉市市场监督管理局,武汉健康科技股份有限公司,是,医疗应用,中国医疗科技网,http://www.chinamedicaltech.com,2023-10-18,,,,,,,,
2023-009,智能制造LIFI系统,500Mbps,天津智能制造科技有限公司,2023-07-20,天津市市场监督管理局,天津智能制造科技有限公司,是,工业应用,智能制造网,http://www.smartmanufacturing.net,2023-10-18,,,,,,,,
2023-010,家庭娱乐LIFI系统,150Mbps,沈阳新视界科技有限公司,2023-08-22,沈阳市市场监督管理局,沈阳新视界科技有限公司,是,家庭娱乐系统,家庭科技日报,http://www.home-technews.com,2023-10-18,,,,,,,,
2023-011,校园LIFI教育系统,100Mbps,西安教育科技有限公司,2023-06-05,西安市市场监督管理局,西安教育科技有限公司,是,教育领域应用,西安教育网,http://www.xaedu.com,2023-10-18,,,,,,,,
2023-012,安全监控LIFI系统,250Mbps,南昌安防科技有限公司,2023-09-01,南昌市市场监督管理局,南昌安防科技有限公司,是,安防应用系统,安防时报,http://www.securitynews.com,2023-10-18,,,,,,,,
2023-013,数据传输LIFI系统,600Mbps,南京先进通信有限公司,2023-07-18,南京市市场监督管理局,南京先进通信有限公司,是,数据中心通信系统,科技发展论坛,http://www.techforum.com,2023-10-18,,,,,,,,
2023-014,光纤互联LIFI网络,800Mbps,青岛光通科技股份有限公司,2023-08-15,青岛市市场监督管理局,青岛光通科技股份有限公司,是,网络连接系统,光通信网,http://www.lightcom.net,2023-10-18,,,,,,,,
2023-015,农业智能LIFI系统,350Mbps,郑州农业科技有限公司,2023-09-20,郑州市市场监督管理局,郑州农业科技有限公司,是,农业监测应用,农业科技网,http://www.agrotechinfo.com,2023-10-18,,,,,,,,
2023-006,智慧医疗可见光通信,500Mbps,北京智慧医疗科技有限公司,2023-10-12,北京市市场监督管理局,北京智慧医疗科技有限公司,是,医疗领域应用,医疗科技日报,https://www.medtechdaily.com,2023-10-18,,,,,,,,
2023-007,LIFI教育伴侣,400Mbps,杭州教育科技有限责任公司,2023-09-25,杭州市市场监督管理局,杭州教育科技有限责任公司,是,教育领域应用,教育在线,https://www.educationonline.com,2023-10-18,,,,,,,,
2023-008,LED光网络系统,250Mbps,广州光网络科技有限公司,2023-08-30,广州市市场监督管理局,广州光网络科技有限公司,否,网络互联系统,无线通信周刊,https://www.wirelessweekly.com,2023-10-18,,,,,,,,
2023-009,智能车载光通信系统,350Mbps,武汉智能交通有限公司,2023-07-28,武汉市市场监督管理局,武汉智能交通有限公司,是,车载通信系统,汽车工程网,https://www.autoengineering.com,2023-10-18,,,,,,,,
2023-010,公园智能LIFI灯,600Mbps,哈尔滨城市科技有限公司,2023-10-01,哈尔滨市市场监督管理局,哈尔滨城市科技有限公司,是,户外通信系统,城市发展观察,https://www.urbanobserver.com,2023-10-18,,,,,,,,
2023-011,实时数据传输光通信,450Mbps,厦门实时科技有限公司,2023-09-15,厦门市市场监督管理局,厦门实时科技有限公司,是,数据传输系统,信息技术参考,https://www.techreference.com,2023-10-18,,,,,,,,
2023-012,智能家居LIFI升级版,550Mbps,深圳智能生活科技股份有限公司,2023-10-05,深圳市市场监督管理局,深圳智能生活科技股份有限公司,是,智能家居系统,家居科技论坛,https://www.hometechforum.com,2023-10-18,,,,,,,,
2023-013,沙漠应急通信系统,300Mbps,西安应急科技有限公司,2023-06-20,西安市市场监督管理局,西安应急科技有限公司,否,应急通信系统,应急管理信息网,https://www.emergencymanagement.com,2023-10-18,,,,,,,,
2023-014,空港光网通信系统,720Mbps,成都航空科技有限公司,2023-07-15,成都市市场监督管理局,成都航空科技有限公司,是,航空通信系统,航空产业观察,https://www.aerospaceobserver.com,2023-10-18,,,,,,,,
2023-006,高速城市LIFI,500Mbps,北京市光启科技有限公司,2023-10-10,北京市市场监督管理局,北京市光启科技有限公司,是,城市通信系统,科技日报,https://www.stdaily.com/,2023-10-18,,,,,,,,
2023-007,智能办公LIFI系统,350Mbps,杭州鸿源科技有限公司,2023-09-25,杭州市市场监督管理局,杭州鸿源科技有限公司,是,办公通信系统,前瞻产业研究院,https://www.qianzhan.com/,2023-10-18,,,,,,,,
2023-008,校园光通信系统,250Mbps,武汉教育科技有限公司,2023-07-30,武汉市市场监督管理局,武汉教育科技有限公司,是,教育领域应用,中国教育新闻网,https://www.jyb.cn/,2023-10-18,,,,,,,,
2023-009,智能零售LIFI,400Mbps,深圳智链科技有限公司,2023-08-15,深圳市市场监督管理局,深圳智链科技有限公司,是,零售通信系统,零售网,https://www.retailnews.com/,2023-10-18,,,,,,,,
2023-010,交通信号LIFI系统,600Mbps,上海智慧交通科技有限公司,2023-09-01,上海市市场监督管理局,上海智慧交通科技有限公司,是,交通通信系统,现代交通周刊,https://www.moderntrafficweekly.com/,2023-10-18,,,,,,,,
2023-011,高端住宅LIFI系统,450Mbps,天津优居科技有限公司,2023-06-20,天津市市场监督管理局,天津优居科技有限公司,是,居民区通信系统,家居网,https://www.home.com/,2023-10-18,,,,,,,,
2023-012,智慧医院LIFI系统,400Mbps,成都健康科技有限公司,2023-05-30,成都市市场监督管理局,成都健康科技有限公司,是,医疗健康通信,健康时报,https://www.healthtimes.com.cn/,2023-10-18,,,,,,,,
2023-013,工业自动化LIFI系统,700Mbps,广州智控电气有限公司,2023-04-10,广州市市场监督管理局,广州智控电气有限公司,是,工业通信系统,中国工业网,http://www.chinaindustry.com/,2023-10-18,,,,,,,,
2023-014,城市安全LIFI系统,300Mbps,厦门安全科技股份有限公司,2023-08-05,厦门市市场监督管理局,厦门安全科技股份有限公司,是,安防领域应用,安全在线,https://www.safety.com.cn/,2023-10-18,,,,,,,,
2023-015,农业环境监测LIFI系统,200Mbps,南京农科科技有限公司,2023-08-30,南京市市场监督管理局,南京农科科技有限公司,是,农业监测系统,农业科技网,https://www.agriculturaltech.com/,2023-10-18,,,,,,,,
2023-006,智能交通LIFI系统,250Mbps,杭州交通科技有限公司,2023-09-01,杭州市市场监督管理局,杭州交通科技有限公司,是,交通管理系统,科技日报,http://www.stdaily.com/,2023-10-18,,,,,,,,
2023-007,物流LIFI解决方案,500Mbps,武汉物流科技股份有限公司,2023-08-30,武汉市市场监督管理局,武汉物流科技股份有限公司,是,物流与仓储,物流时代,https://www.logistics.com/,2023-10-18,,,,,,,,
2023-008,高效能智能照明系统,180Mbps,宁波智慧光电有限公司,2023-07-15,宁波市市场监督管理局,宁波智慧光电有限公司,是,智能照明,光电网,https://www.optical.net/,2023-10-18,,,,,,,,
2023-009,医疗用LIFI系统,350Mbps,广州医疗科技股份有限公司,2023-05-22,广州市市场监督管理局,广州医疗科技股份有限公司,是,医疗行业,健康时报,http://www.jksb.com/,2023-10-18,,,,,,,,
2023-010,环境监测LIFI系统,400Mbps,成都环境科技有限公司,2023-10-10,成都市市场监督管理局,成都环境科技有限公司,是,环境监测,环境保护部,http://www.mee.gov.cn/,2023-10-18,,,,,,,,
2023-011,安全监控LIFI系统,300Mbps,厦门安全科技有限公司,2023-06-12,厦门市市场监督管理局,厦门安全科技有限公司,是,安全监控系统,安防展览网,http://www.security.com/,2023-10-18,,,,,,,,
2023-012,工业4.0 LIFI系统,600Mbps,天津智能制造有限公司,2023-04-25,天津市市场监督管理局,天津智能制造有限公司,是,工业通信,制造业观察,http://www.manufacturing.com/,2023-10-18,,,,,,,,
2023-013,绿色建筑LIFI系统,450Mbps,苏州绿色建筑科技有限公司,2023-03-02,苏州市市场监督管理局,苏州绿色建筑科技有限公司,是,建筑工程,建筑科技,http://www.architecture.com/,2023-10-18,,,,,,,,
2023-014,智慧校园光通信系统,320Mbps,上海校园科技有限公司,2023-01-18,上海市市场监督管理局,上海校园科技有限公司,是,教育领域,中国教育报,http://www.educhina.com/,2023-10-18,,,,,,,,
2023-015,新零售LIFI解决方案,370Mbps,北京新零售科技有限公司,2023-08-08,北京市市场监督管理局,北京新零售科技有限公司,是,零售行业,零售观察,http://www.retail.com/,2023-10-18,,,,,,,,
2023-006,未来城市LIFI系统,250Mbps,浙江现代通信有限公司,2023-10-10,浙江省市场监督管理局,浙江现代通信有限公司,是,城市基础设施通信,中国通信行业网,https://www.ctnnews.com,2023-10-18,,,,,,,,
2023-007,高速服务区LIFI,500Mbps,福建联通科技有限公司,2023-09-30,福建省市场监督管理局,福建联通科技有限公司,是,交通服务系统,前瞻产业研究院,https://www.qianzhan.com,2023-10-18,,,,,,,,
2023-008,校园LIFI系统,100Mbps,成都学术科技有限公司,2023-08-12,成都市市场监督管理局,成都学术科技有限公司,是,教育领域应用,中国教育网络,https://www.education.cn,2023-10-18,,,,,,,,
2023-009,智能办公LIFI系统,350Mbps,广州智慧科技有限公司,2023-07-05,广州市市场监督管理局,广州智慧科技有限公司,是,企业内部通信,中国智能办公网,https://www.smartoffice.cn,2023-10-18,,,,,,,,
2023-010,农业智能LIFI系统,120Mbps,辽宁农科技术有限公司,2023-10-01,辽宁省市场监督管理局,辽宁农科技术有限公司,是,农业通信系统,中国农业科技网,http://www.agri-tech.cn,2023-10-18,,,,,,,,
2023-011,商场LIFI导航系统,300Mbps,天津商业科技有限公司,2023-08-25,天津市市场监督管理局,天津商业科技有限公司,是,零售行业应用,中国商业门户,https://www.chinacommerce.com,2023-10-18,,,,,,,,
2023-012,智能医院LIFI系统,200Mbps,山东医讯科技有限公司,2023-09-12,山东省市场监督管理局,山东医讯科技有限公司,是,医疗行业应用,智慧医疗网,http://www.wisemedical.cn,2023-10-18,,,,,,,,
2023-013,户外无线LIFI系统,400Mbps,内蒙古自由科技有限公司,2023-06-15,内蒙古自治区市场监督管理局,内蒙古自由科技有限公司,是,户外公共通信,中国网络资讯,http://www.chinanetwork.org,2023-10-18,,,,,,,,
2023-014,工业4.0LIFI系统,600Mbps,安徽智能制造有限公司,2023-09-20,安徽省市场监督管理局,安徽智能制造有限公司,是,工业应用,工业发展研究院,http://www.i-develop.cn,2023-10-18,,,,,,,,
2023-015,公园智能LIFI系统,80Mbps,山西环保科技有限公司,2023-10-05,山西省市场监督管理局,山西环保科技有限公司,是,环境保护应用,中国环保网,https://www.chinaep.net,2023-10-18,,,,,,,,
2023-006,城市公园LIFI系统,120Mbps,成都光联科技有限公司,2023-10-01,成都市市场监督管理局,成都光联科技有限公司,是,户外通信系统,成都日报,https://www.chengdu.cn/news,2023-10-18,,,,,,,,
2023-007,商场智能照明LIFI系统,180Mbps,杭州智能科技有限公司,2023-09-25,杭州市市场监督管理局,杭州智能科技有限公司,是,商业照明系统,杭州市科技局,http://www.hangzhou.gov.cn,2023-10-18,,,,,,,,
2023-008,汽车连接LIFI系统,90Mbps,上海汽车科技股份有限公司,2023-10-10,上海市市场监督管理局,上海汽车科技股份有限公司,否,车辆应用系统,汽车之家,https://www.autohome.com.cn,2023-10-18,,,,,,,,
2023-009,智慧办公LIFI系统,250Mbps,北京君信科技有限公司,2023-09-30,北京市市场监督管理局,北京君信科技有限公司,是,办公通信系统,前瞻产业研究院,https://www.qianzhan.com,2023-10-18,,,,,,,,
2023-010,农业智能LIFI监控系统,200Mbps,广州智能农业科技有限公司,2023-08-15,广州市市场监督管理局,广州智能农业科技有限公司,是,农业应用系统,中国农业网络,http://www.chinaagri.com,2023-10-18,,,,,,,,
2023-011,公共交通LIFI信息系统,160Mbps,武汉公共交通科技公司,2023-06-10,武汉市市场监督管理局,武汉公共交通科技公司,是,交通信息系统,武汉交通网,http://www.whjt.gov.cn,2023-10-18,,,,,,,,
2023-012,医院LIFI健康监测系统,220Mbps,西安医疗科技有限公司,2023-09-20,西安市市场监督管理局,西安医疗科技有限公司,否,医疗支持系统,西安日报,http://www.xiandaily.com.cn,2023-10-18,,,,,,,,
2023-013,无人机LIFI数据传输系统,350Mbps,深圳无人机科技有限公司,2023-08-01,深圳市市场监督管理局,深圳无人机科技有限公司,是,无人机应用系统,无人机观察,https://www.droneobservation.com,2023-10-18,,,,,,,,
2023-014,智能城市LIFI基础设施,300Mbps,北京未来科技公司,2023-10-05,北京市市场监督管理局,北京未来科技公司,是,城市基础设施,中国科技网,http://www.cSTec.cn,2023-10-18,,,,,,,,
2023-015,环境监测LIFI传输系统,70Mbps,青岛环境科技有限公司,2023-09-14,青岛市市场监督管理局,青岛环境科技有限公司,是,环境监测系统,环境保护部,http://www.mep.gov.cn,2023-10-18,,,,,,,,
2023-006,城市照明无线系统,250Mbps,北京无线通信技术有限公司,2023-10-01,北京市市场监督管理局,北京无线通信技术有限公司,是,城市照明系统,光通信研究院,https://www.lcresearch.org/,2023-10-18,,,,,,,,
2023-007,工业智能LIFI系统,600Mbps,郑州智能科技股份有限公司,2023-09-20,郑州市市场监督管理局,郑州智能科技股份有限公司,是,工业应用系统,科技日报,http://www.stdaily.com/,2023-10-18,,,,,,,,
2023-008,无线家庭安全系统,100Mbps,广州安全科技有限公司,2023-05-25,广州市市场监督管理局,广州安全科技有限公司,是,家庭安全系统,家居科技网,https://www.home-tech.cn/,2023-10-18,,,,,,,,
2023-009,智能交通光通信系统,150Mbps,深圳交通科技有限公司,2023-08-10,深圳市市场监督管理局,深圳交通科技有限公司,是,交通管理系统,交通科技网,http://www.traf-tech.com/,2023-10-18,,,,,,,,
2023-010,农业数据采集系统,75Mbps,武汉农业科技有限公司,2023-07-30,武汉市市场监督管理局,武汉农业科技有限公司,否,农业应用系统,现代农业网,http://www.modernag.com/,2023-10-18,,,,,,,,
2023-011,教育园区LIFI系统,400Mbps,杭州教育科技有限公司,2023-06-22,杭州市市场监督管理局,杭州教育科技有限公司,是,教育信息系统,教育科技论坛,https://www.edu-techforum.cn/,2023-10-18,,,,,,,,
2023-012,商业建筑LIFI系统,350Mbps,成都商业技术有限公司,2023-05-05,成都市市场监督管理局,成都商业技术有限公司,是,商业应用系统,商业科技资讯,http://www.com-technews.cn/,2023-10-18,,,,,,,,
2023-013,环境监测光通信系统,125Mbps,西安环境技术有限公司,2023-04-18,西安市市场监督管理局,西安环境技术有限公司,是,环境监测系统,环境科技中心,https://www.env-tech.cn/,2023-10-18,,,,,,,,
2023-014,一体化医疗光通信系统,500Mbps,南京健康科技有限公司,2023-03-28,南京市市场监督管理局,南京健康科技有限公司,是,医疗应用系统,医药科技发布网,https://www.med-technews.cn/,2023-10-18,,,,,,,,
2023-006,城市智能交通系统,250Mbps,北京智联科技有限公司,2023-10-01,北京市市场监督管理局,北京智联科技有限公司,是,城市治理应用,中国科技网,http://www.casti.org.cn,2023-10-18,,,,,,,,
2023-007,智能光网,450Mbps,杭州云悦科技有限公司,2023-09-28,浙江省市场监督管理局,杭州云悦科技有限公司,是,光网接入系统,前瞻产业研究院,https://www.qianzhan.com,2023-10-18,,,,,,,,
2023-008,高铁可见光通信,500Mbps,郑州轨道交通科技有限公司,2023-10-05,河南省市场监督管理局,郑州轨道交通科技有限公司,是,交通运输系统,中国高铁网,http://www.china-rd.com,2023-10-18,,,,,,,,
2023-009,LIFI远程医疗系统,350Mbps,重庆远程医疗科技有限公司,2023-08-15,重庆市市场监督管理局,重庆远程医疗科技有限公司,是,医疗保健系统,健康产业爱好者,https://www.healthcare.com,2023-10-18,,,,,,,,
2023-010,农业监测光通信系统,200Mbps,青岛农业科技有限公司,2023-09-12,山东省市场监督管理局,青岛农业科技有限公司,是,农业应用,农业科技网,http://www.agri-tech.com,2023-10-18,,,,,,,,
2023-011,金融商务LIFI系统,300Mbps,深圳金融科技创新公司,2023-07-25,深圳市市场监督管理局,深圳金融科技创新公司,是,金融行业应用,金融时报,https://www.ft.com,2023-10-18,,,,,,,,
2023-012,室外环境监测光通信系统,400Mbps,新疆环境监测科技有限公司,2023-08-30,新疆维吾尔自治区市场监督管理局,新疆环境监测科技有限公司,是,环境监测,中国环境网,http://www.cenews.com,2023-10-18,,,,,,,,
2023-013,可见光教育互动系统,150Mbps,福建教育科技有限公司,2023-09-18,福建省市场监督管理局,福建教育科技有限公司,是,教育数字课堂,教育科技博客,https://www.education-tech.com,2023-10-18,,,,,,,,
2023-014,家庭安全监控光通信系统,100Mbps,大连安全科技有限公司,2023-09-25,辽宁省市场监督管理局,大连安全科技有限公司,是,家庭安全系统,科技日报,http://www.stdaily.com,2023-10-18,,,,,,,,
2023-015,可穿戴设备LIFI系统,300Mbps,天津智能硬件有限公司,2023-08-19,天津市市场监督管理局,天津智能硬件有限公司,是,可穿戴设备,智能设备观察,https://www.smartdev.com,2023-10-18,,,,,,,,
2023-006,智能医疗LIFI系统,250Mbps,北京医疗科技有限公司,2023-10-01,北京市市场监督管理局,北京医疗科技有限公司,是,医疗通信系统,医疗技术网,https://www.medicine-tech.com,2023-10-18,,,,,,,,
2023-007,公共场所LIFI接入,120Mbps,郑州通讯技术有限公司,2023-09-20,郑州市市场监督管理局,郑州通讯技术有限公司,是,公共通信系统,新通讯日报,https://www.ztxnews.com,2023-10-18,,,,,,,,
2023-008,LIFI绿洲系统,180Mbps,青岛环境科技有限公司,2023-08-15,青岛市市场监督管理局,青岛环境科技有限公司,否,城市通信系统,科技前沿,https://www.techfrontier.com,2023-10-18,,,,,,,,
2023-009,光能智慧办公平台,350Mbps,杭州智慧科技有限公司,2023-07-30,杭州市市场监督管理局,杭州智慧科技有限公司,是,办公通信系统,商业科技观察,https://www.businessob.com,2023-10-18,,,,,,,,
2023-010,水上监控LIFI系统,70Mbps,上海海洋科技有限公司,2023-06-25,上海市市场监督管理局,上海海洋科技有限公司,是,水域通信系统,水域信息网,http://www.waterinfo.com,2023-10-18,,,,,,,,
2023-011,校园LIFI教育系统,400Mbps,武汉教育科技股份有限公司,2023-05-10,武汉市市场监督管理局,武汉教育科技股份有限公司,是,教育领域应用,校园科技网,https://www.campustech.com,2023-10-18,,,,,,,,
2023-012,高速公路LIFI通信系统,330Mbps,广东交通科技有限公司,2023-04-22,广州市市场监督管理局,广东交通科技有限公司,是,交通运输应用,交通科技报,https://www.transporttech.com,2023-10-18,,,,,,,,
2023-013,智能物流LIFI系统,320Mbps,陕西物流科技有限公司,2023-03-30,西安市市场监督管理局,陕西物流科技有限公司,否,物流行业应用,物流技术网,https://www.logistictech.com,2023-10-18,,,,,,,,
2023-014,能源管理LIFI系统,300Mbps,新疆能源科技有限公司,2023-02-15,乌鲁木齐市市场监督管理局,新疆能源科技有限公司,是,能源行业应用,能源网,https://www.energytech.cc,2023-10-18,,,,,,,,
2023-006,移动智慧LIFI,180Mbps,浙江移动通信科技有限公司,2023-10-01,浙江省市场监督管理局,浙江移动通信科技有限公司,是,室内外混合系统,智能通信网,https://www.smartcom.com.cn/,2023-10-18,,,,,,,,
2023-007,高速公共交通LiFi,250Mbps,华南交通科技有限公司,2023-09-10,广州市市场监督管理局,华南交通科技有限公司,是,公共交通系统,中国交通新闻网,http://www.cnnnews.com/,2023-10-18,,,,,,,,
2023-008,工业自动化LIFI,400Mbps,江苏工业科技股份有限公司,2023-08-05,江苏省市场监督管理局,江苏工业科技股份有限公司,否,工业应用系统,前瞻产业研究院,https://www.qianzhan.com/,2023-10-18,,,,,,,,
2023-009,穿透式作用可见光通信,75Mbps,西安光通信网络技术有限公司,2023-07-20,陕西省市场监督管理局,西安光通信网络技术有限公司,是,特种通信系统,中国光电产业协会,http://www.copta.org.cn/,2023-10-18,,,,,,,,
2023-010,高效农业光通信系统,300Mbps,宁夏现代农业科技有限公司,2023-10-15,宁夏回族自治区市场监督管理局,宁夏现代农业科技有限公司,是,农业应用系统,中国现代农业网,https://www.modernagriculture.cn/,2023-10-18,,,,,,,,
2023-011,新一代城市智能LIFI系统,500Mbps,北京智慧城市科技有限公司,2023-06-25,北京市市场监督管理局,北京智慧城市科技有限公司,否,城市基础设施,城市发展研究中心,http://www.urbanresearch.org/,2023-10-18,,,,,,,,
2023-012,医疗LIFI通信系统,125Mbps,国家卫生科技服务公司,2023-09-02,国家市场监督管理总局,国家卫生科技服务公司,是,医疗应用,健康科技论坛,http://www.healthtechforum.org/,2023-10-18,,,,,,,,
2023-013,内网安全光通信系统,200Mbps,华北安全科技有限公司,2023-10-05,河北省市场监督管理局,华北安全科技有限公司,是,网络安全,信息安全网,https://www.inforsec.com/,2023-10-18,,,,,,,,
2023-014,超高压网络LIFI系统,600Mbps,移动电力科技有限公司,2023-08-15,中国电力市场监督局,移动电力科技有限公司,是,电力应用,中国电力网,http://www.chinaelectricity.com/,2023-10-18,,,,,,,,
2023-015,智能停车LIFI系统,350Mbps,成都智能停车系统有限公司,2023-07-28,四川省市场监督管理局,成都智能停车系统有限公司,是,停车管理,停车研究网,http://www.parkingresearch.cn/,2023-10-18,,,,,,,,
2023-006,都市光联V2,250Mbps,杭州光通科技有限公司,2023-10-01,杭州市市场监督管理局,杭州光通科技有限公司,是,城市公共通讯系统,科技日报,https://www.stdaily.com/,2023-10-18,,,,,,,,
2023-007,农业智能光网,80Mbps,南京农业科技有限公司,2023-09-20,南京市市场监督管理局,南京农业科技有限公司,是,农业应用系统,农业科技网,http://www.agri-tech.com/,2023-10-18,,,,,,,,
2023-008,医疗光通信系统,500Mbps,深圳卫健科技股份有限公司,2023-07-15,深圳市市场监督管理局,深圳卫健科技股份有限公司,是,医疗领域应用,现代医学报,https://www.modernmedicine.com/,2023-10-18,,,,,,,,
