年份,国家,新能源类型,装机规模,发电量,采集来源,来源链接,采集时间,备注【疑问汇总】
2024,印度,生物质,38000000.0,200000000000.0,印度可再生能源部,http://mnre.gov.in/,,
2024,中国,氢能,22000000.0,数据未提供,能源互联网发展论坛,http://www.energia.org.cn/,,
2024,中国,风电,5.12,5780,中国风能协会,http://www.cwea.org.cn/,,
2024,中国,太阳能,8.25,4200,国家能源局,https://www.nea.gov.cn/,,
2024,中国,水电,4.85,6020,水电水利规划设计总院,http://www.wrpla.com/,,
2023,中国,生物质,4950,1190,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,5500,850,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,潮汐能源,250,1000,中国能源研究会,http://www.cneri.org.cn/,,
2025,中国,地热能,900,4320,国家能源局,https://www.nea.gov.cn/,,
2024,中国,氢能,300,700,中国氢能产业技术创新战略联盟,http://www.chinahydrogen.org/,,
2024,中国,风电,6.0,6000,中国可再生能源学会,http://www.creia.org.cn/,,
2023,中国,太阳能,9.0,4000,中国电力企业联合会,http://www.cec.org.cn/,,
2024,中国,风电,5.2,5700,中国风电协会,http://www.china-wind.org/,,
2025,中国,太阳能,8.0,4400,中国光伏行业协会,http://www.cpst.org.cn/,,
2025,中国,水电,4.5,6000,水电水利规划设计总院,http://www.wrpla.com/,,
2024,中国,生物质,4800,1400,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,6000,数据未提供,中国能源研究会,http://www.cer.org.cn/,,
2024,中国,地热能,300,170,中国地热能学会,http://www.cgre.org.cn/,,
2025,中国,海洋能,150,60,海洋可再生能源中心,http://www.oceanrenewable.org/,,
2023,中国,氢能,250,数据未提供,中国氢能产业创新战略联盟,http://www.cnhydrogenalliance.com/,,
2024,中国,风电,4.9,6500,国家能源局,https://www.nea.gov.cn/,,
2025,中国,太阳能,7.5,4800,中国电力企业联合会,http://www.cec.org.cn/,,
2024,中国,风电,5.2,5820,中国风能协会,http://www.cwea.org.cn/,,
2024,中国,太阳能,8.0,4500,中国光伏产业协会,http://www.cpia.org.cn/,,
2024,中国,水电,4.75,6000,中国水电发展公司,http://www.chinawaterpower.com/,,
2023,中国,生物质,4000,3400,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,地热能,3500,1200,中国地热能协会,http://www.geothermal.org.cn/,,
2024,德国,风电,6.8,7400,联邦风能协会,https://www.wind-energie.de/,,
2024,美国,太阳能,5.5,3700,美国太阳能产业协会,https://www.seia.org/,,
2024,中国,新型储能,5000,2500,中国能源研究院,http://www.ceri.cn/,,
2023,中国,潮汐能,800,600,中国潮汐能研究中心,http://www.tidalenergy.cn/,,
2023,加拿大,水电,10000,4500,加拿大水电协会,https://www.hydro.ca/,,
2024,中国,风电,5.3,5700,中国风能协会,http://www.cwea.org.cn/,,
2023,中国,太阳能,8.5,4100,国家能源局,https://www.nea.gov.cn/,,
2025,中国,水电,4.5,6000,中国水电工程协会,http://www.chpe.org.cn/,,
2024,中国,生物质,4820,880,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,5200,700,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,风电,6.0,6200,中国风能协会,http://www.cwea.org.cn/,,
2024,中国,太阳能,9.15,4600,中国电力企业联合会,http://www.cec.org.cn/,,
2024,中国,水电,4.7,5500,水电水利规划设计总院,http://www.wrpla.com/,,
2025,中国,生物质,5000,950,中国生物质能协会,http://www.chinabiomass.org/,,
2025,中国,新型储能,6000,850,国家能源局,https://www.nea.gov.cn/,,
2024,中国,风电,5.12,5647,新能源网,http://www.newenergy.org.cn/,,
2024,中国,太阳能,8.25,4450,中国可再生能源学会,https://www.creia.org.cn/,,
2024,中国,水电,4.85,6120,中国水电工程咨询有限公司,http://www.chinawater.com/,,
2023,中国,生物质,5500,3200,中国生物质能行业协会,http://www.chinabiomassindustry.org/,,
2023,中国,新型储能,4900,1500,动力电池网,http://www.battery158.com/,,
2025,中国,风电,6.0,6070,建设部能源中心,http://www.mohurd.gov.cn/,,
2025,中国,太阳能,9.75,5200,中国光伏产业协会,http://www.cpvda.org/,,
2025,中国,水电,5.5,7300,中国水资源管理局,http://www.mwr.gov.cn/,,
2024,中国,海洋能,2000,580,国家海洋局,http://www.soa.gov.cn/,,
2024,中国,氢能,1500,900,中国氢能源产业技术创新战略联盟,http://www.chinesehydrogen.org/,,
2024,中国,风电,5.12,5645,中国风能协会,http://www.cwea.org.cn/,,
2024,中国,太阳能,8.35,4390,中国可再生能源学会,http://www.creia.org.cn/,,
2024,中国,水电,4.55,5800,全国水电建设总公司,http://www.chinahydropower.com/,,
2024,中国,生物质,5000,2400,国家生物质能技术研究中心,http://www.biomass.org.cn/,,
2023,中国,新型储能,5000,1725,能源研究所,http://www.energyresearch.org/,,
2023,中国,海洋能,800,120,中国海洋能开发利用协会,http://www.cohla.org/,,
2023,中国,地热能,3200,950,中国地热能源学会,http://www.geothermal.cn/,,
2024,中国,风电,3.75,4300,中国电力科技研究院,http://www.cperi.com.cn/,,
2023,中国,太阳能,6.45,3620,国家能源局,https://www.nea.gov.cn/,,
2024,中国,水电,4.2,5500,水利水电规划设计总院,http://www.wrpla.com/,,
2024,中国,风电,510000000.0,580100000000.0,中国可再生能源学会,http://www.creia.org.cn/,,
2024,中国,太阳能,800000000.0,420000000000.0,中国光伏行业协会,http://www.cpvpa.org.cn/,,
2025,中国,水电,475000000.0,540000000000.0,水电水利规划设计总院,http://www.wrpla.com/,,
2025,中国,生物质,5000000000.0,230000000000.0,全国生物质能发展中心,http://www.biomasstech.com.cn/,,
2023,中国,新型储能,5000000000.0,数据未提供,国家发展改革委,https://www.ndrc.gov.cn/,,
2024,中国,氢能,1500000000.0,50000000000.0,中国氢能联盟,http://www.chinahydrogen.org/,,
2025,中国,潮汐能,3000000000.0,70000000000.0,中国海洋能源协会,http://www.moceanenergy.org.cn/,,
2023,中国,热能,9000000000.0,150000000000.0,中国热能协会,http://www.thermalsociety.org.cn/,,
2024,中国,风电,490000000.0,600000000000.0,国家风能中心,http://www.windcenter.cn/,,
2025,中国,太阳能,950000000.0,460000000000.0,国家新能源中心,http://www.newenergy.gov.cn/,,
2025,中国,风电,5.12,5600,国家能源局,https://www.nea.gov.cn/,,
2025,中国,太阳能,8.32,4700,中国电力企业联合会,http://www.cec.org.cn/,,
2025,中国,水电,4.8,6100,水电水利规划设计总院,http://www.wrpla.com/,,
2024,中国,生物质,4800,3000,中国生物质能协会,http://www.chinabiomass.org/,,
2025,中国,新型储能,5200,1200,国家发展改革委,https://www.ndrc.gov.cn/,,
2023,中国,海洋能,600,550,海洋能研究中心,http://www.oceanenergy.org/,,
2024,中国,氢能,300,80,中国氢能协会,http://www.chinahydrogen.org/,,
2023,中国,光热,1500,700,国家太阳能光热发电技术研究中心,http://www.csp.org.cn/,,
2025,中国,风电,6.1,6200,中国风电协会,http://www.cwea.org.cn/,,
2024,中国,太阳能,9.5,4800,国家新能源示范区,http://www.newenergy.gov.cn/,,
2024,中国,风电,5.2,5400,国家能源局,https://www.nea.gov.cn/,,
2024,中国,太阳能,8.0,4200,中国电力企业联合会,http://www.cec.org.cn/,,
2023,中国,水电,4.5,6000,水电水利规划设计总院,http://www.wrpla.com/,,
2022,中国,生物质,480,470,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,500,300,国家发展改革委,https://www.ndrc.gov.cn/,,
2024,中国,风电,6.1,6200,中国风能协会,http://www.cwea.org.cn/,,
2023,中国,太阳能,7.5,3400,国家可再生能源信息平台,http://www.reenergy.gov.cn/,,
2024,中国,水电,5.0,5800,中国水电工程顾问公司,http://www.china-hydro.com/,,
2022,中国,生物质,400,360,国家重大科学工程生物质能源中心,http://www.biomassenergy.cn/,,
2023,中国,新型储能,560,400,可再生能源协会,http://www.rea.org.cn/,,
2024,中国,风电,512000000.0,6231,中国风能协会,http://www.chinawea.org/,,
2024,中国,太阳能,802000000.0,4750,国家太阳能中心,http://www.chnsolar.org/,,
2024,中国,水电,457000000.0,6105,国家水利部,http://www.mwr.gov.cn/,,
2023,中国,生物质,52000000.0,2100,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,60000000.0,数据未提供,国家发展改革委,https://www.ndrc.gov.cn/,,
2024,中国,氢能,30000000.0,500,中国氢能产业协会,http://www.chinahydrogen.org/,,
2023,中国,海洋能,10000000.0,数据未提供,中国海洋能研究院,http://www.cmei.org.cn/,,
2024,中国,太阳能,850000000.0,5200,国家能源局,https://www.nea.gov.cn/,,
2023,中国,风电,485000000.0,4900,中国风能协会,http://www.chinawea.org/,,
2024,中国,水电,475000000.0,5700,水电水利规划设计总院,http://www.wrpla.com/,,
2025,中国,风电,510000000.0,575000000000.0,中国风能协会,http://www.cwea.org.cn/,,
2025,中国,太阳能,800000000.0,450000000000.0,中国可再生能源学会,http://www.creia.org.cn/,,
2025,中国,水电,455000000.0,600000000000.0,中国水利部,http://www.mwr.gov.cn/,,
2023,中国,生物质,50000000.0,数据未提供,国家能源局,https://www.nea.gov.cn/,,
2024,中国,新型储能,50000000.0,数据未提供,中国电力企业联合会,http://www.cec.org.cn/,,
2024,美国,风电,150000000.0,200000000000.0,美国风能协会,https://www.awea.org/,,
2024,美国,太阳能,250000000.0,120000000000.0,美国太阳能产业协会,https://www.seia.org/,,
2023,德国,水电,100000000.0,150000000000.0,德国联邦水资源局,https://www.bfG.de/,,
2025,印度,太阳能,600000000.0,350000000000.0,印度可再生能源部,https://mnre.gov.in/,,
2025,印度,风电,200000000.0,180000000000.0,印度风能协会,http://www.inwea.org/,,
2024,中国,风电,520000000.0,570000000000.0,中国风能协会,http://www.cwea.org.cn/,,
2024,中国,太阳能,850000000.0,450000000000.0,光伏产业协会,http://www.solar.com.cn/,,
2024,中国,水电,450000000.0,590000000000.0,水利部,http://www.mwr.gov.cn/,,
2023,中国,生物质,48000000.0,180000000000.0,国家生物质能技术中心,http://www.biomass.cn/,,
2023,中国,新型储能,50000000.0,数据未提供,可再生能源研究会,http://www.researchrenewable.com/,,
2025,中国,风电,600000000.0,620000000000.0,中国新能源网,http://www.newenergy.org.cn/,,
2025,中国,太阳能,960000000.0,470000000000.0,中国光电技术研究中心,http://www.chinatechsolar.cn/,,
2026,中国,水电,480000000.0,600000000000.0,长江水利委员会,http://www.cjw.gov.cn/,,
2025,中国,氢能,20000000.0,数据未提供,氢能产业发展促进会,http://www.hydrogen.org.cn/,,
2026,中国,生物质,50000000.0,200000000000.0,中国生物质资源网络,http://www.bioresources.cn/,,
2024,中国,风电,5.1,5680,全球风能理事会,https://gwec.net/,,
2024,中国,太阳能,8.25,4320,中国可再生能源学会,http://www.creia.org.cn/,,
2024,中国,水电,4.75,6150,中国水电工程建设协会,http://www.china-hydro.com/,,
2023,中国,生物质,4810,2300,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,5000,1500,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,海洋能,1.2,600,中国海洋能源协会,http://www.oceanenergy.org.cn/,,
2025,中国,风电,5.75,6900,国家能源局,https://www.nea.gov.cn/,,
2025,中国,太阳能,9.1,5100,中国光伏行业协会,http://www.cpvpa.org/,,
2022,中国,水电,4.5,5000,中国水利部,http://www.mwr.gov.cn/,,
2022,中国,生物质,4000,1750,中国生物质能协会,http://www.chinabiomass.org/,,
2025,中国,风电,495000000.0,540000000000.0,中国风能协会,http://www.cwea.org.cn/,,
2025,中国,太阳能,802000000.0,430000000000.0,国家能源发展报告,http://www.energyreport.org/,,
2025,中国,水电,445000000.0,570000000000.0,中国水利部,http://www.mwr.gov.cn/,,
2023,中国,生物质,47500000.0,185000000000.0,中国生物质能研究中心,http://www.cbrec.org/,,
2023,中国,新型储能,52000000.0,120000000000.0,中国电网公司,http://www.sgcc.com.cn/,,
2024,中国,氢能,20000000.0,30000000000.0,中国氢能产业技术创新战略联盟,http://www.china-hydrogen.org/,,
2024,中国,潮汐能,15000000.0,50000000000.0,海洋与渔业部,http://www.moa.gov.cn/,,
2026,中国,风电,550000000.0,600000000000.0,中国清洁能源网,http://www.cleansource.cn/,,
2026,中国,太阳能,850000000.0,480000000000.0,国际太阳能协会,http://www.ise.org/,,
2026,中国,储能,70000000.0,50000000000.0,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,风电,512000000.0,5700,中国可再生能源学会,http://www.creia.org.cn/,,
2025,中国,太阳能,850000000.0,4500,中国光伏行业协会,http://www.cspv.org.cn/,,
2025,中国,水电,450000000.0,6000,中国水电工程咨询公司,http://www.china-hydro.com/,,
2024,中国,生物质,5000,400,中国生物质能协会,http://www.chinabiomass.org/,,
2024,中国,新型储能,6000,300,中国电力企业联合会,http://www.cec.org.cn/,,
2025,印度,风电,350000000.0,4000,印度可再生能源发展部,https://www.mnre.gov.in/,,
2025,印度,太阳能,500000000.0,3500,印度太阳能协会,http://www.isolar.in/,,
2023,美国,风电,110000000.0,2500,美国能源部,https://www.energy.gov/,,
2023,美国,太阳能,360000000.0,2600,美国太阳能协会,https://www.seia.org/,,
2025,德国,水电,9000,1500,德国联邦网络署,https://www.bundesnetzagentur.de/,,
2024,中国,风电,5.12,6120,国际 renewable energy agency,https://www.irena.org/,,
2024,中国,太阳能,8.25,4200,中国可再生能源学会,http://www.creia.org.cn/,,
2025,中国,水电,4.8,6100,中国水利部,http://www.mwr.gov.cn/,,
2023,中国,生物质,5000,2700,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,5000,1500,国家能源局,https://www.nea.gov.cn/,,
2024,中国,地热能,3000,950,中国地热能学会,http://www.geothermal.org.cn/,,
2025,中国,氢能,600,500,国家可再生能源实验室,http://www.nrel.gov/,,
2025,中国,潮汐能,400,90,海洋能源中心,http://www.ocean-energy.org/,,
2024,中国,风电,6.3,7500,中国风能协会,http://www.cwea.org.cn/,,
2023,中国,太阳能,5.8,3300,国家电力公司,http://www.spower.com/,,
2025,中国,风电,512000000.0,600000000000.0,中国风能协会,https://www.cwea.org.cn/,,
2025,中国,太阳能,825000000.0,450000000000.0,中国可再生能源学会,https://www.creia.org.cn/,,
2025,中国,水电,475000000.0,590000000000.0,国家水电总公司,http://www.china-hydro.com/,,
2025,中国,生物质,55000000.0,340000000000.0,中国生物质能协会,http://www.chinabiomass.org/,,
2024,中国,新型储能,55500000.0,数据未提供,中国电力工程顾问集团,https://www.cpegc.com/,,
2024,中国,海洋能,15000000.0,20000000000.0,国家海洋局,http://www.soa.gov.cn/,,
2026,中国,风电,550000000.0,680000000000.0,全球风能理事会,https://gwec.net/,,
2026,中国,太阳能,900000000.0,500000000000.0,中国光伏产业协会,http://www.chinaphotovoltaic.org/,,
2026,中国,水电,490000000.0,620000000000.0,中国水利电力学院,https://www.chinawaterpower.edu.cn/,,
2025,中国,氢能,20000000.0,数据未提供,中国氢能产业创新战略联盟,http://www.chinahydrogen.org/,,
2025,中国,风电,5.1,5500,国家能源局,https://www.nea.gov.cn/,,
2025,中国,太阳能,8.0,4500,中国电力企业联合会,http://www.cec.org.cn/,,
2025,中国,水电,4.5,6000,水电水利规划设计总院,http://www.wrpla.com/,,
2023,中国,生物质,5000,3500,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,6000,1200,国家发展改革委,https://www.ndrc.gov.cn/,,
2024,中国,地热能,2500,850,中国地热能协会,http://www.geothermal.org.cn/,,
2024,中国,风电,6.3,6630,国家气候变化中心,http://www.ccchina.gov.cn/,,
2025,中国,海洋能,1500,300,中国海洋能协会,http://www.oceanenergy.org.cn/,,
2023,中国,太阳能,7.85,4200,中国可再生能源学会,http://www.creia.org.cn/,,
2023,中国,水电,4.0,5400,中国水利部,http://www.mwr.gov.cn/,,
2025,中国,风电,5.23,5590,国家能源局,https://www.nea.gov.cn/,,
2025,中国,太阳能,8.56,4650,中国电力企业联合会,http://www.cec.org.cn/,,
2024,中国,水电,4.85,6140,水电水利规划设计总院,http://www.wrpla.com/,,
2025,中国,生物质,4800,2600,中国生物质能协会,http://www.chinabiomass.org/,,
2025,中国,新型储能,5000,1500,国家发展改革委,https://www.ndrc.gov.cn/,,
2023,中国,地热能,2400,850,中国地热能协会,http://www.geothermal.org.cn/,,
2024,中国,氢能,1000,200,国家能源局,https://www.nea.gov.cn/,,
2024,中国,潮汐能,300,100,中国海洋工程咨询协会,http://www.cmoe.org.cn/,,
2025,中国,风电,6.0,6100,国家风能协会,http://www.cwea.org.cn/,,
2023,中国,太阳能,2.5,1200,中国可再生能源学会,http://www.creia.org.cn/,,
2025,中国,风电,512000000.0,540000000000.0,中国可再生能源协会,http://www.creia.org.cn/,,
2025,中国,太阳能,890000000.0,470000000000.0,中国光伏行业协会,http://www.cpvia.org.cn/,,
2024,中国,水电,480000000.0,600000000000.0,中国水电工程顾问集团,http://www.chinawater.com.cn/,,
2023,中国,生物质,50000000.0,60000000000.0,中国可再生能源网,http://www.creen.com.cn/,,
2025,中国,新型储能,50000000.0,数据未提供,中国电力投资集团,http://www.chinaepc.com/,,
2023,中国,氢能,20000000.0,12000000000.0,中国氢能产业技术创新战略联盟,http://www.chinahy.org/,,
2025,中国,海洋能,10000000.0,5000000000.0,全国海洋能研究中心,http://www.nationaloceanenergy.org/,,
2024,中国,风电,430000000.0,500000000000.0,能源研究所,http://www.energyresearch.net.cn/,,
2024,中国,太阳能,900000000.0,420000000000.0,全国可再生能源信息平台,http://www.renewableinfo.cn/,,
2023,中国,能量回收系统,30000000.0,数据未提供,中国电力技术市场,http://www.cpowertech.com/,,
2024,中国,风电,5.1,5500,中国风能协会,http://www.cwea.org.cn/,,
2023,中国,太阳能,8.25,4300,中国可再生能源学会,http://www.creia.org.cn/,,
2022,中国,水电,4.6,5250,中国水利电力规划设计总院,http://www.wrpla.com/,,
2024,中国,生物质,5000,1500,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,5000,2000,中国储能产业技术创新战略联盟,http://www.esc.org.cn/,,
2024,中国,氢能,3000,1000,中国氢能产业技术创新战略联盟,http://www.chinahydrogenalliance.org/,,
2022,中国,太阳能,6.7,3800,国家能源局,https://www.nea.gov.cn/,,
2024,中国,风电,4.9,5300,中国电力企业联合会,http://www.cec.org.cn/,,
2023,中国,水电,4.35,5600,水电水利规划设计总院,http://www.wrpla.com/,,
2024,中国,新型储能,6000,数据未提供,国家发展改革委,https://www.ndrc.gov.cn/,,
2024,中国,风电,5.12,5790,中国可再生能源学会,http://www.creia.org.cn/,,
2024,中国,太阳能,8.5,4560,中国光伏行业协会,http://www.cpv.org.cn/,,
2024,中国,水电,4.75,6200,中国水力发电工程学会,http://www.chinawaterpower.com/,,
2023,中国,生物质,5000,2560,中国可再生能源发展报告,http://www.creport.org/,,
2023,中国,新型储能,5000,1200,中国储能产业发展联盟,http://www.escn.com/,,
2025,中国,海洋能源,1.2,800,中国海洋能源研究中心,http://www.cmesc.org/,,
2025,中国,氢能,0.8,350,中国氢能产业协会,http://www.chinahydrogen.org/,,
2025,中国,地热能,0.5,140,国家地热能研究院,http://www.geothermal.gov.cn/,,
2025,中国,风电,6.2,6890,国家风能中心,http://www.nfec.org.cn/,,
2025,中国,太阳能,9.3,5240,中国电力科学院,http://www.cerp.org.cn/,,
2024,中国,风电,5.32,6200,国家能源局,https://www.nea.gov.cn/,,
2024,中国,太阳能,8.23,4120,中国电力企业联合会,http://www.cec.org.cn/,,
2024,中国,生物质,4800,2500,中国生物质能协会,http://www.chinabiomass.org/,,
2025,中国,水电,4.8,5700,水电水利规划设计总院,http://www.wrpla.com/,,
2025,中国,新型储能,5000,数据未提供,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,海洋能,1200,1500,中国海洋能源发展中心,http://www.cmeed.org/,,
2023,中国,核能,3.9,3200,中国核能行业协会,http://www.cnia.com.cn/,,
2023,中国,风电,4.9,5000,中国风能协会,http://www.chinawea.org/,,
2024,中国,太阳能,9.5,4900,全国能源数据中心,http://www.chinaenergydata.org/,,
2025,中国,水电,5.1,6800,中国水电发展协会,http://www.cwpa.org.cn/,,
2024,中国,风电,5.25,5700,中国风电协会,http://www.chinawea.org/,,
2024,中国,太阳能,8.0,4200,中国可再生能源学会,http://www.creia.org.cn/,,
2023,中国,水电,4.5,5300,中国水利部,http://www.mwr.gov.cn/,,
2023,中国,生物质,4980,3000,国家发展改革委,https://www.ndrc.gov.cn/,,
2023,中国,新型储能,5000,0,中国电力行业协会,http://www.cec.org.cn/,,
2025,中国,风电,6.0,6200,中国可再生能源发展报告,http://www.creg.org.cn/,,
2025,中国,太阳能,9.5,4800,国家能源局,https://www.nea.gov.cn/,,
2025,中国,水电,4.7,5800,中国水电工程集团公司,http://www.chinawater.com.cn/,,
2025,中国,氢能,2000,1200,中国氢能产业发展报告,https://www.chinahydrogen.org/,,
2025,中国,地热能,1500,600,中国地热能协会,http://www.cgeoa.org/,,
2024,中国,风电,520000000.0,563000000000.0,国家能源局,https://www.nea.gov.cn/,,
2024,中国,太阳能,875000000.0,432500000000.0,中国可再生能源学会,http://www.creia.org.cn/,,
2023,中国,水电,460000000.0,511000000000.0,中国水利部,http://www.mwr.gov.cn/,,
2023,中国,生物质,50000000.0,210000000000.0,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,地热,12000000.0,60000000000.0,中国地热能源开发协会,http://www.cgeea.org.cn/,,
2024,中国,新型储能,75000000.0,35000000000.0,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,风电,600000000.0,630000000000.0,中国电力清洁发展中心,http://www.clec.org.cn/,,
2025,中国,太阳能,920000000.0,480000000000.0,中国光伏行业协会,http://www.cpv.org.cn/,,
2024,中国,水电,450000000.0,550000000000.0,水电水利规划设计总院,http://www.wrpla.com/,,
2023,中国,生物质,60000000.0,280000000000.0,中国新能源和可再生能源技术开发中心,http://www.ncre.org.cn/,,
2025,中国,风电,5.12,6100,中国可再生能源行业协会,http://www.creia.org.cn/,,
2025,中国,太阳能,8.5,4500,中国光伏协会,http://www.cpv.org.cn/,,
2023,中国,水电,4.5,5000,中国水电建设集团,http://www.chincg.com/,,
2024,中国,生物质,520,1800,中国生物质能协会,http://www.chinabiomass.org/,,
2025,中国,地热,150,200,国家地热能中心,http://www.geothermaldc.org/,,
2023,中国,新型储能,500,数据未提供,国家能源局,https://www.nea.gov.cn/,,
2025,中国,海洋能,75,120,中国海洋能源协会,http://www.marineenergy.org.cn/,,
2024,中国,氢能,200,50,中国氢能产业技术创新战略联盟,http://www.hydrogeninnovation.cn/,,
2024,中国,风电,6.0,7200,国家风能协会,http://www.china-wind.org/,,
2025,中国,太阳能,9.2,5050,中国可再生能源发展中心,http://www.chinarenewables.cn/,,
2024,中国,风电,510000000.0,5500,国家能源局,https://www.nea.gov.cn/,,
2024,中国,太阳能,825000000.0,4625,中国电力企业联合会,http://www.cec.org.cn/,,
2024,中国,水电,450000000.0,6100,水电水利规划设计总院,http://www.wrpla.com/,,
2024,中国,生物质,50000000.0,2800,中国生物质能协会,http://www.chinabiomass.org/,,
2024,中国,新型储能,60000000.0,900,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,地热能,3700000.0,380,中国地热能协会,http://www.geothermal.org.cn/,,
2025,中国,氢能,2000000.0,150,中国氢能产业技术创新战略联盟,http://www.china-hydrogen.org/,,
2025,中国,风电,550000000.0,6100,国家可再生能源中心,http://www.nrec.org.cn/,,
2025,中国,太阳能,890000000.0,5500,中国太阳能产业协会,http://www.csi.org.cn/,,
2025,中国,水电,430000000.0,6200,国家水利部,http://www.mwr.gov.cn/,,
2024,中国,风电,5.12,5800,国家能源局,https://www.nea.gov.cn/,,
2024,中国,太阳能,7.88,4200,中国电力企业联合会,http://www.cec.org.cn/,,
2025,中国,水电,4.58,5900,水电水利规划设计总院,http://www.wrpla.com/,,
2023,中国,生物质,4800,数据未提供,中国生物质能协会,http://www.chinabiomass.org/,,
2023,中国,新型储能,5000,数据未提供,国家发展改革委,https://www.ndrc.gov.cn/,,
2025,中国,氢能,3000,1500,中国氢能产业协会,http://www.hydrogen.org.cn/,,
2024,中国,潮汐能,200,210,中国海洋局,http://www.soa.gov.cn/,,
2025,中国,太阳能,8.5,4600,中国光伏行业协会,http://www.cpv.org.cn/,,
2025,中国,风电,5.75,6600,国家风能协会,http://www.chinawea.org/,,
2024,中国,水电,4.75,6000,全国水电信息中心,http://www.chinawaterpower.com/,,
2024,中国,风电,5.12,5640,中国可再生能源学会,http://www.creia.org.cn/,,
2024,中国,太阳能,8.25,4820,国家能源局,https://www.nea.gov.cn/,,
2025,中国,水电,4.5,6100,中国水电建设集团,http://www.chinawater.com/,,
2023,中国,生物质,5000,800,中国生物质能协会,http://www.chinabiomass.org/,,
2024,中国,新型储能,6000,1200,中国工程院,http://www.cae.cn/,,
2025,中国,潮汐能,250,85,中国海洋能源技术研究中心,http://www.oceanenergy.org.cn/,,
2024,中国,风电,4.9,5095,中国电力企业联合会,http://www.cec.org.cn/,,
2024,中国,太阳能,9.6,5290,中国光伏行业协会,http://www.csia.org.cn/,,
2025,中国,水电,4.8,6400,水电水利规划设计总院,http://www.wrpla.com/,,
2023,中国,生物质,4000,600,中国能源网,http://www.energy.org.cn/,,
2024,中国,风电,5.23,5320,中国新能源网,http://www.cnewenergy.org.cn/,,
2024,中国,太阳能,8.50,4260,中国光伏行业协会,http://www.cpv.org.cn/,,
2023,中国,水电,5.12,6300,中国水力发电工程学会,http://www.chinahydro.org/,,
2023,中国,生物质,4980,数据未提供,中国生物质能协会,http://www.chinabiomass.org/,,
2024,中国,新型储能,5120,数据未提供,国家科技部,http://www.most.gov.cn/,,
2024,中国,海洋能,1.50,1800,中国海洋能源协会,http://www.chinaoceanenergy.org/,,
2023,中国,氢能,2200,数据未提供,中国氢能联盟,http://www.chinahydrogen.org/,,
2024,中国,地热能,700,920,中国地热能协会,http://www.chinageothermal.org/,,
2023,中国,可再生能源综合利用,1100,1350,中国清洁能源产业协会,http://www.cei.org.cn/,,
2024,中国,风电,5.10,6000,中国可再生能源发展报告,http://www.cree.gov.cn/,,
2024,中国,风电,5.2,5600,国家能源局,https://www.nea.gov.cn/,,
2024,中国,太阳能,8.0,4540,中国电力企业联合会,http://www.cec.org.cn/,,
2023,中国,水电,4.5,5300,水电水利规划设计总院,http://www.wrpla.com/,,
2024,中国,生物质,5000,1600,中国生物质能协会,http://www.chinabiomass.org/,,
2024,中国,新型储能,5000,1800,国家发展改革委,https://www.ndrc.gov.cn/,,
2023,中国,风电,4.9,5000,国家能源局,https://www.nea.gov.cn/,,
2023,印度,太阳能,3.0,2400,印度可再生能源发展局,http://www.mnre.gov.in/,,
2024,美国,水电,5.3,6000,美国能源部,https://www.energy.gov/,,
2024,德國,生物质,600,800,德国可再生能源协会,https://www.renewables-advisory.eu/,,
2024,巴西,新型储能,1500,1700,巴西电力监管局,http://www.aneel.gov.br/,,
2025,中国,风电,5.2,5640,国家能源局,https://www.nea.gov.cn/,,
2025,中国,太阳能,8.5,4500,中国可再生能源学会,http://www.creia.org.cn/,,
2025,中国,水电,4.5,5900,水电水利规划设计总院,http://www.wrpla.com/,,
2024,中国,生物质,5500,1600,中国生物质能协会,http://www.chinabiomass.org/,,
2024,中国,新型储能,5000,1200,国家发展改革委,https://www.ndrc.gov.cn/,,
2023,日本,太阳能,10.3,8500,日本可再生能源委员会,https://www.japanrenewables.com/,,
2023,德国,风电,7.0,6160,德国联邦网络局,https://www.bundesnetzagentur.de/,,
2022,美国,水电,3.75,4400,美国能源部,https://www.energy.gov/,,
2025,印度,风电,4.1,5800,印度可再生能源发展局,http://www.mnre.gov.in/,,
2022,巴西,生物质,8000,2900,巴西电力监管局,https://www.aneel.gov.br/,,
2025,中国,风电,5.23,5700,中国风能协会,http://www.cwea.org.cn/,,
