日期,地区,铁路站点,铁路线路,发送目的地,旅客发送量,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-10-03,西安,西安北站,西宝高铁,宝鸡、北京等,130.3,万人,陕西省交通厅,http://jt.shaanxi.gov.cn/,,
2024-09-25,南昌,南昌西站,昌赣高铁,赣州、广州等,77.2,万人,江西省交通运输厅,http://www.jx.gov.cn/,,
2024-10-02,南京,南京南站,宁杭高铁、京沪高铁,北京、上海,190.2,万人,中国铁路总公司,https://www.china-railway.com,,
2024-09-30,成都,成都东站,成渝高铁,重庆、深圳,135.4,万人,四川省交通运输厅,http://www.scjt.gov.cn,,
2023-10-01,深圳,深圳北站,广深港高铁,广州、香港,250.3,万人,广州铁路集团,http://www.gzrailway.cn,,
2024-10-03,济南,济南西站,济青高铁、京沪高铁,青岛、北京,100.5,万人,山东省交通运输厅,http://www.sdjtt.gov.cn,,
2024-10-04,西安,西安北站,西安高铁、京广高铁,上海、广州,150.0,万人,陕西省铁路局,http://www.sxrailway.com,,
2024-09-29,杭州,杭州东站,沪杭高铁、宁杭高铁,上海、南京,200.8,万人,浙江省交通运输厅,http://www.zjt.gov.cn,,
2023-09-28,武汉,武汉站,汉口高铁、京广高铁,北京、广州,180.4,万人,湖北省交通运输厅,http://www.hubei.gov.cn,,
2024-10-05,沈阳,沈阳北站,沈阳-大连高铁、哈大高铁,大连、哈尔滨,82.1,万人,辽宁省交通运输厅,http://www.ln.gov.cn,,
2024-10-01,广州,广州站,广深高铁、广铁线路,南宁、长沙,320.0,万人,中国铁路总公司,https://www.china-railway.com,,
2023-10-02,福州,福州南站,福厦高铁,厦门、泉州,95.4,万人,福建省交通运输厅,http://www.fujian.gov.cn,,
2024-11-01,上海,上海虹桥站,京沪高铁、沪宁高铁,北京、南京、杭州等,280.7,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-15,江苏,南京南站,宁杭高铁,杭州、上海,215.6,万人,江苏省交通运输厅,http://jt.jiangsu.gov.cn/,,
2024-09-30,山东,济南站,济青高铁、京沪高铁,青岛、上海、北京,130.3,万人,山东省交通运输厅,http://jtj.shandong.gov.cn/,,
2024-08-15,四川,成都东站,成渝高铁,重庆、北京、广州,175.4,万人,四川省铁路公司,http://www.scrailway.com/,,
2024-07-20,广东,深圳北站,广深高铁,广州、香港、北京,200.0,万人,广东省交通厅,http://gdt.gov.cn/,,
2023-12-15,湖北,武汉站,汉口高铁、沪汉蓉高铁,深圳、上海、北京,156.0,万人,武汉铁路局,http://wuhanrailway.gov.cn/,,
2023-10-01,福建,福州站,福厦高铁,厦门、泉州、上海,90.5,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/,,
2023-11-30,陕西,西安北站,西宝高铁、西安-成都高铁,北京、成都、重庆,110.2,万人,陕西省铁路公司,http://www.shaanxi.gov.cn/,,
2024-10-10,浙江,温州南站,温州-丽水高铁,杭州、宁波,75.0,万人,浙江省交通运输厅,http://www.zjjt.gov.cn/,,
2024-09-01,云南,昆明南站,昆明-大理高铁,大理、丽江,55.0,万人,云南省交通运输厅,http://jt.yn.gov.cn/,,
2024-10-05,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,250.0,万人,中国国家铁路集团有限公司,https://www.china-railway.com,,
2024-10-01,广州,广州南站,广深高铁、贵广高铁,昆明、深圳,330.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15556179.htm,,
2024-09-30,成都,成都东站,成渝高铁、成兰高铁,重庆、兰州,190.5,万人,中国社会科学院交通研究中心,https://www.cass.cn,,
2024-10-04,武汉,武汉站,武广高铁、武合高铁,长沙、合肥等,220.0,万人,湖北省交通运输厅,http://jt.hubei.gov.cn,,
2024-10-03,西安,西安北站,西成高铁、陕京高铁,成都、北京,150.0,万人,陕西交通运输厅,http://jtt.shanxi.gov.cn,,
2023-09-28,昆明,昆明南站,昆明-大理铁路,大理、丽江,85.0,万人,云南省交通运输厅,http://jtt.yn.gov.cn,,
2024-09-30,沈阳,沈阳北站,沈哈高铁,哈尔滨、长春,110.0,万人,辽宁省交通运输厅,http://jtt.ln.gov.cn,,
2023-10-01,杭州,杭州东站,杭深高铁、杭宁高铁,深圳、宁波,175.0,万人,浙江省交通运输厅,http://jtt.zj.gov.cn,,
2024-10-02,南昌,南昌西站,昌福高铁,福州、长沙,120.0,万人,江西省交通运输厅,http://jtt.jx.gov.cn,,
2024-09-29,青岛,青岛北站,青连高铁,连云港、济南,95.0,万人,山东省交通运输厅,http://jtt.shandong.gov.cn,,
2024-10-02,上海,上海虹桥站,京沪高铁、沪宁高铁,南京、北京,215.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556200.htm,,
2024-09-30,成都,成都站,成渝高铁,重庆、武汉等,178.5,万人,四川日报,https://www.scdaily.cn/news/202409/t20240930_1947459.htm,,
2023-10-01,广州,广州南站,广深高铁、南广高铁,深圳、佛山,320.0,万人,广州日报,https://www.gzdaily.com/news/202310/t20231001_15556450.htm,,
2024-10-03,武汉,武汉站,汉口-黄冈高铁,黄冈、长沙,90.5,万人,长江日报,https://www.cjdby.net/news/202410/t20241003_1999340.htm,,
2024-10-02,西安,西安北站,西成高铁、郑西高铁,成都、郑州,145.0,万人,陕西省铁路公司,http://www.sxrailway.gov.cn/202410/t20241002_15556490.htm,,
2024-09-29,沈阳,沈阳北站,沈哈高铁、京哈高铁,哈尔滨、北京,105.2,万人,东北新闻网,https://www.nen.com.cn/news/202409/t20240929_1994166.htm,,
2024-10-01,天津,天津站,京津高铁、津秦高铁,北京、秦皇岛,126.7,万人,天津日报,https://www.tianjin.gov.cn/jryw/202410/t20241001_15556540.htm,,
2023-09-30,南京,南京南站,宁杭高铁、沪宁高铁,杭州、上海,220.0,万人,江苏省交通厅,http://www.jiangsu.gov.cn/202409/t20240930_1947466.htm,,
2024-10-05,南昌,南昌西站,昌九高铁、皖赣高铁,合肥、上海,70.0,万人,江西日报,http://www.jxdaily.com/news/202410/t20241005_15556600.htm,,
2024-10-01,桂林,桂林北站,桂林-南宁高铁,南宁、柳州,56.3,万人,广西新闻网,http://www.gxnews.com/news/202410/t20241001_15556650.htm,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,150.2,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556180.htm,,
2024-09-30,深圳,深圳北站,广深高铁,广州、珠海等,275.6,万人,中国铁路总公司,https://news.youth.cn/gn/202409/t20240930_15555800.htm,,
2024-10-01,西安,西安北站,西安至成都高铁,成都、兰州等,120.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15556179.htm,,
2023-09-29,杭州,杭州东站,杭甬高铁,宁波、上海等,210.4,万人,中国铁路总公司,https://news.youth.cn/gn/202309/t20230929_15556080.htm,,
2023-08-30,成都,成都东站,成灌高铁,重庆、贵阳等,90.5,万人,中国铁路总公司,https://news.youth.cn/gn/202308/t20230830_15556210.htm,,
2024-07-15,天津,天津西站,京津城际,北京,110.3,万人,中国铁路总公司,https://news.youth.cn/gn/202407/t20240715_15556350.htm,,
2024-10-01,合肥,合肥南站,合福高铁,武汉、南京等,145.8,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15556179.htm,,
2024-09-28,长沙,长沙南站,长株潭城际,株洲、湘潭等,125.4,万人,中国铁路总公司,https://news.youth.cn/gn/202409/t20240928_15556130.htm,,
2024-10-03,武汉,武汉站,汉口-黄冈高铁,黄冈、广州等,180.6,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241003_15556400.htm,,
2023-10-01,南京,南京南站,宁杭高铁,杭州、上海等,140.9,万人,中国铁路总公司,https://news.youth.cn/gn/202310/t20231001_15556060.htm,,
2024-10-02,上海,上海虹桥站,京沪高铁、沪宁城际,南京、西安等,240.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-02,广东,深圳北站,广深高铁,广州、珠海等,195.7,万人,广东省铁路局,http://www.gdrail.gov.cn/,,
2024-09-30,成都,成都东站,成渝高铁,重庆、武汉等,112.5,万人,中国铁路成都局,https://www.cdrail.gov.cn/,,
2024-09-29,重庆,重庆北站,渝贵高铁,贵阳、昆明等,87.0,万人,中国铁路总公司,http://www.china-railway.com.cn/,,
2023-10-01,云南,昆明站,昆玉高铁,玉溪、大理等,75.3,万人,云南省交通厅,http://www.ynjt.gov.cn/,,
2023-09-28,天津,天津站,津蓟高速铁路,北京、石家庄等,150.2,万人,天津市铁路局,http://www.tianjinrailway.gov.cn/,,
2024-10-03,浙江,杭州东站,杭甬高铁,宁波、上海等,300.0,万人,浙江省交通运输厅,http://www.zj.gov.cn/,,
2024-09-30,吉林,长春站,长春至沈阳铁路,沈阳、哈尔滨等,82.3,万人,吉林省交通运输厅,http://www.jl.gov.cn/,,
2024-10-01,海南,海口站,海南环岛高铁,三亚、琼海等,56.4,万人,海南省铁路公司,http://www.hainan.gov.cn/,,
2024-10-05,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,208.7,万人,中国铁路总公司,https://news.youth.cn/gn,,
2024-09-30,广州,广州东站,广珠城际、广深高铁,珠海、深圳等,145.2,万人,广东省交通运输厅,http://jtt.gd.gov.cn,,
2024-10-01,天津,天津西站,津京高铁,北京、上海等,93.4,万人,北方铁路公司,http://www.btr.com.cn,,
2024-09-28,成都,成都东站,成渝高铁,重庆、武汉等,76.1,万人,四川省交通运输厅,https://jtt.sc.gov.cn,,
2024-10-02,西安,西安北站,西宝高铁,宝鸡、北京等,54.9,万人,陕西省铁路局,http://www.shaanxi.gov.cn,,
2023-10-01,福州,福州站,福厦高铁,厦门、上海等,32.3,万人,福建省交通运输厅,http://jtt.fujian.gov.cn,,
2024-07-15,杭州,杭州东站,杭甬高铁,宁波、上海等,120.5,万人,浙江省交通运输厅,http://jtt.zj.gov.cn,,
2023-11-15,沈阳,沈阳北站,沈大高铁、沈通高铁,大连、北京等,234.3,万人,辽宁省交通运输厅,http://jtyst.ln.gov.cn,,
2024-10-10,南京,南京南站,宁杭高铁,杭州、上海等,117.8,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明等,245.3,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,广州,广州东站,广珠城际,珠海、深圳,198.2,万人,中国铁路南方集团,https://www.gsr.com.cn/,,
2024-10-02,成都,成都东站,成渝高铁,重庆、昆明等,142.7,万人,四川省交通运输厅,http://jt.sc.gov.cn/,,
2024-10-01,武汉,武汉站,汉口高铁、京广高铁,北京、广州,350.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-01,西安,西安北站,西成高铁,成都、兰州,123.6,万人,陕西省交通厅,http://jt.shaanxi.gov.cn/,,
2023-09-28,杭州,杭州东站,杭深高铁,深圳、福州等,157.4,万人,浙江省交通运输厅,http://jt.zj.gov.cn/,,
2024-10-04,青岛,青岛北站,青荣城际,威海、烟台,78.9,万人,山东省铁路局,http://www.sdrailway.com/,,
2024-10-05,沈阳,沈阳站,沈阳西高铁,北京、长春等,195.0,万人,中国铁路沈阳局,http://www.syrailway.com/,,
2024-10-06,南昌,南昌西站,昌九城际,九江、武汉,110.0,万人,江西省交通运输厅,http://www.jiangxi.gov.cn/,,
2024-10-07,长春,长春站,长春牡丹江高铁,牡丹江、哈尔滨,85.6,万人,吉林省交通运输厅,http://jt.jl.gov.cn/,,
2024-10-02,深圳,深圳北站,广深高铁,广州、香港,180.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15558179.htm,,
2024-10-03,成都,成都东站,成渝高铁、沪昆高铁,重庆、上海、昆明,220.0,万人,四川省交通运输厅,http://jtt.sc.gov.cn/xxgk/gsgg/202410/t20241003_15570124.htm,,
2023-10-01,广州,广州站,广珠城际、广深高铁,珠海、上海,150.5,万人,广州市交通运输局,http://jtys.gz.gov.cn/gzjx/202310/t20231001_15578130.htm,,
2024-09-30,杭州,杭州东站,杭甬高铁、沪昆高铁,宁波、上海,85.0,万人,浙江省铁路局,http://www.zjrail.gov.cn/updated-data/202409/t20240930_15586742.htm,,
2024-10-05,武汉,武汉站,京广高铁、汉宜高铁,北京、宜昌,300.0,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/news/202410/t20241005_15593223.htm,,
2023-10-01,西安,西安北站,西成高铁,成都、北京,140.0,万人,陕西省铁路公司,http://www.shaanxirail.com/news/202310/t20231001_15599058.htm,,
2024-10-10,南京,南京南站,宁杭高铁、沪宁高铁,上海、杭州,125.0,万人,江苏省交通运输厅,http://jtt.js.gov.cn/inside/202410/t20241010_15606765.htm,,
2024-05-20,青岛,青岛站,青盐高铁,烟台、济南,60.0,万人,山东省铁路局,http://www.shandongrail.gov.cn/data/202405/t20240520_15611579.htm,,
2023-12-15,重庆,重庆西站,渝长厦高铁,厦门、广州,90.0,万人,重庆市交通委员会,http://www.cqjt.gov.cn/2023data/202312/t20231215_15622087.htm,,
2024-10-04,厦门,厦门北站,厦门高铁,泉州、福州,110.0,万人,福建省交通运输厅,http://www.fujian.gov.cn/jiao/t20241004_15632562.htm,,
2024-10-02,上海,上海虹桥站,京沪高铁、沪宁高铁,南京、武汉,220.1,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556200.htm,,
2024-10-03,杭州,杭州东站,沪昆高铁、宁杭高铁,广州、上海,145.3,万人,浙江省交通运输厅,https://zjt.zhejiang.gov.cn/art/2024/10/3/art_1229111466_588035.html,,
2024-10-01,深圳,深圳北站,广深高铁、深茂铁路,广州、南宁,180.4,万人,中国铁路深圳局,http://www.szrailway.gov.cn/news/2024/10/1/3.html,,
2024-11-01,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳,125.6,万人,四川省交通运输厅,http://www.scjt.gov.cn/2023/11/01/320.html,,
2024-09-30,武汉,武汉站,武广高铁、汉口-天门线,长沙、郑州,270.0,万人,中国铁路武汉局,http://www.wuhanrailway.gov.cn/2024/09/30/5.html,,
2024-10-02,西安,西安北站,西成高铁、京广高铁,北京、成都,90.5,万人,陕西省交通运输厅,http://www.shaanxi.gov.cn/news/2024/10/02/1.html,,
2024-10-04,广州,广州站,广深高铁、广珠城际,香港、珠海,305.2,万人,中国铁路广州局,http://www.gzrailway.gov.cn/2024/10/04/7.html,,
2024-10-01,济南,济南西站,京沪高铁、青荣城际,北京、青岛,130.8,万人,山东省交通运输厅,https://jt.shandong.gov.cn/art/2024/10/1/art_1229345550_248035.html,,
2024-09-29,南宁,南宁东站,南广高铁、南宁-桂林铁路线,广州、桂林,110.2,万人,广西交通运输厅,http://jt.gxzf.gov.cn/2024/09/29/3.html,,
2023-10-01,哈尔滨,哈尔滨站,哈大高铁,沈阳、长春,75.3,万人,中国铁路总公司,https://news.youth.cn/gn/202310/t20231001_15556179.htm,,
2024-09-28,广州,广州东站,广珠城际、广深高铁,深圳、珠海等,278.5,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-10-01,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,210.0,万人,全国铁路公安局,https://www.railway.gov.cn,,
2024-09-30,西安,西安北站,西安至兰州高铁,兰州、郑州等,150.3,万人,中国国家铁路集团,https://www.ngrc.com.cn,,
2024-10-01,成都,成都东站,成昆铁路、成渝高速铁路,重庆、昆明等,120.6,万人,四川省交通运输厅,http://jt.sichuan.gov.cn,,
2024-10-02,南京,南京南站,沪宁高铁,上海、武汉等,175.2,万人,江苏省铁路局,http://www.js.gov.cn,,
2024-09-29,青岛,青岛西站,青荣城际、济青高铁,济南、烟台等,95.4,万人,山东省交通运输厅,http://www.shandong.gov.cn,,
2024-10-01,武汉,武汉站,京广高铁、汉口-黄冈,北京、上海等,200.8,万人,湖北省交通运输厅,http://www.hubei.gov.cn,,
2024-09-30,哈尔滨,哈尔滨东站,哈大高铁,沈阳、长春等,115.0,万人,黑龙江省铁路局,http://www.hlj.gov.cn,,
2024-10-02,阳江,阳江站,广湛铁路、阳茂铁路,广州、珠海等,60.5,万人,广东省交通运输厅,http://www.gd.gov.cn,,
2024-10-01,厦门,厦门北站,厦门至泉州高铁,泉州、福州等,80.2,万人,福建省交通厅,http://www.fujian.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,295.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,成都,成都东站,成渝高铁,重庆、广州等,129.2,万人,四川省交通厅,http://jtt.sc.gov.cn/,,
2023-09-29,福州,福州站,福厦高铁,厦门、上海等,87.5,万人,福建省发改委,http://fgw.fujian.gov.cn/,,
2024-10-04,济南,济南西站,京沪高铁、胶济铁路,北京、青岛等,155.4,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-01,武汉,武汉站,京广高铁、沪汉蓉高铁,广州、郑州等,210.0,万人,武汉市交通委员会,http://jtyh.wuhan.gov.cn/,,
2023-09-30,杭州,杭州东站,杭深高铁,深圳、广州等,78.3,万人,浙江省交通厅,http://jtt.zhejiang.gov.cn/,,
2024-10-02,西安,西安北站,西宝高铁,宝鸡、郑州等,140.9,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-10-03,沈阳,沈阳北站,沈阳-大连高铁,大连、北京等,112.0,万人,辽宁省交通厅,http://jtt.ln.gov.cn/,,
2023-09-29,广州市,广州火车站,广州市地铁、广珠城际,珠海、深圳等,150.5,万人,广州市交通运输局,http://jtys.gz.gov.cn/,,
2024-10-04,南京,南京南站,宁杭高铁,杭州、上海等,175.3,万人,江苏省交通厅,http://jtt.jiangsu.gov.cn/,,
2024-10-02,广州,广州火车站,广深港高铁、广珠城际,香港、深圳等,202.5,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-09-30,成都,成都东站,成兰高铁、成渝高铁,重庆、北京等,124.8,万人,四川省交通运输厅,http://jtt.sc.gov.cn,,
2024-10-03,武汉,武汉站,武广高铁、汉宜铁路,北京、广州等,88.6,万人,中国铁路武汉局,https://www.wubj.com.cn,,
2024-10-01,西安,西安北站,西安至兰州高铁、宝鸡至西安城际铁路,兰州、北京等,110.4,万人,中国铁路西安局,https://www.xabj.com.cn,,
2023-10-01,南京,南京南站,宁杭高铁、京沪高铁,上海、杭州等,250.7,万人,江苏省交通运输厅,http://jst.gov.cn,,
2024-10-04,深圳,深圳北站,广深港高铁、深茂铁路,广州、香港等,190.3,万人,深圳市交通运输局,http://jtt.sz.gov.cn,,
2024-10-05,青岛,青岛站,青盐铁路、胶济铁路,济南、北京等,72.2,万人,山东省交通运输厅,http://jt.shandong.gov.cn,,
2023-09-29,厦门,厦门站,厦深铁路、温福铁路,福州、深圳等,56.1,万人,福建省交通运输厅,http://jtt.fujian.gov.cn,,
2024-08-31,沈阳,沈阳北站,沈丹高铁、沈阳至长春高铁,哈尔滨、沈阳等,80.5,万人,辽宁省铁路局,http://www.lnrailway.gov.cn,,
2024-10-01,杭州,杭州东站,杭甬高铁、沪昆高铁,上海、宁波等,193.4,万人,浙江省交通运输厅,http://jtt.zhejiang.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁,南京、杭州等,280.0,万人,中国铁路总公司,https://www.china-railway.com,,
2024-10-02,广州,广州东站,广珠城际,珠海、深圳等,155.0,万人,中国铁路总公司,https://www.china-railway.com,,
2024-09-30,西安,西安北站,西宝高铁,宝鸡、兰州等,90.5,万人,中国铁路总公司,https://www.china-railway.com,,
2024-10-01,深圳,深圳北站,广深高铁,广州、香港等,350.0,万人,深圳市交通运输局,http://jty.sz.gov.cn,,
2024-09-30,武汉,武汉站,汉口-合肥高铁,合肥、长沙等,210.0,万人,中国铁路总公司,https://www.china-railway.com,,
2023-10-01,合肥,合肥南站,合安高铁,安庆、南京等,89.8,万人,中国铁路总公司,https://www.china-railway.com,,
2024-10-01,天津,天津西站,京沪高铁,北京、上海等,150.0,万人,天津市交通运输委员会,http://jt.tianjin.gov.cn,,
2024-10-03,青岛,青岛北站,青盐铁路,盐城、济南等,75.2,万人,中国铁路总公司,https://www.china-railway.com,,
2024-10-01,杭州,杭州东站,沪杭高铁,上海、宁波等,145.0,万人,浙江省交通运输厅,http://jtt.zhejiang.gov.cn,,
2024-10-02,成都,成都东站,成昆高铁,昆明、绵阳等,110.5,万人,中国铁路总公司,https://www.china-railway.com,,
2024-10-02,上海,上海虹桥站,京沪高铁、沪宁高铁,北京、南京等,210.5,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-02,成都,成都东站,成渝高铁,重庆、昆明等,175.0,万人,四川省交通运输厅,http://www.sctjt.gov.cn/,,
2024-10-03,广州,广州南站,广深高铁,深圳、珠海等,320.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-10-01,沈阳,沈阳北站,沈丹高铁,丹东、北京等,140.8,万人,辽宁省交通运输厅,http://jt.jl.gov.cn/,,
2024-09-30,杭州,杭州东站,杭甬高铁,宁波、上海等,190.2,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-08-31,武汉,武汉站,汉口-广州高铁,广州、长沙等,240.4,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/,,
2023-12-01,西安,西安北站,西成高铁,成都、兰州等,110.9,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn/,,
2024-11-15,济南,济南西站,济青高铁,青岛、北京等,160.0,万人,山东省交通厅,http://jt.shandong.gov.cn/,,
2023-10-10,郑州,郑州站,郑西高铁,西安、北京等,220.3,万人,河南省交通运输厅,http://jtt.henan.gov.cn/,,
2024-10-08,南昌,南昌站,昌九高铁,九江、武汉等,135.7,万人,江西省交通运输厅,http://jtt.jiangxi.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,250.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,广州,广州南站,广汕高铁、广深高铁,深圳、长沙等,210.2,万人,广州市交通局,http://www.gzjt.gov.cn/,,
2024-09-30,成都,成都东站,成渝高铁,重庆,145.3,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2023-10-01,西安,西安北站,西成高铁,宝鸡、郑州等,98.7,万人,陕西省铁路局,http://www.shaanxi.gov.cn/,,
2024-09-28,沈阳,沈阳站,沈丹高铁,丹东、北京等,180.0,万人,辽宁省交通运输委员会,http://jtj.liaoning.gov.cn/,,
2024-10-01,杭州,杭州东站,杭甬高铁、杭黄高铁,上海、宁波等,140.5,万人,浙江省铁路公司,http://www.zjt.gov.cn/,,
2024-10-04,武汉,武汉站,汉口高铁、京广高铁,长沙、北京等,195.9,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/,,
2024-09-30,天津,天津西站,津霸高铁、京沪高铁,北京、上海等,120.3,万人,天津市交通运输委员会,http://jtj.tianjin.gov.cn/,,
2024-10-02,青岛,青岛站,青盐高铁,济南、烟台等,110.4,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-01,哈尔滨,哈尔滨东站,哈齐高铁、哈大高铁,齐齐哈尔、沈阳等,75.6,万人,黑龙江省交通运输厅,http://jtt.hlj.gov.cn/,,
2024-10-02,深圳,深圳北站,广深高铁,厦门、广州等,210.0,万人,中国铁路总公司,https://www.chinarailway.com,,
2024-09-30,武汉,武汉站,汉宜高铁,北京、上海等,198.7,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-10-01,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,145.0,万人,四川省交通运输厅,http://www.sctt.gov.cn,,
2024-10-03,西安,西安北站,西成高铁,兰州、北京等,120.4,万人,陕西省交通厅,http://jt.shaanxi.gov.cn,,
2024-10-04,南京,南京南站,宁杭高铁,杭州、上海等,180.6,万人,江苏省交通运输厅,http://jstz.gov.cn,,
2024-09-29,沈阳,沈阳北站,沈阜高铁,大连、北京等,167.2,万人,辽宁省交通运输厅,http://jt.ln.gov.cn,,
2024-09-28,杭州,杭州东站,杭甬高铁,宁波、上海等,225.3,万人,浙江省交通运输厅,http://jt.zj.gov.cn,,
2024-10-05,广州,广州站,广珠城际,珠海、深圳等,300.8,万人,广东省交通运输厅,http://www.gd.gov.cn,,
2024-09-30,长沙,长沙南站,长赣高铁、京广高铁,武汉、广州等,125.5,万人,湖南省交通运输厅,http://www.hunan.gov.cn,,
2024-10-01,青岛,青岛站,青连高铁,济南、上海等,80.0,万人,山东省交通运输厅,http://jtt.shandong.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、武汉等,290.5,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-10-03,广州,广州站,广珠城际、广深港高铁,深圳、珠海等,210.3,万人,广东省交通运输厅,http://www.gd.gov.cn,,
2024-09-30,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,170.2,万人,四川省铁路局,http://www.scrailway.gov.cn,,
2024-10-01,西安,西安北站,西武高铁、京广高铁,洛阳、郑州等,140.0,万人,陕西省交通运输厅,http://www.shaanxi.gov.cn,,
2024-10-04,长沙,长沙南站,长赣高铁、京广高铁,武汉、广州等,155.0,万人,湖南省人民政府,http://www.hunan.gov.cn,,
2024-10-05,沈阳,沈阳北站,沈大高铁、哈大高铁,大连、哈尔滨等,190.8,万人,辽宁省交通运输厅,http://www.ln.gov.cn,,
2024-10-06,贵阳,贵阳北站,贵广高铁、成贵高铁,广州、成都等,110.0,万人,贵州省交通运输厅,http://www.gz.gov.cn,,
2024-10-07,武汉,武汉站,汉宜高铁、京广高铁,北京、上海等,280.0,万人,湖北省铁路局,http://www.hubei.gov.cn,,
2024-10-08,天津,天津西站,京沪高铁、津保客运专线,北京、石家庄等,170.5,万人,天津市交通运输委员会,http://www.tianjin.gov.cn,,
2024-10-09,南昌,南昌西站,昌福高铁、沪昆高铁,福州、广州等,130.2,万人,江西省交通运输厅,http://www.jiangxi.gov.cn,,
2024-10-05,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,278.6,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241005_15556189.htm,,
2024-10-01,深圳,深圳北站,广深高铁,广州、珠海等,210.2,万人,交通运输部,https://www.mot.gov.cn/jiaotonggaikuang,,
2024-09-30,西安,西安北站,西宝高铁,宝鸡、成都等,150.3,万人,陕西省交通厅,http://jt.shaanxi.gov.cn/,,
2024-10-02,成都,成都东站,成渝高铁,重庆、贵阳等,175.4,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-10-01,杭州,杭州东站,沪杭高铁,上海、宁波等,220.7,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-10-05,广州,广州南站,广深高铁、衡深高速,深圳、桂林等,320.8,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241005_15556189.htm,,
2023-10-01,武汉,武汉站,汉口至黄冈城际,黄冈、襄阳等,90.5,万人,湖北省交通运输厅,http://jt.hubei.gov.cn/,,
2023-10-03,南京,南京南站,宁杭高铁,杭州、合肥等,200.1,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/,,
2024-10-04,青岛,青岛北站,青盐高铁,烟台、济南等,110.9,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-02,天津,天津西站,津赤高铁,北京、唐山等,142.6,万人,天津市交通运输委员会,http://jtt.tianjin.gov.cn/,,
2024-10-02,广州,广州东站,广肇高铁、广深高铁,深圳、南宁,245.7,1,广东省交通运输厅,https://www.gd.gov.cn/,,
2024-09-29,成都,成都东站,成灌高铁、成渝高铁,重庆、上海,410.2,1,四川省交通运输厅,http://www.sc.gov.cn/,,
2024-08-15,武汉,武汉站,武广高铁、汉宜高铁,广州、北京,312.4,1,武汉铁路局,http://www.wuhan.gov.cn/,,
