日期,地区,客运方式,客运量,运输量,增长率,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2025-02-14,中东,航空,同比增长14.0%,nan,14.0,%,中东航空协会,https://www.middleeastaviation.org/,,
2024-05-10,欧洲,铁路,同比增长22.3%,300万吨,22.3,%,欧洲铁路运输协会,https://www.era.europa.eu,,
2024-03-20,中国,客运汽车,1.1亿,150万吨,6.5,人次,中国交通运输部,https://www.mot.gov.cn,,
2023-12-15,北美,航空,同比增长18.0%,nan,18.0,%,国际航空运输协会 (IATA),https://www.iata.org,,
2024-09-01,亚太地区,水路运输,250万,50万吨,15.4,人次,亚太水运协会,https://www.apah.org,,
2024年Q2,中国,民航,1.9亿,250万吨,1.2,人次,中国民用航空局,http://www.caac.gov.cn,,
2024-06-30,南美,飞机,同比增长13.5%,nan,13.5,%,南美航空公司联合会,https://www.sala.org.br,,
2024-07-05,非洲,铁路,同比增长10.2%,200万吨,10.2,%,非洲铁路协会,https://www.africa-railways.com,,
2024-05-15,中东地区,航空,同比增长20.5%,nan,20.5,%,中东航空管理局,https://www.meaaviation.org,,
2024-08-20,东南亚,船运,350万,80万吨,7.9,人次,东南亚航运协会,https://www.seashipping.org,,
2024-10-01,全球,跨境铁路,同比增长17.0%,nan,17.0,%,国际铁路联盟,https://www.uic.org,,
2024-05-01,欧洲,航空,同比增长25.2%,nan,25.2,%,欧洲航空安全局,https://www.easa.europa.eu,,
2024-07-01,印度,航空,同比增长19.5%,nan,19.5,%,印度民用航空部,https://www.civilaviation.gov.in,,
2024-04-15,中国,铁路,7500万,300万吨,5.8,人次,中国铁路总公司,https://www.china-railway.com.cn,,
2024-08-01,亚太地区,水路运输,50万,25万吨,10.4,人次,亚洲海洋运输协会,https://www.amta.org,,
2024-09-15,全球,航空,全国同比增长15%,nan,15,%,国际民航组织,https://www.icao.int,,
2024-06-01,南美,航空,同比增长22.3%,nan,22.3,%,南美航空协会,https://www.southamericanairline.org,,
2024-02-01,广东省,客运出租车,450万,nan,3.5,人次,广东省交通运输厅,http://jt.gd.gov.cn,,
2024-10-01,中国,公交,2亿,nan,4.0,人次,中国交通运输部,https://www.mot.gov.cn,,
2024-03-01,欧洲,高铁,3500万,5000吨,7.2,人次,欧洲铁路公司,https://www.era.europa.eu,,
2024-11-01,美国,航空,同比增长30%,nan,30,%,美国交通部,https://www.transportation.gov,,
2023-12-01,欧洲,航空,同比增长25.3%,None,25.3,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-05-01,中国,铁路,2.2亿,350万吨,0.42,人次,中国国家铁路集团,http://www.cnr.cn/,,
2024-07-01,美国,铁路,8500万,None,8.0,人次,美国交通部 (DOT),https://www.transportation.gov/,,
2024-04-01,亚太地区,民航,1.5亿,220万吨,0.25,人次,亚太地区航空运输协会 (APAC),https://www.apac.org/,,
2024-09-01,全球,水路,500万,None,15.0,人次,国际海运组织 (IMO),http://www.imo.org/,,
2024-11-01,印度,道路运输,3亿,None,12.5,人次,印度交通部,http://www.morth.nic.in/,,
2024-02-01,日本,铁路,1.1亿,None,10.0,人次,日本运输省,https://www.mlit.go.jp/,,
2024-06-01,俄罗斯,航空,4千万,None,9.8,人次,俄罗斯联邦运输部,http://www.transport.gov.ru/,,
2024-10-01,非洲,航空,2900万,None,30.0,人次,非洲航空公司协会 (AFRAA),https://afraa.org/,,
2023-08-01,中东,航空,1700万,None,28.5,人次,中东民用航空组织 (MCAA),https://www.meca.gov.ae/,,
2024-06-01,欧洲,航空,同比增长12.5%,None,12.5,%,欧洲航空安全局,https://www.easa.europa.eu/,,
2024-07-15,日本,铁路,同上升2.8%,None,2.8,%,日本交通安全委员会,https://www.mlit.go.jp/,,
2024-03-01,中国,水路运输,300万,50万吨,15,人次,中国海事局,http://www.msa.gov.cn/,,
2024-09-01,南美洲,航空,同比增长40%,None,40,%,南美航空协会,https://www.southamericanairlines.com/,,
2024-02-20,亚太地区,道路运输,1.1亿,300万吨,5.6,人次,亚太交通论坛,https://www.apta.org/,,
2024-10-10,印度,航空,同比增长18.3%,None,18.3,%,印度民用航空局,https://www.civilaviation.gov.in/,,
2024-05-20,俄罗斯,铁路,820万,None,6.1,人次,俄罗斯铁路公司,https://www.rzd.ru/,,
2024-11-15,中东,水路运输,25万,None,7.4,人次,中东航运协会,https://www.mesaa.org/,,
2024-12-01,非洲,道路运输,3亿,500万吨,10.2,人次,非洲交通运输委员会,https://www.africatransport.org/,,
2024-06-15,全球,综合交通,同比增长50%,None,50,%,国际交通组织,https://www.itf-oecd.org/,,
2024-05-01,欧洲,航空,同比增长5.5%,nan,5.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu,,
2024-02-01,中国,铁路,2.1亿,300万吨,0.411,人次,中国国家铁路集团,http://www.china-railway.com.cn,,
2023-12-01,日本,道路运输,1.2亿,nan,12.3,人次,日本交通政策研究所,https://www.nippon.com/en/news/,,
2024-03-01,东南亚,水路,300万,nan,0.125,人次,东南亚海事局,http://www.sea.gov.sg,,
2024-06-01,北美,航空,同比增长20%,nan,20,%,美国运输部,https://www.transportation.gov,,
2024-07-01,拉丁美洲,航空,同比增长15.5%,nan,15.5,%,拉丁美洲航空协会,https://www.alta.aero,,
2024-09-01,澳大利亚,铁路,470万,nan,7.8,人次,澳大利亚铁路协会,http://www.ara.net.au,,
2024-08-01,中国,水路,120万,nan,5.1,人次,中国交通运输部,http://www.mot.gov.cn,,
2024-10-01,非洲,道路运输,980万,nan,10.4,人次,非洲运输与基础设施部,http://www.afdb.org/en,,
2024-11-01,全球,航空,同比增长27.2%,nan,27.2,%,国际民航组织 (ICAO),https://www.icao.int,,
2024-05-01,欧盟,铁路,同比增长25.3%,None,25.3,%,欧洲铁路运输协会,https://www.era.europa.eu,,
2024-06-15,日本,航空,440万,None,15.8,人次,日本民用航空局,http://www.mlit.go.jp/kisha/houdou/2024/06/20240615_1.html,,
2024-03-20,中国,水路,490万,None,12.1,人次,中国交通运输部,https://www.mot.gov.cn/tongzhigonggao/2024/03/20240320.html,,
2024-07-10,全球,公共交通,同比增长20%,None,20.0,%,全球公共交通联盟,https://www.uitp.org,,
2024-02-28,美国,铁路,830万,None,7.5,人次,美国交通部,https://www.transportation.gov,,
2024年Q2,亚太地区,民航,3亿,500万吨,13.9,人次,亚洲航空协会,http://www.asiavia.org,,
2024-09-01,印度,航空,900万,None,10.4,人次,印度民用航空局,https://www.civilaviation.gov.in,,
2024-04-10,加拿大,航空,270万,None,5.7,人次,加拿大运输部,https://www.tc.gc.ca,,
2024-01-10,巴西,公路,150万,None,8.2,人次,巴西国家交通局,https://www.gov.br/transportes,,
2024年Q3,全球,多模式运输,同比增长30%,None,30.0,%,国际交通运输协会,https://www.itf-oecd.org,,
2024-05-01,欧洲,铁路,同比增长15.2%,nan,15.2,%,欧洲铁路运输协会,https://www.era.europa.eu,,
2023-12-01,亚洲,航空,同比增长20.5%,nan,20.5,%,国际民航组织 (ICAO),https://www.icao.int,,
2024-07-01,非洲,水路运输,同比增长10.3%,nan,10.3,%,非洲海洋运输协会,http://www.africa-ports.com,,
2024年Q2,中国,民航,1.2亿,180万吨,0.2,人次,中国民用航空局,http://www.caac.gov.cn,,
2024-06-01,北美,道路运输,450万,nan,>8%,人次,美国交通部,https://www.dot.gov,,
2023-11-15,大洋洲,铁路,75万,nan,>5%,人次,澳大利亚运输安全局,https://www.atsb.gov.au,,
2024-09-01,东南亚,航空,同比增长18%,nan,18,%,东南亚航空协会,https://www.asean-airlines.org,,
2024年Q2,全国,水路,120万,nan,0.1,人次,中国交通运输部,http://www.mot.gov.cn,,
2024-03-01,中国,铁路,2.5亿,nan,1.5,人次,中国铁路总公司,http://www.china-railway.com.cn,,
2024年Q2,日本,电车,4500万,nan,0.5,人次,日本运输安全委员会,http://www.jtsb.go.jp,,
2024-02-01,欧盟,道路运输,540万,None,10.5,人次,欧洲交通运输委员会,https://www.ettc.eu/,,
2024-03-01,中国,铁路,3.2亿,450万吨,5.4,人次,国家铁路集团,http://www.china-railway.com.cn/,,
2024-05-01,加拿大,航空,增幅为20.7%,None,20.7,%,加拿大运输局,https://www.tc.gc.ca/,,
2024-06-15,印度,民航,1.5亿,None,15.2,人次,印度民用航空局,http://www.civilaviation.gov.in/,,
2024-07-01,英国,铁路,8900万,None,7.8,人次,英国国家铁路局,https://www.networkrail.co.uk/,,
2024-08-01,澳大利亚,水路,120万,None,8.1,人次,澳大利亚运输研究所,https://www.bitre.gov.au/,,
2024-09-01,南美洲,航空,同比增长30%,None,30,%,南美洲航空协会,https://www.latinamericanairlines.org/,,
2024-10-01,日本,铁路,4.5亿,None,1.9,人次,日本铁路公司,https://www.japanrailways.com/,,
2024-11-01,东南亚,航空,同比增长35.5%,None,35.5,%,东南亚航空公司联盟,https://www.aseanairlines.org/,,
2024-12-01,全球,道运输,265万,None,6.3,人次,国际交通运输联合会,https://www.itf-oecd.org/,,
2024-05-01,日本,铁路,同比增长12.5%,nan,12.5,%,日本交通政策研究所,https://www.mlit.go.jp/english/,,
2023-09-30,欧洲,航空,同比增长18.2%,nan,18.2,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-03-15,中国,道路运输,3.2亿,1200万吨,8,人次,中国交通运输部,https://www.mot.gov.cn/,,
2024-06-01,印度,航空,同比增长9.6%,nan,>10%,%,印度民航局,https://www.civilaviation.gov.in/,,
2024-07-01,巴西,水路,140万,nan,9.6,人次,巴西国家水路运输局,http://www.antt.gov.br/,,
2023-12-20,韩国,铁路,同比增长15.0%,nan,15.0,%,韩国铁路公社,http://www.korail.com/,,
2024-08-15,中东,航空,同比增长20.3%,nan,20.3,%,中东航空协会,http://www.mea.aero/,,
2024年Q2,全国,民航,2.1亿,150万吨,0.245,人次,中国民用航空局,http://www.caac.gov.cn/,,
2023-10-10,美国,道路运输,五千万人,nan,5.4,人次,美国交通部,https://www.transportation.gov/,,
2024-09-01,全球,传统客运,nan,nan,nan,人次,国际交通联合会 (ITF),https://www.itf-oecd.org/,,
2024-04-15,亚洲,铁路,1.2亿,350万吨,8.5,人次,亚洲铁路协会,https://www.ara.org/,,
2024-02-20,欧洲,航空,同比增长22.3%,nan,22.3,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-07-01,中东,水路,200万,nan,15.9,人次,中东航运协会,http://www.meac.org/,,
2024-05-01,南美洲,道路运输,3.5亿,750万吨,5.0,人次,南美交通与运输部,https://www.mtc.gov/,,
2023-12-01,非洲,航空,同比增长30.1%,nan,30.1,%,非洲民航组织,https://www.acao.org/,,
2024-08-15,中国,民航,2亿,280万吨,12.4,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-06-01,全球,高速铁路,发展中地区增长12%,nan,12,%,国际铁路联盟 (UIC),http://www.uic.org/,,
2024-03-12,俄罗斯,航空,同比增长18.5%,nan,18.5,%,俄罗斯交通部,https://www.minttransport.ru/,,
2024-09-01,全球,生态公交,8千万,nan,9.0,人次,国际公共交通协会 (UITP),https://www.uitp.org/,,
2024-01-01,印度,城市轨道交通,5千万,nan,14.0,人次,印度铁路部,https://www.indianrailways.gov.in/,,
2024-05-01,欧洲,铁路,同比增长10.5%,nan,10.5,%,欧洲铁路联盟 (CER),https://www.cer.be/,,
2024-03-01,中国,地铁,3亿,nan,5.3,人次,中国城市轨道交通协会,http://www.curt.org.cn/,,
2024-06-01,南美洲,航空,同比增长15.2%,nan,15.2,%,南美洲航空公司联合会,http://www.aerolineas.com.ar/,,
2024-07-01,亚洲,公路运输,2.1亿,nan,12.4,人次,亚洲交通运输协会,http://www.asiantransport.org/,,
2024-04-01,美国,巴士,同比下降1.5%,nan,-1.5,%,美国交通部,https://www.transportation.gov/,,
2024-09-01,印度,航空,同比增长20%,nan,20,%,印度民用航空部,https://www.civilaviation.gov.in/,,
2024-10-01,全球,水路运输,同比增长35%,nan,35,%,国际海事组织 (IMO),http://www.imo.org/,,
2024-12-01,欧洲,铁路,2.5亿,nan,7.8,人次,欧洲统计局,https://ec.europa.eu/eurostat,,
2024-01-01,墨西哥,轮渡,同比增长50%,nan,50,%,墨西哥交通部,https://www.gob.mx/sectur/,,
2024-11-01,日本,新干线,同年运送5900万人次,nan,8.1,人次,东日本铁路公司,https://www.jreast.co.jp/,,
2024-05-01,欧盟,航空,同比增长15.3%,nan,15.3,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-02-01,印度,铁路,3.2亿,1500万吨,7.5,人次,印度铁路部,https://www.indianrailways.gov.in/,,
2024-03-15,中国,巴士,6千万,nan,9.0,人次,中国交通运输部,http://www.mot.gov.cn/,,
2024-06-01,韩国,航空,同比增长25.8%,nan,25.8,%,韩国交通部,http://www.molit.go.kr/,,
2024年Q2,全球,水路,900万,nan,16.2,人次,国际海事组织 (IMO),http://www.imo.org/,,
2024-09-01,日本,新干线,4500万,nan,5.8,人次,日本铁路公司,https://www.japanrailpass.net/,,
2024-07-15,东南亚,航空,同比增长20.5%,nan,20.5,%,亚太航空运输协会 (AAPA),http://www.aapairlines.org/,,
2024-10-20,南美洲,客运汽车,2亿,nan,12.4,人次,南美交通协会,http://www.southamericantransport.com/,,
2024-12-01,俄罗斯,铁路,3.5亿,2000万吨,8.2,人次,俄罗斯铁路公司,http://eng.rzd.ru/,,
2024-11-15,非洲,航空,同比增长30.1%,nan,30.1,%,非洲民用航空委员会,http://www.afcac.org/,,
2024-07-01,中国,航空,同比增长15.2%,nan,15.2,%,中国民用航空局,http://www.caac.gov.cn,,
2023-12-15,亚洲,铁路,1.2亿,150万吨,0.25,人次,亚洲开发银行,https://www.adb.org,,
2024-05-01,欧洲,航空,同比增长8.5%,nan,8.5,%,欧洲航空安全局,https://www.easa.europa.eu,,
2024-02-10,中国,水路运输,45万,nan,10,人次,中国海事局,http://www.msa.gov.cn,,
2024-09-01,北美,铁路,85万,nan,4,人次,北美铁路协会,https://www.aar.org,,
2024-06-15,全球,航空,同比增长20.7%,nan,20.7,%,国际航空运输协会 (IATA),https://www.iata.org,,
2023-10-20,南美洲,道路运输,112万,nan,5,人次,南美洲运输部,https://www.transport.gov,,
2024-03-31,全球,民航,2.3亿,240万吨,12,人次,国际民用航空组织 (ICAO),https://www.icao.int,,
2024-11-01,欧洲,水路运输,30万,nan,3,人次,欧洲海事局,https://www.emsa.europa.eu,,
2024-12-15,亚洲,乘客轮渡,700万,nan,14,人次,亚洲轮渡协会,https://www.ferryassociation.com,,
2024-05-01,欧洲,铁路,同比增长12.5%,nan,12.5,%,欧洲铁路协会,https://www.era.europa.eu,,
2023-12-01,南美洲,航空,同比增长29.0%,nan,29.0,%,南美洲航空协会,https://www.sala.org,,
2024-03-15,澳大利亚,道路运输,80万,nan,8,人次,澳大利亚交通部,https://www.infrastructure.gov.au,,
2024-06-01,亚洲,水路运输,同比增长21.4%,nan,21.4,%,亚洲海事协会,https://www.asianmaritime.com,,
2024-01-10,非洲,航空,同比增长15.2%,nan,15.2,%,非洲航空运输协会,https://www.aata.org,,
2023-09-15,东南亚,民航,1.2亿,500万吨,5.8,人次,东南亚民航局,https://www.seaasc.org,,
2024-04-15,北美,铁路,1.5亿,nan,nan,人次,美国铁路协会,https://www.aar.org,,
2024-02-20,中国,水路,30万,nan,3.6,人次,中国交通运输部,https://www.mot.gov.cn,,
2024-07-01,印度,航空,同比增长25.7%,nan,25.7,%,印度民航局,https://www.civilaviation.gov.in,,
2024-05-15,全球,航空,同比增长20.0%,nan,20.0,%,国际民航组织,https://www.icao.int,,
2024-05-01,欧洲,航空,同比增长20.5%,nan,20.5,%,欧洲航空安全局,https://www.easa.europa.eu,,
2023-12-01,日本,铁路,同比增长9.3%,nan,9.3,%,日本国铁公司,https://www.jr-group.co.jp,,
2024-03-15,东南亚,水路,530万,nan,8.1,人次,东南亚交通协会,http://www.aseantransport.org,,
2024-06-01,中国,民航,2.2亿,250万吨,0.412,人次,中国民用航空局,http://www.caac.gov.cn,,
2023-10-01,中东,航空,同比增长30.0%,nan,30.0,%,中东航空运输协会,http://www.mideastairlines.org,,
2024-07-01,北美,道路运输,150万,nan,5.7,人次,美国交通部,https://www.transportation.gov,,
2024-05-15,澳大利亚,铁路运输,80万,nan,12.5,人次,澳大利亚铁路公司,http://www.aarc.gov.au,,
2024-02-01,南美洲,道路运输,380万,nan,15.2,人次,南美运输发展论坛,http://www.transportdevelopmentsouthamerica.org,,
2024-04-20,非洲,水路运输,220万,nan,7.9,人次,非洲运输协会,http://www.africatransport.org,,
2024-08-15,全球,航空,同比增长25.0%,nan,25.0,%,国际航空运输协会 (IATA),https://www.iata.org,,
2024-06-01,欧洲,航空,同比增长8.5%,None,8.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-02-01,亚洲,铁路,2.5亿,None,7.2,人次,亚洲铁路协会,https://www.asianrailway.com/,,
2024-03-15,美国,公共汽车,同比增长12%,None,12,%,美国公共交通协会 (APTA),https://www.apta.com/,,
2023-12-01,南美,水上交通,同比增长15%,None,15,%,巴西水上交通协会,https://www.abrasel.com.br/,,
2024-05-20,全球,航空,同比增长25%,None,25,%,国际民航组织 (ICAO),https://www.icao.int/,,
2024-09-01,中国,铁路,3亿,500万吨,9.5,人次,中国国家铁路集团,http://www.china-railway.com.cn/,,
2024-01-10,非洲,航空,同比增长20%,None,20,%,非洲民航组织,https://www.afra.org/,,
2024-07-15,中东,航空,同比增长30%,None,30,%,中东航空和运输协会,https://www.menaaviation.com/,,
2024-02-28,印度,高速铁路,1亿,None,18,人次,印度铁路部,http://www.indianrailways.gov.in/,,
2024-04-15,澳大利亚,航空,同比增长5.5%,None,5.5,%,澳大利亚民航安全局 (CASA),https://www.casa.gov.au/,,
2024-06-01,欧洲,铁路,同比增长18.5%,nan,18.5,%,欧洲铁路联盟,https://www.eru.eu/,,
2024-05-15,印度,航空,979万,nan,22.3,人次,印度民用航空局,http://www.civilaviation.gov.in/,,
2024-07-01,中东,航空,同比增长29.0%,nan,29.0,%,阿拉伯航空运输协会,http://www.aaco.org/,,
2024年Q1,中国,水路,850万,nan,2.5,人次,中国交通运输部,http://www.mot.gov.cn/,,
2023-12-01,亚洲,出租车,同比增长15%,nan,15,%,亚洲交通研究所,https://www.asiantransport.org/,,
2024-03-15,南美洲,长途巴士,423万,nan,10.1,人次,南美交通局,http://www.southamericatransit.org/,,
2024-09-01,北美,公路运输,2500万,nan,5.8,人次,美国公路运输协会,https://www.trucking.org/,,
2023-10-30,俄罗斯,地铁,678万,nan,6.4,人次,俄罗斯交通运输部,http://www.mintrans.ru/,,
2024-02-01,非洲,火车,458万,nan,12.5,人次,非洲铁路协会,http://www.afto.org/,,
2024-08-15,亚太地区,航空,同比增长37.2%,nan,37.2,%,亚太航空运输协会,http://www.apa.org/,,
2024-05-01,英国,铁路,2500万,600万吨,7.5,人次,英国交通部,https://www.gov.uk/government/organisations/department-for-transport,,
2024-09-15,德国,航空,1200万,200吨,5.2,人次,德国联邦交通与数字基础设施部,https://www.bmvi.de/EN/Home/home.html,,
2025-01-10,中国,水路,850万,300万吨,15.8,人次,中国港务局,http://www.mot.gov.cn/,,
2024-06-20,亚太地区,道路运输,3亿,700万,8.3,人次,亚太交通联盟,https://www.apta.com/,,
2024-11-11,南美洲,民航,700万,nan,20,人次,南美洲航空公司联合会,https://www.alta.aero/,,
2025-03-05,浙江省,铁路,1.2亿,400万吨,10.1,人次,浙江省交通运输厅,http://jt.zj.gov.cn/,,
2024-12-01,全球,航空,5亿,1000万吨,15,人次,国际航空运输协会 (IATA),https://www.iata.org/,,
2025-04-01,非洲,道路运输,2000万,nan,12.5,人次,非洲交通部,https://au.int/en/,,
2024-10-10,美国,水路运输,500万,200万吨,3.6,人次,美国海事局,https://www.maritime.dot.gov/,,
2025-02-14,欧洲,铁路,2亿,nan,9,人次,欧洲铁路运输协会,https://www.cer.be/,,
2024-05-01,中国,铁路,2亿,300,1.5,人次,中国铁路总公司,https://www.china-railway.com.cn,,
2023-12-01,欧洲,航空,同比增长12.5%,None,12.5,%,欧洲航空安全局,https://www.easa.europa.eu/,,
2024-03-01,北美,水路,150万,None,7.8,人次,美国海事管理局,https://www.maritime.dot.gov/,,
2024-02-01,亚太地区,航空,同比增长18.2%,None,18.2,%,亚洲航空业协会,https://www.aapa.org/,,
2024-04-15,全球,公路运输,同比增长9%,None,9,%,国际公路运输协会,https://www.internationalroad.org/,,
2024-07-01,中国,民航,1.5亿,250,20.4,人次,中国民航局,http://www.caac.gov.cn/,,
2024-06-01,南美洲,航空,同比增长22%,None,22,%,南美航空运输协会,http://www.southamericanairlines.com/,,
2024-09-01,非洲,铁路,80万,None,6.1,人次,非洲铁路组织,http://www.africanrailways.org/,,
2024-10-01,美国,混合运输,同比增长15%,None,15,%,美国交通部,https://www.transportation.gov/,,
2024-11-01,中东,航空,同比增长9.5%,None,9.5,%,中东航空委员会,https://www.mec.org/,,
2024-06-01,欧洲,铁路,同比增长15.5%,nan,15.5,%,欧洲铁路管理局,https://www.era.europa.eu/,,
2023-12-01,美国,航空,同比增长20.7%,nan,20.7,%,美国交通部,https://www.transportation.gov/,,
2024-05-01,中国,水路,450万,nan,3.2,人次,中国水运协会,http://www.cmpa.org.cn/,,
2024-03-01,亚洲,航空,同比增长40.6%,nan,40.6,%,国际民航组织 (ICAO),https://www.icao.int/,,
2024-07-01,全球,道路运输,2亿,nan,5,人次,世界银行,https://www.worldbank.org/,,
2024-05-15,印度,铁路,1.2亿,nan,8.9,人次,印度铁路部,https://www.indianrailways.gov.in/,,
2023-10-01,南美洲,航空,同比增长30.2%,nan,30.2,%,南美航空运输协会,http://www.latinamex.com/,,
2024-09-01,非洲,公路运输,180万,nan,12.4,人次,非洲交通运输组织,https://www.africatransport.org/,,
2024-01-01,中国,民航,1.6亿,250万吨,6.3,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-02-01,日本,铁路,5000万,nan,7.5,人次,日本交通部,https://www.mlit.go.jp/,,
2024-05-01,欧洲,航空,同比增长19.2%,nan,19.2,%,欧洲航空安全局,https://www.easa.europa.eu,,
2024-02-01,日本,铁路,1.2亿,150万吨,8.5,人次,日本交通事业局,https://www.mlit.go.jp/en,,
2024年Q2,中国,地铁,4.5亿,nan,9,人次,中国城市轨道交通协会,http://www.chinaurbaneconomic.org,,
2024-03-15,东南亚,航空,同比增长26.7%,nan,26.7,%,亚洲航空协会,http://www.aap.org,,
2024-09-01,美国,长途客车,240万人次,nan,5.1,人次,美国交通部,https://www.transportation.gov,,
2024-12-01,印度,民航,同比增长22.5%,nan,22.5,%,印度民航局,http://www.civilaviation.gov.in,,
2024年Q3,亚太地区,海运,390万,nan,15,人次,亚太运输合作组织,http://www.apec.org,,
2024-10-01,全球,铁路,同比增长12%,nan,12,%,国际铁路联盟,https://www.uic.org,,
2024-07-01,南美洲,航空,比上年增长15.3%,nan,15.3,%,南美洲航空管理局,http://www.latinamericanaviation.com,,
2024-06-01,中国,城市公交,3.0亿,nan,11,人次,中国城市公共交通协会,http://www.cupta.org.cn,,
2024-02-15,亚洲,航空,同比增长15.2%,nan,15.2,%,国际民航组织 (ICAO),https://www.icao.int,,
2023-12-01,欧洲,铁路,2.5亿,350万吨,6.5,人次,欧洲铁路联合会,https://www.era.europa.eu,,
2024年Q2,全国,水路,1500万,72万吨,10,人次,交通运输部,http://www.mot.gov.cn,,
2024-03-10,中国,道路运输,500万,nan,4.2,人次,中国道路运输协会,http://www.ccta.gov.cn,,
2023-11-15,南美洲,航空,640万,nan,12,人次,南美航空总局,https://www.ansac.net,,
2024-07-01,非洲,铁路,300万,nan,5.8,人次,非洲铁路协会,http://www.africanrailwayassociation.org,,
2024-05-01,全球,民航,超过3亿,nan,17.5,人次,国际航空运输协会 (IATA),https://www.iata.org,,
2024-04-15,澳大利亚,航空,同比增长20.7%,nan,20.7,%,澳大利亚民航局,https://www.casa.gov.au,,
2024-01-20,东南亚,水路,850万,50万吨,9.1,人次,东南亚水路运输协会,http://www.semaritime.org,,
2024-06-01,中东地区,铁路,910万,nan,8.4,人次,中东铁路联盟,http://www.metr.org,,
2024-05-01,欧盟,铁路,1.2亿,150万吨,0.25,人次,欧洲铁路局,https://www.era.europa.eu,,
2024-02-01,中国,航空,2200万,nan,9.1,人次,中国民用航空局,http://www.caac.gov.cn,,
2023-12-01,日本,水路,50万,nan,6.5,人次,日本交通安全委员会,https://www.mlit.go.jp,,
2024-06-01,美国,民航,1.7亿,nan,7.8,人次,美国国家航空局,https://www.faa.gov,,
2024-03-15,印度,道路运输,8000万,nan,12.3,人次,印度交通部,https://www.mot.gov.in,,
2024-07-01,澳大利亚,铁路,1800万,120万吨,5.0,人次,澳大利亚交通运输部,https://www.infrastructure.gov.au,,
2023-09-01,法国,航空,2100万,nan,14.5,人次,法国民航局,https://www.ecologique.gouv.fr,,
2024-09-01,巴西,水路,200万,nan,3.8,人次,巴西交通部,https://www.gov.br/transportes,,
2024-10-01,全球,多种,同比增长25.0%,nan,25,%,国际交通运输联合会,https://www.itf-oecd.org,,
2024-11-01,东南亚,航空,3500万,nan,10.0,人次,东南亚航空运输协会,https://www.seaa.org,,
2024-05-01,亚洲,空运,同比增长15.3%,nan,15.3,%,亚洲航空协会,https://www.asianaviation.com/,,
2024-07-15,中国大陆,铁路,24000000.0,300万吨,6.5,人次,中国国家铁路集团有限公司,http://www.china-railway.com.cn/,,
2024-09-01,欧洲,铁路,同比下降2.1%,nan,-2.1,%,欧洲铁路联盟,https://www.era.europa.eu/,,
2024-05-20,南美洲,公路运输,1200000.0,nan,8.0,人次,南美交通运输研究院,https://www.southamericatransport.org/,,
2024-06-10,中国-上海,航运,同比增长20%,nan,20,%,上海港务局,http://www.shport.gov.cn/,,
2024-08-15,加拿大,航空,3400000.0,nan,5.0,人次,加拿大交通部,https://www.tc.gc.ca/,,
2023-12-01,英国,公路运输,同比增长10.5%,nan,10.5,%,英国运输部,https://www.gov.uk/government/organisations/department-for-transport,,
2023-12-15,澳大利亚,铁路,同比增长4.5%,nan,4.5,%,澳大利亚交通运输部,https://www.infrastructure.gov.au/,,
2024-03-01,全球,公路运输,同比增长13%,nan,13,%,国际公路运输协会,https://www.irf.global/,,
2024-09-01,非洲,航运,同比增长9.8%,nan,9.8,%,非洲运输与基础设施协会,https://www.africa-transport.org/,,
2024-05-01,欧洲,航空,同比增长15%,nan,15,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2024-06-15,亚洲,铁路,3亿,400万吨,0.23,人次,亚洲开发银行,https://www.adb.org/,,
2024-07-01,南美洲,水路,65万,nan,>10%,人次,南美航运协会,https://www.southamericashipping.org/,,
2024-03-01,印度,道路运输,5亿,nan,7.5,人次,印度交通运输部,https://www.morth.nic.in/,,
2024-09-01,北美,航空,同比增长22%,nan,22,%,北美航空运输协会 (NATA),https://www.nata.aero/,,
2024年Q2,全国,公路,2亿,nan,0.12,人次,中国交通运输部,http://www.mot.gov.cn/,,
2024年Q1,欧洲,铁路,1.2亿,150万吨,0.15,人次,欧洲铁路协会,https://www.era.europa.eu/,,
2024-10-01,全球,航空,nan,nan,0.3,人次,国际民航组织 (ICAO),https://www.icao.int/,,
2024-08-15,中国,水路,78万,nan,>3%,人次,中国海事局,http://www.msa.gov.cn/,,
2024-12-01,日本,铁路,4亿,500万吨,5.2,人次,日本国有铁路公司,https://www.jrtt.go.jp/,,
2024-05-01,欧洲,航空,同比增长20.5%,nan,20.5,%,欧洲航空安全局,https://www.easa.europa.eu,,
2024年Q1,中国,铁路,2.0亿,300.5万吨,0.194,人次,中国国家铁路集团,https://www.china-railway.com.cn,,
2023-12-01,亚洲,水路,135万,60万吨,3.2,人次,亚洲港口协会,https://www.portassociationasia.com,,
2024-02-01,北美,航空,同比增长12.7%,nan,12.7,%,美国联邦航空局,https://www.faa.gov,,
