年份,国家,重点城市,万元GDP能耗,单位,采集来源,来源链接,采集时间,备注,,,,,,,,,,,,
2021,中国,天津,0.76,吨标准煤/万元GDP,天津市统计局,https://www.tianjin.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,郑州,0.89,吨标准煤/万元GDP,郑州市统计局,https://www.zhengzhou.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2024,中国,长沙,0.81,吨标准煤/万元GDP,长沙市统计局,https://www.changsha.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2024,中国,合肥,0.77,吨标准煤/万元GDP,合肥市统计局,https://www.hefei.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,佛山,0.84,吨标准煤/万元GDP,佛山市统计局,https://www.foshan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,青岛,0.87,吨标准煤/万元GDP,青岛市统计局,https://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.76,吨标准煤/万元GDP,江苏省统计局,https://www.jiangsu.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,重庆,0.84,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,武汉,0.8,吨标准煤/万元GDP,湖北省统计局,https://www.hubei.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,西安,0.91,吨标准煤/万元GDP,陕西省统计局,https://www.shaanxi.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,苏州,0.79,吨标准煤/万元GDP,苏州市统计局,https://www.suzhou.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,天津,0.83,吨标准煤/万元GDP,天津市统计局,https://www.tianjin.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,郑州,0.88,吨标准煤/万元GDP,河南省统计局,https://www.henan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,青岛,0.86,吨标准煤/万元GDP,山东省统计局,https://www.shandong.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,长沙,0.77,吨标准煤/万元GDP,湖南省统计局,https://www.hunan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,合肥,0.75,吨标准煤/万元GDP,安徽省统计局,https://www.anhui.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.8,吨标准煤/万元GDP,江苏省统计局,https://www.js.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,武汉,0.92,吨标准煤/万元GDP,武汉市统计局,https://www.wuhan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,重庆,0.96,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,西安,0.91,吨标准煤/万元GDP,西安市统计局,https://www.xa.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,福州,0.84,吨标准煤/万元GDP,福建省统计局,https://www.fujian.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,天津,0.77,吨标准煤/万元GDP,天津市统计局,https://www.tj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,青岛,0.86,吨标准煤/万元GDP,青岛市统计局,https://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,济南,0.89,吨标准煤/万元GDP,山东省统计局,https://www.sd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2019,中国,南昌,0.93,吨标准煤/万元GDP,南昌市统计局,https://www.nc.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2019,中国,合肥,0.83,吨标准煤/万元GDP,安徽省统计局,https://www.ah.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,武汉,0.83,吨标准煤/万元GDP,武汉市统计局,https://www.wh.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.76,吨标准煤/万元GDP,江苏省统计局,https://www.jss.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,厦门,0.87,吨标准煤/万元GDP,厦门市统计局,https://www.xm.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,重庆,0.91,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,沈阳,0.79,吨标准煤/万元GDP,辽宁省统计局,https://www.ln.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,天津,0.84,吨标准煤/万元GDP,天津市统计局,https://www.tj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,青岛,0.8,吨标准煤/万元GDP,青岛市统计局,https://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,哈尔滨,0.93,吨标准煤/万元GDP,黑龙江省统计局,https://www.hl.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2019,中国,大连,0.81,吨标准煤/万元GDP,大连市统计局,https://www.dl.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2019,中国,宁波,0.77,吨标准煤/万元GDP,宁波市统计局,https://www.nb.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,重庆,0.84,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,天津,0.76,吨标准煤/万元GDP,天津市统计局,https://www.tj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,武汉,0.91,吨标准煤/万元GDP,武汉市统计局,https://www.wh.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,南京,0.85,吨标准煤/万元GDP,南京市统计局,https://www.nanjing.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,西安,0.92,吨标准煤/万元GDP,西安市统计局,https://www.xa.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,沈阳,0.97,吨标准煤/万元GDP,沈阳市统计局,https://www.sy.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2024,中国,青岛,0.79,吨标准煤/万元GDP,青岛市统计局,https://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2024,中国,厦门,0.82,吨标准煤/万元GDP,厦门市统计局,https://www.xm.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,福州,0.83,吨标准煤/万元GDP,福州市统计局,https://www.fz.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南昌,0.89,吨标准煤/万元GDP,南昌市统计局,https://www.nc.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,武汉,0.92,吨标准煤/万元GDP,武汉市统计局,https://www.wuhan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,重庆,0.89,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,南京,0.82,吨标准煤/万元GDP,江苏省统计局,https://www.jss.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,厦门,0.76,吨标准煤/万元GDP,厦门市统计局,https://www.xm.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,青岛,0.84,吨标准煤/万元GDP,青岛市统计局,https://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,大连,0.91,吨标准煤/万元GDP,大连市统计局,https://www.dalian.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,西安,0.88,吨标准煤/万元GDP,西安市统计局,https://www.xa.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,天津,0.79,吨标准煤/万元GDP,天津市统计局,https://www.tianjin.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,哈尔滨,0.93,吨标准煤/万元GDP,黑龙江省统计局,https://www.hl.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,沈阳,0.87,吨标准煤/万元GDP,辽宁省统计局,https://www.ln.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,武汉,0.87,吨标准煤/万元GDP,武汉市统计局,http://www.wh.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,西安,0.8,吨标准煤/万元GDP,西安市统计局,http://www.xa.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,青岛,0.83,吨标准煤/万元GDP,青岛市统计局,http://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,南京,0.76,吨标准煤/万元GDP,南京市统计局,http://www.nj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,重庆,0.91,吨标准煤/万元GDP,重庆市统计局,http://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,天津,0.75,吨标准煤/万元GDP,天津市统计局,http://www.tj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,长沙,0.89,吨标准煤/万元GDP,长沙市统计局,http://www.cs.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,哈尔滨,0.96,吨标准煤/万元GDP,哈尔滨市统计局,http://www.hr.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,合肥,0.84,吨标准煤/万元GDP,合肥市统计局,http://www.hf.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,郑州,0.92,吨标准煤/万元GDP,郑州市统计局,http://www.zz.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,天津,0.86,吨标准煤/万元GDP,天津市统计局,https://www.tj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,重庆,0.92,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,武汉,0.84,吨标准煤/万元GDP,武汉市统计局,https://www.wh.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,南京,0.8,吨标准煤/万元GDP,江苏省统计局,https://www.jss.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,合肥,0.75,吨标准煤/万元GDP,合肥市统计局,https://www.hefei.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,西安,0.91,吨标准煤/万元GDP,西安市统计局,https://www.xa.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,郑州,0.87,吨标准煤/万元GDP,郑州市统计局,https://www.zz.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,长沙,0.83,吨标准煤/万元GDP,长沙市统计局,https://www.changsha.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,青岛,0.79,吨标准煤/万元GDP,青岛市统计局,https://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,厦门,0.76,吨标准煤/万元GDP,厦门市统计局,https://www.xm.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.84,吨标准煤/万元GDP,江苏省统计局,https://www.jss.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,武汉,0.81,吨标准煤/万元GDP,湖北省统计局,https://www.hubei.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,西安,0.89,吨标准煤/万元GDP,陕西省统计局,https://www.shaanxi.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,重庆,0.92,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,天津,0.87,吨标准煤/万元GDP,天津市统计局,https://www.tj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,厦门,0.79,吨标准煤/万元GDP,厦门市统计局,https://www.xm.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2024,中国,青岛,0.83,吨标准煤/万元GDP,山东省统计局,https://www.sd.stats.gov.cn/tj/,2024-09-20,,,,,,,,,,,,,
2024,中国,佛山,0.77,吨标准煤/万元GDP,佛山市统计局,https://www.foshan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,郑州,0.86,吨标准煤/万元GDP,河南省统计局,https://www.henan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,合肥,0.8,吨标准煤/万元GDP,安徽省统计局,https://www.ah.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,重庆,0.83,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,武汉,0.79,吨标准煤/万元GDP,湖北省统计局,https://www.hubei.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,西安,0.91,吨标准煤/万元GDP,陕西省统计局,https://www.shaanxi.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,天津,0.87,吨标准煤/万元GDP,天津市统计局,https://www.tj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,南京,0.8,吨标准煤/万元GDP,江苏省统计局,https://www.js.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,青岛,0.86,吨标准煤/万元GDP,山东省统计局,https://www.sd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,郑州,0.92,吨标准煤/万元GDP,河南省统计局,https://www.henan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2020,中国,佛山,0.84,吨标准煤/万元GDP,佛山市统计局,https://www.foshan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2019,中国,厦门,0.81,吨标准煤/万元GDP,厦门市统计局,https://www.xm.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2019,中国,大连,0.89,吨标准煤/万元GDP,大连市统计局,https://www.dl.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.8,吨标准煤/万元GDP,江苏省统计局,https://www.jiangsu.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,武汉,0.84,吨标准煤/万元GDP,武汉市统计局,https://www.wuhan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,西安,0.92,吨标准煤/万元GDP,陕西省统计局,https://www.shaanxi.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,青岛,0.76,吨标准煤/万元GDP,山东省统计局,https://www.shandong.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,厦门,0.82,吨标准煤/万元GDP,福建省统计局,https://www.fujian.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,合肥,0.85,吨标准煤/万元GDP,安徽省统计局,https://www.ah.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,沈阳,0.89,吨标准煤/万元GDP,辽宁省统计局,https://www.liaoning.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,唐山,0.91,吨标准煤/万元GDP,河北省统计局,https://www.heb.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,济南,0.83,吨标准煤/万元GDP,山东省统计局,https://www.shandong.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,福州,0.87,吨标准煤/万元GDP,福建省统计局,https://www.fujian.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,武汉,0.87,吨标准煤/万元GDP,武汉市统计局,https://www.wuhan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.79,吨标准煤/万元GDP,南京市统计局,https://www.nanjing.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,重庆,0.92,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,杭州,0.83,吨标准煤/万元GDP,浙江省统计局,https://www.zj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,福州,0.91,吨标准煤/万元GDP,福建省统计局,https://www.fujian.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,青岛,0.84,吨标准煤/万元GDP,青岛市统计局,https://www.qd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,天津,0.8,吨标准煤/万元GDP,天津市统计局,https://www.tianjin.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,郑州,0.86,吨标准煤/万元GDP,河南省统计局,https://www.henan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,合肥,0.82,吨标准煤/万元GDP,安徽省统计局,https://www.ah.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,苏州,0.77,吨标准煤/万元GDP,苏州市统计局,https://www.su.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,天津,0.83,吨标准煤/万元GDP,天津市统计局,https://www.tianjin.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,重庆,0.91,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,武汉,0.86,吨标准煤/万元GDP,湖北省统计局,https://www.hubei.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.79,吨标准煤/万元GDP,江苏省统计局,https://www.js.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,厦门,0.84,吨标准煤/万元GDP,厦门市统计局,https://www.xm.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,西安,0.89,吨标准煤/万元GDP,陕西省统计局,https://www.shaanxi.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,济南,0.8,吨标准煤/万元GDP,山东省统计局,https://www.sd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,长春,0.92,吨标准煤/万元GDP,吉林省统计局,https://www.jl.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,哈尔滨,0.93,吨标准煤/万元GDP,黑龙江省统计局,https://www.hlj.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,昆明,0.87,吨标准煤/万元GDP,云南省统计局,https://www.yn.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,南京,0.76,吨标准煤/万元GDP,江苏省统计局,https://www.js.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,武汉,0.83,吨标准煤/万元GDP,湖北省统计局,https://www.hubei.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,重庆,0.89,吨标准煤/万元GDP,重庆市统计局,https://www.cq.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,西安,0.91,吨标准煤/万元GDP,陕西省统计局,https://www.shaanxi.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,天津,0.84,吨标准煤/万元GDP,天津市统计局,https://www.tianjin.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,合肥,0.79,吨标准煤/万元GDP,安徽省统计局,https://www.ah.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,济南,0.86,吨标准煤/万元GDP,山东省统计局,https://www.sd.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2023,中国,郑州,0.75,吨标准煤/万元GDP,河南省统计局,https://www.henan.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2022,中国,沈阳,0.93,吨标准煤/万元GDP,辽宁省统计局,https://www.ln.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
2021,中国,南昌,0.88,吨标准煤/万元GDP,江西省统计局,https://www.jx.gov.cn/statistics/,2024-09-20,,,,,,,,,,,,,
