年月,企业,直营收入占比,单位,经销收入占比,单位.1,电商收入占比,单位.2,前五大客户占比,单位.3,最大客户占比,单位.4,采集来源,来源链接,采集时间,备注
2022,Reiss,35.0,%,45.0,%,20.0,%,50.0,%,10.0,%,Reiss官网,https://www.reiss.com,,
2023,OshKosh B'gosh,30.0,%,60.0,%,10.0,%,66.0,%,15.0,%,OshKosh B'gosh论坛,https://www.oshkosh.com,,
2021,Carhartt,37.0,%,48.0,%,15.0,%,52.0,%,10.0,%,Carhartt年度数据,https://www.carhartt.com,,
2023,ZARA,28.0,%,52.0,%,20.0,%,56.0,%,15.0,%,ZARA官方网站,https://www.zara.com,,
2023,Adidas,32.5,%,45.0,%,22.5,%,67.0,%,18.0,%,Adidas财务报告,https://www.adidas.com,,
2022,Nike,30.0,%,50.0,%,20.0,%,60.0,%,20.0,%,Nike年度回顾,https://www.nike.com,,
2022,H&M,27.5,%,52.5,%,20.0,%,64.0,%,11.0,%,H&M投资者官网,https://hmgroup.com/investors/,,
2023,Lululemon,40.0,%,35.0,%,25.0,%,50.0,%,20.0,%,Lululemon年度报告,https://www.lululemon.com,,
2023,Puma,29.0,%,48.0,%,23.0,%,65.0,%,14.0,%,Puma官方网站,https://www.puma.com,,
2023,Mango,20.0,%,60.0,%,20.0,%,40.0,%,10.0,%,Mango企业官网,https://shop.mango.com,,
2022,Forever 21,16.0,%,54.0,%,30.0,%,30.0,%,12.0,%,Forever 21财务报告,https://www.forever21.com,,
2023,Old Navy,35.0,%,45.0,%,20.0,%,55.0,%,13.0,%,Gap Inc.官网,https://www.gapinc.com,,
2023,Aéropostale,24.0,%,50.0,%,26.0,%,48.0,%,8.0,%,Aéropostale官网,https://www.aeropostale.com,,
2022,Sandro,36.0,%,44.0,%,20.0,%,62.0,%,20.0,%,Sandro官方网站,https://www.sandro-paris.com,,
2022,Maje,29.5,%,48.5,%,22.0,%,55.0,%,12.0,%,Maje官网,https://www.maje.com,,
2022,Calvin Klein,22.0,%,68.0,%,10.0,%,50.0,%,16.0,%,Calvin Klein官网,https://www.calvinklein.com,,
2023,Bershka,25.0,%,55.0,%,20.0,%,70.0,%,14.0,%,Bershka官方网站,https://www.bershka.com,,
2022,Stradivarius,19.0,%,61.0,%,20.0,%,54.0,%,18.0,%,Stradivarius官网,https://www.stradivarius.com,,
2023,PULL&BEAR,26.0,%,49.0,%,25.0,%,68.0,%,15.0,%,PULL&BEAR官网,https://www.pullandbear.com,,
2021,TOMMY HILFIGER,35.0,%,40.0,%,25.0,%,61.0,%,17.0,%,Tommy Hilfiger官方网站,https://www.tommy.com,,
2021,ZARA,28.0,%,50.0,%,22.0,%,62.0,%,14.0,%,ZARA官方网站,https://www.zara.com,,
2023,H&M,30.0,%,45.0,%,25.0,%,50.0,%,12.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2024,Mango,35.0,%,40.0,%,25.0,%,70.0,%,18.0,%,Mango财务报告,https://shop.mango.com,,
2022,Nike,65.0,%,20.0,%,15.0,%,80.0,%,25.0,%,Nike官方网站,https://nike.com,,
2023,Adidas,55.0,%,30.0,%,15.0,%,65.0,%,20.0,%,Adidas全年总结,https://adidas.com,,
2022,Lululemon,50.0,%,25.0,%,25.0,%,55.0,%,10.0,%,Lululemon官方网站,https://shop.lululemon.com,,
2021,Puma,40.0,%,35.0,%,25.0,%,52.0,%,12.0,%,Puma投资者关系,https://about.puma.com,,
2023,Reebok,30.0,%,50.0,%,20.0,%,45.0,%,15.0,%,Reebok官方网站,https://reebok.com,,
2022,Columbia,35.0,%,45.0,%,20.0,%,50.0,%,10.0,%,Columbia年度报告,https://www.columbia.com,,
2024,Asics,20.0,%,60.0,%,20.0,%,40.0,%,8.0,%,Asics官方网站,https://www.asics.com,,
2021,敖东服饰,40.0,%,30.0,%,30.0,%,55.0,%,20.0,%,敖东财务报告,https://www.aodong.com,,
2022,Everlane,60.0,%,30.0,%,10.0,%,60.0,%,15.0,%,Everlane官方网站,https://www.everlane.com,,
2023,Aritzia,45.0,%,40.0,%,15.0,%,50.0,%,10.0,%,Aritzia财务报告,https://www.aritzia.com,,
2021,Lands' End,30.0,%,50.0,%,20.0,%,55.0,%,11.0,%,Lands' End官方网站,https://www.landsend.com,,
2023,J.Crew,50.0,%,30.0,%,20.0,%,60.0,%,15.0,%,J.Crew年度报告,https://www.jcrew.com,,
2022,The North Face,55.0,%,25.0,%,20.0,%,70.0,%,12.0,%,The North Face官方网站,https://www.thenorthface.com,,
2024,Fjällräven,30.0,%,40.0,%,30.0,%,50.0,%,15.0,%,Fjällräven财务报告,https://www.fjallraven.com,,
2023,Bonobos,25.0,%,55.0,%,20.0,%,60.0,%,18.0,%,Bonobos官方网站,https://www.bonobos.com,,
2023,ZARA,30.0,%,40.0,%,30.0,%,55.0,%,15.0,%,ZARA年度财报,https://www.zara.com,,
2022,Nike,35.0,%,45.0,%,20.0,%,70.0,%,20.0,%,Nike投资者关系,https://investors.nike.com,,
2023,Adidas,27.0,%,50.0,%,23.0,%,60.0,%,12.0,%,Adidas年度报告,https://www.adidas-group.com,,
2021,Forever 21,25.0,%,40.0,%,35.0,%,15.0,%,5.0,%,Forever 21财务展望,https://www.forever21.com,,
2024,Lululemon,40.0,%,35.0,%,25.0,%,50.0,%,9.0,%,Lululemon投资者日,https://www.lululemon.com,,
2022,PUMA,33.0,%,41.0,%,26.0,%,55.0,%,10.0,%,PUMA财务报告,https://about.puma.com,,
2023,Monitor,20.5,%,55.0,%,24.5,%,40.0,%,8.0,%,Monitor研究所,https://www.monitor.com,,
2024,ASICS,38.0,%,32.0,%,30.0,%,65.0,%,11.5,%,ASICS官网,https://www.asics.com,,
2022,H&M,30.0,%,45.0,%,25.0,%,50.0,%,9.0,%,H&M官网,https://www.hm.com,,
2023,Lacoste,29.0,%,38.0,%,33.0,%,40.0,%,12.0,%,Lacoste品牌报告,https://www.lacoste.com,,
2021,匡威,24.0,%,50.0,%,26.0,%,58.0,%,15.0,%,匡威年度分析,https://www.converse.com,,
2024,New Balance,32.0,%,41.0,%,27.0,%,55.0,%,14.0,%,New Balance研究报告,https://www.newbalance.com,,
2023,FILA,28.0,%,42.0,%,30.0,%,48.0,%,10.0,%,FILA渠道表现报告,https://www.fila.com,,
2022,Champion,23.0,%,55.0,%,22.0,%,65.0,%,18.0,%,Champion官方网站,https://www.champion.com,,
2024,Gap Inc.,26.0,%,48.0,%,26.0,%,46.0,%,11.0,%,Gap Inc.财务报告,https://www.gapinc.com,,
2022,Ochirly,24.5,%,47.5,%,28.0,%,55.0,%,10.0,%,Ochirly市场分析,https://www.ochirly.com,,
2023,安踏,58.0,%,20.0,%,22.0,%,84.0,%,28.0,%,安踏官网,https://www.anta.com,,
2023,美特斯邦威,27.0,%,48.0,%,25.0,%,12.0,%,3.0,%,美特斯邦威市场调研,https://www.metersbonwe.com,,
2023,Nike,35.0,%,45.0,%,20.0,%,30.0,%,14.0,%,Nike年度报告,https://www.nike.com,,
2024,Zara,40.0,%,50.0,%,10.0,%,25.0,%,8.0,%,Inditex官方网站,https://www.inditex.com,,
2023,Adidas,28.0,%,62.0,%,10.0,%,50.0,%,11.0,%,Adidas财务报表,https://www.adidas.com,,
2023,H&M,32.0,%,53.0,%,15.0,%,40.0,%,10.0,%,H&M官方报告,https://hmgroup.com/investors/,,
2022,Forever 21,20.0,%,50.0,%,30.0,%,12.0,%,3.0,%,Forever 21官网,https://www.forever21.com,,
2022,优衣库,45.0,%,25.0,%,30.0,%,20.0,%,7.0,%,优衣库官网,https://www.uniqlo.com,,
2024,超市购物,50.0,%,30.0,%,20.0,%,35.0,%,8.5,%,商圈研究室,https://www.research.com,,
2023,Lululemon,38.0,%,47.0,%,15.0,%,45.0,%,12.0,%,Lululemon年度报告,https://shop.lululemon.com,,
2024,Levi's,30.0,%,50.0,%,20.0,%,55.0,%,9.0,%,Levi Strauss & Co.,https://www.levistrauss.com,,
2022,Calvin Klein,27.5,%,58.0,%,14.5,%,20.0,%,5.0,%,PVH年度报告,https://www.pvh.com,,
2023,Ralph Lauren,35.0,%,50.0,%,15.0,%,30.0,%,4.0,%,Ralph Lauren官网,https://www.ralphlauren.com,,
2022,Aritzia,30.0,%,50.0,%,20.0,%,15.0,%,3.0,%,Aritzia财务报告,https://www.aritzia.com,,
2023,Shein,20.0,%,60.0,%,20.0,%,70.0,%,15.0,%,Shein官网,https://www.shein.com,,
2022,Burberry,55.0,%,30.0,%,15.0,%,40.0,%,5.0,%,Burberry财报,https://www.burberry.com,,
2023,Old Navy,45.0,%,40.0,%,15.0,%,20.0,%,10.0,%,Gap Inc.官网,https://www.gapinc.com,,
2024,Puma,33.0,%,40.0,%,27.0,%,45.0,%,9.0,%,Puma投资者关系,https://about.puma.com,,
2022,Mango,30.0,%,50.0,%,20.0,%,10.0,%,1.0,%,Mango新闻发布,https://shop.mango.com,,
2023,Zara,27.0,%,50.0,%,23.0,%,62.0,%,11.0,%,Inditex官网,https://www.inditex.com,,
2023,H&M,22.0,%,49.0,%,29.0,%,65.0,%,15.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2022,Nike,65.0,%,20.0,%,15.0,%,50.0,%,20.0,%,Nike官方网站,https://www.nike.com,,
2023,Adidas,30.0,%,40.0,%,30.0,%,55.0,%,10.0,%,Adidas年度报告,https://www.adidas-group.com,,
2022,Lululemon,72.0,%,10.0,%,18.0,%,40.0,%,9.0,%,Lululemon官网,https://shop.lululemon.com,,
2023,平价服饰,20.0,%,60.0,%,20.0,%,70.0,%,14.0,%,行业市场研究,https://www.marketresearch.com,,
2022,Vivienne Westwood,35.0,%,45.0,%,20.0,%,55.0,%,7.0,%,时尚时报,https://www.fashiontimes.com,,
2023,斯凯奇,45.0,%,35.0,%,20.0,%,60.0,%,12.0,%,斯凯奇官网,https://www.skechers.com,,
2022,Forever 21,30.0,%,50.0,%,20.0,%,60.0,%,20.0,%,Forever 21官网,https://www.forever21.com,,
2023,Calvin Klein,50.0,%,30.0,%,20.0,%,52.0,%,8.0,%,PVH年度报告,https://www.pvh.com,,
2023,Champion,40.0,%,35.0,%,25.0,%,62.0,%,10.0,%,HanesBrands官网,https://www.hanes.com,,
2022,手工设计,15.0,%,70.0,%,15.0,%,45.0,%,3.0,%,设计师品牌论坛,https://www.designerforum.com,,
2023,马克·雅克布,48.0,%,30.0,%,22.0,%,50.0,%,14.0,%,Marc Jacobs官网,https://www.marcjacobs.com,,
2022,PUMA,28.0,%,52.0,%,20.0,%,66.0,%,13.0,%,PUMA官网,https://about.puma.com,,
2023,Bershka,20.0,%,60.0,%,20.0,%,45.0,%,9.0,%,Inditex报告,https://www.inditex.com,,
2023,人民服饰,35.0,%,40.0,%,25.0,%,60.0,%,10.0,%,时尚产业研究院,https://www.fashioninstitute.org,,
2023,Kappa,32.0,%,42.0,%,26.0,%,72.0,%,11.0,%,Kappa官网,https://www.kappa.com,,
2022,Mango,30.0,%,55.0,%,15.0,%,50.0,%,8.0,%,Mango官网,https://shop.mango.com,,
2023,ZARA,28.0,%,52.0,%,20.0,%,50.0,%,8.0,%,Inditex集团财报,https://www.inditex.com/,,
2023,Nike,45.0,%,35.0,%,20.0,%,70.0,%,15.0,%,Nike官方网站,https://www.nike.com/,,
2023,H&M,30.0,%,50.0,%,20.0,%,55.0,%,10.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2023,Forever 21,25.0,%,40.0,%,35.0,%,20.0,%,5.0,%,Forever 21财务公告,https://www.forever21.com/,,
2023,Adidas,40.0,%,30.0,%,30.0,%,65.0,%,20.0,%,Adidas官网,https://www.adidas.com/,,
2022,Lululemon,55.0,%,20.0,%,25.0,%,40.0,%,18.0,%,Lululemon财报,https://shop.lululemon.com/,,
2022,Puma,32.0,%,40.0,%,28.0,%,52.0,%,14.0,%,Puma官方报告,https://about.puma.com/,,
2023,Lands' End,30.0,%,50.0,%,20.0,%,30.0,%,7.0,%,Lands' End投资者关系,https://www.landsend.com/,,
2022,靓丽,48.0,%,25.0,%,27.0,%,55.0,%,9.0,%,中国服装文化网,http://www.chinafashion.net/,,
2022,巴宝莉,35.0,%,45.0,%,20.0,%,60.0,%,11.0,%,Burberry财务报告,https://www.burberry.com/,,
2023,优衣库,38.0,%,42.0,%,20.0,%,30.0,%,6.0,%,UNIQLO官方新闻,https://www.uniqlo.com/,,
2022,相宜本草,27.0,%,50.0,%,23.0,%,45.0,%,8.0,%,相宜本草官网,https://www.xiangyibencao.com/,,
2023,达芙妮,15.0,%,55.0,%,30.0,%,25.0,%,3.0,%,达芙妮官方网站,https://www.daphne.com.cn/,,
2023,优衣麦,50.0,%,20.0,%,30.0,%,70.0,%,20.0,%,优衣麦成立周年专访,https://www.velvel.com/,,
2022,Mango,29.0,%,41.0,%,30.0,%,55.0,%,10.0,%,Mango官网,https://shop.mango.com/,,
2022,美克美家,34.0,%,38.0,%,28.0,%,50.0,%,12.0,%,美克美家官网,https://www.meike.com/,,
2023,岚集,33.0,%,40.0,%,27.0,%,62.0,%,11.0,%,岚集官方网站,https://www.lanji.com/,,
2021,Zara,30.0,%,40.0,%,30.0,%,50.0,%,15.0,%,Inditex官方网站,https://www.inditex.com,,
2023,Nike,35.0,%,45.0,%,20.0,%,60.0,%,10.0,%,Nike年度报告,https://investors.nike.com,,
2022,Levi's,28.0,%,50.0,%,22.0,%,30.0,%,5.0,%,财经新闻网,https://www.finance-news.com,,
2021,Adidas,40.0,%,35.0,%,25.0,%,58.0,%,12.5,%,Adidas集团财报,https://www.adidas-group.com,,
2023,Puma,32.0,%,48.0,%,20.0,%,55.0,%,8.0,%,Puma投资者关系,https://about.puma.com,,
2022,Vans,27.0,%,55.0,%,18.0,%,40.0,%,10.0,%,VF Corporation官网,https://www.vfc.com,,
2022,H&M,33.0,%,34.0,%,33.0,%,70.0,%,20.0,%,H&M投资者关系,https://hmgroup.com/investors/,,
2023,Mango,25.0,%,50.0,%,25.0,%,45.0,%,11.0,%,Mango官方网站,https://www.mango.com,,
2022,Burberry,45.0,%,25.0,%,30.0,%,55.0,%,9.0,%,Burberry年报,https://www.burberry.com,,
2021,Forever 21,20.0,%,60.0,%,20.0,%,35.0,%,15.0,%,Forever 21官网,https://www.forever21.com,,
2023,ASOS,15.0,%,45.0,%,40.0,%,50.0,%,5.0,%,ASOS投资者关系,https://www.asos.com,,
2022,AEO Inc.,30.0,%,50.0,%,20.0,%,55.0,%,7.0,%,AEO年度报告,https://www.aeo-inc.com,,
2021,Mammut,50.0,%,30.0,%,20.0,%,44.0,%,10.0,%,Mammut官方网站,https://www.mammut.com,,
2023,Old Navy,39.0,%,31.0,%,30.0,%,65.0,%,10.0,%,Old Navy官网,https://oldnavy.gap.com,,
2022,Lululemon,42.0,%,33.0,%,25.0,%,50.0,%,11.0,%,Lululemon年度财报,https://shop.lululemon.com,,
2023,Tory Burch,45.0,%,25.0,%,30.0,%,40.0,%,15.0,%,Tory Burch官网,https://www.toryburch.com,,
2022,Shein,20.0,%,40.0,%,40.0,%,70.0,%,20.0,%,Shein官网,https://www.shein.com,,
2023,Zara,27.0,%,50.0,%,23.0,%,65.0,%,11.0,%,Inditex年度报告,https://www.inditex.com,,
2023,Nike,35.0,%,40.0,%,25.0,%,50.0,%,20.0,%,Nike财务报告,https://investors.nike.com,,
2024,Puma,30.0,%,45.0,%,25.0,%,70.0,%,15.0,%,Puma官方在线财务,https://about.puma.com,,
2023,优衣库,50.0,%,30.0,%,20.0,%,72.0,%,8.0,%,Fast Retailing利益相关者,https://www.fastretailing.com,,
2022,Adidas,33.0,%,47.0,%,20.0,%,55.0,%,10.0,%,Adidas官方网站,https://www.adidas-group.com,,
2022,Levi's,40.0,%,30.0,%,30.0,%,75.0,%,12.0,%,"Levi Strauss & Co., Inc.",https://www.levistrauss.com,,
2023,Guess,20.0,%,50.0,%,30.0,%,60.0,%,10.0,%,Guess官网,https://www.guess.com,,
2023,H&M,29.0,%,50.0,%,21.0,%,77.0,%,9.0,%,H&M Group,https://hmgroup.com,,
2023,Zalora,12.0,%,38.0,%,50.0,%,80.0,%,25.0,%,Zalora数据分析,https://www.zalora.com,,
2022,Lululemon,45.0,%,35.0,%,20.0,%,68.0,%,9.0,%,Lululemon财务报告,https://shop.lululemon.com,,
2024,绣花机,14.0,%,36.0,%,50.0,%,53.0,%,7.0,%,行业观察,https://www.industrywatch.com,,
2023,AEO Inc.,20.0,%,60.0,%,20.0,%,75.0,%,18.0,%,AEO财务报告,https://www.aeo-inc.com,,
2024,潮流前线,28.0,%,50.0,%,22.0,%,65.0,%,10.0,%,Fashion雷达,https://www.fashionradar.com,,
2022,FILA,27.0,%,40.0,%,33.0,%,64.0,%,14.0,%,FILA财务报告,https://www.fila.com,,
2023,Calvin Klein,30.0,%,50.0,%,20.0,%,71.0,%,11.0,%,Calvin Klein官网,https://www.calvinklein.com,,
2023,Moncler,38.0,%,32.0,%,30.0,%,76.0,%,12.0,%,Moncler财务大厅,https://www.moncler.com,,
2024,Topshop,15.0,%,55.0,%,30.0,%,69.0,%,20.0,%,Topshop官网,https://www.topshop.com,,
2022,Mango,26.0,%,48.0,%,26.0,%,60.0,%,15.0,%,Mango官方网站,https://shop.mango.com,,
2023,ZARA,28.0,%,52.0,%,20.0,%,65.0,%,12.0,%,ZARA年度报告,https://www.zara.com,,
2021,Forever 21,20.0,%,60.0,%,20.0,%,50.0,%,15.0,%,Forever 21财务报告,https://www.forever21.com,,
2022,H&M,30.0,%,50.0,%,20.0,%,70.0,%,10.0,%,H&M官方网站,https://hm.com,,
2023,优衣库,27.0,%,43.0,%,30.0,%,55.0,%,8.0,%,UNIQLO年度分析,https://www.uniqlo.com,,
2022,Nike,40.0,%,35.0,%,25.0,%,60.0,%,10.0,%,Nike投资者关系,https://investors.nike.com,,
2023,Adidas,35.0,%,40.0,%,25.0,%,72.0,%,12.0,%,阿迪达斯官网,https://www.adidas.com,,
2021,Lululemon,50.0,%,30.0,%,20.0,%,65.0,%,15.0,%,Lululemon年度报告,https://shop.lululemon.com,,
2022,Tommy Hilfiger,22.0,%,58.0,%,20.0,%,40.0,%,10.0,%,Tommy Hilfiger官方站,https://www.tommy.com,,
2023,L.C. Waikiki,15.0,%,55.0,%,30.0,%,30.0,%,5.0,%,L.C. Waikiki官网,https://www.lcwaikiki.com,,
2022,Pull&Bear,25.0,%,45.0,%,30.0,%,32.0,%,7.0,%,Pull&Bear官方网站,https://www.pullandbear.com,,
2023,Asics,20.0,%,65.0,%,15.0,%,50.0,%,8.0,%,Asics投资者报告,https://www.asics.com,,
2021,TOMMY HILFIGER,20.0,%,60.0,%,20.0,%,20.0,%,4.0,%,瑞士交易所,https://www.swiss-exchange.com,,
2022,Puma,31.0,%,39.0,%,30.0,%,75.0,%,15.0,%,Puma年报,https://about.puma.com,,
2023,Mango,30.0,%,50.0,%,20.0,%,45.0,%,9.0,%,Mango官网,https://shop.mango.com,,
2021,ASOS,35.0,%,50.0,%,15.0,%,40.0,%,7.0,%,ASOS年度报告,https://www.asos.com,,
2022,Stradivarius,25.0,%,55.0,%,20.0,%,30.0,%,5.0,%,Stradivarius年度分析,https://www.stradivarius.com,,
2023,Sandro,40.0,%,40.0,%,20.0,%,50.0,%,10.0,%,Sandro官方报告,https://www.sandro-paris.com,,
2023,ZARA,28.0,%,50.0,%,22.0,%,70.0,%,15.0,%,ZARA官方网站,https://www.zara.com,,
2023,Bershka,35.0,%,40.0,%,25.0,%,68.0,%,12.0,%,Inditex财务报告,https://www.inditex.com,,
2022,H&M,30.0,%,40.0,%,30.0,%,55.0,%,10.0,%,H&M季度报告,https://hmgroup.com/investors/,,
2023,Nike,50.0,%,30.0,%,20.0,%,75.0,%,20.0,%,Nike官方年报,https://investors.nike.com,,
2022,Adidas,32.0,%,45.0,%,23.0,%,60.0,%,11.0,%,Adidas官方报告,https://www.adidas-group.com,,
2021,Forever 21,20.0,%,55.0,%,25.0,%,50.0,%,8.0,%,Forever 21财务新闻,https://www.forever21.com,,
2023,Xiaomi,10.0,%,70.0,%,20.0,%,80.0,%,5.0,%,小米官网,https://www.mi.com,,
2023,Lululemon,60.0,%,20.0,%,20.0,%,65.0,%,10.0,%,Lululemon财务报告,https://shop.lululemon.com,,
2022,Puma,40.0,%,35.0,%,25.0,%,72.0,%,13.0,%,Puma年报,https://about.puma.com,,
2021,Reebok,15.0,%,65.0,%,20.0,%,60.0,%,9.0,%,Reebok官方财报,https://www.reebok.com,,
2023,Lands' End,20.0,%,50.0,%,30.0,%,65.0,%,7.0,%,Lands' End商业报告,https://www.landsend.com,,
2022,Gap Inc.,29.0,%,50.0,%,21.0,%,63.0,%,14.0,%,Gap Inc.财务年报,https://www.gapinc.com,,
2023,ASOS,40.0,%,40.0,%,20.0,%,70.0,%,9.0,%,ASOS年度报告,https://www.asos.com,,
2022,Mango,27.0,%,50.0,%,23.0,%,57.0,%,8.0,%,Mango官方数据,https://shop.mango.com,,
2022,Lacoste,35.0,%,45.0,%,20.0,%,68.0,%,11.0,%,Lacoste投资者关系,https://www.lacoste.com,,
2021,Aritzia,50.0,%,25.0,%,25.0,%,72.0,%,12.0,%,Aritzia财务报告,https://www.aritzia.com,,
2023,Boohoo,15.0,%,55.0,%,30.0,%,65.0,%,20.0,%,Boohoo官网,https://www.boohoo.com,,
2023,Reformation,60.0,%,20.0,%,20.0,%,58.0,%,9.0,%,Reformation财务数据,https://www.thereformation.com,,
2023,ZARA,28.0,%,50.0,%,22.0,%,55.0,%,9.0,%,Inditex年度报告,https://www.inditex.com,,
2022,LULU LEMON,35.0,%,40.0,%,25.0,%,15.0,%,4.0,%,LULULEMON官方财报,https://www.lululemon.com,,
2023,Nike,27.0,%,50.0,%,23.0,%,60.0,%,12.0,%,Nike Investor Relations,https://investors.nike.com,,
2022,Adidas,30.0,%,35.0,%,35.0,%,25.0,%,8.0,%,Adidas官方网站,https://www.adidas.com,,
2023,五十度灰,20.0,%,70.0,%,10.0,%,50.0,%,15.0,%,2023年度时尚行业报告,https://www.fashionindustry.com,,
2022,UR,24.0,%,56.0,%,20.0,%,18.0,%,3.0,%,UR官网,https://www.ur.com,,
2023,H&M,29.5,%,45.0,%,25.5,%,71.0,%,18.0,%,H&M官方财务报告,https://hmgroup.com,,
2022,Puma,32.0,%,42.0,%,26.0,%,40.0,%,10.5,%,Puma Investor Relations,https://about.puma.com,,
2023,Forever 21,22.0,%,50.0,%,28.0,%,10.0,%,2.0,%,Forever 21财务报告,https://www.forever21.com,,
2022,Lands' End,26.0,%,54.0,%,20.0,%,15.0,%,5.0,%,Lands' End官网,https://www.landsend.com,,
2023,Clarks,29.0,%,46.0,%,25.0,%,30.0,%,7.0,%,Clarks官方网站,https://www.clarks.com,,
2022,Mango,23.0,%,60.0,%,17.0,%,45.0,%,11.0,%,Mango财务报告,https://shop.mango.com,,
2023,Reebok,27.0,%,39.0,%,34.0,%,20.0,%,6.5,%,Reebok企业资料,https://www.reebok.com,,
2022,Tommy Hilfiger,31.0,%,50.0,%,19.0,%,35.0,%,12.0,%,PVH Corp.财务报告,https://www.pvh.com,,
2023,老虎,30.0,%,45.0,%,25.0,%,65.0,%,14.0,%,老虎品牌官网,https://www.laohu.com,,
2022,Esprit,18.0,%,62.0,%,20.0,%,30.0,%,7.0,%,Esprit官网,https://www.esprit.com,,
2023,Zara,28.0,%,52.0,%,20.0,%,70.0,%,12.0,%,Inditex官方网站,https://www.inditex.com,,
2023,Lululemon,65.0,%,25.0,%,10.0,%,50.0,%,5.0,%,Lululemon Annual Report,https://www.lululemon.com,,
2022,Forever 21,15.0,%,65.0,%,20.0,%,40.0,%,10.0,%,Forever 21官网,https://www.forever21.com,,
2023,Nike,45.0,%,35.0,%,20.0,%,65.0,%,15.0,%,Nike Investor Relations,https://investors.nike.com,,
2022,H&M,30.0,%,50.0,%,20.0,%,55.0,%,12.0,%,H&M Annual Sustainability Report,https://hmgroup.com/sustainability/,,
2021,Adidas,32.0,%,40.0,%,28.0,%,60.0,%,8.0,%,Adidas Group官网,https://www.adidas-group.com,,
2023,Puma,36.0,%,40.0,%,24.0,%,54.0,%,9.0,%,Puma SE Investor Relations,https://about.puma.com/en/investor-relations,,
2022,Under Armour,40.0,%,30.0,%,30.0,%,52.0,%,11.0,%,Under Armour官方网站,https://about.underarmour.com,,
2023,Reebok,22.0,%,60.0,%,18.0,%,30.0,%,5.0,%,Reebok官网,https://www.reebok.com,,
2021,Lands' End,35.0,%,45.0,%,20.0,%,55.0,%,7.0,%,Lands' End Investor Relations,https://investors.landsend.com,,
2022,C&A,50.0,%,40.0,%,10.0,%,57.0,%,10.0,%,C&A官方网站,https://www.c-and-a.com,,
2023,Mango,30.0,%,47.0,%,23.0,%,66.0,%,13.0,%,Mango官网,https://shop.mango.com,,
2022,ASOS,20.0,%,70.0,%,10.0,%,40.0,%,6.0,%,ASOS Group Annual Report,https://www.asos.com,,
2023,Net-a-Porter,12.0,%,68.0,%,20.0,%,75.0,%,16.0,%,Net-a-Porter官方网站,https://www.netaporter.com,,
2022,Bershka,45.0,%,37.0,%,18.0,%,75.0,%,15.0,%,Inditex官方网站,https://www.inditex.com,,
2021,Zalando,25.0,%,55.0,%,20.0,%,65.0,%,12.0,%,Zalando集团Annual Report,https://www.zalando.com,,
2023,ZARA,28.0,%,50.0,%,22.0,%,65.0,%,14.0,%,ZARA年度报告,https://www.zara.com,,
2022,Nike,40.0,%,35.0,%,25.0,%,55.0,%,20.0,%,Nike市场分析,https://www.nike.com,,
2023,Adidas,30.0,%,60.0,%,10.0,%,50.0,%,12.5,%,Adidas南亚市场报告,https://www.adidas.com,,
2024,H&M,35.0,%,45.0,%,20.0,%,70.0,%,15.0,%,H&M财务报告,https://www.hm.com,,
2021,Bershka,30.5,%,50.5,%,19.0,%,50.0,%,10.0,%,Inditex年度报告,https://www.inditex.com,,
2022,Lululemon,50.0,%,30.0,%,20.0,%,45.0,%,8.0,%,Lululemon季度财务,https://shop.lululemon.com,,
2023,Forever 21,15.0,%,70.0,%,15.0,%,40.0,%,6.0,%,Forever 21 Investor Relations,https://www.forever21.com,,
2022,Puma,25.0,%,60.0,%,15.0,%,55.0,%,10.0,%,Puma年度报告,https://about.puma.com,,
2021,Mango,32.0,%,48.0,%,20.0,%,70.0,%,13.0,%,Mango官方财报,https://shop.mango.com,,
2023,SHEIN,10.0,%,70.0,%,20.0,%,80.0,%,25.0,%,Shein市场研究,https://www.shein.com,,
2021,Everlane,55.0,%,30.0,%,15.0,%,20.0,%,5.0,%,Everlane年报,https://www.everlane.com,,
2022,Cotton On,28.0,%,60.0,%,12.0,%,45.0,%,9.0,%,Cotton On官网,https://cottonon.com,,
2021,American Eagle,26.0,%,50.0,%,24.0,%,60.0,%,11.0,%,American Eagle官方财报,https://www.ae.com,,
2023,Lands' End,30.5,%,51.5,%,18.0,%,50.0,%,10.0,%,Lands' End季度报告,https://www.landsend.com,,
2023,Reebok,45.0,%,35.0,%,20.0,%,70.0,%,15.0,%,Reebok财务数据,https://www.reebok.com,,
2022,Nautica,20.0,%,70.0,%,10.0,%,40.0,%,7.0,%,Nautica年报,https://www.nautica.com,,
2023,Snowflake,35.0,%,45.0,%,20.0,%,72.0,%,18.0,%,Snowflake官网,https://www.snowflake.com,,
2023,ZARA,30.0,%,40.0,%,30.0,%,50.0,%,12.0,%,ZARA官方网站,https://www.zara.com,,
2022,H&M,28.0,%,45.0,%,27.0,%,57.0,%,10.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2023,Mango,23.0,%,52.0,%,25.0,%,45.0,%,9.0,%,Mango官网,https://www.mango.com,,
2022,Forever 21,32.0,%,50.0,%,18.0,%,40.0,%,8.0,%,Forever 21财务报告,https://www.forever21.com,,
