船厂名称,年份,月份,所属国家,所属地区,订单情况,船东情况,在建数量,采集来源,来源链接,采集时间,备注,,,,,,,,
新加坡宽城船厂,2024,1,新加坡,新加坡,新接订单7艘,国际船东,5,新加坡海事局,https://www.singapore.gov.sg/,2024-09-23,,,,,,,,,
南通中远造船,2024,1,中国,江苏省,新接订单11艘,国内船东,9,山东船舶工业协会,http://www.sdship.org/,2024-09-23,,,,,,,,,
巴西造船,2023,12,巴西,里约热内卢,新接订单5艘,国际船东,2,巴西商会,https://www.ccib.org.br/,2024-09-23,,,,,,,,,
芬兰纳尔维克船厂,2024,2,芬兰,赫尔辛基,新接订单3艘,国际船东,1,欧洲造船业协会,http://www.europeanshipbuilders.eu/,2024-09-23,,,,,,,,,
阿联酋阿布扎比船厂,2024,1,阿联酋,阿布扎比,新接订单6艘,国际船东,4,中东船舶协会,http://www.mideastshipbuilders.com/,2024-09-23,,,,,,,,,
荷兰鹿特丹船厂,2023,12,荷兰,鹿特丹,新接订单10艘,国际船东,5,荷兰船舶工业协会,http://www.shipbuilding.nl/,2024-09-23,,,,,,,,,
宁波舟山港船舶制造,2023,12,中国,浙江省,新接订单12艘,国内船东,7,中国船舶工业行业协会,http://finance.people.com.cn,2024-09-23,,,,,,,,,
新加坡船舶重工,2023,12,新加坡,新加坡,新接订单10艘,国际船东,5,克拉克森,https://www.clarksons.com,2024-09-23,,,,,,,,,
广州南沙船厂,2023,12,中国,广东省,新接订单9艘,国内船东,6,中国船舶工业协会,http://www.csic.com.cn,2024-09-23,,,,,,,,,
乌鲁木齐航空航天重工,2024,1,中国,新疆省,新接订单7艘,混合船东,3,中国船舶工业行业协会,http://finance.people.com.cn,2024-09-23,,,,,,,,,
法国达门船厂,2023,12,法国,洛特-加龙,新接订单4艘,国际船东,2,MarineLink,https://www.marinelink.com,2024-09-23,,,,,,,,,
意大利芬坎蒂尼船厂,2023,12,意大利,热那亚,新接订单5艘,国际船东,3,Shipbuilding Tribune,https://www.shipbuildingtribune.com,2024-09-23,,,,,,,,,
上海外高桥造船,2024,1,中国,上海市,新接订单15艘,国际船东,10,中国船舶工业协会,http://www.csic.com.cn,2024-09-23,,,,,,,,,
韩国现代重工,2023,12,韩国,蔚山,新接订单20艘,国际船东,15,克拉克森,https://www.cinn.cn,2024-09-23,,,,,,,,,
印度亨德拉船舶,2023,12,印度,孟买,新接订单6艘,国内船东,1,舶网,http://www.baihuaw.com,2024-09-23,,,,,,,,,
越南深海造船,2023,11,越南,胡志明市,新接订单8艘,国际船东,4,Marine Industry News,https://www.marineindustrynews.com,2024-09-23,,,,,,,,,
广船国际,2023,12,中国,广州市,新接订单12艘,国际船东,6,中国船舶工业行业协会,http://www.chineseshipbuilding.org/,2024-09-23,,,,,,,,,
乌克兰海工,2023,11,乌克兰,敖德萨,新接订单7艘,国际船东,3,乌克兰海事新闻,http://www.marineukraine.com/,2024-09-23,,,,,,,,,
意大利菲亚特,2023,10,意大利,热那亚,新接订单4艘,国内船东,1,意大利航运协会,http://www.italyshippingnews.com/,2024-09-23,,,,,,,,,
挪威森德维克,2023,11,挪威,哈尔丹格,新接订单9艘,国际船东,5,挪威船舶工业协会,http://www.norwayshipbuilders.com/,2024-09-23,,,,,,,,,
新加坡船厂,2023,11,新加坡,新加坡,新接订单15艘,国际船东,10,新加坡海事局,http://www.singaporemaritime.gov.sg/,2024-09-23,,,,,,,,,
越南造船,2023,9,越南,胡志明市,新接订单6艘,国内船东,4,越南运输部,http://www.mot.gov.vn/,2024-09-23,,,,,,,,,
俄罗斯东海造船,2023,10,俄罗斯,符拉迪沃斯托克,新接订单5艘,国际船东,2,俄罗斯海事协会,http://www.russianshipbuilders.ru/,2024-09-23,,,,,,,,,
印度船舶制造商,2023,12,印度,孟买,新接订单11艘,国内船东,7,印度造船与修船协会,http://www.indiamaritimeindustry.com/,2024-09-23,,,,,,,,,
巴西造船厂,2023,11,巴西,里约热内卢,新接订单8艘,国际船东,3,巴西海洋运输协会,http://www.brazilmaritime.com/,2024-09-23,,,,,,,,,
阿根廷海工,2023,12,阿根廷,布宜诺斯艾利斯,新接订单4艘,国内船东,2,阿根廷海事协会,http://www.argentinamaritime.org/,2024-09-23,,,,,,,,,
上海外高桥造船,2023,12,中国,上海市,新接订单7艘,国际船东,6,中国船舶工业行业协会,http://www.csic.com.cn/,2024-09-23,,,,,,,,,
挪威Aker重工,2023,11,挪威,奥斯陆,新接订单4艘,国际船东,3,挪威船舶工业协会,https://www.maritimt.com/,2024-09-23,,,,,,,,,
瑞典瓦尔基帕特造船,2023,10,瑞典,哥德堡,新接订单9艘,国内船东,8,瑞典船舶协会,https://www.sweboat.com/,2024-09-23,,,,,,,,,
菲律宾海事重工,2023,10,菲律宾,马尼拉,新接订单5艘,国内船东,4,菲律宾海事局,http://www.maritime.gov.ph/,2024-09-23,,,,,,,,,
德国MTU发动机制造公司,2024,1,德国,斯图加特,新接订单2艘,国际船东,1,德国船舶工业协会,https://www.vdma.org/en/,2024-09-23,,,,,,,,,
阿联酋阿布扎比船厂,2024,2,阿联酋,阿布扎比,新接订单3艘,国际船东,2,阿联酋工业部,https://www.mdic.gov.ae/en/,2024-09-23,,,,,,,,,
美国通用动力公司,2024,3,美国,弗吉尼亚州,新接订单10艘,国际船东,7,美国海军造船局,https://www.navy.mil/,2024-09-23,,,,,,,,,
印度坎尼克船厂,2023,11,印度,果阿,新接订单6艘,国内船东,5,印度海事部,https://www.indianshipbuilding.com/,2024-09-23,,,,,,,,,
巴西特里苏海工,2024,4,巴西,圣保罗,新接订单5艘,国际船东,3,巴西海运部,http://www.marinha.gov.br/,2024-09-23,,,,,,,,,
加拿大海军造船厂,2024,6,加拿大,哈利法克斯,新接订单4艘,国际船东,2,加拿大船舶工业协会,https://www.csi-cct.ca/,2024-09-23,,,,,,,,,
印尼万里重工,2023,12,印尼,雅加达,新接订单7艘,国际船东,3,印尼船舶工业协会,https://www.indonesiashipping.com,2024-09-23,,,,,,,,,
新加坡浦项重工,2023,11,新加坡,新加坡,新接订单4艘,国际船东,2,新加坡海事局,https://www.singaporemaritime.gov.sg,2024-09-23,,,,,,,,,
德国梅克尔造船,2023,10,德国,汉堡,新接订单9艘,国际船东,6,德国航运协会,https://www.bds.de,2024-09-23,,,,,,,,,
意大利芬坎蒂尼,2023,9,意大利,热那亚,新接订单5艘,国内船东,4,意大利造船业协会,https://www.fincantieri.com,2024-09-23,,,,,,,,,
巴西南美重工,2023,12,巴西,里约热内卢,新接订单6艘,国际船东,3,巴西船舶协会,https://www.abremar.com.br,2024-09-23,,,,,,,,,
挪威国家船厂,2023,11,挪威,奥斯陆,新接订单2艘,国际船东,1,挪威航运经济协会,https://www.norwegianmaritime.no,2024-09-23,,,,,,,,,
俄罗斯卡尔梅克重工,2023,10,俄罗斯,圣彼得堡,新接订单3艘,国内船东,1,俄罗斯船舶工业协会,https://www.russianmarine.ru,2024-09-23,,,,,,,,,
法国达能造船,2023,11,法国,巴黎,新接订单4艘,国际船东,2,法国航海协会,https://www.france-maritime.fr,2024-09-23,,,,,,,,,
印度船舶重工,2023,12,印度,孟买,新接订单8艘,国内船东,5,印度船舶工业协会,https://www.indianmshipping.com,2024-09-23,,,,,,,,,
英国BAE系统公司,2023,10,英国,朴茨茅斯,新接订单1艘,国际船东,0,英国造船协会,https://www.baesystems.com,2024-09-23,,,,,,,,,
中国船舶重工,2023,11,中国,江苏省,新接订单12艘,国内船东,6,船舶行业观察,https://www.shipindustrywatch.com/,2024-09-23,,,,,,,,,
福州船舶制造,2023,10,中国,福建省,新接订单7艘,国际船东,5,海洋工程与装备网,http://www.marineengineering.cn/,2024-09-23,,,,,,,,,
力丰造船,2023,10,中国,浙江省,新接订单9艘,国内船东,4,中国船舶工业协会,http://www.csia.org.cn/,2024-09-23,,,,,,,,,
大连重工,2023,11,中国,辽宁省,新接订单15艘,国际船东,10,航运网,http://www.shippingnews.com/,2024-09-23,,,,,,,,,
现代重工,2023,12,韩国,蔚山,新接订单11艘,国际船东,8,国际海事组织,http://www.imo.org/,2024-09-23,,,,,,,,,
阿联酋船工,2023,10,阿联酋,阿布扎比,新接订单4艘,国际船东,3,海事新闻,http://www.marinenews.com/,2024-09-23,,,,,,,,,
江南造船厂,2023,10,中国,上海市,新接订单5艘,国内船东,2,中国船舶工业协会,http://www.csia.org.cn/,2024-09-23,,,,,,,,,
挪威海洋工程,2023,12,挪威,奥斯陆,新接订单3艘,国际船东,2,挪威海事局,http://www.nma.no/,2024-09-23,,,,,,,,,
芬兰船舶制造,2023,11,芬兰,赫尔辛基,新接订单10艘,国际船东,5,芬兰海事局,http://www.fma.fi/,2024-09-23,,,,,,,,,
日本川崎重工,2023,12,日本,横滨,新接订单6艘,国际船东,4,日本航运协会,http://www.japanshipping.com/,2024-09-23,,,,,,,,,
浙江船舶重工,2023,12,中国,浙江省,新接订单15艘,国内船东,7,中国船舶工业行业协会,http://www.chinaships.org/,2024-09-23,,,,,,,,,
日本川崎重工,2023,12,日本,神奈川县,新接订单10艘,国际船东,5,日本造船工业协会,https://www.khi.co.jp/en/,2024-09-23,,,,,,,,,
新加坡展鸿造船,2023,12,新加坡,新加坡,新接订单7艘,国际船东,3,新加坡海事局,https://www.singaporemaritime.gov.sg/,2024-09-23,,,,,,,,,
俄罗斯圣彼得堡造船厂,2023,12,俄罗斯,圣彼得堡,新接订单9艘,国际船东,4,俄罗斯造船协会,http://www.rosmorport.ru/en/,2024-09-23,,,,,,,,,
法国达能造船,2023,12,法国,布列塔尼,新接订单12艘,国内船东,6,法国海事部,https://www.ecologique-solidaire.gouv.fr/,2024-09-23,,,,,,,,,
挪威海洋造船,2023,12,挪威,奥斯陆,新接订单8艘,国际船东,5,挪威海事局,http://www.sjofartsdir.no/en/,2024-09-23,,,,,,,,,
意大利费尔里造船,2023,12,意大利,热那亚,新接订单6艘,国际船东,3,意大利船舶工业协会,http://www.umbriamar.it/,2024-09-23,,,,,,,,,
马来西亚巴生造船,2023,12,马来西亚,雪兰莪,新接订单4艘,国内船东,2,马来西亚港务局,http://www.portauthority.gov.my/,2024-09-23,,,,,,,,,
印度塔塔造船,2023,12,印度,孟买,新接订单11艘,国际船东,5,印度海事协会,https://www.indianmaritime.gov.in/,2024-09-23,,,,,,,,,
阿根廷Tandanor造船,2023,12,阿根廷,布宜诺斯艾利斯,新接订单5艘,国际船东,3,阿根廷海事局,http://www.argentinashipyards.com/,2024-09-23,,,,,,,,,
渤海船舶,2023,12,中国,天津市,新接订单15艘,国内船东,7,中国船舶工业行业协会,http://www.csia.org.cn/,2024-09-23,,,,,,,,,
现代重工,2023,11,韩国,釜山,新接订单20艘,国际船东,8,韩联社,https://www.hanji.org/,2024-09-23,,,,,,,,,
广州船舶,2023,12,中国,广州市,新接订单12艘,国际船东,6,广东省船舶工业协会,http://gdcia.org.cn/,2024-09-23,,,,,,,,,
三菱重工,2023,11,日本,横滨,新接订单4艘,国际船东,3,日本造船工业会,https://www.japan-shipbuilding.com/,2024-09-23,,,,,,,,,
上港集团,2024,1,中国,上海市,新接订单9艘,国内船东,5,上海国际航运研究中心,http://www.shrc.org.cn/,2024-09-23,,,,,,,,,
新加坡船舶工程,2023,11,新加坡,新加坡,新接订单11艘,国际船东,4,新加坡海事局,https://www.singaporemaritime.gov.sg/,2024-09-23,,,,,,,,,
北方船舶,2023,10,中国,山东省,新接订单7艘,国内船东,2,中国船舶报,http://www.cnshipnews.com/,2024-09-23,,,,,,,,,
芬兰造船公司,2023,12,芬兰,赫尔辛基,新接订单5艘,国际船东,3,芬兰海事局,https://www.finlandmaritime.fi/,2024-09-23,,,,,,,,,
希腊造船厂,2024,1,希腊,比雷埃夫斯,新接订单6艘,国际船东,3,希腊海事商会,https://www.hms.org.gr/,2024-09-23,,,,,,,,,
阿联酋造船公司,2023,11,阿联酋,迪拜,新接订单8艘,国际船东,4,阿联酋港口及海事局,https://www.pmd.gov.ae/,2024-09-23,,,,,,,,,
江苏省船舶工业有限公司,2023,11,中国,江苏省,新接订单15艘,国内船东,6,中国船舶工业行业协会,http://www.csic.com.cn/,2024-09-23,,,,,,,,,
上海外高桥造船有限公司,2023,12,中国,上海市,新接订单12艘,国际船东,7,克拉克森,https://www.clarksons.com/,2024-09-23,,,,,,,,,
中国重工集团公司,2023,12,中国,福建省,新接订单9艘,国内船东,4,中国船舶工业行业协会,http://www.csic.com.cn/,2024-09-23,,,,,,,,,
现代重工,2023,12,韩国,蔚山,新接订单10艘,国际船东,5,克拉克森,https://www.clarksons.com/,2024-09-23,,,,,,,,,
海洋石油工程股份有限公司,2024,1,中国,广东省,新接订单7艘,国内船东,3,中国船舶工业行业协会,http://www.csic.com.cn/,2024-09-23,,,,,,,,,
沙特阿美航运公司,2024,1,沙特阿拉伯,东部省,新接订单4艘,国际船东,2,国际船舶市场观察,https://www.maritimepropulsion.com/,2024-09-23,,,,,,,,,
新加坡船舶重工,2024,2,新加坡,新加坡,新接订单5艘,国际船东,3,马士基,https://www.maersk.com/,2024-09-23,,,,,,,,,
吉尔吉斯船厂,2024,3,吉尔吉斯斯坦,比什凯克,新接订单2艘,国内船东,1,吉尔吉斯海洋事务部,http://www.kyrgyzstan.gov.kg/,2024-09-23,,,,,,,,,
诺丁汉造船厂,2024,3,英国,诺丁汉,新接订单3艘,国际船东,1,英国航运协会,https://www.britishshipping.org/,2024-09-23,,,,,,,,,
伦敦海洋工程有限公司,2024,4,英国,伦敦,新接订单6艘,国际船东,4,克拉克森,https://www.clarksons.com/,2024-09-23,,,,,,,,,
中国船舶重工集团,2023,12,中国,江苏省,新接订单12艘,国内船东,6,中国船舶工业行业协会,http://www.csic.com.cn/,2024-09-23,,,,,,,,,
阿布扎比船厂,2023,11,阿联酋,阿布扎比,新接订单7艘,国际船东,4,阿布扎比经济发展局,https://ded.abudhabi.ae/,2024-09-23,,,,,,,,,
芬兰拉帕拉船厂,2023,10,芬兰,赫尔辛基,新接订单9艘,国际船东,5,芬兰海事局,https://www.fma.fi/,2024-09-23,,,,,,,,,
美国通用动力船舶公司,2023,12,美国,弗吉尼亚州,新接订单15艘,国内船东,10,美国海军部,https://www.navy.mil/,2024-09-23,,,,,,,,,
挪威海洋重工,2023,11,挪威,斯塔万格,新接订单4艘,国际船东,2,挪威船级社,https://www.dnv.com/,2024-09-23,,,,,,,,,
印度重工船舶,2023,12,印度,孟买,新接订单11艘,国际船东,7,印度造船协会,http://www.shipbuildersindia.com/,2024-09-23,,,,,,,,,
荷兰海洋工程,2023,10,荷兰,鹿特丹,新接订单6艘,国际船东,3,荷兰航运协会,https://www.nnl.nl/,2024-09-23,,,,,,,,,
巴西造船厂,2023,11,巴西,里约热内卢,新接订单5艘,国内船东,3,巴西国家造船协会,http://www.abocarta.com.br/,2024-09-23,,,,,,,,,
意大利造船厂,2024,1,意大利,热那亚,新接订单7艘,国际船东,4,意大利船舶协会,https://www.assonave.it/,2024-09-23,,,,,,,,,
俄罗斯海上工程公司,2023,11,俄罗斯,圣彼得堡,新接订单8艘,国际船东,5,俄罗斯航运协会,https://www.ssa.ru/,2024-09-23,,,,,,,,,
福建船舶工业,2023,12,中国,福建省,新接订单12艘,国内船东,7,中国船舶工业行业协会,http://www.csic.com/,2024-09-23,,,,,,,,,
华盛顿海事,2023,11,美国,华盛顿州,新接订单9艘,国际船东,6,美国船舶工业协会,https://www.americanmaritime.org/,2024-09-23,,,,,,,,,
巴西造船厂,2023,11,巴西,圣保罗,新接订单15艘,国际船东,10,巴西造船业协会,http://www.mem.gov.br/,2024-09-23,,,,,,,,,
挪威海洋技术,2023,10,挪威,奥斯陆,新接订单7艘,国际船东,5,挪威海事局,https://www.maritimedirectory.no/,2024-09-23,,,,,,,,,
新加坡海洋工程,2023,12,新加坡,新加坡,新接订单11艘,国际船东,8,新加坡海事局,https://www.singapore.gov.sg/,2024-09-23,,,,,,,,,
阿联酋海洋设备,2023,11,阿联酋,迪拜,新接订单5艘,国际船东,3,阿联酋工业协会,https://www.mohre.gov.ae/,2024-09-23,,,,,,,,,
印度马希拉造船,2023,10,印度,孟买,新接订单4艘,国内船东,2,印度船舶工业协会,https://www.mmosb.in/,2024-09-23,,,,,,,,,
马来西亚重工,2023,12,马来西亚,槟城,新接订单3艘,国内船东,1,马来西亚造船行业协会,http://www.msi.com.my/,2024-09-23,,,,,,,,,
俄罗斯海洋科技,2023,12,俄罗斯,圣彼得堡,新接订单6艘,国际船东,4,俄罗斯船舶工业协会,http://www.rsheadquarters.ru/,2024-09-23,,,,,,,,,
捷克共和国航运,2023,10,捷克,布拉格,新接订单2艘,国际船东,1,捷克航运协会,https://www.czechshipping.com/,2024-09-23,,,,,,,,,
武汉船舶重工,2023,12,中国,湖北省,新接订单12艘,国内船东,6,中国船舶工业协会,http://www.csic.com.cn,2024-09-23,,,,,,,,,
广船国际,2023,11,中国,广州市,新接订单9艘,国内船东,7,中国造船网,http://www.china-shipbuilding.com,2024-09-23,,,,,,,,,
现代重工,2023,12,韩国,庆尚南道,新接订单7艘,国际船东,5,韩国船舶工业协会,http://www.koshipa.or.kr,2024-09-23,,,,,,,,,
意大利芬坎蒂尼,2023,11,意大利,热那亚,新接订单4艘,国际船东,3,国际造船协会,http://www.sname.org,2024-09-23,,,,,,,,,
阿布扎比船厂,2023,10,阿联酋,阿布扎比,新接订单3艘,国际船东,2,中东海洋产业协会,http://www.mideastmaritime.com,2024-09-23,,,,,,,,,
新加坡船厂,2023,12,新加坡,新加坡,新接订单10艘,国际船东,8,新加坡海事局,http://www.singaporemaritime.gov.sg,2024-09-23,,,,,,,,,
挪威海洋工程,2023,11,挪威,奥斯陆,新接订单5艘,国际船东,4,挪威船舶工业协会,http://www.norskeskipsfart.no,2024-09-23,,,,,,,,,
巴西造船,2023,10,巴西,里约热内卢,新接订单6艘,国内船东,4,巴西船舶制造产业协会,http://www.abimaq.org.br,2024-09-23,,,,,,,,,
意大利诺德船厂,2023,10,意大利,那不勒斯,新接订单2艘,国际船东,1,意大利运输部,http://www.trasporti.gov.it,2024-09-23,,,,,,,,,
俄罗斯海洋服务,2023,12,俄罗斯,圣彼得堡,新接订单4艘,国际船东,2,俄罗斯船舶工业协会,http://www.shipbuilding.ru,2024-09-23,,,,,,,,,
上海外高桥造船,2023,12,中国,上海市,新接订单12艘,国际船东,7,中国船舶工业行业协会,http://www.china-shipbuilding.com,2024-09-23,,,,,,,,,
新加坡扬子江造船,2023,12,新加坡,新加坡,新接订单15艘,国际船东,10,海事新闻网,http://www.maritime-news.com,2024-09-23,,,,,,,,,
德国梅克尔造船,2023,12,德国,汉堡,新接订单4艘,国际船东,3,国际船舶界,http://www.international-maritime.com,2024-09-23,,,,,,,,,
挪威阿克鲁斯造船,2023,12,挪威,奥斯陆,新接订单6艘,国际船东,5,挪威航运协会,http://www.norwayshipping.org,2024-09-23,,,,,,,,,
中国船舶重工集团,2023,11,中国,江苏省,新接订单20艘,国内船东,12,江苏船舶工业协会,http://www.js-shipbuilding.org,2024-09-23,,,,,,,,,
巴西特巴尔造船,2023,12,巴西,里约热内卢,新接订单5艘,国际船东,3,巴西航运协会,http://www.brazilshipping.org,2024-09-23,,,,,,,,,
法国达慕尔造船,2024,1,法国,马赛,新接订单7艘,国际船东,5,国际航运日报,http://www.internationalshippingdaily.com,2024-09-23,,,,,,,,,
美国亨廷顿英戈尔斯造船,2024,1,美国,弗吉尼亚州,新接订单10艘,国内船东,8,美国海军造船厂,http://www.huntingtoningalls.com,2024-09-23,,,,,,,,,
意大利芬坎蒂尼造船,2024,1,意大利,热那亚,新接订单9艘,国际船东,4,意大利航运协会,http://www.italyshipping.org,2024-09-23,,,,,,,,,
广州南沙船舶,2023,11,中国,广东省,新接订单12艘,国际船东,7,中国船舶工业行业协会,http://www.csic.net,2024-09-23,,,,,,,,,
上海外高桥造船,2023,10,中国,上海市,新接订单15艘,国内船东,10,上海船舶工业协会,http://www.shship.org,2024-09-23,,,,,,,,,
挪威海洋工程,2023,9,挪威,奥斯陆,新接订单4艘,国际船东,3,挪威船舶行业协会,https://www.norskmaritime.no,2024-09-23,,,,,,,,,
台州江海造船,2023,11,中国,浙江省,新接订单9艘,国内船东,6,浙江省船舶工业协会,http://www.zhejiangmaritime.gov.cn,2024-09-23,,,,,,,,,
俄罗斯质子船厂,2023,10,俄罗斯,圣彼得堡,新接订单6艘,国际船东,4,俄罗斯航运消息网,https://www.transportjournal.ru,2024-09-23,,,,,,,,,
新加坡海事重工,2023,12,新加坡,新加坡,新接订单10艘,国际船东,5,新加坡海事局,https://www.singapore.gov.sg/marina,2024-09-23,,,,,,,,,
芬兰船舶重工,2023,11,芬兰,赫尔辛基,新接订单5艘,国际船东,3,芬兰航运与港口协会,https://www.portoffinland.fi,2024-09-23,,,,,,,,,
德国巴尔迪船厂,2023,10,德国,汉堡,新接订单7艘,国际船东,2,德国运输业协会,https://www.bdv.com,2024-09-23,,,,,,,,,
意大利费拉拉造船,2023,12,意大利,费拉拉,新接订单3艘,国内船东,1,意大利航运邮政局,https://www.italianmaritime.org,2024-09-23,,,,,,,,,
巴西圣保罗造船,2023,11,巴西,圣保罗,新接订单8艘,国际船东,4,巴西船舶工业协会,https://www.brazilmaritime.net,2024-09-23,,,,,,,,,
上海外高桥造船,2023,12,中国,上海市,新接订单12艘,国际船东,7,中国船舶工业行业协会,http://www.csic.com,2024-09-23,,,,,,,,,
中国船舶重工,2023,11,中国,江苏省,新接订单9艘,国内船东,6,中国船舶工业行业协会,http://www.csic.com,2024-09-23,,,,,,,,,
Daewoo Shipbuilding,2023,12,韩国,庆尚南道,新接订单15艘,国际船东,10,克拉克森,https://www.clarksons.com,2024-09-23,,,,,,,,,
日本川崎重工,2023,10,日本,神户,新接订单4艘,国际船东,3,日本造船工业会,https://www.japanshipbuilding.or.jp,2024-09-23,,,,,,,,,
中国重工,2024,1,中国,新疆,新接订单7艘,国内船东,5,中国船舶工业行业协会,http://www.csic.com,2024-09-23,,,,,,,,,
Hanjin Heavy Industries,2023,9,韩国,仁川,新接订单11艘,国际船东,8,克拉克森,https://www.clarksons.com,2024-09-23,,,,,,,,,
Fincantieri,2023,10,意大利,戈里齐亚,新接订单5艘,国际船东,3,Fincantieri官网,https://www.fincantieri.com,2024-09-23,,,,,,,,,
三菱重工,2023,12,日本,佐世保,新接订单2艘,国内船东,1,日本造船工业会,https://www.japanshipbuilding.or.jp,2024-09-23,,,,,,,,,
中集来福士,2024,1,中国,广东省,新接订单6艘,国内船东,4,中国船舶工业行业协会,http://www.csic.com,2024-09-23,,,,,,,,,
新加坡船厂,2023,12,新加坡,新加坡,新接订单3艘,国际船东,2,新加坡海事局,https://www.singapore.gov.sg,2024-09-23,,,,,,,,,
上海船厂,2023,11,中国,上海市,新接订单12艘,国际船东,6,中国船舶工业协会,http://www.shiip.org.cn/,2024-09-23,,,,,,,,,
广州南船,2023,11,中国,广东省,新接订单14艘,国内船东,8,船舶工程网站,https://www.shipbuilding.net.cn/,2024-09-23,,,,,,,,,
俄罗斯乌拉尔船厂,2023,10,俄罗斯,圣彼得堡,新接订单7艘,国际船东,3,俄罗斯船舶工业协会,http://www.rosmaritime.ru/,2024-09-23,,,,,,,,,
法国DCN,2023,11,法国,布雷斯特,新接订单9艘,国际船东,5,法国海运与船舶杂志,https://www.maritimes.fr/,2024-09-23,,,,,,,,,
新加坡航运造船,2024,1,新加坡,新加坡,新接订单11艘,国内船东,4,新加坡海事局,https://www.singaporemaritime.gov.sg/,2024-09-23,,,,,,,,,
意大利芬坎蒂尼,2023,12,意大利,热那亚,新接订单15艘,国际船东,7,意大利船舶协会,https://www.fincantieri.com/,2024-09-23,,,,,,,,,
阿联酋ADNOC船厂,2023,10,阿联酋,阿布扎比,新接订单4艘,国内船东,1,阿联酋海事局,https://www.adnoc.ae/en,2024-09-23,,,,,,,,,
挪威海洋重工,2023,12,挪威,奥斯陆,新接订单13艘,国际船东,6,挪威航运协会,https://www.norshipping.com/,2024-09-23,,,,,,,,,
巴西南方造船,2024,1,巴西,里约热内卢,新接订单5艘,国内船东,2,巴西船舶和海洋工业协会,https://www.abarem.org.br/,2024-09-23,,,,,,,,,
印度塔塔重工,2023,12,印度,孟买,新接订单10艘,国际船东,5,印度海事工业协会,https://www.tatasteel.com/,2024-09-23,,,,,,,,,
上海外高桥造船,2023,12,中国,上海市,新接订单12艘,国内船东,6,中国船舶工业行业协会,http://www.csic.com/,2024-09-23,,,,,,,,,
大连船舶重工,2024,1,中国,辽宁省,新接订单15艘,国际船东,8,世界船舶交易网,http://www.ships.cn/,2024-09-23,,,,,,,,,
现代重工,2023,12,韩国,蔚山,新接订单7艘,国际船东,3,克拉克森,https://www.clarksons.com/,2024-09-23,,,,,,,,,
阿布达比船厂,2023,11,阿联酋,阿布扎比,新接订单9艘,国际船东,4,阿联酋船舶工业协会,https://www.abudhabimaritime.com/,2024-09-23,,,,,,,,,
日本川崎重工,2023,12,日本,神户市,新接订单4艘,国内船东,1,日经新闻,https://www.nikkei.com/,2024-09-23,,,,,,,,,
新加坡德朗造船,2023,12,新加坡,新加坡,新接订单11艘,国际船东,5,新加坡海事与港务局,http://www.singaporeportauthority.com/,2024-09-23,,,,,,,,,
瑞典斯德哥尔摩造船,2023,12,瑞典,斯德哥尔摩,新接订单2艘,国际船东,1,斯德哥尔摩港口协会,https://www.portofstockholm.com/,2024-09-23,,,,,,,,,
巴西南方造船,2023,10,巴西,里约热内卢,新接订单3艘,国内船东,2,巴西航运协会,http://www.brazilshipping.com/,2024-09-23,,,,,,,,,
俄罗斯海军造船厂,2023,11,俄罗斯,圣彼得堡,新接订单5艘,国际船东,3,俄罗斯船舶工业协会,http://www.russianmaritime.com/,2024-09-23,,,,,,,,,
意大利芬坎蒂尼造船,2023,12,意大利,热那亚,新接订单6艘,国际船东,3,意大利造船业协会,http://www.italianmaritime.com/,2024-09-23,,,,,,,,,
