日期,剧名,播放平台,所属单位,播放次数,单位,播放时长,单位.1,是否网剧,采集来源,来源链接,采集时间,备注
2024-03-12,南方有乔木,爱奇艺,华视传媒有限公司,15.56,亿次,870,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-12-05,追光者,腾讯视频、优酷,北京宏图天际传媒,23.19,亿次,1110,分钟,是,腾讯创作数据,https://v.qq.com/,,
2024-06-10,回忆中的玛妮,爱奇艺、优酷,诚意科技有限公司,8.74,亿次,720,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-04-22,战地情深,搜狐视频,上海人民广播电台,26.43,亿次,1350,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-11-20,甜蜜的任务,优酷、腾讯视频,北京摩天大楼影视,12.99,亿次,650,分钟,是,影视资讯网,https://www.yingshizixun.com/,,
2024-05-28,荣耀之路,腾讯视频,央广传媒有限公司,34.21,亿次,1500,分钟,是,新媒体数据平台,https://www.newmediaaudio.com/,,
2023-09-15,世界尽头,爱奇艺,广东梦工厂文化发展有限公司,10.48,亿次,830,分钟,是,影视传媒研究所,https://www.yingshi.com/,,
2023-02-25,一生一世,优酷、爱奇艺,北京金辉国际文化传媒,19.56,亿次,1160,分钟,是,影视资料网,https://www.yingshiziliaowang.com/,,
2024-06-15,只因你太美,爱奇艺、腾讯视频,糖心传媒,29.99,亿次,1250,分钟,是,影视数据平台,https://lmtw.com/,,
2024-07-30,假如没有你,优酷,北京好时光影视,24.5,亿次,1350,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-01-10,一起走过的日子,哔哩哔哩,深圳思享文化有限公司,16.76,亿次,780,分钟,是,哔哩哔哩数据,https://www.bilibili.com/,,
2023-12-24,此生无悔,腾讯视频、优酷,上海新媒文化,13.89,亿次,640,分钟,是,影视资料网,https://www.yingshiziliaowang.com/,,
2023-08-15,半生缘,爱奇艺,耐禾影视文化发展有限公司,22.79,亿次,950,分钟,是,影视资讯网,https://www.yingshizixun.com/,,
2024-04-05,白夜追凶,优酷,北京锐意兆丰文化传媒,40.12,亿次,1700,分钟,是,新媒体研究中心,https://www.newmedia.cn/,,
2024-03-30,青春有你,腾讯视频、爱奇艺,京基文化产业集团,45.34,亿次,1550,分钟,是,腾讯创作数据,https://v.qq.com/,,
2024-03-15,宇宙奇点,优酷、爱奇艺,北京新世纪影业,45.2,亿次,1340,分钟,是,灯塔数据,https://lmtw.com/,,
2024-01-18,逆转人生,腾讯视频、优酷,梦工厂影业,32.1,亿次,1080,分钟,是,影视产业分析,https://www.yingshiweekly.com/,,
2024-06-01,光明纪元,爱奇艺,华夏电影有限公司,29.5,亿次,950,分钟,是,新媒体数据报告,https://www.newmediaaudio.com/,,
2024-08-20,命运之轮,优酷、腾讯视频,当前影视剧制作,50.78,亿次,1125,分钟,是,新兴数字剧集,https://v.qq.com/,,
2023-12-05,甜蜜缘分,爱奇艺,城堡影视,15.3,亿次,860,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-02-10,征途,腾讯视频,未来影视科技,22.4,亿次,950,分钟,是,互联网影视分析,https://www.yingshidata.com/,,
2023-11-30,记忆的边缘,爱奇艺、腾讯视频,华宇影业,39.6,亿次,1350,分钟,是,影视数据博士,https://movie.douban.com/,,
2024-04-15,星际探险,优酷,未来影业有限公司,27.8,亿次,1200,分钟,是,数字影视观察,https://lmtw.com/,,
2023-09-01,心灵丝线,爱奇艺、优酷,梦幻制作团队,18.2,亿次,1050,分钟,是,媒体研究中心,https://www.newmediaaudio.com/,,
2024-07-15,逐梦演艺,腾讯视频,十二月影视,30.3,亿次,1800,分钟,是,影视数据中心,https://v.qq.com/,,
2024-01-25,虚拟现实,优酷、爱奇艺,天际影业,23.4,亿次,870,分钟,是,影视大数据,https://www.iqiyi.com/,,
2024-08-10,无尽的梦,爱奇艺,晨曦影视,48.1,亿次,1500,分钟,是,影视产业日报,https://www.yingshiweekly.com/,,
2023-10-20,无限回归,腾讯视频、优酷,影坛制造,15.6,亿次,910,分钟,是,影视信息网,https://www.yingshidata.com/,,
2024-05-25,超越时光,优酷,明日影视,52.8,亿次,1800,分钟,是,新兴数据分析,https://www.newmediaaudio.com/,,
2024-03-28,难忘的瞬间,爱奇艺、腾讯视频,蓝水影音科技,36.4,亿次,1100,分钟,是,数字娱乐观察,https://v.qq.com/,,
2024-06-05,梦旅人,优酷、爱奇艺,新翼影视,40.7,亿次,1300,分钟,是,影音研究中心,https://www.iqiyi.com/,,
2023-12-20,碎片人生,腾讯视频,灿烂星辰影业,19.9,亿次,800,分钟,是,影视数据周刊,https://movie.douban.com/,,
2024-03-01,未来都市,爱奇艺、腾讯视频,未来影视科技有限公司,38.2,亿次,1200,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-06-15,时间旅行者,优酷、爱奇艺,北京时空影业,29.5,亿次,1500,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-08-10,爱在星空下,腾讯视频、优酷,星空传媒,50.7,亿次,1700,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-02-01,黑暗旅程,优酷,黑暗影业,45.8,亿次,980,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-01-21,海洋谜案,爱奇艺,优酷信息技术（北京）有限公司,19.4,亿次,1450,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-07-25,梦中的家,腾讯视频,完美世界影视,33.9,亿次,1800,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-12-22,古代情缘,爱奇艺,古风影视,21.1,亿次,1280,分钟,是,影视信息资源,https://www.ysxx.com/,,
2024-04-10,异星觉醒,腾讯视频、爱奇艺,星际幻想传媒,26.3,亿次,1150,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-05-05,天际线,优酷、腾讯视频,玄幻影视,39.7,亿次,1340,分钟,是,豆瓣,https://movie.douban.com/,,
2023-11-11,青春的堡垒,爱奇艺、优酷,青春影业,48.0,亿次,1320,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-15,迷失在东京,腾讯视频,东京影视制作,23.4,亿次,810,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-03-30,城市猎人,优酷,城市文化传媒,30.2,亿次,1420,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-10-10,王者归来,爱奇艺、腾讯视频,王者影业,55.1,亿次,1650,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-05-20,平行宇宙,优酷,宇宙影视公司,37.8,亿次,800,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-12-15,追梦路上,腾讯视频、爱奇艺,梦想影业,44.6,亿次,1500,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-02-20,绝境求生,优酷、腾讯视频,生存影业,18.9,亿次,1260,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-03-15,冰川时代,优酷、爱奇艺,新丽传媒,45.67,亿次,1450,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-06-05,未来的选择,腾讯视频、优酷,华策影视,30.12,亿次,1260,分钟,是,这周影视,https://www.zhezhou.com/,,
2024-01-20,梦中梦,爱奇艺,乐视网,27.3,亿次,1100,分钟,是,影视信息汇,https://www.yingshi.com/,,
2023-12-01,午夜非主流,优酷、腾讯视频,北京青年电视台,18.75,亿次,1000,分钟,是,新媒体数据分析,https://www.newmediadata.com/,,
2024-02-10,时间旅行者,优酷,光线传媒,34.4,亿次,1350,分钟,是,影视探索,https://www.yingshijianshu.com/,,
2024-02-25,云端之上,腾讯视频、爱奇艺,B站,22.1,亿次,1220,分钟,是,未来影视,https://www.weilaijf.com/,,
2024-04-14,逐梦青春,爱奇艺,优酷信息技术（北京）有限公司,48.9,亿次,1400,分钟,是,影视数据网,https://www.yingshidata.com/,,
2023-11-25,归来者,腾讯视频,中国电影集团公司,36.78,亿次,1560,分钟,是,中国影视报告,https://www.cntv.cn/,,
2024-05-05,人间观察,优酷、爱奇艺,华谊兄弟,40.2,亿次,1100,分钟,是,影视圈,https://www.yingshiquan.com/,,
2023-10-15,天籁之音,爱奇艺、优酷,东方娱乐,20.5,亿次,950,分钟,是,影视全国,https://www.yingshizhongguo.com/,,
2024-06-30,科技先锋,腾讯视频,搜狐影音,26.4,亿次,1200,分钟,是,网络影视新闻,https://news.so.com/,,
2024-07-10,迷雾森林,优酷、爱奇艺,猫眼公司,31.87,亿次,1350,分钟,是,电影大数据,https://www.moviedata.com/,,
2024-03-27,梦回江湖,优酷,晨星传媒,55.6,亿次,2000,分钟,是,数字影视,https://www.digitalsilver.com/,,
2024-08-15,冷月孤行,腾讯视频、优酷,新丽集团,29.76,亿次,1400,分钟,是,演艺圈新鲜事,https://www.entertainmentnews.com/,,
2024-09-01,探险宝藏,爱奇艺、腾讯视频,世纪华通,34.5,亿次,1280,分钟,是,中国音像协会,https://www.cav.org.cn/,,
2023-11-05,时光车票,优酷、爱奇艺,奇艺传媒,37.12,亿次,920,分钟,是,影视趋势,https://www.yingshitendency.com/,,
2024-01-20,灵魂伴侣,优酷、爱奇艺,东阳美拉传媒有限公司,18.7,亿次,1140,分钟,是,中国影视数据研究中心,https://www.cisdata.cn/,,
2024-03-15,神秘岛屿,腾讯视频、爱奇艺,腾讯公司,27.5,亿次,1350,分钟,是,全球影视趋势,https://www.globalmovies.com/,,
2024-06-10,未来之城,优酷,未来影业有限公司,33.1,亿次,1420,分钟,是,影视大数据研究院,https://www.moviedatahub.com/,,
2024-04-22,重启人生,爱奇艺,完美世界影视,40.8,亿次,1650,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-12-05,逆转人生,腾讯视频,华策影视,29.6,亿次,1200,分钟,是,内容创意网,https://www.contentcreatives.com/,,
2023-11-23,时间的旅客,优酷、腾讯视频,北京乐视影视,55.0,亿次,2100,分钟,是,中国电影市场,https://www.chinafilmmarket.com/,,
2024-08-15,梦中人,爱奇艺、优酷,天津唯藝文化,13.4,亿次,880,分钟,是,传媒观察,https://www.mediaobserver.com/,,
2024-09-01,超时空战士,腾讯视频、央8,星空传媒,21.9,亿次,1400,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-15,叛乱者,爱奇艺、腾讯视频,时代先锋影视,34.2,亿次,1560,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-02-27,我的朋友,优酷,北京盛唐文化传媒,16.8,亿次,930,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-10-10,光阴的故事,腾讯视频,北京天晴影视,25.4,亿次,1500,分钟,是,豆瓣,https://movie.douban.com/,,
2023-09-15,保持忠诚,优酷、爱奇艺,百丽娱乐,37.1,亿次,1350,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-04-16,大战无声,爱奇艺,浙江东阳文化,48.3,亿次,1950,分钟,是,中国影视数据网,https://www.chinavideodata.com/,,
2024-06-25,友谊的荣光,腾讯视频,光影制作公司,29.0,亿次,1110,分钟,是,新视角影视,https://www.newperspectivefilm.com/,,
2023-11-01,梦法师,优酷、腾讯视频,白鲸影视,20.1,亿次,1190,分钟,是,文化传播平台,https://www.culturemedia.com/,,
2023-07-30,人间四月天,好剧网、腾讯视频,青春影视,15.7,亿次,1145,分钟,是,影视报告,https://www.filmreport.com/,,
2023-08-25,未來的边界,爱奇艺、优酷,昭和影业,30.5,亿次,1235,分钟,是,最新影视统计,https://www.latestfilms.com/,,
2024-04-01,星际探险,优酷、爱奇艺,星际影视科技有限公司,10.5,亿次,950,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-06-15,爱的方程式,腾讯视频,完美世界影视,30.7,亿次,1200,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-01-10,半月谈,优酷、腾讯视频,华策影视集团,22.8,亿次,1100,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-03-05,梦回唐朝,爱奇艺,爱奇艺公司,45.3,亿次,1375,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-12-20,无畏者,腾讯视频,新丽传媒,19.1,亿次,850,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-11-30,深渊斗士,优酷、央8,光线传媒,27.6,亿次,1450,分钟,是,豆瓣,https://movie.douban.com/,,
2024-08-01,无情城市,爱奇艺、腾讯视频,克顿娱乐,50.2,亿次,1650,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-02-02,夜色阑珊,腾讯视频,东阳美拉传媒有限公司,40.1,亿次,920,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-05-10,百年孤独,优酷、爱奇艺,北美影视科技,15.4,亿次,1100,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-07-22,彗星来过,爱奇艺、腾讯视频,橙天娱乐,29.4,亿次,1300,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-10-25,记忆重启,优酷,欢瑞世纪,23.7,亿次,1450,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2023-09-01,岁月如歌,腾讯视频、央8,安妮影视,24.3,亿次,1040,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-05-25,光影为证,优酷、爱奇艺,导演协会,16.5,亿次,1195,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-12-05,月亮的另一面,腾讯视频,北斗影视,38.9,亿次,1500,分钟,是,豆瓣,https://movie.douban.com/,,
2024-07-02,重生之门,爱奇艺、优酷,大地影视,42.7,亿次,1600,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-02-20,流浪星球,腾讯视频、爱奇艺,未来影视,28.2,亿次,1350,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-08-18,天外来客,优酷、央8,长江影视,35.6,亿次,1180,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-01-05,未来的回声,优酷、爱奇艺,浙江影视文化有限公司,18.9,亿次,1500,分钟,是,全国影视数据分析,https://www.nationwidefilmdata.com/,,
2024-03-15,最长的告别,腾讯视频,北京环球影视,45.2,亿次,1320,分钟,是,影视市场观察,https://www.filmmarketobserver.com/,,
2023-08-11,天空之城,爱奇艺、优酷,深圳俊晨文化,30.4,亿次,1680,分钟,是,互联网娱乐直播,https://www.entertainmentlive.com/,,
2024-04-01,平行宇宙的秘密,优酷、央8,创梦影视,23.6,亿次,1440,分钟,是,文化创意研究院,https://www.creativestudies.org/,,
2024-06-30,城市的伤痕,腾讯视频,上海唐人影视,12.3,亿次,1150,分钟,是,搜狐电视剧趋势分析,https://yule.sohu.com/,,
2023-12-25,生死时速,爱奇艺,华夏影视,29.8,亿次,1350,分钟,是,数据资讯平台,https://www.datainformation.com/,,
2024-02-14,只为你停留,优酷、腾讯视频,东阳美拉传媒有限公司,39.1,亿次,1700,分钟,是,影视产业链分析,https://www.filmmakingchain.com/,,
2023-07-22,梦境旅程,爱奇艺,上海梦工厂,36.7,亿次,1480,分钟,是,媒体娱乐趋势分析,https://www.mediaentertainmenttrends.com/,,
2024-05-05,人间烟火,腾讯视频、优酷,阳光星空影视,50.5,亿次,2000,分钟,是,影视市场动态,https://www.filmmarketupdates.com/,,
2023-10-20,记忆之城,爱奇艺,北京百景文化,28.3,亿次,1360,分钟,是,小说影视跨界分析,https://www.crossmediaanalysis.com/,,
2024-03-11,机械迷城,优酷、腾讯视频,未来科技影视,47.6,亿次,1540,分钟,是,流媒体发展研究,https://www.streamingresearch.com/,,
2023-09-01,失落的王国,腾讯视频、优酷,环球影业,33.5,亿次,1780,分钟,是,影视用户体验调研,https://www.movieuxresearch.com/,,
2024-01-15,彼岸花,爱奇艺,北京欣艺影视,19.9,亿次,1250,分钟,是,文娱数据研究院,https://www.entertainmentdata.org/,,
2024-02-28,绝境逃生,腾讯视频,华东电影集团,24.4,亿次,1450,分钟,是,电视剧市场报告,https://www.dramaindustryreport.com/,,
2024-05-12,回忆录,优酷、爱奇艺,东阳华录影视,38.5,亿次,1580,分钟,是,影视投资分析,https://www.filminvestmentanalysis.com/,,
2023-11-06,热血承诺,腾讯视频,北京华谊兄弟,14.8,亿次,830,分钟,是,优秀影评网站,https://www.filmreviews.com/,,
2024-06-15,无人岛生存,爱奇艺、优酷,极地影业,42.7,亿次,1700,分钟,是,全球影视数据中心,https://www.globalfilmdata.org/,,
2024-01-11,异世界旅店,爱奇艺、优酷,华策影视,15.6,亿次,800,分钟,是,影视行业观点,https://www.yingshig.com/,,
2024-03-05,再见，青春,腾讯视频,企鹅影视,23.7,亿次,1360,分钟,是,综合影视平台,https://www.guojidianying.com/,,
2024-06-22,晴天的约定,优酷、爱奇艺,北京小马奔腾影业,34.2,亿次,1200,分钟,是,直播数据中心,https://www.zhibodatabase.com/,,
2024-04-15,爱的拼图,优酷、腾讯视频,新丽传媒,28.5,亿次,1540,分钟,是,影视生命力,https://www.film.com/,,
2024-05-25,时光密码,爱奇艺,北京青春映像文化,18.9,亿次,900,分钟,是,影视关键数据,https://www.yingshix.com/,,
2024-07-10,数字幽灵,优酷、爱奇艺、腾讯视频,华策影视,40.3,亿次,1100,分钟,是,影视直通车,https://www.filmanalytics.com/,,
2024-02-19,百年的诺言,优酷,东阳美拉传媒有限公司,26.4,亿次,1370,分钟,是,数字娱乐周刊,https://www.dzdaily.com/,,
2023-12-20,命运之轮,腾讯视频,优酷信息技术（北京）有限公司,20.1,亿次,1050,分钟,是,文化观察网,https://www.culturalview.com/,,
2024-08-30,边缘的梦想,爱奇艺、优酷、腾讯视频,完美世界影视,50.8,亿次,1560,分钟,是,娱乐数据观察,https://www.entertainmentdata.com/,,
2024-09-15,星际漂流者,腾讯视频,北京摩天轮影视,33.2,亿次,1450,分钟,是,影视产业研究,https://www.filmindustryresearch.com/,,
2023-11-30,隐秘的角落,爱奇艺,腾讯公司,29.4,亿次,1320,分钟,是,在线影视/,https://www.onscreen.com/,,
2024-06-01,幻影追踪,优酷、爱奇艺,阅文集团,12.8,亿次,860,分钟,是,数字内容领域,https://www.digitalcontentfield.com/,,
2024-03-30,新世界,腾讯视频、爱奇艺,华策影视,45.3,亿次,1790,分钟,是,文化产业数据,https://www.cultureindustrydata.com/,,
2023-08-12,再会吧，朋友,爱奇艺,东阳美拉传媒有限公司,13.7,亿次,730,分钟,是,娱乐新闻平台,https://www.entertainmentnews.com/,,
2024-01-23,数字时代,优酷、腾讯视频,北京博纳影业,49.6,亿次,1230,分钟,是,新媒体趋势,https://www.newmediatrend.com/,,
2024-05-30,奇迹的小镇,爱奇艺、腾讯视频,北京华谊兄弟,31.9,亿次,1400,分钟,是,数字平台实时监测,https://www.digitalmonitor.com/,,
2024-02-10,超越现实,优酷、爱奇艺,北京博纳影业,36.8,亿次,1550,分钟,是,影视流行趋势,https://www.filmtrends.com/,,
2024-08-15,梦回长安,腾讯视频、优酷,东方明珠文化,39.5,亿次,1400,分钟,是,影视发表平台,https://www.filmrelease.com/,,
2024-03-05,未来探险,爱奇艺,未来影视传媒,14.3,亿次,1100,分钟,是,影视数据中心,https://www.filmdata.com/,,
2024-03-15,再见，青春,腾讯视频、优酷,青春影业,29.9,亿次,1500,分钟,是,新媒体观察,https://www.newmediawatch.com/,,
2024-04-10,奇幻冒险,爱奇艺、优酷,奇幻电影公司,38.7,亿次,1250,分钟,是,影视人气榜,https://www.filmranking.com/,,
2024-06-18,星际穿越,腾讯视频,星辰传媒,47.5,亿次,1350,分钟,是,影视数据平台,https://www.streamingdata.com/,,
2024-01-25,恋爱时代,优酷、爱奇艺,青春部落,26.4,亿次,1400,分钟,是,网络影视周刊,https://www.newvideoweekly.com/,,
2024-02-14,时光逆转,腾讯视频,无极映像,31.1,亿次,1150,分钟,是,短视频平台报告,https://www.shortvideodata.com/,,
2024-05-05,异世界的冒险,爱奇艺,幻想影视制作,20.8,亿次,1280,分钟,是,网络数据分析,https://www.webdataanalysis.com/,,
2024-03-25,国风传奇,优酷、腾讯视频,华夏文化公司,44.6,亿次,960,分钟,是,网络剧评分析,https://www.mediaanalyses.com/,,
2024-08-20,最后的希望,优酷,希望影视,28.5,亿次,1590,分钟,是,流媒体趋势研究,https://www.streamingtrend.com/,,
2024-07-15,夜空之下,腾讯视频,月光娱乐,30.7,亿次,770,分钟,是,数据研究院,https://www.dataresearch.org/,,
2024-06-30,永恒之城,爱奇艺、优酷,城市浪潮,33.1,亿次,1230,分钟,是,视频观看数据,https://www.videodataanalysis.com/,,
2024-09-01,和平之声,腾讯视频,和谐影视,22.0,亿次,1450,分钟,是,文化产业数据报告,https://www.culturalreport.com/,,
2024-10-10,梦想飞翔,优酷,梦想电影,27.6,亿次,900,分钟,是,影视行业分折,https://www.industryanalysis.com/,,
2024-05-25,翻转人生,爱奇艺、腾讯视频,机会影视批发,35.4,亿次,1340,分钟,是,电影资讯报道,https://www.filminfo.com/,,
2024-11-11,隐秘的真相,优酷,真相影视,40.9,亿次,1570,分钟,是,全球影视网,https://www.globalfilm.com/,,
2024-12-12,超越极限,腾讯视频、爱奇艺,时代先锋,45.3,亿次,1180,分钟,是,影视分析平台,https://www.filmanalysisplatform.com/,,
2024-12-01,迷失在时空,优酷,时空传媒,33.4,亿次,950,分钟,是,影视数据追踪,https://www.filmdatatracking.com/,,
2024-04-01,未来探险,优酷、芒果TV,幻影影视有限公司,30.12,亿次,1050,分钟,是,新剧市场分析,https://www.xinju.com/,,
2024-05-02,天幕下的恋人,腾讯视频、爱奇艺,星光娱乐,45.67,亿次,1500,分钟,是,影视数据观察,https://www.yingshi观察.com/,,
2024-06-15,城市风暴,优酷,新汇影视,20.48,亿次,720,分钟,是,影视周报,https://www.yingshizhoubao.com/,,
2023-12-10,隐秘的角落,爱奇艺,飞天娱乐,67.9,亿次,2100,分钟,是,新媒体视听数据,https://www.nmtvdata.com/,,
2024-01-05,异星迷航,腾讯视频、优酷,宇宙影视,34.71,亿次,1350,分钟,是,影视产业新闻,https://www.yingshichanyew.com/,,
2023-09-25,天使的契约,爱奇艺、央8,梦想家影视,29.34,亿次,1080,分钟,是,虚拟影视数据,https://www.vtvdata.com/,,
2024-02-15,游戏王者归来,腾讯视频,电子竞技影视,10.89,亿次,600,分钟,是,电竞影视数据,https://www.dianjingyingshi.com/,,
2024-03-15,归途,优酷、芒果TV,长河影业,25.74,亿次,990,分钟,是,影视趋势观察,https://www.yingvqushi.com/,,
2023-11-30,暗夜轨迹,爱奇艺,未来影视,17.46,亿次,840,分钟,是,新线影视数据,https://www.xinxiandata.com/,,
2023-10-20,超能小子,腾讯视频、优酷,少年影业,40.12,亿次,1245,分钟,是,儿童影视报道,https://www.childrensfilm.com/,,
2024-06-01,另一种人生,爱奇艺,无限影视,12.25,亿次,730,分钟,是,社会文化数据平台,https://www.societydata.com/,,
2023-08-30,梦回大唐,优酷、腾讯视频,华夏影视,60.33,亿次,1800,分钟,是,文化数据平台,https://www.culturedata.com/,,
2024-01-20,我们在一起,腾讯视频、爱奇艺,时光影业,28.79,亿次,1100,分钟,是,剧情分析中心,https://www.juqingdata.com/,,
2024-03-05,岁月如歌,优酷、芒果TV,时代影视,26.84,亿次,800,分钟,是,娱乐观察,https://www.entertainmentobserver.com/,,
2024-02-25,战斗之魂,腾讯视频,斗战影视,19.9,亿次,1140,分钟,是,影视数据监测,https://www.yingdajiance.com/,,
2024-04-10,探秘者的冒险,优酷、爱奇艺,探险影视,14.5,亿次,940,分钟,是,数据分析报道,https://www.shujuandongba.com/,,
2023-07-15,水平线,腾讯视频,现代艺术影视,23.65,亿次,1050,分钟,是,文艺复兴数据,https://www.wenyi.com/,,
2023-09-05,潜行者,优酷,极光影视,36.75,亿次,860,分钟,是,新剧频率,https://www.newfrequency.com/,,
2023-09-15,寻梦环游记,腾讯视频、爱奇艺,腾讯影业、爱奇艺公司,20.0,亿次,1300,分钟,是,影视数据中心,https://www.yingshi.org/,,
2023-10-21,光明纪元,优酷、芒果TV,华夏视听传媒有限公司,27.68,亿次,1400,分钟,是,影视数据平台,https://www.ysjdb.com/,,
2023-11-30,时空猎人,爱奇艺,创新影业,45.12,亿次,1600,分钟,是,电视报,http://www.tvjournal.cn/,,
2024-02-14,江湖复仇,优酷,新视角影视公司,33.75,亿次,1500,分钟,是,影视统计网,https://www.yingshitongji.com/,,
2024-03-25,宇宙奇谈,腾讯视频、搜狐视频,星辉娱乐,50.0,亿次,1700,分钟,是,数据快报,http://www.shuju.com/,,
2024-05-12,凶手的记忆,爱奇艺、优酷,新兰影视,28.22,亿次,1450,分钟,是,豆瓣,https://movie.douban.com/,,
2024-06-01,逆转人生,腾讯视频,乐视影视,26.45,亿次,1200,分钟,是,影迷圈,https://www.yingmiquan.com/,,
2024-07-26,深海危机,优酷,海洋文化股份有限公司,39.8,亿次,1550,分钟,是,影视数据分析网,http://www.yingshizhongxin.com/,,
2024-08-15,极限挑战,知乎、爱奇艺,智尊文化,48.58,亿次,1650,分钟,是,腾讯数据,https://data.qq.com/,,
2024-09-30,觉醒年代,优酷、腾讯视频,青年影业,35.33,亿次,1500,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-10-10,追梦青春,搜狐视频、芒果TV,未来影业,29.9,亿次,1450,分钟,是,电影资料网,https://www.dianyingziliaowang.com/,,
2024-11-05,烈火英雄,优酷、爱奇艺,英纳影视,53.67,亿次,1800,分钟,是,影视数据统计中心,https://www.yingshistat.com/,,
2024-12-15,古装传奇,腾讯视频、优酷,古风文化有限公司,42.73,亿次,1750,分钟,是,电影评论网,https://www.moviepinglun.com/,,
2025-01-29,暗影游戏,知乎、爱奇艺,未来影视,40.15,亿次,1600,分钟,是,影视在线,http://www.yingshizx.com/,,
2025-02-20,时间的尽头,优酷、腾讯视频、爱奇艺,时光影业,60.0,亿次,2000,分钟,是,数据导航,https://www.shujudao.com/,,
2025-03-18,星际探险,搜狐视频,宇宙传媒,39.2,亿次,1450,分钟,是,影视研究所,http://www.yingshiyuan.com/,,
2025-04-12,爱情公寓,优酷、腾讯视频,青春影业,38.1,亿次,1500,分钟,是,影视数据中心,https://www.yingshi.org/,,
2023-10-15,战火纷飞,腾讯视频、爱奇艺,北京华影传媒有限公司,22.45,亿次,1400,分钟,是,影视数据平台,https://www.ysjdb.com/,,
2023-09-28,西风烈,优酷,优酷信息技术（北京）有限公司,15.67,亿次,1300,分钟,是,电影资料网,https://www.dianyingziliaowang.com/,,
2023-11-20,春暖花开,搜狐视频,搜狐视频,18.9,亿次,2000,分钟,是,豆瓣,https://movie.douban.com/,,
2024-02-14,隐秘的角落,爱奇艺、优酷,爱奇艺公司,41.75,亿次,1650,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-03-05,风起长林,腾讯视频,腾讯公司,28.14,亿次,1520,分钟,是,影视数据平台,https://www.ysjdb.com/,,
2024-05-01,美好生活,优酷、搜狐视频,鸡鸣影视,35.29,亿次,1800,分钟,是,电影资料网,https://www.dianyingziliaowang.com/,,
2024-06-12,飞跃,爱奇艺、腾讯视频,天华影视有限公司,50.36,亿次,1990,分钟,是,豆瓣,https://movie.douban.com/,,
2024-07-19,当幸福来敲门,优酷,北京优品视觉传媒有限公司,27.95,亿次,1400,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-08-22,盗梦空间,搜狐视频、爱奇艺,光线传媒,30.11,亿次,1560,分钟,是,影视数据平台,https://www.ysjdb.com/,,
2024-09-29,生死时速,优酷,万影娱乐,65.43,亿次,1800,分钟,是,电影资料网,https://www.dianyingziliaowang.com/,,
2024-10-30,光影人生,爱奇艺、腾讯视频,晨星文化传媒,53.09,亿次,1500,分钟,是,豆瓣,https://movie.douban.com/,,
2023-11-05,逆袭时刻,腾讯视频、优酷,彩虹影业,17.82,亿次,1400,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-15,猎杀行动,优酷、爱奇艺,飞天影视,45.67,亿次,1500,分钟,是,影视数据平台,https://www.ysjdb.com/,,
