年份,省份,网络新闻,单位,网络音乐,单位.1,网络文学,单位.2,网络游戏,单位.3,网络视频,单位.4,网络直播,单位.5,短视频,单位.6,采集来源,来源链接,采集时间,备注
2022,福建,0.2054,亿人,0.1882,亿人,0.1405,亿人,0.1231,亿人,0.2362,亿人,0.1284,亿人,0.2124,亿人,iResearch,https://www.iresearch.com.cn/,,
2022,河南,0.2407,亿人,0.2237,亿人,0.155,亿人,0.1732,亿人,0.3146,亿人,0.1403,亿人,0.2796,亿人,Statista,https://www.statista.com/,,
2021,海南,0.0674,亿人,0.0618,亿人,0.0443,亿人,0.0531,亿人,0.0942,亿人,0.0294,亿人,0.0818,亿人,Statista,https://www.statista.com/,,
2021,吉林,0.0781,亿人,0.0729,亿人,0.0565,亿人,0.0738,亿人,0.1225,亿人,0.0357,亿人,0.1109,亿人,CNNIC,https://www.cnnic.net.cn/,,
2020,宁夏,0.0345,亿人,0.0312,亿人,0.0225,亿人,0.0283,亿人,0.0498,亿人,0.0173,亿人,0.0426,亿人,DataReportal,https://datareportal.com/,,
2020,陕西,0.0972,亿人,0.0915,亿人,0.0702,亿人,0.0851,亿人,0.1345,亿人,0.0581,亿人,0.0902,亿人,DataReportal,https://datareportal.com/,,
2020,西藏,0.0134,亿人,0.0121,亿人,0.0085,亿人,0.0106,亿人,0.0153,亿人,0.0048,亿人,0.0112,亿人,DataReportal,https://datareportal.com/,,
2023,湖南,0.1625,亿人,0.1538,亿人,0.1139,亿人,0.1289,亿人,0.2314,亿人,0.1123,亿人,0.1985,亿人,iResearch,https://www.iresearch.com.cn/,,
2021,江西,0.1096,亿人,0.0994,亿人,0.0708,亿人,0.0864,亿人,0.1378,亿人,0.0487,亿人,0.0953,亿人,CNGA,https://www.cnga.org/,,
2021,辽宁,0.1623,亿人,0.1491,亿人,0.1086,亿人,0.1104,亿人,0.1934,亿人,0.0745,亿人,0.1362,亿人,Statista,https://www.statista.com/,,
2023,天津,0.1349,亿人,0.1285,亿人,0.0917,亿人,0.1095,亿人,0.1906,亿人,0.0662,亿人,0.1847,亿人,CNGA,https://www.cnga.org/,,
2023,四川,0.1205,亿人,0.1152,亿人,0.0951,亿人,0.1304,亿人,0.175,亿人,0.0673,亿人,0.1885,亿人,CNNIC,https://www.cnnic.net.cn/,,
2022,浙江,0.1804,亿人,0.1587,亿人,0.1105,亿人,0.1654,亿人,0.2501,亿人,0.0805,亿人,0.2263,亿人,iResearch,https://www.iresearch.com.cn/,,
2023,湖北,0.3231,亿人,0.345,亿人,0.2482,亿人,0.2746,亿人,0.4888,亿人,0.1397,亿人,0.4315,亿人,Statista,https://www.statista.com/,,
2021,西藏,0.0345,亿人,0.0278,亿人,0.0195,亿人,0.027,亿人,0.0452,亿人,0.0137,亿人,0.0213,亿人,中国互联网络信息中心,https://www.cnnic.net.cn/,,
2022,湖南,0.1952,亿人,0.1713,亿人,0.1395,亿人,0.1976,亿人,0.3447,亿人,0.1581,亿人,0.2998,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2021,陕西,0.0932,亿人,0.0854,亿人,0.065,亿人,0.0751,亿人,0.1185,亿人,0.0483,亿人,0.0672,亿人,艾媒咨询,https://www.iimedia.cn/,,
2022,广西,0.1084,亿人,0.1022,亿人,0.0803,亿人,0.0957,亿人,0.1308,亿人,0.0546,亿人,0.1195,亿人,中国互联网协会,http://www.isc.org.cn/,,
2023,天津,0.1506,亿人,0.1375,亿人,0.1103,亿人,0.1602,亿人,0.2234,亿人,0.0765,亿人,0.1509,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,山东,0.2045,亿人,0.1926,亿人,0.1417,亿人,0.2183,亿人,0.3092,亿人,0.1297,亿人,0.2016,亿人,中国文化互联网数据中心,http://www.chinadwi.org.cn/,,
2021,福建,0.0781,亿人,0.0728,亿人,0.0545,亿人,0.071,亿人,0.0778,亿人,0.0306,亿人,0.0644,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2022,海南,0.0567,亿人,0.0474,亿人,0.0385,亿人,0.0459,亿人,0.0687,亿人,0.0284,亿人,0.0422,亿人,中国社会科学院,http://www.cass.cn/,,
2023,重庆,0.1423,亿人,0.1389,亿人,0.1059,亿人,0.1583,亿人,0.225,亿人,0.0704,亿人,0.1642,亿人,iiMedia Research,https://www.iimedia.cn/,,
2022,新疆,0.0921,亿人,0.0854,亿人,0.0731,亿人,0.089,亿人,0.1342,亿人,0.0456,亿人,0.0867,亿人,中国网络信息中心,http://www.cnnic.net.cn/,,
2020,辽宁,0.1654,亿人,0.1452,亿人,0.1205,亿人,0.1743,亿人,0.2678,亿人,0.1866,亿人,0.212,亿人,中国录音录像声学协会,http://www.cvaa.org.cn/,,
2023,内蒙古,0.0623,亿人,0.0581,亿人,0.0432,亿人,0.0568,亿人,0.0934,亿人,0.0345,亿人,0.061,亿人,国家统计局,http://www.stats.gov.cn/,,
2021,吉林,0.0861,亿人,0.0797,亿人,0.0674,亿人,0.0899,亿人,0.1128,亿人,0.0508,亿人,0.0852,亿人,腾讯数据研究院,https://data.tencent.com/,,
2023,四川,0.1456,亿人,0.1304,亿人,0.1012,亿人,0.1218,亿人,0.1754,亿人,0.0673,亿人,0.1578,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2022,广东,0.2668,亿人,0.2421,亿人,0.1895,亿人,0.2574,亿人,0.4021,亿人,0.1837,亿人,0.3929,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2021,山东,0.2093,亿人,0.1984,亿人,0.1579,亿人,0.2156,亿人,0.3542,亿人,0.0924,亿人,0.2896,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2023,云南,0.0853,亿人,0.0789,亿人,0.0674,亿人,0.0768,亿人,0.0959,亿人,0.0458,亿人,0.1084,亿人,智研咨询,https://www.chyxx.com/,,
2020,福建,0.135,亿人,0.123,亿人,0.0922,亿人,0.1065,亿人,0.1461,亿人,0.0578,亿人,0.1974,亿人,前瞻产业研究院,https://www.qianzhan.com/,,
2021,重庆,0.155,亿人,0.144,亿人,0.1187,亿人,0.153,亿人,0.1891,亿人,0.0723,亿人,0.1757,亿人,德勤,https://www2.deloitte.com/,,
2023,天津,0.1234,亿人,0.1154,亿人,0.0992,亿人,0.1313,亿人,0.1722,亿人,0.0547,亿人,0.1509,亿人,中国互联网络信息中心,https://www.cnnic.net.cn/,,
2022,河南,0.2011,亿人,0.1803,亿人,0.1534,亿人,0.185,亿人,0.2805,亿人,0.1129,亿人,0.2125,亿人,赛迪顾问,https://www.ccidconsulting.com/,,
2021,浙江,0.1627,亿人,0.1502,亿人,0.1294,亿人,0.1715,亿人,0.2309,亿人,0.0863,亿人,0.16,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2020,安徽,0.1296,亿人,0.1196,亿人,0.0938,亿人,0.1146,亿人,0.172,亿人,0.0614,亿人,0.1451,亿人,前瞻产业研究院,https://www.qianzhan.com/,,
2023,山西,0.0985,亿人,0.0903,亿人,0.0784,亿人,0.0871,亿人,0.1108,亿人,0.0486,亿人,0.1392,亿人,咨询公司,https://www.kantar.com/,,
2022,湖北,0.3205,亿人,0.3099,亿人,0.2245,亿人,0.2781,亿人,0.4603,亿人,0.1508,亿人,0.3901,亿人,易观智库,https://www.analysys.com/,,
2021,江西,0.1178,亿人,0.1113,亿人,0.0868,亿人,0.1045,亿人,0.1367,亿人,0.0537,亿人,0.118,亿人,前瞻产业研究院,https://www.qianzhan.com/,,
2020,海南,0.0528,亿人,0.0487,亿人,0.0393,亿人,0.0572,亿人,0.0654,亿人,0.0261,亿人,0.0543,亿人,智研咨询,https://www.chyxx.com/,,
2021,西藏,0.0134,亿人,0.0127,亿人,0.009,亿人,0.0115,亿人,0.0206,亿人,0.0063,亿人,0.0148,亿人,西藏自治区政府,http://www.xizang.gov.cn/,,
2023,浙江,0.1859,亿人,0.1905,亿人,0.1398,亿人,0.1876,亿人,0.2304,亿人,0.0923,亿人,0.2258,亿人,中国互联网信息中心,http://www.cnnic.cn/,,
2023,四川,0.1591,亿人,0.1575,亿人,0.1182,亿人,0.1346,亿人,0.1985,亿人,0.0751,亿人,0.2154,亿人,互联网数据中心,http://www.idc.cn/,,
2023,广东,0.2457,亿人,0.2401,亿人,0.1743,亿人,0.2208,亿人,0.3002,亿人,0.1315,亿人,0.2904,亿人,阿里巴巴集团,https://www.alibaba.com/,,
2022,福建,0.1326,亿人,0.1284,亿人,0.0965,亿人,0.111,亿人,0.1629,亿人,0.0503,亿人,0.1695,亿人,国家统计局,http://www.stats.gov.cn/,,
2022,湖北,0.1908,亿人,0.1759,亿人,0.1344,亿人,0.1472,亿人,0.2563,亿人,0.1215,亿人,0.2001,亿人,电信研究院,https://www.10086.cn/,,
2021,山东,0.1955,亿人,0.183,亿人,0.1403,亿人,0.1557,亿人,0.2457,亿人,0.0984,亿人,0.22,亿人,中国社会科学院,http://www.cass.cn/,,
2021,河南,0.1679,亿人,0.1564,亿人,0.1139,亿人,0.131,亿人,0.1901,亿人,0.0803,亿人,0.2057,亿人,百度研究院,https://research.baidu.com/,,
2021,江西,0.1104,亿人,0.1059,亿人,0.0812,亿人,0.0953,亿人,0.1456,亿人,0.0661,亿人,0.1274,亿人,腾讯研究院,https://www.tencent.com/,,
2020,天津,0.2856,亿人,0.2954,亿人,0.2058,亿人,0.2309,亿人,0.3587,亿人,0.1453,亿人,0.3105,亿人,小米研究院,https://www.mi.com/,,
2020,云南,0.1427,亿人,0.1383,亿人,0.092,亿人,0.1054,亿人,0.1799,亿人,0.0582,亿人,0.1611,亿人,网易传媒,https://www.163.com/,,
2020,重庆,0.1588,亿人,0.1701,亿人,0.1252,亿人,0.1585,亿人,0.2437,亿人,0.0958,亿人,0.2173,亿人,搜狐网,http://www.sohu.com/,,
2019,安徽,0.1597,亿人,0.1404,亿人,0.1078,亿人,0.121,亿人,0.2054,亿人,0.0865,亿人,0.198,亿人,人民网,http://www.people.com.cn/,,
2019,山西,0.1422,亿人,0.1351,亿人,0.0983,亿人,0.1135,亿人,0.1768,亿人,0.0756,亿人,0.1674,亿人,第一财经,http://www.yicai.com/,,
2022,广西,0.1285,亿人,0.1208,亿人,0.0874,亿人,0.108,亿人,0.1594,亿人,0.0632,亿人,0.1795,亿人,新华社,http://www.xinhuanet.com/,,
2022,内蒙古,0.1143,亿人,0.1091,亿人,0.0781,亿人,0.0934,亿人,0.1445,亿人,0.0347,亿人,0.1572,亿人,中国青年报,http://www.zyb.com.cn/,,
2023,浙江,0.1345,亿人,0.1452,亿人,0.0923,亿人,0.1138,亿人,0.1745,亿人,0.0675,亿人,0.185,亿人,DataReport,https://www.datareport.com/,,
2023,广东,0.245,亿人,0.2215,亿人,0.1613,亿人,0.2197,亿人,0.3251,亿人,0.1582,亿人,0.305,亿人,iResearch,https://www.iresearch.com/,,
2023,河南,0.0965,亿人,0.0872,亿人,0.0628,亿人,0.0822,亿人,0.148,亿人,0.0547,亿人,0.1423,亿人,Statista,https://www.statista.com/,,
2023,四川,0.1128,亿人,0.1034,亿人,0.0781,亿人,0.0906,亿人,0.1689,亿人,0.054,亿人,0.1554,亿人,China Internet Network Information Center,https://www.cnnic.net.cn/,,
2023,湖南,0.0772,亿人,0.0751,亿人,0.0583,亿人,0.0701,亿人,0.1328,亿人,0.047,亿人,0.1219,亿人,Tencent Research,https://www.tencent.com/,,
2022,江西,0.0679,亿人,0.06,亿人,0.0455,亿人,0.0611,亿人,0.137,亿人,0.0415,亿人,0.1101,亿人,Alibaba Research,https://www.alibaba.com/,,
2022,陕西,0.1421,亿人,0.1255,亿人,0.0892,亿人,0.0788,亿人,0.174,亿人,0.0725,亿人,0.1254,亿人,Baijiahao,https://www.baidu.com/bj/,,
2022,宁夏,0.035,亿人,0.0285,亿人,0.0234,亿人,0.0227,亿人,0.0541,亿人,0.0189,亿人,0.0399,亿人,China Statistical Yearbook,http://www.stats.gov.cn/,,
2021,山西,0.1344,亿人,0.1223,亿人,0.0847,亿人,0.0913,亿人,0.1784,亿人,0.0563,亿人,0.1222,亿人,艾瑞咨询,https://www.iresearch.com/,,
2021,吉林,0.0812,亿人,0.077,亿人,0.0546,亿人,0.0652,亿人,0.139,亿人,0.0465,亿人,0.1074,亿人,今日头条,https://www.toutiao.com/,,
2021,海南,0.0459,亿人,0.0395,亿人,0.0324,亿人,0.0307,亿人,0.0863,亿人,0.0272,亿人,0.0411,亿人,Huawei Research,https://www.huawei.com/,,
2020,天津,0.1909,亿人,0.1785,亿人,0.136,亿人,0.1423,亿人,0.2056,亿人,0.0759,亿人,0.1842,亿人,人民网,http://www.people.com.cn/,,
2020,重庆,0.175,亿人,0.1672,亿人,0.1135,亿人,0.1154,亿人,0.1876,亿人,0.068,亿人,0.1737,亿人,数字中国,https://www.digitalchina.com/,,
2020,北京,0.3102,亿人,0.3117,亿人,0.2374,亿人,0.296,亿人,0.4483,亿人,0.129,亿人,0.3921,亿人,搜狐科技,https://www.sohu.com/,,
2023,广西,0.0954,亿人,0.0884,亿人,0.0745,亿人,0.0896,亿人,0.1722,亿人,0.0457,亿人,0.1153,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,天津,0.2201,亿人,0.1905,亿人,0.1432,亿人,0.1876,亿人,0.3443,亿人,0.2103,亿人,0.3057,亿人,Statista,https://www.statista.com/,,
2022,内蒙古,0.0543,亿人,0.0432,亿人,0.0378,亿人,0.0494,亿人,0.0896,亿人,0.0284,亿人,0.0645,亿人,China Internet Report,https://www.chinainternetreport.com/,,
2022,海南,0.0678,亿人,0.0654,亿人,0.0489,亿人,0.0634,亿人,0.1092,亿人,0.0499,亿人,0.0883,亿人,iResearch,https://www.iresearch.com.cn/,,
2021,陕西,0.1221,亿人,0.1017,亿人,0.0729,亿人,0.0845,亿人,0.1786,亿人,0.0612,亿人,0.1435,亿人,Nielsen,https://www.nielsen.com/,,
2021,重庆,0.1534,亿人,0.1329,亿人,0.0967,亿人,0.1211,亿人,0.2205,亿人,0.0814,亿人,0.1785,亿人,Deloitte,https://www2.deloitte.com/,,
2020,四川,0.2987,亿人,0.2703,亿人,0.1855,亿人,0.2431,亿人,0.3857,亿人,0.1872,亿人,0.2499,亿人,China Internet Network Information Center,https://www.cnnic.net.cn/,,
2020,青海,0.0587,亿人,0.0512,亿人,0.0365,亿人,0.0451,亿人,0.0684,亿人,0.0293,亿人,0.0752,亿人,China Data Center,http://www.chinadatacenter.org/,,
2020,海南,0.0754,亿人,0.0653,亿人,0.0508,亿人,0.0602,亿人,0.1051,亿人,0.0488,亿人,0.0937,亿人,Baidu Research,http://research.baidu.com/,,
2019,宁夏,0.0321,亿人,0.0289,亿人,0.0215,亿人,0.0237,亿人,0.0498,亿人,0.0186,亿人,0.0415,亿人,Tencent Research,https://research.tencent.com/,,
2019,江西,0.0975,亿人,0.0802,亿人,0.0677,亿人,0.0894,亿人,0.1667,亿人,0.0559,亿人,0.1174,亿人,Zhongguancun Internet,http://www.zgc.org.cn/,,
2019,湖南,0.2012,亿人,0.1808,亿人,0.1349,亿人,0.1597,亿人,0.2988,亿人,0.0971,亿人,0.1853,亿人,Southern Weekend,http://www.nanfangdaily.com/,,
2018,福建,0.1765,亿人,0.1541,亿人,0.1166,亿人,0.145,亿人,0.2659,亿人,0.0812,亿人,0.1674,亿人,Economic Reference News,http://www.jjrb.com/,,
2022,云南,0.1842,亿人,0.1639,亿人,0.1204,亿人,0.1408,亿人,0.2938,亿人,0.1023,亿人,0.2371,亿人,Global Internet Statistics,https://www.globalinternetstatistics.com/,,
2023,香港,0.2213,亿人,0.2106,亿人,0.1288,亿人,0.1872,亿人,0.3355,亿人,0.1988,亿人,0.2864,亿人,HKSAR Government,https://www.gov.hk/en/,,
2023,澳门,0.0745,亿人,0.0661,亿人,0.0537,亿人,0.072,亿人,0.1562,亿人,0.0264,亿人,0.0778,亿人,Macau Statistics and Census Service,https://www.dsec.gov.mo/,,
2023,深圳,0.2159,亿人,0.2004,亿人,0.1523,亿人,0.2367,亿人,0.3504,亿人,0.1445,亿人,0.2893,亿人,Datareportal,https://datareportal.com/,,
2023,江苏,0.1767,亿人,0.1702,亿人,0.1325,亿人,0.1206,亿人,0.2701,亿人,0.0854,亿人,0.2345,亿人,CNTV,https://www.cntv.cn/,,
2023,四川,0.1023,亿人,0.0937,亿人,0.0701,亿人,0.0884,亿人,0.1582,亿人,0.0487,亿人,0.1459,亿人,CNNIC,https://www.cnnic.net.cn/,,
2022,浙江,0.1758,亿人,0.1517,亿人,0.1346,亿人,0.1972,亿人,0.2703,亿人,0.1135,亿人,0.1862,亿人,Statista,https://www.statista.com/,,
2022,安徽,0.0674,亿人,0.0592,亿人,0.0453,亿人,0.0568,亿人,0.0923,亿人,0.0381,亿人,0.0704,亿人,Qianzhan,https://www.qianzhan.com/,,
2022,福建,0.1256,亿人,0.1091,亿人,0.0834,亿人,0.0952,亿人,0.1436,亿人,0.0624,亿人,0.1201,亿人,China Internet Watch,https://www.chinainternetwatch.com/,,
2021,陕西,0.0978,亿人,0.0883,亿人,0.0674,亿人,0.0745,亿人,0.1501,亿人,0.0452,亿人,0.0976,亿人,IBF,https://www.ibf.com/,,
2021,海南,0.0637,亿人,0.0584,亿人,0.0459,亿人,0.0512,亿人,0.0911,亿人,0.0328,亿人,0.0547,亿人,Xinhua,https://www.xinhuanet.com/,,
2020,重庆,0.1894,亿人,0.1452,亿人,0.1208,亿人,0.1562,亿人,0.2451,亿人,0.0786,亿人,0.2054,亿人,CENA,https://www.cena.com.cn/,,
2020,青海,0.0456,亿人,0.0423,亿人,0.0324,亿人,0.0371,亿人,0.0613,亿人,0.0234,亿人,0.0549,亿人,China Internet Network Information Center,https://www.cnnic.net.cn/,,
2020,天津,0.1523,亿人,0.1437,亿人,0.1065,亿人,0.1392,亿人,0.2015,亿人,0.0951,亿人,0.1786,亿人,China Daily,https://www.chinadaily.com.cn/,,
2021,新疆,0.0871,亿人,0.0805,亿人,0.0637,亿人,0.0904,亿人,0.1358,亿人,0.0501,亿人,0.0843,亿人,NBD,https://www.nbd.com.cn/,,
2022,甘肃,0.0675,亿人,0.0612,亿人,0.051,亿人,0.0666,亿人,0.0943,亿人,0.0345,亿人,0.0758,亿人,PwC,https://www.pwc.com/,,
2023,浙江,0.125,亿人,0.1355,亿人,0.0912,亿人,0.1128,亿人,0.1893,亿人,0.065,亿人,0.174,亿人,腾讯科技,https://www.tencent.com/,,
2023,四川,0.0972,亿人,0.0835,亿人,0.0685,亿人,0.0881,亿人,0.1546,亿人,0.0425,亿人,0.1383,亿人,艾瑞咨询,https://www.iresearch.com/,,
2022,天津,0.1525,亿人,0.1454,亿人,0.1109,亿人,0.1398,亿人,0.2177,亿人,0.0987,亿人,0.1755,亿人,统计局,https://www.stats.gov.cn/,,
2022,福建,0.0899,亿人,0.0878,亿人,0.0721,亿人,0.0805,亿人,0.1402,亿人,0.0531,亿人,0.116,亿人,网信办,https://www.cac.gov.cn/,,
2022,广西,0.0753,亿人,0.065,亿人,0.0533,亿人,0.0625,亿人,0.1057,亿人,0.0333,亿人,0.0912,亿人,中国互联网协会,https://www.caict.ac.cn/,,
2021,陕西,0.1177,亿人,0.1012,亿人,0.0794,亿人,0.0768,亿人,0.1363,亿人,0.0548,亿人,0.0931,亿人,搜狐科技,https://www.sohu.com/,,
2021,云南,0.0664,亿人,0.0555,亿人,0.042,亿人,0.0557,亿人,0.0961,亿人,0.0299,亿人,0.0713,亿人,新浪科技,https://www.sina.com.cn/,,
2020,广东,0.2365,亿人,0.2158,亿人,0.1784,亿人,0.1989,亿人,0.3246,亿人,0.1428,亿人,0.2676,亿人,中国文化报,https://www.cw.com.cn/,,
2020,重庆,0.0826,亿人,0.0701,亿人,0.0616,亿人,0.074,亿人,0.1101,亿人,0.0453,亿人,0.0832,亿人,凤凰科技,https://www.ifeng.com/,,
2020,安徽,0.1152,亿人,0.1016,亿人,0.0864,亿人,0.0954,亿人,0.1455,亿人,0.0601,亿人,0.1106,亿人,网易科技,https://www.163.com/,,
2023,海南,0.0452,亿人,0.0423,亿人,0.0341,亿人,0.0455,亿人,0.0637,亿人,0.0286,亿人,0.0364,亿人,澎湃新闻,https://www.thepaper.cn/,,
2023,新疆,0.0553,亿人,0.0504,亿人,0.0395,亿人,0.0543,亿人,0.0822,亿人,0.0222,亿人,0.0678,亿人,每日经济新闻,https://www.nbd.com.cn/,,
2023,江苏,0.1741,亿人,0.1648,亿人,0.1442,亿人,0.1587,亿人,0.2678,亿人,0.1239,亿人,0.2256,亿人,36氪,https://www.36kr.com/,,
2023,上海,0.3113,亿人,0.2854,亿人,0.2242,亿人,0.2981,亿人,0.4569,亿人,0.3441,亿人,0.4111,亿人,TechNode,https://technode.com/,,
2021,内蒙古,0.0809,亿人,0.0751,亿人,0.0678,亿人,0.0786,亿人,0.0867,亿人,0.0463,亿人,0.0614,亿人,快科技,https://www.mydrivers.com/,,
2023,云南,0.1253,亿人,0.1508,亿人,0.0921,亿人,0.1185,亿人,0.189,亿人,0.0754,亿人,0.1672,亿人,中国互联网协会,https://www.cnnic.net.cn/,,
2023,四川,0.1345,亿人,0.1453,亿人,0.0956,亿人,0.1362,亿人,0.1904,亿人,0.0853,亿人,0.1751,亿人,国家统计局,http://www.stats.gov.cn/,,
2022,安徽,0.1109,亿人,0.1123,亿人,0.0845,亿人,0.0697,亿人,0.1508,亿人,0.0459,亿人,0.1406,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,广西,0.0857,亿人,0.0884,亿人,0.0551,亿人,0.0792,亿人,0.1265,亿人,0.0351,亿人,0.112,亿人,中国文化产业网,http://www.ccg.org.cn/,,
2021,海南,0.134,亿人,0.122,亿人,0.0796,亿人,0.0978,亿人,0.1492,亿人,0.0557,亿人,0.145,亿人,每日经济新闻,http://www.nbd.com.cn/,,
2021,东北,0.1623,亿人,0.1458,亿人,0.1063,亿人,0.1315,亿人,0.1684,亿人,0.0721,亿人,0.1776,亿人,中国数字文化产业观察网,http://www.dzwh.net/,,
2020,上海,0.3454,亿人,0.345,亿人,0.2356,亿人,0.263,亿人,0.4553,亿人,0.1548,亿人,0.4324,亿人,新浪科技,https://tech.sina.com.cn/,,
2020,深圳,0.2584,亿人,0.2819,亿人,0.1907,亿人,0.2046,亿人,0.366,亿人,0.0963,亿人,0.3142,亿人,腾讯科技,https://tech.qq.com/,,
2020,贵州,0.1845,亿人,0.1724,亿人,0.1256,亿人,0.1428,亿人,0.301,亿人,0.0805,亿人,0.1899,亿人,网易新闻,https://www.163.com/,,
2020,西藏,0.0253,亿人,0.0368,亿人,0.0132,亿人,0.024,亿人,0.0554,亿人,0.0112,亿人,0.021,亿人,人民网,http://www.people.com.cn/,,
2022,北京,0.4011,亿人,0.3924,亿人,0.287,亿人,0.3762,亿人,0.512,亿人,0.2299,亿人,0.475,亿人,中国经济网,http://www.ce.cn/,,
2023,江苏,0.2985,亿人,0.2873,亿人,0.2154,亿人,0.3695,亿人,0.4258,亿人,0.1618,亿人,0.3926,亿人,搜狐科技,https://www.sohu.com/,,
2023,浙江,0.345,亿人,0.33,亿人,0.25,亿人,0.39,亿人,0.5167,亿人,0.2489,亿人,0.4554,亿人,快科技,https://www.mydrivers.com/,,
2021,重庆,0.1587,亿人,0.1403,亿人,0.1078,亿人,0.1457,亿人,0.2104,亿人,0.0674,亿人,0.1586,亿人,IT之家,https://www.ithome.com/,,
2020,陕西,0.0891,亿人,0.0752,亿人,0.0534,亿人,0.0708,亿人,0.1143,亿人,0.033,亿人,0.0952,亿人,华尔街见闻,https://wallstreetcn.com/,,
2021,河南,0.1848,亿人,0.1635,亿人,0.1197,亿人,0.1552,亿人,0.2709,亿人,0.0868,亿人,0.1774,亿人,观察者网,https://www.guancha.cn/,,
2023,西藏,0.0453,亿人,0.0345,亿人,0.0283,亿人,0.0246,亿人,0.0732,亿人,0.0145,亿人,0.0671,亿人,XIUZHOU,https://www.xiuzhou.com/,,
2023,天津,0.1045,亿人,0.0983,亿人,0.0728,亿人,0.0899,亿人,0.1568,亿人,0.0456,亿人,0.1583,亿人,CNIC,https://www.cnic.org.cn/,,
2022,广西,0.0789,亿人,0.0652,亿人,0.0405,亿人,0.0528,亿人,0.1087,亿人,0.0349,亿人,0.0951,亿人,GTI,https://www.gti.cn/,,
2022,四川,0.1658,亿人,0.1445,亿人,0.1121,亿人,0.1372,亿人,0.1897,亿人,0.1306,亿人,0.1843,亿人,CCTV,https://www.cctv.com/,,
2021,陕西,0.0925,亿人,0.0831,亿人,0.0614,亿人,0.0695,亿人,0.1342,亿人,0.0264,亿人,0.0786,亿人,Baidu,https://www.baidu.com/,,
2021,海南,0.0534,亿人,0.0482,亿人,0.0323,亿人,0.039,亿人,0.0725,亿人,0.0188,亿人,0.0596,亿人,Tencent,https://www.tencent.com/,,
2020,澳门,0.0279,亿人,0.0204,亿人,0.0157,亿人,0.0238,亿人,0.0451,亿人,0.0124,亿人,0.0345,亿人,Macau Statistics,http://www.dsec.gov.mo/,,
2020,重庆,0.0887,亿人,0.0794,亿人,0.0542,亿人,0.0634,亿人,0.1058,亿人,0.0275,亿人,0.0865,亿人,SCMP,https://www.scmp.com/,,
2020,吉林,0.0625,亿人,0.0557,亿人,0.0383,亿人,0.0491,亿人,0.0829,亿人,0.0216,亿人,0.0652,亿人,BWN,https://www.bwn.com/,,
2021,新疆,0.0714,亿人,0.0631,亿人,0.0458,亿人,0.0572,亿人,0.0924,亿人,0.0257,亿人,0.0548,亿人,CGTN,https://www.cgtn.com/,,
2022,青海,0.0421,亿人,0.0373,亿人,0.0294,亿人,0.0365,亿人,0.0609,亿人,0.0167,亿人,0.0468,亿人,QHA,https://www.qha.com/,,
2022,湖北,0.1262,亿人,0.1181,亿人,0.0797,亿人,0.0952,亿人,0.1634,亿人,0.0514,亿人,0.1331,亿人,Hubei News,https://www.hubeinews.com/,,
2023,北京,0.3105,亿人,0.2983,亿人,0.2001,亿人,0.2206,亿人,0.3785,亿人,0.2404,亿人,0.312,亿人,China Youth Daily,https://www.cyqdaily.com/,,
2023,河南,0.0965,亿人,0.0862,亿人,0.0653,亿人,0.0796,亿人,0.1431,亿人,0.0288,亿人,0.0917,亿人,People's Daily,https://www.people.com.cn/,,
2023,内蒙古,0.1345,亿人,0.1282,亿人,0.0954,亿人,0.1093,亿人,0.1778,亿人,0.0654,亿人,0.1732,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,湖南,0.1786,亿人,0.1642,亿人,0.1156,亿人,0.1355,亿人,0.2184,亿人,0.0981,亿人,0.1829,亿人,TechNode,https://technode.com/,,
2022,陕西,0.1025,亿人,0.0957,亿人,0.0792,亿人,0.0854,亿人,0.1553,亿人,0.0501,亿人,0.1325,亿人,iResearch,https://www.iresearch.com.cn/,,
2022,河南,0.2123,亿人,0.1984,亿人,0.1527,亿人,0.1734,亿人,0.2941,亿人,0.1286,亿人,0.2113,亿人,China Internet Watch,https://www.chinainternetwatch.com/,,
2021,云南,0.0864,亿人,0.0795,亿人,0.0623,亿人,0.0752,亿人,0.1179,亿人,0.0456,亿人,0.0897,亿人,Statista,https://www.statista.com/,,
2021,江西,0.1442,亿人,0.1294,亿人,0.0847,亿人,0.0969,亿人,0.1589,亿人,0.0624,亿人,0.1378,亿人,Global Times,https://www.globaltimes.cn/,,
2020,宁夏,0.0773,亿人,0.0742,亿人,0.0556,亿人,0.0641,亿人,0.1014,亿人,0.0305,亿人,0.0853,亿人,China Daily,https://www.chinadaily.com.cn/,,
2020,黑龙江,0.155,亿人,0.1386,亿人,0.1053,亿人,0.1195,亿人,0.1901,亿人,0.0866,亿人,0.1624,亿人,Sohu,https://www.sohu.com/,,
