年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注
2023-10,Bilibili,40.0,亿次,42.3,小时,12.0,部,7.0,部,快科技,https://www.quicktech.com,,
2023-09,优酷,75.0,亿次,55.0,小时,40.0,部,22.0,部,优酷研究院,https://www.youku.com,,
2023-03,芒果TV,35.0,亿次,45.5,小时,20.0,部,10.0,部,艾媒咨询,https://www.iimedia.cn,,
2022-02,爱奇艺,60.0,亿次,50.0,小时,32.0,部,28.0,部,流媒体研究中心,https://www.streamdata.com,,
2021-12,腾讯视频,85.0,亿次,70.5,小时,48.0,部,39.0,部,视频产业网,https://www.videoinvestment.com,,
2021-09,Bilibili,45.0,亿次,38.5,小时,20.0,部,8.0,部,新流媒体分析,https://www.newmediaanalysis.com,,
2021-05,优酷,50.0,亿次,46.0,小时,30.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-12,爱奇艺,72.0,亿次,48.75,小时,33.0,部,25.0,部,政策研究中心,https://www.policyresearch.com,,
2020-04,芒果TV,30.0,亿次,25.5,小时,18.0,部,12.0,部,骨朵数据,https://www.guduodata.com,,
2019-10,优酷,68.0,亿次,59.2,小时,43.0,部,21.0,部,新媒体分析,https://www.newmediametrics.com,,
2019-08,爱奇艺,62.0,亿次,50.0,小时,37.0,部,15.0,部,经济观察报,https://www.eoe.cn/,,
2018-11,腾讯视频,88.0,亿次,55.8,小时,50.0,部,30.0,部,艾瑞咨询,https://www.iresearch.com,,
2018-04,Bilibili,40.0,亿次,45.0,小时,35.0,部,20.0,部,数据日报,https://www.dataweekly.com,,
2017-12,优酷,55.0,亿次,53.5,小时,30.0,部,14.0,部,新媒体时代,https://www.newmediatimes.com,,
2017-06,芒果TV,22.0,亿次,28.0,小时,15.0,部,9.0,部,视频视角,https://www.videoperspective.com,,
2023-11,爱奇艺,95.0,亿次,68.0,小时,20.0,部,18.0,部,视频观察者,https://www.videowatcher.com,,
2023-10,腾讯视频,120.0,亿次,77.5,小时,65.0,部,30.0,部,直播网,https://www.zhibowang.com,,
2023-09,Bilibili,88.0,亿次,50.25,小时,40.0,部,28.0,部,中国影视研究,https://www.chinesefilmresearch.com,,
2023-07,优酷,110.0,亿次,59.5,小时,30.0,部,15.0,部,流媒体未来,https://www.streamingfuture.com,,
2023-01,芒果TV,60.0,亿次,40.0,小时,37.0,部,22.0,部,娱乐市场观察,https://www.entmarketwatch.com,,
2022-12,爱奇艺,75.0,亿次,42.8,小时,25.0,部,19.0,部,视听数据统计,https://www.audiovisualdata.com,,
2022-10,优酷,50.0,亿次,48.5,小时,44.0,部,30.0,部,新媒报道,https://www.newmediareport.com,,
2022-09,腾讯视频,95.0,亿次,55.0,小时,50.0,部,40.0,部,影视经济前沿,https://www.filmseconomy.com,,
2022-08,芒果TV,42.0,亿次,39.4,小时,32.0,部,29.0,部,广播电视研究所,https://www.radioandtvresearch.com,,
2021-12,Bilibili,70.0,亿次,45.7,小时,22.0,部,15.0,部,网络文化论坛,https://www.networkcultureforum.com,,
2021-08,优酷,90.0,亿次,63.2,小时,27.0,部,18.0,部,视频行业观察,https://www.videoindustryobservations.com,,
2021-03,爱奇艺,85.0,亿次,52.3,小时,38.0,部,25.0,部,内容产业报告,https://www.contentindustryreport.com,,
2020-12,腾讯视频,72.0,亿次,45.5,小时,58.0,部,45.0,部,视频市场调研,https://www.videomarketresearch.com,,
2020-09,芒果TV,34.0,亿次,30.3,小时,20.0,部,16.0,部,新兴媒体动态,https://www.emergingmediadynamics.com,,
2020-04,Bilibili,92.0,亿次,55.0,小时,70.0,部,60.0,部,数字视听研究,https://www.digitalaudionresearch.com,,
2019-12,优酷,50.0,亿次,48.0,小时,35.0,部,20.0,部,文化创新中心,https://www.culturalinnovationcenter.com,,
2019-10,爱奇艺,85.0,亿次,50.2,小时,45.0,部,33.0,部,综合影视信息网,https://www.movieinfo.com,,
2023-11,爱奇艺,90.0,亿次,60.2,小时,40.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,腾讯视频,72.0,亿次,53.75,小时,36.0,部,18.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-09,Bilibili,57.0,亿次,45.4,小时,28.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,优酷,88.5,亿次,59.3,小时,50.0,部,25.0,部,诚传媒,https://www.chengmedia.com/,,
2023-06,芒果TV,32.5,亿次,37.0,小时,22.0,部,17.0,部,骨朵数据,https://www.36kr.com,,
2023-04,爱奇艺,65.0,亿次,52.8,小时,48.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2022-12,腾讯视频,42.0,亿次,47.2,小时,30.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-09,优酷,78.0,亿次,54.5,小时,35.0,部,25.0,部,今日头条,https://www.toutiao.com,,
2022-07,Bilibili,33.0,亿次,40.1,小时,26.0,部,13.0,部,骨朵数据,https://www.36kr.com,,
2022-05,芒果TV,26.0,亿次,35.0,小时,20.0,部,19.0,部,经济日报,https://www.ce.cn/,,
2021-12,爱奇艺,45.0,亿次,44.0,小时,23.0,部,11.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-09,优酷,50.0,亿次,65.0,小时,40.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2021-06,腾讯视频,37.0,亿次,39.0,小时,27.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2021-03,Bilibili,24.0,亿次,48.0,小时,15.0,部,9.0,部,今日头条,https://www.toutiao.com,,
2020-12,芒果TV,36.0,亿次,31.5,小时,30.0,部,14.0,部,经济日报,https://www.ce.cn/,,
2020-09,爱奇艺,60.0,亿次,42.0,小时,38.0,部,22.0,部,中国网络视听,https://www.cntv.com,,
2020-03,优酷,47.0,亿次,34.0,小时,27.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2023-10,爱奇艺,90.0,亿次,42.0,小时,55.0,部,40.0,部,网络视听媒体,https://www.nwm.com,,
2023-09,Bilibili,65.0,亿次,47.5,小时,38.0,部,25.0,部,数字内容研究院,https://www.dcresearch.com,,
2023-11,腾讯视频,70.0,亿次,60.0,小时,30.0,部,28.0,部,微信视频研究,https://mp.weixin.qq.com,,
2022-12,优酷,85.0,亿次,55.0,小时,65.0,部,50.0,部,新潮媒体,https://www.xcm.com,,
2022-08,芒果TV,55.0,亿次,44.0,小时,25.0,部,20.0,部,芒果数据,https://www.mangodata.com,,
2023-06,爱奇艺,75.0,亿次,50.5,小时,48.0,部,30.0,部,视频报告中心,https://www.videoreport.com,,
2023-01,腾讯视频,60.0,亿次,58.0,小时,34.0,部,22.0,部,数字分析网,https://www.dataanalysis.com,,
2023-02,优酷,52.0,亿次,48.0,小时,32.0,部,28.0,部,视频观察者,https://www.viewobserver.com,,
2022-05,Bilibili,40.0,亿次,45.0,小时,20.0,部,15.0,部,数字创新中心,https://www.digitalinnovation.com,,
2023-04,爱奇艺,78.0,亿次,53.0,小时,60.0,部,38.0,部,数字娱乐研究所,https://www.digitalentertainment.com,,
2023-03,腾讯视频,82.0,亿次,57.0,小时,40.0,部,36.0,部,全球视频网络,https://www.globalvideo.com,,
2021-12,芒果TV,34.0,亿次,45.0,小时,13.0,部,8.0,部,新生代传媒,https://www.newmediageneration.com,,
2021-10,优酷,25.0,亿次,37.0,小时,18.0,部,10.0,部,网络媒体观察,https://www.networkmediaobserver.com,,
2020-09,Bilibili,22.0,亿次,35.0,小时,20.0,部,17.0,部,视听发展研究,https://www.audiovisualdevelopment.com,,
2020-12,爱奇艺,70.0,亿次,52.0,小时,40.0,部,30.0,部,视频趋势,https://www.videotrends.com,,
2021-11,优酷,36.0,亿次,48.0,小时,35.0,部,20.0,部,影视深入分析,https://www.filmanalysis.com,,
2019-07,芒果TV,18.0,亿次,33.0,小时,15.0,部,8.0,部,视频产业研究,https://www.videoinnovation.com,,
2020-01,爱奇艺,57.0,亿次,45.0,小时,22.0,部,15.0,部,视频演绎,https://www.videoperformance.com,,
2022-04,腾讯视频,45.0,亿次,49.0,小时,30.0,部,26.0,部,影视动态研究,https://www.filmstudies.com,,
2024-01,Bilibili,40.0,亿次,60.0,小时,20.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,优酷,90.0,亿次,55.5,小时,50.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-09,腾讯视频,70.0,亿次,48.0,小时,42.0,部,35.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-07,爱奇艺,85.0,亿次,52.75,小时,60.0,部,22.0,部,诚传媒,https://www.chengmedia.com/,,
2023-02,芒果TV,45.0,亿次,35.5,小时,21.0,部,12.0,部,骨朵数据,https://www.36kr.com,,
2023-03,Bilibili,37.5,亿次,45.0,小时,33.0,部,20.0,部,今日头条,https://www.toutiao.com,,
2021-12,优酷,60.0,亿次,57.0,小时,45.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2021-09,腾讯视频,50.0,亿次,43.0,小时,30.0,部,17.0,部,经济日报,https://www.ce.cn/,,
2022-10,爱奇艺,90.0,亿次,62.0,小时,55.0,部,31.0,部,中国网络视听,https://www.cntv.com/,,
2022-05,芒果TV,22.0,亿次,40.0,小时,20.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2022-09,Bilibili,35.0,亿次,49.0,小时,25.0,部,12.0,部,诚传媒,https://www.chengmedia.com/,,
2020-02,优酷,18.0,亿次,30.0,小时,19.0,部,7.0,部,艾媒咨询,https://www.iimedia.cn/,,
2020-04,腾讯视频,21.0,亿次,36.0,小时,15.0,部,5.0,部,今日头条,https://www.toutiao.com,,
2020-07,爱奇艺,17.0,亿次,27.0,小时,23.0,部,14.0,部,新流媒体观察,https://www.lmtm.com/,,
2019-10,芒果TV,29.0,亿次,51.5,小时,15.0,部,9.0,部,经济日报,https://www.ce.cn/,,
2019-11,优酷,34.0,亿次,47.0,小时,36.0,部,20.0,部,中国网络视听,https://www.cntv.com/,,
2021-04,Bilibili,14.0,亿次,29.0,小时,20.0,部,12.0,部,骨朵数据,https://www.36kr.com,,
2023-11,爱奇艺,45.0,亿次,60.0,小时,40.0,部,25.0,部,企鹅评测,https://www.qiepingce.com,,
2023-10,腾讯视频,90.0,亿次,55.2,小时,62.0,部,40.0,部,新京报,https://www.bjnews.com.cn,,
2023-09,优酷,70.0,亿次,52.5,小时,38.0,部,22.0,部,WeMedia,https://www.wemedia.com,,
2023-07,Bilibili,34.0,亿次,48.5,小时,20.0,部,10.0,部,泛娱乐,https://www.fanent.com,,
2023-06,芒果TV,60.0,亿次,58.0,小时,48.0,部,30.0,部,新浪娱乐,https://ent.sina.com.cn,,
2022-12,爱奇艺,75.0,亿次,53.0,小时,55.0,部,38.0,部,经济观察报,https://www.eeo.com.cn,,
2022-09,优酷,80.0,亿次,50.25,小时,42.0,部,28.0,部,央视网,https://www.cctv.com,,
2022-05,腾讯视频,52.0,亿次,61.0,小时,37.0,部,32.0,部,网络视听新闻,https://www.ncntv.com,,
2022-01,Bilibili,40.0,亿次,47.0,小时,25.0,部,18.0,部,娱乐前线,https://www.entnews.com,,
2021-12,芒果TV,68.0,亿次,62.0,小时,53.0,部,30.0,部,虎嗅网,https://www.huxiu.com,,
2021-08,优酷,33.0,亿次,45.0,小时,27.0,部,15.0,部,平台观察,https://webwatch.com,,
2021-04,腾讯视频,60.0,亿次,54.0,小时,49.0,部,25.0,部,搜狐娱乐,https://ent.sohu.com,,
2020-09,爱奇艺,20.0,亿次,39.0,小时,14.0,部,9.0,部,网友趋势,https://www.nettrend.com,,
2020-04,Bilibili,39.0,亿次,48.5,小时,25.0,部,10.0,部,新文化传媒,https://www.nwm.com,,
2020-01,优酷,28.0,亿次,37.0,小时,21.0,部,13.0,部,时光网,https://www.mtime.com,,
2019-11,腾讯视频,85.0,亿次,57.5,小时,45.0,部,30.0,部,网络视频观察,https://www.networkwatch.com,,
2019-07,爱奇艺,72.0,亿次,49.0,小时,38.0,部,24.0,部,今日头条,https://www.toutiao.com,,
2019-02,芒果TV,15.0,亿次,28.0,小时,10.0,部,6.0,部,娱乐前线,https://www.entnews.com,,
2023-11,爱奇艺,95.0,亿次,48.0,小时,60.0,部,40.0,部,视频观察所,https://www.videoinvestigation.com,,
2023-10,优酷,72.0,亿次,55.5,小时,38.0,部,15.0,部,新媒体时代,https://www.newmedia.com,,
2023-09,腾讯视频,110.0,亿次,60.0,小时,70.0,部,50.0,部,网贷之家,https://www.wdzj.com,,
2022-12,Bilibili,40.0,亿次,37.0,小时,22.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2022-09,芒果TV,50.0,亿次,45.0,小时,30.0,部,20.0,部,视频调研组,https://www.videoresearchgroup.com,,
2023-03,爱奇艺,85.0,亿次,52.5,小时,65.0,部,45.0,部,北京媒体研究,https://www.bjmedia.com,,
2021-07,优酷,48.0,亿次,42.0,小时,20.0,部,13.0,部,新流行媒体,https://www.newpopularmedia.com,,
2022-05,腾讯视频,77.0,亿次,58.0,小时,49.0,部,38.0,部,中国文化传媒,https://www.chinaculturemedia.com,,
2021-09,芒果TV,35.0,亿次,39.5,小时,25.0,部,15.0,部,动态视频研究,https://www.dynamicvideo.com,,
2022-01,Bilibili,45.0,亿次,41.0,小时,30.0,部,20.0,部,未来媒体观察,https://www.futuremediawatch.com,,
2021-12,爱奇艺,60.0,亿次,50.0,小时,45.0,部,25.0,部,中国影音观察,https://www.cnaudio.com,,
2023-07,虎牙直播,53.0,亿次,38.0,小时,28.0,部,10.0,部,直播行业观察,https://www.livestreamingwatch.com,,
2023-02,芒果TV,65.0,亿次,54.0,小时,40.0,部,30.0,部,数字娱乐研究院,https://www.digitalentertainment.org,,
2022-06,优酷,90.0,亿次,53.0,小时,65.0,部,50.0,部,视频互动网,https://www.videointeractive.com,,
2021-04,腾讯视频,32.0,亿次,48.0,小时,17.0,部,5.0,部,传媒发展报告,https://www.mediadevelopmentreport.com,,
2022-11,爱奇艺,74.0,亿次,59.0,小时,55.0,部,25.0,部,中国影视研究中心,https://www.cinetworkcenter.com,,
2020-08,Bilibili,33.0,亿次,34.0,小时,18.0,部,10.0,部,新视听传媒,https://www.newaudiovisual.com,,
2024-01,爱奇艺,100.0,亿次,60.0,小时,25.0,部,15.0,部,云视听,https://www.yuntv.com,,
2023-11,腾讯视频,70.5,亿次,48.0,小时,40.0,部,30.0,部,视频产业资讯,https://www.videoinfo.com,,
2023-10,优酷,90.0,亿次,54.2,小时,22.0,部,12.0,部,中国网络视听研究,https://www.cntv.com,,
2023-09,Bilibili,40.0,亿次,62.5,小时,20.0,部,10.0,部,云视听,https://www.videoinfo.com,,
2023-07,芒果TV,25.0,亿次,47.1,小时,15.0,部,5.0,部,新流媒体研究,https://www.newmedia.cn,,
2023-06,爱奇艺,85.0,亿次,55.0,小时,30.0,部,20.0,部,网络趋势观察,https://www.trendwatch.com,,
2023-04,腾讯视频,60.0,亿次,40.5,小时,35.0,部,25.0,部,视频行业观察,https://www.videoinfo.com,,
2023-02,优酷,50.0,亿次,42.0,小时,18.0,部,8.0,部,信息时报,https://www.informationshow.com,,
2023-01,爱奇艺,95.0,亿次,63.0,小时,28.0,部,18.0,部,中国传媒大学,https://www.cuc.edu.cn,,
2022-12,Bilibili,38.0,亿次,46.0,小时,22.0,部,12.0,部,小怪兽数据,https://www.monsterdata.com,,
2022-11,腾讯视频,72.0,亿次,50.0,小时,30.0,部,20.0,部,新媒体观察,https://www.newmediawatch.com,,
2022-10,优酷,45.0,亿次,49.0,小时,16.0,部,11.0,部,中国影视数据,https://www.chinafilmdata.com,,
2022-05,爱奇艺,76.0,亿次,52.0,小时,50.0,部,30.0,部,咨询与研究中心,https://www.researchcenter.com,,
2022-03,腾讯视频,82.0,亿次,45.0,小时,55.0,部,50.0,部,业界评论,https://www.industryreview.com,,
2022-01,芒果TV,31.0,亿次,39.0,小时,15.0,部,8.0,部,市场分析网,https://www.marketanalysis.com,,
2021-12,Bilibili,26.0,亿次,33.0,小时,12.0,部,6.0,部,文化观察者,https://www.culturalobserver.com,,
2021-08,优酷,33.0,亿次,36.0,小时,20.0,部,10.0,部,影视研究中心,https://www.filmresearch.com,,
2021-06,腾讯视频,58.0,亿次,44.0,小时,23.0,部,19.0,部,数据研究所,https://www.datacenter.com,,
2023-11,爱奇艺,65.0,亿次,48.3,小时,40.0,部,25.0,部,影视数据分析中心,https://www.videodata.com,,
2023-10,腾讯视频,90.0,亿次,60.25,小时,55.0,部,30.0,部,网影观察,https://www.wangying.com/,,
2023-09,优酷,45.0,亿次,50.0,小时,20.0,部,12.0,部,新流媒体研究,https://www.lmtmresearch.com,,
2023-07,Bilibili,70.0,亿次,52.5,小时,65.0,部,45.0,部,高能影视,https://www.gaoneng.com,,
2023-06,芒果TV,40.0,亿次,38.0,小时,30.0,部,15.0,部,影视官方数据,https://www.officialmedia.cn,,
2023-02,爱奇艺,85.0,亿次,55.5,小时,60.0,部,28.0,部,月度视频分析,https://www.monthlyvideo.com,,
2022-12,腾讯视频,75.0,亿次,48.0,小时,58.0,部,35.0,部,网络视听数据报告,https://www.networkreport.com,,
2022-10,优酷,52.0,亿次,46.5,小时,39.0,部,20.0,部,视频行业分析,https://www.videotrends.com,,
2022-08,Bilibili,36.0,亿次,42.0,小时,25.0,部,18.0,部,视频数据观察,https://www.videodataobserve.com,,
2022-05,爱奇艺,72.0,亿次,53.2,小时,52.0,部,40.0,部,中国数字娱乐,https://www.cndigital.com,,
2022-04,芒果TV,28.0,亿次,31.0,小时,20.0,部,15.0,部,视频行业动态,https://www.videoinstance.com,,
2021-12,优酷,22.0,亿次,30.0,小时,15.0,部,8.0,部,新媒体观察,https://www.newmediaobserver.com,,
2021-09,腾讯视频,50.0,亿次,37.5,小时,30.0,部,20.0,部,内容洞察,https://www.contentinsight.com,,
2021-06,芒果TV,29.0,亿次,36.5,小时,18.0,部,12.0,部,视频业务报告,https://www.videobusinessreport.com,,
2021-02,Bilibili,15.0,亿次,27.0,小时,12.0,部,7.0,部,数字娱乐观察,https://www.digitalentertainment.com,,
2020-12,爱奇艺,66.0,亿次,59.0,小时,42.0,部,31.0,部,影视市场动态,https://www.marketscinema.com,,
2020-08,飞速视频,15.0,亿次,25.5,小时,10.0,部,5.0,部,视频数据趋势,https://www.videotrends.com,,
2024-01,爱奇艺,95.0,亿次,60.0,小时,35.0,部,20.0,部,网媒观察,https://www.wangmedia.com,,
2023-11,Bilibili,45.0,亿次,48.7,小时,25.0,部,15.0,部,数据图表,https://www.datagraph.com,,
2023-09,优酷,85.0,亿次,53.2,小时,40.0,部,30.0,部,数字创意中心,https://www.digitalcreation.com,,
2023-06,腾讯视频,70.0,亿次,57.5,小时,60.0,部,55.0,部,传媒观察,https://www.mediawatch.com,,
2022-12,芒果TV,62.0,亿次,44.0,小时,25.0,部,15.0,部,视听网,https://www.stv.com,,
2022-09,爱奇艺,50.0,亿次,49.75,小时,40.0,部,25.0,部,媒体雇主,https://www.mediaemployer.com,,
2022-06,优酷,63.0,亿次,42.3,小时,20.0,部,12.0,部,网络资讯,https://www.netnews.com,,
2021-12,腾讯视频,47.0,亿次,39.0,小时,30.0,部,18.0,部,数影网,https://www.shuying.com,,
2021-07,Bilibili,20.0,亿次,36.2,小时,15.0,部,8.0,部,文化监测,https://www.culturemonitor.com,,
2020-10,芒果TV,30.0,亿次,29.5,小时,20.0,部,12.0,部,行业报告,https://www.industryreport.com,,
2020-03,爱奇艺,25.0,亿次,43.9,小时,38.0,部,22.0,部,传媒日报,https://www.mediareport.com,,
2019-12,优酷,90.0,亿次,50.5,小时,60.0,部,45.0,部,数据快报,https://www.datakuai.com,,
2019-08,腾讯视频,75.0,亿次,55.0,小时,50.0,部,30.0,部,新媒体监测,https://www.newmedia.com,,
2018-12,Bilibili,40.0,亿次,34.0,小时,22.0,部,18.0,部,流媒体研究中心,https://www.streamresearch.com,,
2018-10,芒果TV,55.0,亿次,47.0,小时,37.0,部,20.0,部,数字媒体,https://www.digitalmedia.com,,
2023-11,爱奇艺,90.0,亿次,60.0,小时,40.0,部,25.0,部,智商财经,https://www.intellectfinance.com,,
2023-10,腾讯视频,100.0,亿次,75.0,小时,55.0,部,40.0,部,中国电影评论,https://www.chinesefilmreview.com,,
2023-09,优酷,85.0,亿次,48.5,小时,60.0,部,30.0,部,视听新观察,https://www.newview.com,,
2023-05,芒果TV,45.0,亿次,40.0,小时,30.0,部,15.0,部,中国影视网,https://www.chinacinema.com,,
2023-03,Bilibili,70.0,亿次,55.5,小时,25.0,部,18.0,部,影视研究院,https://www.filmresearch.com,,
2022-12,爱奇艺,65.0,亿次,50.0,小时,50.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-09,腾讯视频,92.0,亿次,72.0,小时,48.0,部,27.0,部,中国网络视听,https://www.cntv.com/,,
2022-06,优酷,60.0,亿次,52.5,小时,36.0,部,22.0,部,骨朵数据,https://www.36kr.com/,,
2022-02,芒果TV,50.0,亿次,45.0,小时,41.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2021-11,Bilibili,36.0,亿次,39.15,小时,12.0,部,5.0,部,今日头条,https://www.toutiao.com/,,
2020-12,爱奇艺,75.0,亿次,54.0,小时,47.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-09,腾讯视频,88.0,亿次,61.0,小时,58.0,部,36.0,部,经济日报,https://www.ce.cn/,,
2020-06,优酷,45.0,亿次,48.0,小时,31.0,部,20.0,部,中国文化传播,https://www.culturalcomm.com/,,
2019-12,芒果TV,38.0,亿次,24.5,小时,15.0,部,10.0,部,视频研究中心,https://www.video-research.com/,,
2019-06,Bilibili,28.0,亿次,35.0,小时,20.0,部,9.0,部,新华社,https://www.xinhuanet.com/,,
2019-03,腾讯视频,72.0,亿次,44.0,小时,60.0,部,40.0,部,AOE研究院,https://www.aoereport.com/,,
2018-12,爱奇艺,42.0,亿次,32.0,小时,30.0,部,20.0,部,中国网络视听,https://www.cntv.com/,,
2023-11,优酷,75.0,亿次,53.2,小时,40.0,部,21.0,部,中国网络视听,https://www.cntv.com,,
2023-09,腾讯视频,90.0,亿次,60.5,小时,55.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2023-06,Bilibili,40.0,亿次,48.0,小时,30.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-02,爱奇艺,85.0,亿次,62.0,小时,42.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2022-11,芒果TV,50.0,亿次,39.0,小时,24.0,部,14.0,部,新流媒体观察,https://www.lmtm.com,,
2022-08,优酷,65.0,亿次,55.5,小时,38.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-05,腾讯视频,70.0,亿次,40.0,小时,30.0,部,25.0,部,骨朵数据,https://www.36kr.com,,
2021-10,爱奇艺,56.0,亿次,45.0,小时,20.0,部,10.0,部,中国网络视听,https://www.cntv.com,,
2021-06,Bilibili,22.0,亿次,35.2,小时,18.0,部,9.0,部,今日头条,https://www.toutiao.com,,
2021-02,芒果TV,35.0,亿次,42.0,小时,25.0,部,14.0,部,经济日报,https://www.ce.cn/,,
2020-12,优酷,60.0,亿次,50.0,小时,30.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2020-07,腾讯视频,80.0,亿次,43.5,小时,50.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2020-03,爱奇艺,45.0,亿次,48.5,小时,36.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2019-11,腾讯视频,57.0,亿次,44.0,小时,27.0,部,18.0,部,骨朵数据,https://www.36kr.com,,
2019-03,Bilibili,19.0,亿次,38.0,小时,15.0,部,8.0,部,今日头条,https://www.toutiao.com,,
2018-12,优酷,26.0,亿次,30.0,小时,20.0,部,12.0,部,经济日报,https://www.ce.cn/,,
2018-10,爱奇艺,53.0,亿次,42.0,小时,31.0,部,16.0,部,新流媒体观察,https://www.lmtm.com,,
2023-11,爱奇艺,70.0,亿次,60.5,小时,30.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-09,腾讯视频,95.0,亿次,58.0,小时,60.0,部,40.0,部,新流媒体观察,https://www.lmtm.com/,,
2023-06,优酷,90.0,亿次,50.0,小时,55.0,部,30.0,部,行业分析网,https://www.industryanalysis.com/,,
2023-03,Bilibili,40.0,亿次,57.5,小时,38.0,部,22.0,部,视频研究中心,https://www.videoresearch.com,,
2022-12,芒果TV,65.0,亿次,45.5,小时,28.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2022-09,爱奇艺,75.0,亿次,62.0,小时,50.0,部,35.0,部,中国网络视听,https://www.cntv.com,,
2022-01,腾讯视频,85.0,亿次,53.5,小时,65.0,部,45.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-12,优酷,60.0,亿次,48.0,小时,25.0,部,20.0,部,新流媒体观察,https://www.lmtm.com/,,
2021-09,Bilibili,30.0,亿次,39.0,小时,20.0,部,12.0,部,今日头条,https://www.toutiao.com,,
2021-06,芒果TV,20.0,亿次,35.5,小时,10.0,部,7.0,部,经济日报,https://www.ce.cn/,,
2020-11,爱奇艺,55.0,亿次,42.0,小时,32.0,部,20.0,部,行业分析网,https://www.industryanalysis.com/,,
2020-06,优酷,37.0,亿次,36.5,小时,15.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2020-03,腾讯视频,45.0,亿次,48.0,小时,18.0,部,12.0,部,诚传媒,https://www.chengmedia.com/,,
2019-12,芒果TV,50.0,亿次,51.0,小时,40.0,部,30.0,部,新流媒体观察,https://www.lmtm.com/,,
2019-09,爱奇艺,60.0,亿次,45.5,小时,35.0,部,20.0,部,骨朵数据,https://www.36kr.com,,
2019-05,Bilibili,20.0,亿次,52.0,小时,14.0,部,6.0,部,经济日报,https://www.ce.cn/,,
2018-06,优酷,15.0,亿次,40.0,小时,8.0,部,5.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,70.0,亿次,60.0,小时,20.0,部,12.0,部,视频趋势研究院,https://www.videotrends.com,,
2023-10,腾讯视频,85.0,亿次,54.5,小时,48.0,部,25.0,部,新媒体观察,https://www.newmediaobs.com,,
2023-09,优酷,90.0,亿次,58.0,小时,60.0,部,30.0,部,中国互联网信息中心,https://www.cnnic.cn,,
2023-07,Bilibili,40.0,亿次,48.2,小时,25.0,部,15.0,部,艾媒咨询,https://www.iimedia.cn,,
2023-06,芒果TV,29.0,亿次,40.0,小时,10.0,部,5.0,部,骨朵数据,https://www.36kr.com,,
2023-05,爱奇艺,75.0,亿次,47.5,小时,55.0,部,35.0,部,新流媒体观察,https://www.lmtm.com,,
2023-04,优酷,82.0,亿次,52.0,小时,65.0,部,22.0,部,视频研究中心,https://www.videoresearch.com,,
2022-12,腾讯视频,62.0,亿次,49.9,小时,45.0,部,28.0,部,诚传媒,https://www.chengmedia.com/,,
2022-11,芒果TV,36.0,亿次,42.8,小时,30.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-10,Bilibili,73.0,亿次,51.3,小时,38.0,部,18.0,部,今日头条,https://www.toutiao.com,,
2022-09,爱奇艺,96.0,亿次,53.6,小时,70.0,部,40.0,部,经济日报,https://www.ce.cn/,,
2021-12,腾讯视频,38.0,亿次,38.0,小时,20.0,部,9.0,部,中国网络视听,https://www.cntv.com,,
2021-11,优酷,27.5,亿次,37.1,小时,15.0,部,7.0,部,新流媒体观察,https://www.lmtm.com,,
2021-10,Bilibili,19.0,亿次,34.5,小时,12.0,部,6.0,部,视频研究中心,https://www.videoresearch.com,,
2021-09,妄想TV,15.5,亿次,27.2,小时,10.0,部,4.0,部,青藤财讯,https://www.qingting.com,,
