银行名称（字符型）,海洋业务（字符型）,业务规模（数值型）,单位,业务规则（字符型）,采集来源,来源链接,采集时间,备注,,,,,,,,,,,,
民生银行,海洋环境保护融资,90,亿元,环境影响评估,生态环境部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
招商银行,海洋矿产资源贷款,350,亿元,市场需求分析,中国矿业联合会,http://www.chinamining.org/,2024-10-12,,,,,,,,,,,,,
中国农业发展银行,海洋渔业生产贷款,180,亿元,农业补贴政策评估,国家统计局,http://www.stats.gov.cn/,2024-10-12,,,,,,,,,,,,,
上海浦东发展银行,海洋产业创新贷款,130,亿元,技术创新审核,中国科学技术协会,http://www.csta.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋物流融资,75,亿元,物流成本评估,中国物流与采购联合会,http://www.chinawuliu.com/,2024-10-12,,,,,,,,,,,,,
南京银行,海洋卫星遥感融资,200,亿元,技术可行性研究,中国航天科技集团,http://www.casic.cn/,2024-10-12,,,,,,,,,,,,,
平安银行,海洋智能科技信贷,160,亿元,市场趋势分析,中国智能制造产业发展研究中心,http://www.cimi.org.cn/,2024-10-12,,,,,,,,,,,,,
邮储银行,海洋可再生能源融资,250,亿元,项目可行性分析,中国能源报,http://www.cec.org.cn,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋矿产资源开发贷款,180,亿元,环保标准审查,中国矿业协会,http://www.cma.org.cn,2024-10-12,,,,,,,,,,,,,
平安银行,海洋气候变化融资,120,亿元,气候风险评估,中国气象局,http://www.cma.gov.cn,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋旅游综合融资,90,亿元,旅游项目审批,中国旅游协会,http://www.cta.cn,2024-10-12,,,,,,,,,,,,,
南京银行,海洋科研机构项目融资,70,亿元,科研项目审核,中国海洋学会,http://www.cos.org.cn,2024-10-12,,,,,,,,,,,,,
渤海银行,海洋船舶建设贷款,160,亿元,船舶图纸审核,中国船舶工业协会,http://www.csia.org.cn,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋水下机器人融资,50,亿元,技术创新支持,中国工业和信息化部,http://www.miit.gov.cn,2024-10-12,,,,,,,,,,,,,
台州银行,海洋环保项目贷款,110,亿元,环保合规审查,国家海洋局,http://www.soa.gov.cn,2024-10-12,,,,,,,,,,,,,
北京银行,海洋文化产业贷款,95,亿元,市场调研与分析,中国文化和旅游部,http://www.mct.gov.cn,2024-10-12,,,,,,,,,,,,,
上海银行,海洋生物技术融资,130,亿元,科技评估与跟进,国家科技部,http://www.most.gov.cn,2024-10-12,,,,,,,,,,,,,
交通银行,深海矿产开发信贷,400,亿元,投资风险审查,中国海洋科学技术研究中心,http://www.ioc-unesco.org.cn,2024-10-12,,,,,,,,,,,,,
中信证券,海洋可再生能源融资,350,亿元,项目生命周期评估,中国绿色金融促进会,http://www.cgfa.org.cn,2024-10-12,,,,,,,,,,,,,
邮储银行,海洋文化产业贷款,90,亿元,文化项目资质审核,国家海洋局,http://www.soa.gov.cn,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋保护贷款,120,亿元,环保项目评估,国际自然保护联盟,https://www.iucn.org,2024-10-12,,,,,,,,,,,,,
兴业证券,海洋技术开发信贷,220,亿元,技术可行性评估,中国科技部,http://www.most.gov.cn,2024-10-12,,,,,,,,,,,,,
南京银行,海洋物流信贷,75,亿元,运输合规性检测,中国物流与采购联合会,http://www.clca.org.cn,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋生态修复贷款,200,亿元,生态影响分析,中国环境保护部,http://www.mee.gov.cn,2024-10-12,,,,,,,,,,,,,
平安银行,海洋研究融资,140,亿元,研究项目审批,中国海洋大学,http://www.ouc.edu.cn,2024-10-12,,,,,,,,,,,,,
长沙银行,海洋生物技术信贷,160,亿元,投资风险控制,中国生物工程研究院,http://www.biotech.org.cn,2024-10-12,,,,,,,,,,,,,
光大银行,海洋安全技术贷款,110,亿元,安全评估与合规,国家安全生产监督管理局,http://www.chinasafety.gov.cn,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋电力项目融资,200,亿元,清洁能源合规,中国电力投资有限公司,http://www.spic.com.cn/,2024-10-12,,,,,,,,,,,,,
南京银行,海洋养殖贷款,120,亿元,项目可行性报告审核,农业农村部,http://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
平安银行,海洋科研资金支持,90,亿元,科研项目审核与监管,中国海洋大学,http://www.ouc.edu.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,海洋物流信贷,150,亿元,物流链风险评估,国家海洋局,http://www.soa.gov.cn/,2024-10-12,,,,,,,,,,,,,
招商银行,海洋环境保护贷款,70,亿元,环境影响评估,中国环境保护部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋航运信贷,130,亿元,船舶生产安全监管,海事局,http://www.msa.gov.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋文化旅游融资,80,亿元,文化项目评估,文化和旅游部,http://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋牧场发展贷款,110,亿元,可持续发展评估,中国海洋经济发展报告,http://www.chinareform.org.cn/,2024-10-12,,,,,,,,,,,,,
北京银行,海洋矿产开发信贷,250,亿元,合规性检查,资源与环境科学研究院,http://www.res.ac.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋水产加工贷款,60,亿元,产品质量监督,中国水产流通与加工协会,http://www.cfpma.org.cn/,2024-10-12,,,,,,,,,,,,,
农业银行,深海网箱养殖贷款,200,亿元,环保监测合规,中国海洋发展研究中心,http://www.cmf.org.cn,2024-10-12,,,,,,,,,,,,,
浦发银行,海底资源勘探融资,180,亿元,项目评审与风险控制,国家海洋局,http://www.soa.gov.cn,2024-10-12,,,,,,,,,,,,,
中信银行,海洋可再生能源信贷,250,亿元,项目投资回报评估,国家发展改革委,https://www.ndrc.gov.cn,2024-10-12,,,,,,,,,,,,,
交通银行,海洋运输现代化贷款,150,亿元,船舶抵押贷款,中国航运协会,http://www.china-shipping.org.cn,2024-10-12,,,,,,,,,,,,,
光大银行,海洋生物技术项目融资,130,亿元,技术评估与风险管理,海洋科技创新中心,http://www.most.gov.cn,2024-10-12,,,,,,,,,,,,,
招商银行,海洋文化旅游贷款,75,亿元,投资回报分析,文化和旅游部,http://www.mct.gov.cn,2024-10-12,,,,,,,,,,,,,
兴业银行,深海生态保护融资,90,亿元,环保审核与评估,生态环境部,http://www.mee.gov.cn,2024-10-12,,,,,,,,,,,,,
中国银行,海洋废物管理信贷,50,亿元,合规与审计要求,国际海洋环境保护组织,http://www.imo.org,2024-10-12,,,,,,,,,,,,,
建设银行,海洋设备融资,120,亿元,资产评估与贷款监控,中国海洋工程集团,http://www.cmegroup.com,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋智能技术信贷,110,亿元,高新技术审核,中国智能技术发展协会,http://www.czit.org.cn,2024-10-12,,,,,,,,,,,,,
交通银行,海洋风能融资,400,亿元,项目财务审核,中国海洋能源协会,http://www.oceanenergy.org.cn,2024-10-12,,,,,,,,,,,,,
邮储银行,海洋矿产开发信贷,250,亿元,环评与安全审查,国家矿产资源监督管理局,http://www.mnr.gov.cn,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋生物科技信贷,180,亿元,技术可行性分析,中国海洋科技发展报告,http://www.cot.org.cn,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋运输及物流贷款,120,亿元,物流成本控制,中国交通运输部,http://www.mot.gov.cn,2024-10-12,,,,,,,,,,,,,
中信证券,海洋科技投资信贷,90,亿元,投资风险评估,中国证券监督管理委员会,http://www.csrc.gov.cn,2024-10-12,,,,,,,,,,,,,
光大银行,海洋文化旅游信贷,75,亿元,市场需求分析,中国旅游研究院,http://www.ctaweb.org,2024-10-12,,,,,,,,,,,,,
民生银行,海洋环境保护融资,55,亿元,环保合规能力审核,生态环境部,http://www.mee.gov.cn,2024-10-12,,,,,,,,,,,,,
南京银行,海洋食品安全贷款,40,亿元,食品安全检测合规,国家食品药品监督管理局,http://www.nmpa.gov.cn,2024-10-12,,,,,,,,,,,,,
苏农银行,海洋农业发展信贷,30,亿元,农业发展政策符合,中国农业部,http://www.moa.gov.cn,2024-10-12,,,,,,,,,,,,,
广州银行,海洋智能技术信贷,20,亿元,技术创新支持计划,广州市科技局,http://www.gz.gov.cn,2024-10-12,,,,,,,,,,,,,
交通银行,深海矿产开发贷款,350,亿元,项目可行性研究审查,中国矿业联合会,http://www.cmp.org.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋生物科技贷款,220,亿元,技术和市场评估,中国海洋科技发展协会,http://www.costa.org.cn/,2024-10-12,,,,,,,,,,,,,
招商证券,海洋基础设施融资,400,亿元,环境影响评估,海洋基础设施发展报告,http://www.mot.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋清洁能源贷款,180,亿元,财务报告要求,国家能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋智能渔业融资,120,亿元,市场风险分析,中国海洋经济研究中心,http://www.cme.org.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋航运信贷,250,亿元,航运安全认证,海事局,http://www.msa.gov.cn/,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋环境监测信贷,90,亿元,合规性审查,生态环境部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
中信证券,海洋生态修复融资,230,亿元,治理效果评估,海洋与渔业局,http://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
中国农业发展银行,海洋科技农业贷款,140,亿元,财务支持政策,农业农村部,http://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
邮储银行,海洋旅游产业贷款,70,亿元,市场分析与调研,国家旅游局,http://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
中国农业发展银行,海洋可再生能源贷款,350,亿元,项目环境影响评估,中国水面能源发展论坛,http://www.cwrde.org.cn,2024-10-12,,,,,,,,,,,,,
民生银行,海洋文化产业融资,120,亿元,文化项目审核,文化和旅游部,http://www.mct.gov.cn,2024-10-12,,,,,,,,,,,,,
交通银行,深海探测项目贷款,220,亿元,技术评审与监督,国家海洋局,http://www.soa.gov.cn,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋生物科技信贷,160,亿元,科研项目评估,中国海洋科技研究院,http://www.cmsea.org.cn,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋废物处理行业贷款,90,亿元,环保合规审核,绿色金融国际合作,http://www.greenfinance.org,2024-10-12,,,,,,,,,,,,,
光大银行,海洋食品安全信贷,200,亿元,农业项目风险控制,中国食品安全协会,http://www.cfs.gov.cn,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋精准扶贫贷款,70,亿元,社会效益评估,国务院扶贫办,http://www.cpad.gov.cn,2024-10-12,,,,,,,,,,,,,
招商银行,海洋生态修复融资,140,亿元,项目社会责任评估,国家生态环境部,http://www.mee.gov.cn,2024-10-12,,,,,,,,,,,,,
中信银行,海洋物流服务贷款,110,亿元,风险资本审核,中国物流与采购联合会,http://www.clp.org.cn,2024-10-12,,,,,,,,,,,,,
宁波银行,海洋智能航运贷款,80,亿元,科技创新应用审核,国际海运协会,http://www.ima.org.cn,2024-10-12,,,,,,,,,,,,,
交通银行,海洋生物燃料开发贷款,250,亿元,环保和可持续发展评估,中国环境保护部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,深海探测器融资,120,亿元,技术可行性审查,中国海洋科技发展战略,http://www.cmsa.gov.cn/,2024-10-12,,,,,,,,,,,,,
兴业银行,海上风电项目融资,400,亿元,项目评估与风险管理,国家能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
中信银行,海洋监测系统贷款,90,亿元,科技创新支持,国家科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
农业银行,海洋污染治理贷款,180,亿元,项目环境评估,全国环保规划,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
招商银行,海洋虚拟现实技术融资,50,亿元,市场调查与分析,科技日报,http://www.stdaily.com/,2024-10-12,,,,,,,,,,,,,
工商银行,深海油气勘探贷款,350,亿元,尽职调查与合规审查,中国海洋石油总公司,http://www.cnooc.com.cn/,2024-10-12,,,,,,,,,,,,,
建设银行,海洋工程设备融资,230,亿元,项目风险控制,中国机械工业联合会,http://www.cmif.org.cn/,2024-10-12,,,,,,,,,,,,,
中国银行,海洋文化产业贷款,70,亿元,文化项目评估,文化和旅游部,http://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
平安银行,海洋测绘信贷,110,亿元,贷款风险评估,国家测绘局,http://www.sbsm.gov.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,海洋可再生能源项目融资,250,亿元,项目风险分析,中国能源网,http://www.chinaenergy.gov.cn,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋生物科技投资贷款,320,亿元,融资限额审核,中国生物技术发展中心,http://www.china-bio.net,2024-10-12,,,,,,,,,,,,,
华夏银行,深海油气勘探融资,450,亿元,投资风险控制,中国海洋石油总公司,http://www.cnooc.com.cn,2024-10-12,,,,,,,,,,,,,
招商银行,海洋运输基础设施建设融资,200,亿元,项目审批和管理,国家海洋局,http://www.soa.gov.cn,2024-10-12,,,,,,,,,,,,,
民生银行,海洋污染治理信贷,100,亿元,环保项目评估,中国环境保护部,http://www.mee.gov.cn,2024-10-12,,,,,,,,,,,,,
中信银行,海洋科技研发贷款,180,亿元,科研项目监督,中国科技部,http://www.most.gov.cn,2024-10-12,,,,,,,,,,,,,
光大银行,海洋卫星数据应用融资,150,亿元,市场需求分析,中国科学院海洋研究所,http://www.io cas.cn,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋智能交通信贷,120,亿元,项目投资风险评估,国家交通运输部,http://www.mot.gov.cn,2024-10-12,,,,,,,,,,,,,
广发银行,海洋气候变化适应贷款,90,亿元,政策合规审核,中国气象局,http://www.cma.gov.cn,2024-10-12,,,,,,,,,,,,,
渤海银行,深海探测技术融资,70,亿元,技术审查,中国海洋科技发展基金,http://www.cmstedf.org.cn,2024-10-12,,,,,,,,,,,,,
交通银行,海洋可再生能源融资,450,亿元,政策支持与评估,中国可再生能源协会,http://www.creia.org.cn/,2024-10-12,,,,,,,,,,,,,
中国农业发展银行,海洋渔业转型贷款,280,亿元,市场需求分析,农业农村部,http://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋污染治理融资,320,亿元,项目环境影响评估,生态环境部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋智能技术贷款,210,亿元,创新技术认可,科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
招商证券,海洋航运设备融资,150,亿元,资产评估与质押,中国证券监督管理委员会,http://www.csrc.gov.cn/,2024-10-12,,,,,,,,,,,,,
中信证券,海洋生态修复贷款,100,亿元,项目可行性研究,联合国可持续发展目标,http://www.un.org/sustainabledevelopment/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋水产养殖信贷,90,亿元,风险预警机制,中国水产流通与加工协会,http://www.cfsa.org.cn/,2024-10-12,,,,,,,,,,,,,
宁波银行,海洋天然气开发贷款,350,亿元,行业监管合规,能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
东亚银行,海洋环保技术融资,220,亿元,技术认证与审核,国际绿色发展协会,http://www.igda.org/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋文化旅游信贷,170,亿元,市场推广评估,国家文化和旅游部,http://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,海洋可再生能源贷款,400,亿元,项目可行性研究,中国能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
中国邮政储蓄银行,海洋防灾减灾信贷,250,亿元,灾后恢复贷款,国家自然灾害救助司,http://www.mca.gov.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋生物科技贷款,180,亿元,技术创新支持,科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋环境保护融资,220,亿元,环保治理项目审查,生态环境部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋科技研发信贷,130,亿元,科技成果转化,国家科技创新研究中心,http://www.nstic.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋信息技术贷款,90,亿元,信息系统安全审查,马云公益基金会,http://www.jackmafoundation.org/,2024-10-12,,,,,,,,,,,,,
招商银行,海洋文化旅游信贷,75,亿元,项目市场调研,文化和旅游部,http://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
中信银行,海洋渔业资源贷款,50,亿元,资源管理监控,农业农村部,http://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋国际贸易融资,300,亿元,跨境交易审查,商务部,http://www.mofcom.gov.cn/,2024-10-12,,,,,,,,,,,,,
上海银行,深海探测技术信贷,160,亿元,技术评估与验证,中国深海科技研究中心,http://www.deepsearesearch.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,深海矿产资源信贷,450,亿元,风险评估与防范措施,中国海洋经济发展报告,http://www.chinaoceans.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋文化产业融资,75,亿元,文化项目审核流程,文化和旅游部,https://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,蓝色经济发展信贷,250,亿元,生态可持续评估原则,国家海洋局,http://www.soa.gov.cn/,2024-10-12,,,,,,,,,,,,,
上海银行,近海风电项目融资,350,亿元,合同条款审核,能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
平安银行,海洋生物科技贷款,120,亿元,科技创新支持政策,科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋环保工程贷款,200,亿元,环境影响评估,生态环境部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
江苏银行,海洋运输与物流融资,130,亿元,信贷合同合规检查,中国物流与采购联合会,http://www.chinawuliu.com/,2024-10-12,,,,,,,,,,,,,
北京银行,深海探测技术资金支持,95,亿元,技术转让与许可,中国科学院,http://www.cas.cn/,2024-10-12,,,,,,,,,,,,,
招行私人银行,海洋产业投资信贷,300,亿元,尽职调查,中国金融学会,http://www.cfs.org.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋绿色项目融资,210,亿元,项目审批及监测,深圳证券交易所,http://www.szse.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,海洋风能融资,350,亿元,收益共享机制,中国海上风电协会,http://www.cspii.com/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋智能装备贷款,200,亿元,技术验收,中国机械工业联合会,https://www.cmhi.org.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋生态恢复项目贷款,180,亿元,环境影响评估,国家环保局,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
招商银行,深海资源勘探资金支持,250,亿元,技术审核与贷款利率优惠,中国深海技术有限公司,http://www.chinadst.com.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋生物技术投资信贷,120,亿元,市场前景评估,国家海洋局,http://www.soa.gov.cn/,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋物流融资,90,亿元,运费抵押贷款,中国物流与采购联合会,http://www.cflp.org.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋科技研发信贷,110,亿元,研发成果评估,中国科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
北京银行,海洋信息技术贷款,130,亿元,数据测评,中国信息产业部,http://www.mii.gov.cn/,2024-10-12,,,,,,,,,,,,,
南京银行,海洋绿色能源贷款,160,亿元,可再生能源审批,中国能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
上海银行,海洋科学研究资助,70,亿元,项目周期及风险评定,中国海洋科学研究所,http://www.qdio.ac.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,深海资源勘探贷款,450,亿元,项目合规性审核,海洋资源与环境研究所,http://www.marine-resources.org,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋风电项目融资,350,亿元,投资风险评估,中国能源政策研究中心,http://www.energyresearch.cn,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋生物科技贷款,250,亿元,商业计划书审核,中国生物科技日报,http://www.biotechdaily.cn,2024-10-12,,,,,,,,,,,,,
民生银行,海洋垃圾处理融资,180,亿元,环境影响评估,海洋生态研究中心,http://www.marine-ecology.org,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋智能交通贷款,120,亿元,技术创新审核,国家海洋局,http://www.soa.gov.cn,2024-10-12,,,,,,,,,,,,,
光大银行,海洋环境保护融资,90,亿元,低碳经济评估,全球环境基金会,http://www.gef.org,2024-10-12,,,,,,,,,,,,,
招商银行,近海水产养殖贷款,80,亿元,产量预估,中国渔业协会,http://www.china-fisheries.org,2024-10-12,,,,,,,,,,,,,
中国信贷银行,海洋科技研发资金,75,亿元,科技成果鉴定,中国海洋科技发展论坛,http://www.marine-techforum.cn,2024-10-12,,,,,,,,,,,,,
北方银行,深海矿产开采信贷,65,亿元,安全生产保障,中国矿业联盟,http://www.miningunion.cn,2024-10-12,,,,,,,,,,,,,
北京银行,海洋旅游基础设施融资,55,亿元,项目可行性研究,中国旅游研究院,http://www.ctinstitute.cn,2024-10-12,,,,,,,,,,,,,
中国农业发展银行,海洋环保融资,400,亿元,绿色贷款政策,中国农业发展银行官网,http://www.cadcb.com.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,深海探测项目贷款,250,亿元,科研项目审核,水利部,http://www.mwr.gov.cn/,2024-10-12,,,,,,,,,,,,,
平安银行,海洋文化产业贷款,120,亿元,文化项目评估,文化和旅游部,https://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋生物技术融资,180,亿元,技术成果转化,国家科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋新能源项目贷款,300,亿元,可再生能源评估,国家能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋防灾减灾信贷,220,亿元,风险评估与应对,中国应急管理部,http://www.mem.gov.cn/,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋运输服务贷款,90,亿元,船舶安全认证,中国海事局,http://www.msa.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋产业创新贷款,200,亿元,创新评估体系,中国银行保险监督管理委员会,http://www.cbirc.gov.cn/,2024-10-12,,,,,,,,,,,,,
审计署,海洋环境监测信贷,130,亿元,合规性审计,国家审计署,http://www.audit.gov.cn/,2024-10-12,,,,,,,,,,,,,
招商银行,海洋文化遗产保护贷款,110,亿元,文物保护评估,文化遗产保护中心,http://www.sach.gov.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,海洋矿产资源贷款,450,亿元,资源开采合规审核,中国海洋矿产资源开发协会,http://www.cmra.org.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋环保项目融资,200,亿元,环保科技评审,中国生态环保部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋生物科技贷款,120,亿元,技术审核与风险评估,中国生物技术协会,https://www.cnbio.org.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋物流信贷,300,亿元,资金流动监控,国际物流与运输联合会,https://www.iata.org/,2024-10-12,,,,,,,,,,,,,
兴业银行,海洋气候变化项目融资,80,亿元,气候影响评估,中国气象局,http://www.cma.gov.cn/,2024-10-12,,,,,,,,,,,,,
宁波银行,近海风电项目贷款,200,亿元,项目可行性分析,国家能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
顺德银行,海洋农业信贷,60,亿元,农业技术认证,中国农业农村部,http://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋旅游开发贷款,250,亿元,市场前景评估,中国旅游局,http://www.cnta.gov.cn/,2024-10-12,,,,,,,,,,,,,
浙江银行,海洋监测及数据服务融资,90,亿元,数据质量审核,中国海洋局,http://www.soa.gov.cn/,2024-10-12,,,,,,,,,,,,,
北京银行,海洋科技研究资金支持,70,亿元,研究项目评审,中国科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
中信证券,深海采矿融资,450,亿元,矿权评估与融资方案设计,中国海洋经济研究中心,http://www.cmlcdr.org.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,海洋养殖信贷,250,亿元,贷款审核与生态评估,农业农村部,https://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋风电项目融资,370,亿元,可再生能源项目准入,国家电力公司,http://www.sgcc.com.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,海洋环境保护贷款,190,亿元,环保标准审核,生态环境部,https://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
上海银行,海洋科技应用贷款,120,亿元,技术方案评估,中国科学院海洋研究所,http://www.sio.org.cn/,2024-10-12,,,,,,,,,,,,,
杭州银行,海洋船舶融资,80,亿元,船舶资质审查,交通运输部,http://www.mot.gov.cn/,2024-10-12,,,,,,,,,,,,,
成功银行,海洋物流信贷,55,亿元,物流合同审核,中国物流与采购联合会,http://www.cflp.org.cn/,2024-10-12,,,,,,,,,,,,,
平安银行,海洋气候变化项目贷款,310,亿元,气候影响评估,中国气象局,http://www.cma.gov.cn/,2024-10-12,,,,,,,,,,,,,
招商信诺,深海科技投资信贷,200,亿元,创新技术审核,科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
北京银行,海洋文化旅游信贷,140,亿元,旅游项目评审,文化和旅游部,http://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,深海矿产资源开发贷款,420,亿元,跨部门合作与监管,中国海洋经济研究中心,http://www.cmec.org.cn/,2024-10-12,,,,,,,,,,,,,
平安银行,海洋营销运营信贷,180,亿元,商业计划审核,海洋行业分析报告,http://www.soa.gov.cn/,2024-10-12,,,,,,,,,,,,,
上海银行,海洋生物科技投资贷款,350,亿元,资金使用审核,中国生物技术发展报告,https://www.nmpa.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋风能项目融资,500,亿元,可再生能源合规要求,国家能源局,http://www.nea.gov.cn/,2024-10-12,,,,,,,,,,,,,
中国邮政储蓄银行,海洋城市基础设施建设贷款,220,亿元,项目可行性研究,城市规划发展报告,https://www.mohurd.gov.cn/,2024-10-12,,,,,,,,,,,,,
厦门国际银行,海洋渔业设备融资,130,亿元,设备评估以及贷款审批,中国渔业协会,http://www.ofa.gov.cn/,2024-10-12,,,,,,,,,,,,,
华夏银行,海洋科研项目贷款,90,亿元,创新项目审核,科技部,http://www.most.gov.cn/,2024-10-12,,,,,,,,,,,,,
珠海华信银行,海洋文化旅游投资贷款,75,亿元,对外经济合作协议,文化和旅游部,http://www.mct.gov.cn/,2024-10-12,,,,,,,,,,,,,
民生银行,深海环保项目融资,160,亿元,环境影响评估,环境保护部,http://www.mee.gov.cn/,2024-10-12,,,,,,,,,,,,,
南京银行,海洋智能化仓储信贷,85,亿元,技术验证与测试,智能制造促进会,http://www.mii.gov.cn/,2024-10-12,,,,,,,,,,,,,
交通银行,海洋风能项目融资,400,亿元,绿色信贷政策,中国海洋经济研究院,http://www.cmei.org.cn/,2024-10-12,,,,,,,,,,,,,
浦发银行,海洋矿产开发贷款,350,亿元,合规资质审查,国家海洋局,http://www.soha.gov.cn/,2024-10-12,,,,,,,,,,,,,
光大银行,海洋管道融资,220,亿元,合同履约保障,中国国际海运网,http://www.cic.com.cn/,2024-10-12,,,,,,,,,,,,,
招商银行,深海渔业贷款,180,亿元,渔业资源保护,农业农村部,http://www.moa.gov.cn/,2024-10-12,,,,,,,,,,,,,
