登记号（字符型）,育种技术名称（字符型）,育种技术类型（字符型）,试验状态（字符型）,试验分期（字符型）,试验分类（字符型）,申办者单位（字符型）,试验机构（字符型）,登记日期（日期型）,试验开始时间（日期型）,试验终止时间（日期型）,最新状态日期（日期型）,规范企业名称（字符型）,申报类型（字符型）,规范企业名称（字符型）.1,采集来源,来源链接,采集时间,备注,,,
MF030490,无籽西瓜育种技术,常规育种,已完成,区域试验,田间试验,浙江省农科院,浙江大学,2023/4/15,2023/5/1,2024/5/1,2024/4/1,浙江田园科技有限公司,新品种审定申请,浙江田园科技有限公司,浙江省农业农村厅,https://www.zjny.gov.cn/,,,,,
MF737405,优质果蔬育种技术,常规育种,正在进行,第二阶段,示范试验,广西农业科学院,广西大学,2023/9/2,2023/10/1,2024/10/1,2024/9/1,广西良种育成有限公司,新品种审定申请,广西良种育成有限公司,广西壮族自治区农业农村厅,https://www.gxny.gov.cn/,,,,,
MF035586,水稻抗逆育种技术,转基因育种,正在进行,第一阶段,初步试验,湖北省农业科学院,武汉大学,2023/6/12,2023/7/1,2024/7/1,2024/6/1,湖北优种科技有限公司,新品种审定申请,湖北优种科技有限公司,湖北省农业农村厅,https://www.hbny.gov.cn/,,,,,
MF779985,果树品种改良技术,常规育种,已完成,第二阶段,区域试验,辽宁省农科院,沈阳农业大学,2023/8/5,2023/9/1,2024/9/1,2024/8/1,辽宁果树育成有限公司,新品种审定申请,辽宁果树育成有限公司,辽宁省农业农村厅,https://www.lnny.gov.cn/,,,,,
MF658312,高营养豆类育种技术,转基因育种,正在进行,第一阶段,初步试验,贵州省农科院,贵州大学,2023/11/15,2023/12/1,2024/12/1,2024/11/1,贵州优质农作物有限公司,新品种审定申请,贵州优质农作物有限公司,贵州省农业农村厅,https://www.gzny.gov.cn/,,,,,
MF996253,高抗逆玉米育种技术,转基因育种,正在进行,第三阶段,大田试验,吉林省农科院,吉林农业大学,2023/12/1,2024/1/1,2025/1/1,2024/12/1,吉林省农业科技有限公司,新品种审定申请,吉林省农业科技有限公司,吉林省农业农村厅,https://www.jlny.gov.cn/,,,,,
MF030481,优质稻田育种技术,常规育种,已完成,第二阶段,田间试验,云南省农科院,云南大学,2023/7/20,2023/8/1,2024/8/1,2024/7/1,云南优品农业有限公司,新品种审定申请,云南优品农业有限公司,云南省农业农村厅,https://www.ynny.gov.cn/,,,,,
MF035562,高产油菜育种技术,常规育种,正在进行,第一阶段,初步试验,陕西省农科院,西北农林科技大学,2023/9/18,2023/10/1,2024/10/1,2024/9/1,陕西丰收农业有限公司,新品种审定申请,陕西丰收农业有限公司,陕西省农业农村厅,https://www.sxny.gov.cn/,,,,,
MF778092,抗盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,天津农科院,天津农业大学,2023/8/10,2023/9/1,2024/9/1,2024/8/1,天津三农科技有限公司,新品种审定申请,天津三农科技有限公司,天津市农业农村委员会,https://www.tianjin.gov.cn/zwgk/gsgg/,,,,,
MF996253,耐寒蔬菜育种技术,常规育种,已完成,第三阶段,大田试验,吉林省农科院,吉林农业大学,2023/9/15,2023/10/1,2024/10/1,2024/9/15,吉林绿色农业科技有限公司,新品种审定申请,吉林绿色农业科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/zwgk/tzgg/,,,,,
MF635142,抗虫高粱育种技术,转基因育种,正在进行,第二阶段,区域试验,安徽省农科院,安徽农业大学,2023/10/12,2023/11/1,2024/11/1,2024/10/5,安徽省农业科技公司,新品种审定申请,安徽省农业科技公司,安徽省农业农村厅,https://www.ah.gov.cn/zhengce/,,,,,
MF030481,优质茶树育种技术,常规育种,已完成,第一阶段,大田试验,福建省农科院,福建农业大学,2023/10/20,2023/11/10,2024/11/10,2024/10/20,福建茗香科技有限公司,新品种审定申请,福建茗香科技有限公司,福建省农业农村厅,https://www.fujian.gov.cn/zfxxgk/,,,,,
MF035562,高纤维香蕉育种技术,常规育种,正在进行,第二阶段,区域试验,云南省农科院,云南农业大学,2023/11/1,2023/11/15,2024/11/15,2024/11/1,云南水果科技有限公司,新品种审定申请,云南水果科技有限公司,云南省农业农村厅,https://www.yn.gov.cn/zhengwu/,,,,,
MF778092,高营养豆类育种技术,常规育种,已完成,第三阶段,大田试验,辽宁省农科院,辽宁农业大学,2023/11/5,2023/11/20,2024/11/20,2024/11/10,辽宁绿色科技有限公司,新品种审定申请,辽宁绿色科技有限公司,辽宁省农业农村厅,https://www.ln.gov.cn/tzgg/,,,,,
MF996253,抗逆高粱育种技术,转基因育种,正在进行,第一阶段,初步试验,宁夏农科院,宁夏农业大学,2023/11/15,2023/12/1,2024/12/1,2024/11/20,宁夏农产科技有限公司,新品种审定申请,宁夏农产科技有限公司,宁夏回族自治区农牧厅,https://www.nx.gov.cn/zhengwu/,,,,,
MF030490,抗寒苹果育种技术,常规育种,已完成,第二阶段,区域试验,四川省农科院,四川农业大学,2023/11/20,2023/12/10,2024/12/10,2024/12/1,四川果树科技有限公司,新品种审定申请,四川果树科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/zhengce/,,,,,
MF737405,高甜度番茄育种技术,转基因育种,正在进行,第三阶段,大田试验,海南省农科院,海南农业大学,2023/11/25,2023/12/15,2024/12/15,2024/12/10,海南热带农业科技有限公司,新品种审定申请,海南热带农业科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn/zwgk/,,,,,
MF035586,高效光合作用水稻育种技术,常规育种,正在进行,第一阶段,实验室试验,湖北省农业科学院,华中农业大学,2023/8/15,2023/9/1,2024/9/1,2024/8/1,湖北良种科技有限公司,新品种审定申请,湖北良种科技有限公司,湖北省农业农村厅,https://www.hbagri.gov.cn,,,,,
MF779985,抗旱红薯育种技术,转基因育种,已完成,第三阶段,大田试验,广西壮族自治区农科院,广西大学,2023/10/1,2023/10/15,2024/10/15,2024/9/15,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西壮族自治区农业厅,https://www.gxagri.gov.cn,,,,,
MF658312,多抗苹果育种技术,常规育种,正在进行,第一阶段,实验室试验,甘肃省农科院,甘肃农业大学,2023/11/1,2023/11/15,2024/11/15,2024/10/15,甘肃良种科技有限公司,新品种审定申请,甘肃良种科技有限公司,甘肃省农业部门,https://www.gsagri.gov.cn,,,,,
MF030481,抗虫芹菜育种技术,转基因育种,已完成,第三阶段,区域试验,陕西省农业科学院,西北农林科技大学,2023/6/12,2023/7/1,2024/7/1,2024/6/1,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.shaanxiagri.gov.cn,,,,,
MF035562,低温耐寒小麦育种技术,常规育种,正在进行,第一阶段,初步试验,内蒙古自治区农科院,内蒙古农业大学,2023/5/5,2023/5/20,2024/5/20,2024/4/20,内蒙良种科技有限公司,新品种审定申请,内蒙良种科技有限公司,内蒙古农业农村厅,https://www.nmgagri.gov.cn,,,,,
MF778092,抗盐碱水稻育种技术,转基因育种,已完成,第二阶段,区域试验,新疆维吾尔自治区农科院,新疆农业大学,2023/9/20,2023/9/30,2024/9/30,2024/8/30,新疆良种科技有限公司,新品种审定申请,新疆良种科技有限公司,新疆维吾尔自治区农业厅,https://www.xjagri.gov.cn,,,,,
MF996253,耐寒大白菜育种技术,常规育种,正在进行,第一阶段,实验室试验,吉林省农科院,吉林农业大学,2023/4/20,2023/5/5,2024/5/5,2024/4/5,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jl-agri.gov.cn,,,,,
MF635142,高固醇橄榄育种技术,转基因育种,已完成,第二阶段,区域试验,海南省农科院,海南大学,2023/9/15,2023/9/25,2024/9/25,2024/8/25,海南良种科技有限公司,新品种审定申请,海南良种科技有限公司,海南省农业农村厅,https://www.hainanagri.gov.cn,,,,,
MF030481,多抗水果番茄育种技术,常规育种,正在进行,第一阶段,实验室试验,云南省农科院,云南农业大学,2023/2/20,2023/3/1,2024/3/1,2024/2/1,云南良种科技有限公司,新品种审定申请,云南良种科技有限公司,云南省农业农村厅,https://www.ynagri.gov.cn,,,,,
MF035562,耐盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,吉林省农业科学院,吉林农业大学,2023/3/15,2023/4/10,2024/4/10,2024/3/1,吉林世禾生物科技有限公司,新品种审定申请,吉林世禾生物科技有限公司,吉林省农业农村厅,http://www.jlgov.gov.cn/,,,,,
MF778092,高钙青菜育种技术,常规育种,已完成,第二阶段,区域试验,福建省农科院,福建农业大学,2023/5/5,2023/6/1,2024/6/1,2024/5/15,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,http://www.fj.gov.cn/,,,,,
MF996253,超级黄瓜育种技术,常规育种,正在进行,第一阶段,初步试验,浙江省农科院,浙江农业大学,2023/6/30,2023/7/15,2024/7/15,2024/6/1,浙江良种科技有限公司,新品种审定申请,浙江良种科技有限公司,浙江省农业农村厅,http://www.zj.gov.cn/,,,,,
MF030490,红色西红柿育种技术,转基因育种,已完成,第三阶段,大田试验,湖北省农科院,湖北农业大学,2023/8/10,2023/9/1,2024/9/1,2024/8/1,湖北良种科技有限公司,新品种审定申请,湖北良种科技有限公司,湖北省农业农村厅,http://www.hubei.gov.cn/,,,,,
MF737405,高抗逆荔枝育种技术,常规育种,正在进行,第二阶段,区域试验,云南省农科院,云南农业大学,2023/9/15,2023/10/1,2024/10/1,2024/9/20,云南良种科技有限公司,新品种审定申请,云南良种科技有限公司,云南省农业农村厅,http://www.yn.gov.cn/,,,,,
MF035586,高营养含量玉米育种技术,转基因育种,已完成,第三阶段,大田试验,湖南省农科院,湖南农业大学,2023/4/18,2023/5/15,2024/5/15,2024/4/30,湖南良种科技有限公司,新品种审定申请,湖南良种科技有限公司,湖南省农业农村厅,http://www.hunan.gov.cn/,,,,,
MF779985,冷耐性草莓育种技术,常规育种,正在进行,第一阶段,初步试验,辽宁省农科院,辽宁农业大学,2023/2/20,2023/3/10,2024/3/10,2024/2/15,辽宁良种科技有限公司,新品种审定申请,辽宁良种科技有限公司,辽宁省农业农村厅,http://www.ln.gov.cn/,,,,,
MF658312,抗虫梨树育种技术,转基因育种,已完成,第二阶段,区域试验,宁夏农科院,宁夏农业大学,2023/1/5,2023/2/1,2024/2/1,2024/1/20,宁夏良种科技有限公司,新品种审定申请,宁夏良种科技有限公司,宁夏省农业农村厅,http://www.nx.gov.cn/,,,,,
MF996253,高糖瓜果育种技术,常规育种,正在进行,第一阶段,初步试验,甘肃省农科院,甘肃农业大学,2023/3/25,2023/4/15,2024/4/15,2024/3/5,甘肃良种科技有限公司,新品种审定申请,甘肃良种科技有限公司,甘肃省农业农村厅,http://www.gs.gov.cn/,,,,,
MF996253,抗盐碱水稻育种技术,常规育种,正在进行,第一阶段,初步试验,辽宁省农科院,沈阳农业大学,2023/2/20,2023/3/1,2024/3/1,2024/2/15,辽宁良种科技有限公司,新品种审定申请,辽宁良种科技有限公司,辽宁省农业农村厅,https://www.lnzw.gov.cn/,,,,,
MF996253,抗逆小麦育种技术,转基因育种,已完成,第三阶段,区域试验,河南省农科院,郑州大学,2023/6/12,2023/7/1,2024/7/1,2024/6/1,河南优种科技有限公司,新品种审定申请,河南优种科技有限公司,河南省农业农村厅,https://www.henan.gov.cn/,,,,,
MF996253,耐病苹果育种技术,常规育种,正在进行,第一阶段,初步试验,新疆农科院,新疆农业大学,2023/7/10,2023/8/1,2024/8/1,2024/7/1,新疆绿色果业有限公司,新品种审定申请,新疆绿色果业有限公司,新疆维吾尔自治区农业农村厅,https://www.xjagri.gov.cn/,,,,,
MF779985,高产豆类育种技术,转基因育种,已完成,第二阶段,大田试验,四川省农科院,四川农业大学,2023/4/15,2023/5/1,2024/5/1,2024/4/20,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.scagri.gov.cn/,,,,,
MF779985,适应性番茄育种技术,常规育种,正在进行,第一阶段,初步试验,天津市农科院,天津农业大学,2023/3/15,2023/4/20,2024/4/20,2024/3/10,天津农业科技有限公司,新品种审定申请,天津农业科技有限公司,天津市农业农村厅,https://www.tjagri.gov.cn/,,,,,
MF778092,环保型油菜育种技术,转基因育种,已完成,第二阶段,区域试验,浙江省农科院,浙江农业大学,2023/8/5,2023/9/1,2024/9/1,2024/8/15,浙江优质种子有限公司,新品种审定申请,浙江优质种子有限公司,浙江省农业农村厅,https://www.zjagri.gov.cn/,,,,,
MF778092,高糖甜菜育种技术,常规育种,正在进行,第一阶段,初步试验,福建省农科院,福建农林大学,2023/9/20,2023/10/1,2024/10/1,2024/9/5,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,https://www.fjagri.gov.cn/,,,,,
MF778092,高抗病草莓育种技术,转基因育种,已完成,第二阶段,大田试验,广西省农科院,广西农业大学,2023/10/10,2023/11/1,2024/11/1,2024/10/15,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西壮族自治区农业农村厅,https://www.gxagri.gov.cn/,,,,,
MF778092,高产营养谷物育种技术,常规育种,正在进行,第一阶段,初步试验,内蒙古农科院,内蒙古农业大学,2023/10/5,2023/10/15,2024/10/15,2024/9/30,内蒙古良种科技有限公司,新品种审定申请,内蒙古良种科技有限公司,内蒙古自治区农业农村厅,https://www.nmggov.gov.cn/,,,,,
MF737405,太阳能活性植物育种技术,常规育种,正在进行,第一阶段,初步试验,四川省农业科学院,西南科技大学,2023/6/15,2023/7/1,2024/7/1,2024/6/1,四川阳光农业科技有限公司,新品种审定申请,四川阳光农业科技有限公司,四川省农业农村厅,https://www.scagri.gov.cn,,,,,
MF737405,高粱抗旱育种技术,转基因育种,已完成,第二阶段,阶段试验,辽宁省农科院,沈阳农业大学,2023/8/20,2023/9/1,2024/9/1,2024/8/1,辽宁丰源农业科技有限公司,新品种审定申请,辽宁丰源农业科技有限公司,辽宁省农业农村厅,https://www.ln.gov.cn/agriculture,,,,,
MF658312,抗虫型红薯育种技术,转基因育种,正在进行,第一阶段,初步试验,甘肃省农科院,甘肃农业大学,2023/6/30,2023/7/15,2024/7/15,2024/6/15,甘肃红薯科技有限公司,新品种审定申请,甘肃红薯科技有限公司,甘肃省农业农村厅,https://www.gsagri.gov.cn,,,,,
MF658312,高蛋白大豆育种技术,常规育种,已完成,第三阶段,大田试验,湖北省农科院,武汉大学,2023/4/5,2023/5/1,2024/5/1,2024/4/1,湖北良种科技有限公司,新品种审定申请,湖北良种科技有限公司,湖北省农业农村厅,https://www.hb.gov.cn/agriculture,,,,,
MF635142,营养强化玉米育种技术,转基因育种,正在进行,第一阶段,初步试验,重庆市农科院,重庆大学,2023/9/15,2023/10/1,2024/10/1,2024/9/15,重庆优质农业科技有限公司,新品种审定申请,重庆优质农业科技有限公司,重庆市农业农村厅,https://www.cq.gov.cn/agriculture,,,,,
MF030481,抗热稻谷育种技术,常规育种,正在进行,第二阶段,区域试验,福建省农科院,福建农业大学,2023/6/10,2023/7/1,2024/7/1,2024/6/20,福建优良种子有限公司,新品种审定申请,福建优良种子有限公司,福建省农业农村厅,https://www.fj.gov.cn/agriculture,,,,,
MF035562,优质马铃薯育种技术,常规育种,已完成,第三阶段,大田试验,云南省农科院,云南农业大学,2023/1/20,2023/2/1,2024/2/1,2024/1/25,云南良种科学有限公司,新品种审定申请,云南良种科学有限公司,云南省农业农村厅,https://www.yn.gov.cn/agriculture,,,,,
MF778092,低碳饲料育种技术,转基因育种,正在进行,第一阶段,初步试验,浙江省农科院,浙江大学,2023/8/1,2023/8/15,2024/8/15,2024/7/15,浙江绿色科技有限公司,新品种审定申请,浙江绿色科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/agriculture,,,,,
MF996253,耐盐系植物育种技术,常规育种,已完成,第三阶段,区域试验,黑龙江省农科院,黑龙江大学,2023/7/10,2023/8/1,2024/8/1,2024/7/1,黑龙江农业科技有限公司,新品种审定申请,黑龙江农业科技有限公司,黑龙江省农业农村厅,https://www.hlj.gov.cn/agriculture,,,,,
MF635142,抗倒伏水稻育种技术,常规育种,正在进行,第一阶段,初步试验,湖南省农科院,湖南农业大学,2023/10/10,2023/11/1,2024/11/1,2024/10/1,湖南良种科技有限公司,新品种审定申请,湖南良种科技有限公司,湖南省农业农村厅,https://www.hunan.gov.cn/yangong/,,,,,
MF030481,耐盐水稻育种技术,转基因育种,已完成,第二阶段,区域试验,新疆农业科学院,新疆农业大学,2023/11/15,2023/12/1,2024/12/1,2024/11/15,新疆良种科技有限公司,新品种审定申请,新疆良种科技有限公司,新疆维吾尔自治区农业农村厅,https://www.xinjiang.gov.cn/,,,,,
MF035562,高质豆蔻育种技术,常规育种,正在进行,第三阶段,大田试验,四川省农科院,四川农业大学,2023/9/20,2023/10/1,2024/10/1,2024/9/15,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/,,,,,
MF778092,优质水果育种技术,常规育种,已经完成,第二阶段,区域试验,浙江省农科院,浙江农业大学,2023/12/1,2024/1/1,2025/1/1,2024/12/1,浙江良种科技有限公司,新品种审定申请,浙江良种科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/,,,,,
MF996253,高效饲料玉米育种技术,转基因育种,正在进行,第一阶段,初步试验,福建省农科院,福建农业大学,2023/6/12,2023/7/1,2024/7/1,2024/6/1,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,https://www.fujian.gov.cn/,,,,,
MF030490,生态玉米育种技术,常规育种,正在进行,第三阶段,大田试验,陕西省农科院,陕西农业大学,2023/5/5,2023/5/15,2024/5/15,2024/4/10,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.shaannxi.gov.cn/,,,,,
MF737405,免疫水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,云南省农科院,云南农业大学,2023/4/22,2023/5/1,2024/5/1,2024/4/15,云南良种科技有限公司,新品种审定申请,云南良种科技有限公司,云南省农业农村厅,https://www.yn.gov.cn/,,,,,
MF035586,抗氧化甜菜育种技术,常规育种,已完成,第二阶段,区域试验,甘肃省农业科学院,甘肃农业大学,2023/8/20,2023/9/1,2024/9/1,2024/8/20,甘肃良种科技有限公司,新品种审定申请,甘肃良种科技有限公司,甘肃省农业农村厅,https://www.gansu.gov.cn/,,,,,
MF779985,耐热蔬菜育种技术,转基因育种,正在进行,第一阶段,初步试验,广西农业科学院,广西大学,2023/6/30,2023/7/15,2024/7/15,2024/6/30,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西壮族自治区农业农村厅,https://www.guangxi.gov.cn/,,,,,
MF658312,抗盐水稻育种技术,常规育种,正在进行,第一阶段,初步试验,广东省农业科学研究院,华南农业大学,2023/10/10,2023/11/1,2024/11/1,2024/10/1,广东新禾生物科技有限公司,新品种审定申请,广东新禾生物科技有限公司,广东省农业农村厅,https://www.gdnc.gov.cn/,,,,,
MF030481,抗霜冻玉米育种技术,转基因育种,已完成,第二阶段,大田试验,吉林省农科院,吉林农业大学,2023/9/15,2023/9/25,2024/9/25,2024/8/15,北京金禾生物科技有限公司,新品种审定申请,北京金禾生物科技有限公司,吉林省农业农村厅,https://www.jlnc.gov.cn/,,,,,
MF035562,抗虫红薯育种技术,常规育种,正在进行,第三阶段,区域试验,湖南省农业科学院,湖南农业大学,2023/7/10,2023/8/5,2024/8/5,2024/7/1,湖南良种科技有限公司,新品种审定申请,湖南良种科技有限公司,湖南省农业农村厅,https://www.hnnc.gov.cn/,,,,,
MF778092,气候适应型小麦育种技术,转基因育种,正在进行,第一阶段,初步试验,陕西省农科院,西北农林科技大学,2023/11/20,2023/12/1,2024/12/1,2024/11/1,陕西新华生物科技有限公司,新品种审定申请,陕西新华生物科技有限公司,陕西省农业农村厅,https://www.sxnc.gov.cn/,,,,,
MF996253,抗病草莓育种技术,转基因育种,已完成,第二阶段,大田试验,浙江省农科院,浙江大学,2023/8/30,2023/9/15,2024/9/15,2024/8/1,浙江果品科技有限公司,新品种审定申请,浙江果品科技有限公司,浙江省农业农村厅,https://www.zjnc.gov.cn/,,,,,
MF635142,高抗逆性棉花育种技术,常规育种,正在进行,第三阶段,区域试验,四川省农科院,四川农业大学,2023/6/15,2023/6/20,2024/6/20,2024/5/15,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.scnc.gov.cn/,,,,,
MF030481,高抗旱大豆育种技术,转基因育种,已完成,第二阶段,大田试验,陕西省农业科学院,西北农林科技大学,2023/9/10,2023/9/30,2024/9/30,2024/8/20,陕西博大生物科技有限公司,新品种审定申请,陕西博大生物科技有限公司,陕西省农业农村厅,https://www.sxnc.gov.cn/,,,,,
MF035562,抗疫草坪草育种技术,常规育种,正在进行,第一阶段,初步试验,江苏省农业科学院,南京农业大学,2023/12/1,2023/12/10,2024/12/10,2024/11/1,江苏乐草生物科技有限公司,新品种审定申请,江苏乐草生物科技有限公司,江苏省农业农村厅,https://www.jssw.gov.cn/,,,,,
MF778092,超级高产油菜育种技术,常规育种,正在进行,第一阶段,初步试验,湖北省农业科学院,华中农业大学,2023/8/20,2023/9/5,2024/9/5,2024/7/20,湖北丰收生物科技有限公司,新品种审定申请,湖北丰收生物科技有限公司,湖北省农业农村厅,https://www.hbnc.gov.cn/,,,,,
MF996253,超级高产油菜育种技术,常规育种,正在进行,第一阶段,初步试验,湖北省农业科学院,华中农业大学,2023/8/20,2023/9/5,2024/9/5,2024/7/20,湖北丰收生物科技有限公司,新品种审定申请,湖北丰收生物科技有限公司,湖北省农业农村厅,https://www.hbnc.gov.cn/,,,,,
MF030490,耐盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,浙江省农业科学院,浙江农林大学,2023/2/10,2023/3/1,2024/3/1,2024/2/1,浙江智源生物科技有限公司,新品种审定申请,浙江智源生物科技有限公司,浙江省农业农村厅,https://www.zjny.gov.cn,,,,,
MF737405,优质高粱育种技术,常规育种,已完成,第二阶段,区域试验,云南省农科院,云南农业大学,2023/3/15,2023/4/15,2024/4/15,2024/3/15,云南金禾种业有限公司,新品种审定申请,云南金禾种业有限公司,云南省农业农村厅,https://www.ynny.gov.cn,,,,,
MF035586,抗逆向荷兰豆育种技术,转基因育种,正在进行,第三阶段,大田试验,四川省农科院,四川农业大学,2023/4/20,2023/5/1,2024/5/1,2024/4/20,四川万科良种开发有限公司,新品种审定申请,四川万科良种开发有限公司,四川省农业农村厅,https://www.scny.gov.cn,,,,,
MF779985,富硒小麦育种技术,常规育种,已完成,第二阶段,区域试验,陕西省农业科学院,西北农林科技大学,2023/5/10,2023/6/1,2024/6/1,2024/5/10,陕西金丰种业有限公司,新品种审定申请,陕西金丰种业有限公司,陕西省农业农村厅,https://www.shaanxi.gov.cn,,,,,
MF658312,高抗紫斑病水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,福建省农业科学院,福建农林大学,2023/6/12,2023/7/1,2024/7/1,2024/6/1,福建瑞发生物技术有限公司,新品种审定申请,福建瑞发生物技术有限公司,福建省农业农村厅,https://www.fujian.gov.cn,,,,,
MF996253,多抗苹果育种技术,常规育种,正在进行,第三阶段,大田试验,辽宁省农科院,东北农业大学,2023/7/22,2023/8/1,2024/8/1,2024/7/15,辽宁晨光种业有限公司,新品种审定申请,辽宁晨光种业有限公司,辽宁省农业农村厅,https://www.ln.gov.cn,,,,,
MF030481,优质花生育种技术,常规育种,已完成,第二阶段,区域试验,海南省农科院,海南大学,2023/8/30,2023/9/15,2024/9/15,2024/8/30,海南优特种子科技有限公司,新品种审定申请,海南优特种子科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn,,,,,
MF035562,高产辣椒育种技术,常规育种,正在进行,第一阶段,初步试验,广西省农科院,广西大学,2023/9/10,2023/10/1,2024/10/1,2024/9/10,广西丰源种业有限公司,新品种审定申请,广西丰源种业有限公司,广西省农业农村厅,https://www.gx.gov.cn,,,,,
MF778092,抗旱棉花育种技术,转基因育种,已完成,第二阶段,区域试验,吉林省农科院,东北农业大学,2023/10/5,2023/11/1,2024/11/1,2024/10/5,吉林丰收种子有限公司,新品种审定申请,吉林丰收种子有限公司,吉林省农业农村厅,https://www.jl.gov.cn,,,,,
MF996253,抗盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,广西省农业科学院,广西大学,2023/10/10,2023/11/1,2024/11/1,2024/10/15,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西省农业农村厅,https://www.gxagri.gov.cn/,,,,,
MF635142,抗病玉米育种技术,常规育种,已完成,第二阶段,区域试验,陕西省农科院,西北农林科技大学,2023/3/5,2023/4/1,2024/4/1,2024/3/20,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.shaanxiagri.gov.cn/,,,,,
MF030481,高效抗虫红薯育种技术,常规育种,正在进行,第一阶段,初步试验,福建省农业科学院,福建农林大学,2023/6/15,2023/7/1,2024/7/1,2024/6/1,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,https://www.fjagri.gov.cn/,,,,,
MF035562,抗旱小麦育种技术,转基因育种,正在进行,第三阶段,大田试验,河北省农科院,河北农业大学,2023/8/5,2023/9/1,2024/9/1,2024/8/15,河北良种科技有限公司,新品种审定申请,河北良种科技有限公司,河北省农业农村厅,https://www.hebeiagri.gov.cn/,,,,,
MF778092,黄籽大豆育种技术,常规育种,已完成,第二阶段,区域试验,内蒙古农业科学院,内蒙古大学,2023/9/12,2023/10/1,2024/10/1,2024/9/10,内蒙古良种科技有限公司,新品种审定申请,内蒙古良种科技有限公司,内蒙古自治区农业农村厅,https://www.nmgagri.gov.cn/,,,,,
MF996253,高产抗病红薯育种技术,转基因育种,正在进行,第三阶段,大田试验,云南省农科院,云南农业大学,2023/10/1,2023/11/1,2024/11/1,2024/10/1,云南良种科技有限公司,新品种审定申请,云南良种科技有限公司,云南省农业农村厅,https://www.ynagri.gov.cn/,,,,,
MF030490,抗病高粱育种技术,常规育种,已完成,第二阶段,区域试验,山西省农科院,山西农业大学,2023/9/25,2023/10/15,2024/10/15,2024/9/20,山西良种科技有限公司,新品种审定申请,山西良种科技有限公司,山西省农业农村厅,https://www.shanxiagri.gov.cn/,,,,,
MF737405,高产转基因棉花育种技术,转基因育种,正在进行,第一阶段,初步试验,贵州省农科院,贵州大学,2023/4/20,2023/5/1,2024/5/1,2024/4/20,贵州良种科技有限公司,新品种审定申请,贵州良种科技有限公司,贵州省农业农村厅,https://www.gzagri.gov.cn/,,,,,
MF035586,抗寒果树育种技术,常规育种,已完成,第二阶段,区域试验,黑龙江省农科院,黑龙江大学,2023/5/15,2023/6/1,2024/6/1,2024/5/20,黑龙江良种科技有限公司,新品种审定申请,黑龙江良种科技有限公司,黑龙江省农业农村厅,https://www.hljsagri.gov.cn/,,,,,
MF779985,低氮高产玉米育种技术,常规育种,正在进行,第一阶段,初步试验,河北省农科院,河北农业大学,2023/2/18,2023/3/1,2024/3/1,2024/2/1,河北优良种子科技有限公司,新品种审定申请,河北优良种子科技有限公司,河北省农业农村厅,https://www.heegr.gov.cn/,,,,,
MF658312,抗逆性马铃薯育种技术,转基因育种,已完成,第二阶段,区域试验,陕西省农科院,西北农林科技大学,2023/4/8,2023/5/1,2024/5/1,2024/4/1,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.shaanxi.gov.cn/,,,,,
MF030481,抗盐碱水稻育种技术,转基因育种,正在进行,第三阶段,大田试验,新疆农科院,新疆农业大学,2023/5/15,2023/6/15,2024/6/15,2024/5/5,新疆良种科技有限公司,新品种审定申请,新疆良种科技有限公司,新疆维吾尔自治区农业厅,https://www.xjagri.gov.cn/,,,,,
