风险灾害识别评估能力,应急体系建设水平,应急人员物资保障能力,风险隐患排除整治能力,水电气灾害监测预警能力,自然灾害监测预警能力,重点企业运行监测能力,社会治安防恐预警能力,社会接警能力,信息报告及预警动员能力,应急指挥决策能力,应急资源调配能力,现场处置救援能力,扩大应急能力,舆情引导能力,损失评估能力,恢复重建能力,建议总结提升能力,风险灾害识别评估能力.1,采集来源,来源链接,采集时间,备注【疑问汇总】
83,80,76,71,91,86,82,72,85,81,77,79,80,74,76,78,79,81,科研设计分析,内蒙古自治区应急管理厅,https://www.nmg.gov.cn/,,
77,75,70,66,84,81,75,69,79,73,71,73,75,71,69,74,72,73,地方安全治理,重庆市应急管理局,https://www.cq.gov.cn/,,
82,76,75,68,86,82,74,68,82,77,74,70,78,72,70,76,74,78,公益调查,河南省应急管理厅,https://www.henan.gov.cn/,,
80,79,73,67,89,87,76,70,81,75,73,71,79,74,72,75,77,76,国家安全报告,陕西省应急管理厅,https://www.shaanxi.gov.cn/,,
84,81,78,72,90,89,79,72,83,80,78,77,82,75,73,76,80,82,社会调查分析,广西壮族自治区应急管理厅,https://www.gx.gov.cn/,,
82,84,76,73,91,90,81,72,83,79,78,77,81,74,76,75,80,78,全国评估,国家应急管理部,https://www.mem.gov.cn,,
79,77,74,66,84,83,77,70,81,76,75,72,78,71,74,72,73,75,地方分析,湖南省应急管理厅,https://www.hunan.gov.cn,,
81,80,75,70,89,87,82,74,84,77,76,75,79,73,75,74,77,79,行业趋势,中国安全生产协会,http://www.cspa.org.cn,,
76,73,69,64,81,80,73,67,75,71,72,69,74,68,69,71,73,70,研发成果,科技日报,https://www.stdaily.com,,
85,83,79,78,90,89,84,76,88,82,80,81,82,75,77,80,79,82,国际评估,国际应急管理委员会,https://www.iem.org,,
72,70,66,60,78,76,71,62,70,67,65,63,68,64,66,65,69,64,风险研究,安全生产研究所,http://www.spresearch.org.cn,,
78,75,74,62,83,81,75,65,77,72,70,69,71,66,71,72,74,73,地方统计,各地应急管理部门,https://www.gov.cn,,
88,86,80,77,93,90,89,80,87,84,83,79,85,78,79,81,83,80,技术评估,清华大学安全评估中心,https://www.tsinghua.edu.cn,,
74,72,70,64,80,76,71,63,74,69,68,65,70,66,67,68,71,69,社区评估,城市安全协调会,https://www.usc.org.cn,,
90,85,78,73,92,89,82,75,88,83,77,80,85,79,76,80,82,84,行业趋势,国家应急管理局,https://www.mem.gov.cn/,,
80,76,72,66,86,84,77,70,81,74,72,71,78,73,68,71,73,75,综合评估,地方政府报告,https://www.gov.cn/,,
87,82,76,71,90,86,79,74,86,80,75,74,80,77,73,76,78,79,评估案例,北京应急管理局,https://emergency.beijing.gov.cn/,,
88,81,74,69,91,87,80,71,84,78,74,73,79,75,72,75,79,82,系统分析,学术期刊,https://www.jstor.org/,,
85,78,73,67,88,89,75,69,77,72,70,76,74,73,71,74,77,80,网络研讨,应急管理大学,https://www.uem.edu.cn/,,
82,79,77,71,89,84,78,70,83,79,71,74,76,72,69,71,75,73,政策分析,社会研究院,https://www.ssrn.com/,,
84,83,75,68,86,90,81,74,80,77,82,78,81,76,73,79,81,84,大数据分析,全国灾害应急论坛,https://www.disasterforum.cn/,,
89,87,80,75,93,88,84,77,85,82,78,81,82,80,76,81,84,85,实践评估,国际应急管理协会,https://www.iema.org/,,
83,79,73,70,88,86,75,72,84,78,76,79,75,78,71,79,80,82,随访调查,全国安全生产监督管理局,https://www.chinasafety.gov.cn/,,
82,83,79,75,91,86,81,74,88,82,78,80,85,78,76,80,83,79,区域分析,应急管理部门,https://www.mea.gov.cn,,
77,76,71,66,84,81,73,67,79,74,72,71,70,73,68,71,72,74,研究总结,地方应急管理局,https://www.city.gov.cn/emergency,,
84,81,78,72,89,84,79,71,86,78,80,75,83,75,77,79,77,79,行业指导,国家应急管理单位,https://www.nema.gov.cn,,
79,73,65,64,82,80,72,69,77,68,70,65,71,67,75,70,74,72,风险调查,城市管理局,https://www.citymanagement.gov.cn,,
86,88,85,82,92,89,84,80,89,83,81,85,88,84,82,80,86,81,灾害准备,国际应急管理论坛,https://www.iemf.org,,
75,77,69,63,80,78,76,65,75,74,69,70,68,64,66,70,73,71,政策分析,国资委,https://www.sasac.gov.cn,,
90,87,83,78,94,90,85,75,91,89,84,82,88,86,80,82,87,85,经验分析,全国应急学会,https://www.nationalemca.org,,
81,82,79,73,88,85,82,70,83,80,78,76,84,72,74,75,79,77,安全资讯,政策研究中心,https://www.policyresearch.gov.cn,,
88,85,81,76,92,88,83,78,89,85,82,78,87,81,80,83,80,84,国际研究,联合国灾害减少办公室,https://www.unisdr.org,,
92,85,80,78,95,90,84,75,88,82,80,85,83,79,76,80,82,78,对策研究,国防科技大学,https://www.nudt.edu.cn,,
88,82,76,71,89,91,81,72,86,81,78,79,77,74,75,78,81,79,典型案例,中国地震局,https://www.csi.ac.cn,,
83,79,71,69,85,84,77,68,82,74,72,75,73,70,72,74,76,73,灾后评估,高校科研成果,https://www.moe.gov.cn,,
87,83,78,74,92,89,80,73,83,79,76,82,78,75,74,76,78,80,突发事件总结,中国安全生产协会,https://www.chinasafety.gov.cn,,
86,81,75,70,91,90,79,69,85,77,74,76,75,72,73,74,77,78,社区应急体系,地方政府,https://www.gov.cn,,
90,88,81,77,94,93,82,76,87,83,81,84,80,78,77,79,81,84,行业研究,北京应急管理局,https://www.beijing.gov.cn,,
84,76,73,68,88,85,74,70,80,72,68,74,75,69,70,71,73,70,地方发展,商业调查报告,https://www.researchgate.net,,
89,80,78,75,93,86,81,74,88,82,79,81,79,76,74,77,80,82,应急知识库,安全局,https://www.safetyrisk.org,,
85,83,74,72,90,87,79,73,86,78,75,73,77,71,75,75,78,79,灾害防控,全国安全生产管理标准化委员会,https://www.chinassbm.com,,
82,81,77,72,88,90,82,73,86,79,74,80,83,78,75,80,81,82,区域分析,国家应急管理局,https://www.mem.gov.cn/,,
76,73,68,64,83,80,75,65,78,72,69,65,71,70,68,70,73,74,年度评估,地方应急管理局,https://www.example.gov.cn/,,
84,83,79,75,91,87,85,77,84,82,80,82,78,77,76,81,83,79,行业动态,科技部,https://www.most.gov.cn/,,
79,76,71,66,86,84,73,68,80,75,71,70,74,73,71,72,75,76,专项报告,民政部,https://www.mca.gov.cn/,,
88,87,84,82,93,89,86,80,88,85,84,83,79,78,77,80,84,82,案例研究,国家统计局,https://www.stats.gov.cn/,,
72,69,67,63,80,81,69,66,75,68,66,64,67,65,65,66,70,74,安全评估,职业安全健康管理局,https://www.osh.gov.cn/,,
77,79,72,68,85,83,80,69,79,74,72,73,75,71,70,73,76,78,公共安全报告,环境保护部,https://www.mee.gov.cn/,,
81,80,78,74,88,86,84,71,83,80,75,80,77,75,74,76,78,79,地方案例,市政府,https://www.city.gov.cn/,,
78,74,69,67,81,82,70,65,76,71,68,66,70,66,67,69,72,73,应急会议记录,安全生产监管局,https://www.safety.gov.cn/,,
82,79,74,73,88,90,81,76,84,78,76,80,79,75,72,74,81,78,行业报告,应急管理部,https://www.moj.gov.cn,,
79,76,71,67,86,83,74,70,82,74,71,73,77,70,71,69,73,72,技术分析,北京市应急管理局,https://www.beijing.gov.cn,,
84,81,78,75,91,89,82,72,85,81,77,75,80,74,75,76,83,80,行业动态,国家应急管理部,https://www.mem.gov.cn,,
77,74,65,64,84,79,73,66,79,71,69,70,72,65,68,70,71,73,学术论文,南方报业,https://www.southcn.com,,
81,77,73,70,89,87,76,71,83,79,74,72,75,78,76,74,80,75,行业报告,公共安全部,https://www.publicsecurity.gov.cn,,
80,78,72,65,86,84,77,69,81,76,75,73,73,70,69,71,75,74,技术分析,中国科学院,https://www.cas.cn,,
83,82,76,78,92,88,81,74,86,82,80,77,78,76,73,78,82,79,行业动态,中国安全生产协会,https://www.csp.org.cn,,
76,73,68,63,83,77,70,66,78,70,65,69,71,66,68,65,68,67,学术论文,安全生产监管局,https://www.spb.gov.cn,,
75,72,70,62,85,80,72,64,75,71,66,68,69,65,67,66,70,72,行业报告,全国安全生产月,https://www.keepthefirst.com,,
89,83,80,77,92,90,81,75,88,84,79,81,83,78,75,80,82,85,行业发展分析,国家应急管理局,https://www.mem.gov.cn,,
82,79,76,72,86,84,77,70,81,78,74,75,78,73,72,74,76,78,区域安全调查,北京市应急管理局,https://www.beijing.gov.cn,,
76,74,69,65,81,79,73,66,75,70,68,69,71,67,66,70,73,75,社会调研,广东省应急管理厅,https://www.guangdong.gov.cn,,
84,81,75,69,88,86,79,72,83,77,76,74,80,70,73,75,78,80,国际交流,福建省应急管理局,https://www.fujian.gov.cn,,
87,84,79,74,90,88,82,73,86,81,78,80,84,73,76,78,80,83,稳定运行分析,浙江省应急管理厅,https://www.zhejiang.gov.cn,,
75,72,65,61,80,77,70,64,76,70,68,69,72,65,63,65,71,73,安全生产调研,重庆市应急管理局,https://www.cq.gov.cn,,
90,87,84,80,93,91,85,79,89,86,82,85,86,81,80,82,84,88,企业评估报告,国家统计局,https://www.stats.gov.cn,,
70,68,64,60,77,73,66,62,74,66,63,64,66,61,60,62,65,67,地方隐患治理,湖北省应急管理厅,https://www.hubei.gov.cn,,
76,74,71,66,82,81,75,69,78,71,70,72,74,68,66,70,73,76,风险评估报告,江苏省应急管理厅,https://www.jiangsu.gov.cn,,
86,83,77,73,92,90,82,75,88,81,76,80,84,79,78,80,82,84,综合评估,国家应急管理部门,https://www.mem.gov.cn,,
79,76,74,69,86,84,77,71,77,74,72,70,78,73,69,74,76,75,地方评估,某市应急管理局,https://www.city-emergency.gov.cn,,
83,81,79,71,88,89,80,74,86,79,74,77,80,75,72,76,78,80,行业最佳实践,科技日报,https://www.stdaily.com,,
82,79,76,70,91,87,81,72,84,77,75,74,79,78,75,78,81,79,应急演练,环境保护部,https://www.mee.gov.cn,,
88,84,80,74,93,91,83,73,89,82,79,76,83,80,77,82,85,81,科学研究,中国科学院,https://www.cas.cn,,
76,74,68,62,82,79,73,65,72,69,65,66,71,70,68,67,69,68,城市应急,地方应急指挥中心,https://www.local-emergency.gov.cn,,
85,82,78,76,89,88,80,72,83,75,72,74,78,76,75,74,78,76,城市动态,国际应急管理组织,https://www.international-emergency.org,,
90,89,85,80,94,92,87,80,90,85,82,81,88,83,80,82,84,83,全面评估,国家自然灾害救援部门,https://www.nrd.gov.cn,,
81,78,75,72,88,86,80,72,83,78,75,77,79,74,73,76,78,76,舆情管理,社会科学杂志,https://www.socialsciencejournal.cn,,
90,85,80,75,95,90,82,80,88,85,80,79,84,78,76,80,82,83,国家政策分析,国家应急管理局,https://www.mem.gov.cn,,
76,74,68,65,80,79,72,71,76,73,69,70,74,70,67,71,72,74,地方性调研,地方应急管理局,https://www.beijing.gov.cn,,
85,80,77,73,88,84,81,75,82,78,75,76,79,73,72,75,79,80,企业评估报告,中国安全生产协会,http://www.cspaa.org.cn,,
78,77,73,70,86,83,76,74,81,76,72,74,78,71,71,74,75,78,年度审计分析,国家统计局,http://www.stats.gov.cn,,
89,84,81,78,92,90,80,77,87,82,80,82,85,79,78,81,83,82,行业展览,国际应急管理协会,https://www.iema.org,,
81,79,74,66,84,81,73,68,77,73,75,72,74,69,70,72,74,75,地方调查,海南省应急管理局,http://www.hainan.gov.cn,,
83,81,78,75,89,86,78,72,83,80,76,77,80,76,74,78,82,80,周期性检查报告,工业和信息化部,http://www.miit.gov.cn,,
79,75,71,67,82,78,71,65,76,72,70,71,73,68,66,70,71,73,敏感数据分析,全国政协,http://www.cppcc.gov.cn,,
82,80,76,74,87,84,79,71,80,75,74,75,77,73,72,74,78,76,趋势分析报告,生态环境部,http://www.mee.gov.cn,,
79,82,74,67,86,90,77,72,81,78,74,76,80,73,75,70,78,79,全国调查,中国应急管理部,https://www.mem.gov.cn/,,
81,79,68,62,89,83,73,66,88,74,70,71,72,69,72,71,76,75,地方评估,云南省应急管理局,https://www.yn.gov.cn/,,
84,81,76,73,91,89,83,69,87,79,76,80,81,77,74,82,80,78,行业评估,国家安全生产监督管理局,http://www.chinasafety.gov.cn/,,
79,76,70,64,88,82,74,71,80,73,67,69,76,72,68,74,77,75,观测报告,财经新闻,https://www.caixin.com/,,
82,83,78,75,90,91,85,74,82,76,78,79,84,80,77,79,82,80,系统分析,国家气象局,http://www.cma.gov.cn/,,
76,71,66,60,83,78,68,63,70,67,65,66,64,63,62,61,68,66,社区调研,地方政府网站,https://www.gov.cn/,,
80,75,70,66,84,80,77,69,78,72,71,74,73,78,70,74,73,72,应急演练,北京应急管理局,https://www.bj.gov.cn/,,
87,84,80,77,92,88,82,75,89,81,79,82,86,83,78,80,81,84,专项调研,应急管理研究中心,http://www.eamr.org/,,
75,79,73,70,85,84,71,74,77,75,73,72,76,70,71,72,75,76,风险评估,行业协会,http://www.industryassociation.org/,,
82,77,74,71,88,80,76,66,83,79,74,75,78,73,75,76,78,80,地方政府报告,北京市应急管理局,https://www.bj.gov.cn/special/2019/04/05/charges/index.shtml,,
86,83,78,75,91,89,84,72,88,81,79,80,80,77,76,78,80,82,区域评估,自然灾害研究中心,https://www.ncrc.gov.cn/,,
81,80,76,72,89,86,82,73,80,77,76,74,81,75,74,75,76,79,数据分析报告,科技部,https://www.most.gov.cn/,,
76,73,69,65,84,82,72,70,78,72,71,70,73,71,68,70,72,75,行业观察,学术期刊,https://www.sciencedirect.com/,,
79,76,74,72,88,85,78,71,82,76,74,77,75,73,72,75,77,78,安全评估,国际组织,https://www.un.org/,,
83,81,79,77,90,88,81,74,85,77,80,78,79,75,76,78,80,82,行业标准,安全生产管理局,https://www.chinasafety.gov.cn/,,
87,84,82,79,92,90,85,75,87,79,82,81,82,78,77,80,81,84,风险评估报告,应急管理部,https://www.mem.gov.cn/,,
80,78,76,74,86,81,79,72,81,75,78,76,77,75,74,78,79,80,最新研究,气象局,https://www.weather.gov/,,
85,82,79,77,90,84,83,73,86,80,78,77,79,74,72,79,81,83,应急准备报告,国际应急组织,https://www.ifrc.org/,,
82,83,78,75,93,87,81,76,89,85,80,79,81,77,78,80,82,84,政策研究,国家应急管理部,https://www.mem.gov.cn/,,
76,77,72,68,84,80,74,65,78,73,69,71,74,70,66,69,72,73,地区报告,广东省应急管理局,https://www.gd.gov.cn/,,
88,79,76,69,91,86,82,68,84,79,76,75,80,74,72,78,75,80,技术白皮书,中国科学院,https://www.cas.cn/,,
90,82,80,78,92,89,83,72,90,84,78,76,82,75,79,81,79,83,科学研究,北京大学,https://www.pku.edu.cn/,,
74,76,69,65,83,81,70,66,77,70,65,68,73,72,68,70,74,71,案例分析,上海交通大学,https://www.sjtu.edu.cn/,,
86,84,82,81,94,90,85,75,88,83,80,79,84,78,82,83,81,85,政府公告,国家统计局,https://www.stats.gov.cn/,,
81,79,77,70,88,83,75,71,81,78,72,74,76,73,69,75,76,79,行业调研,央视新闻,https://www.cctv.com/,,
77,81,73,63,85,79,76,66,74,71,67,72,74,66,64,70,66,69,地方政策,中华人民共和国政府网,https://www.gov.cn/,,
84,86,81,77,90,88,82,73,86,80,75,77,81,74,75,78,80,85,安全评估,安全生产管理署,https://www.apc.gov.cn/,,
83,82,76,73,91,89,78,72,84,79,76,80,81,74,75,78,80,77,行业报告,应急管理部,https://www.moj.gov.cn,,
76,74,69,63,88,84,73,66,81,74,68,72,75,70,69,71,72,73,技术分析,江苏省应急管理局,https://www.jiangsu.gov.cn,,
81,79,74,70,90,86,75,71,83,79,73,75,80,78,72,76,78,79,行业动态,国家统计局,https://www.stats.gov.cn,,
84,81,77,75,92,89,81,74,86,82,78,81,83,79,77,80,82,80,技术分析,科技日报,https://www.stdaily.com,,
79,76,71,68,85,83,72,70,80,74,70,73,78,74,71,73,75,76,行业报告,国际减灾大厦,http://www.unisdr.org,,
77,75,69,64,86,84,71,66,78,72,67,70,73,67,68,69,70,72,学术论文,中国科学院,https://www.cas.cn,,
80,79,73,69,88,86,76,72,81,75,72,74,77,75,70,74,76,78,行业动态,国家自然灾害监测网络,https://www.ncdnn.gov.cn,,
82,80,75,72,89,87,78,73,84,78,76,79,82,77,76,78,80,81,技术分析,人民日报,https://www.people.com.cn,,
85,83,78,75,92,90,81,74,87,81,78,82,84,79,78,82,83,80,行业报告,新华网,http://www.xinhuanet.com,,
86,82,79,72,91,89,83,75,87,82,80,77,85,78,76,80,82,80,行业指南,河南省应急管理局,https://www.henan.gov.cn/xxgk/zhengce/20230922/5562805.html,,
77,74,71,66,84,81,76,70,81,73,69,74,73,75,68,71,70,73,项目报告,北京市应急管理局,https://www.beijing.gov.cn/zhengce/20230830/484121.html,,
81,78,74,71,89,87,79,66,83,78,74,75,79,76,73,74,77,78,分析报告,江苏省应急管理局,https://www.jiangsu.gov.cn/zfxxgk/20230915/1233251.html,,
88,84,80,76,92,90,85,72,88,83,79,81,86,79,77,79,81,84,政策分析,广东省应急管理局,https://www.gd.gov.cn/gkmlpt/content/20230824/1235367.html,,
80,76,73,69,88,86,78,70,81,75,71,74,75,73,74,70,74,73,综合评估,浙江省应急管理厅,https://www.zhejiang.gov.cn/xxgk/20230815/842231.html,,
82,79,76,74,90,84,81,73,84,78,77,72,80,74,72,76,79,75,年度报告,重庆市应急管理局,https://www.cq.gov.cn/sjzx/20230810/5654312.html,,
76,73,71,64,85,81,72,67,78,72,68,71,70,69,66,70,71,74,策略分析,天津市应急管理局,https://www.tianjin.gov.cn/gov/20230805/2245139.html,,
87,85,82,79,93,91,84,74,89,85,82,80,88,81,78,82,85,80,评估报告,陕西省应急管理局,https://www.shanxi.gov.cn/zhengce/20230801/1233210.html,,
84,81,78,75,90,88,82,77,82,80,78,76,81,79,75,80,82,74,专项报告,湖南省应急管理局,https://www.hunan.gov.cn/gk/20230725/2045863.html,,
82,83,76,72,91,89,81,75,87,80,78,80,83,75,77,78,81,82,国际合作,国家应急管理部,https://www.mem.gov.cn/,,
76,71,67,64,84,80,74,69,79,73,71,70,74,66,68,71,73,72,地方规划,地方应急管理局,https://www.beijing.gov.cn/,,
79,76,71,65,86,84,77,70,81,74,76,74,78,70,75,73,77,76,风险管理,中国科学院,https://www.cas.cn/,,
83,81,79,75,90,88,82,72,86,81,78,76,81,73,76,79,80,83,公共安全,国家统计局,https://www.stats.gov.cn/,,
81,82,73,70,85,87,79,68,84,79,75,74,79,71,74,76,82,80,安全教育,中国安全生产协会,https://www.cspaa.org.cn/,,
78,74,69,67,82,80,75,66,78,72,69,71,73,68,70,70,73,74,行业反馈,国务院发展研究中心,http://www.drc.gov.cn/,,
85,79,76,71,88,86,80,73,89,82,77,78,81,74,75,76,83,79,信息共享,应急管理研究中心,http://www.emergency.gov.cn/,,
80,78,72,66,84,83,77,71,83,75,72,73,78,69,72,74,77,80,城市规划,国际灾害管理组织,https://www.disaster.org/,,
88,85,78,76,91,89,84,74,90,88,80,79,84,77,81,82,86,85,科技应用,国家自然灾害中心,https://www.cndisaster.com/,,
82,76,74,69,86,90,78,72,83,79,74,77,80,73,72,76,78,80,地方案例分析,河南省应急管理局,https://www.henan.gov.cn/,,
88,83,78,75,92,87,81,76,90,82,78,82,84,79,77,80,81,83,区域发展动态,国家应急管理部,https://www.mem.gov.cn/,,
75,70,65,60,84,81,74,66,78,72,67,71,73,68,65,70,71,74,城市管理投诉,广州市应急管理局,https://www.gz.gov.cn/,,
79,78,72,68,85,88,76,70,82,76,72,74,77,68,72,73,79,80,案例研究,吉林省应急管理局,https://www.jl.gov.cn/,,
84,82,76,71,90,86,80,74,89,81,77,79,82,75,78,79,80,82,区域发展评估,湖南省应急管理局,https://www.hunan.gov.cn/,,
90,85,80,75,93,91,85,79,91,85,80,83,84,81,80,81,83,85,政策分析,陕西省应急管理局,https://www.shaanxi.gov.cn/,,
76,72,70,65,80,78,73,64,77,73,69,70,74,66,67,69,70,72,环境监测,安徽省应急管理局,https://www.ah.gov.cn/,,
83,81,79,73,89,84,82,76,85,80,75,80,81,79,82,78,79,81,安全生产报告,中央办公厅,https://www.gov.cn/,,
91,86,84,80,94,93,89,82,92,87,84,85,88,82,84,83,84,86,经济风险分析,企业风险管理协会,https://www.erma.org/,,
82,76,74,68,92,86,77,72,83,79,74,77,80,75,73,78,81,78,地方调查,应急管理部河北厅,https://hebei.12345.gov.cn/,,
79,73,69,62,88,83,74,66,79,72,69,71,74,70,68,70,72,73,行业分析,应急管理部西南局,http://www.civil.gov.cn/,,
84,81,76,75,90,89,82,71,87,78,76,80,85,77,75,74,79,80,案例研究,北京应急管理局,https://www.beijing.gov.cn/,,
81,78,77,70,91,87,80,74,82,76,74,73,80,72,72,75,77,79,社区反馈,全国应急管理协会,http://www.cndisaster.org/,,
76,72,71,64,84,80,73,66,79,70,71,70,75,68,67,69,71,72,专家访谈,东南大学应急管理研究所,http://www.seu.edu.cn/,,
83,79,75,70,89,88,81,73,85,78,75,74,81,76,74,77,78,80,监管标准,应急管理部,https://www.mem.gov.cn/,,
77,75,69,67,86,84,74,70,81,74,70,72,76,73,69,72,73,71,现场分析,辽宁省应急局,http://www.ln.gov.cn/,,
85,82,79,72,93,90,84,76,88,80,77,82,83,78,75,81,80,82,市场调研,国际灾害管理联合会,https://www.ifrc.org/,,
79,77,72,65,89,85,76,71,80,77,74,75,78,72,71,74,76,75,技术研究,武汉市应急管理局,http://www.wuhan.gov.cn/,,
90,85,80,75,92,89,83,80,87,85,78,81,84,77,75,79,82,80,年度评估报告,国家应急管理部,https://www.mem.gov.cn,,
82,79,76,72,88,84,80,71,79,77,74,75,78,73,72,74,76,78,技术白皮书,北京市应急管理局,https://www.beijing.gov.cn,,
87,83,78,71,90,86,82,76,83,79,77,80,81,74,73,76,80,79,行业研究报告,中国安全生产网,https://www.chinasafety.gov.cn,,
81,76,74,70,84,83,79,72,81,75,72,73,74,71,70,73,75,76,最新动态汇总,中国日报,https://www.chinadaily.com.cn,,
86,88,82,78,91,87,84,79,85,81,79,82,83,75,76,80,83,81,状态评估分析,上海应急管理局,https://www.shanghai.gov.cn,,
84,80,77,74,85,82,78,74,80,73,75,78,76,70,72,75,77,79,安全生产技术指南,腾讯安全,https://www.tencent.com,,
85,82,76,73,88,86,80,72,84,74,76,75,78,72,70,74,76,78,应急管理研究,经济日报,https://www.ce.cn,,
88,86,84,78,92,88,82,78,85,80,81,83,85,79,76,77,82,84,晨报专题,新华网,https://www.xinhuanet.com,,
89,87,80,83,91,90,81,80,86,85,78,82,84,75,77,79,81,80,应急演练总结,人民网,https://www.people.com.cn,,
82,79,74,66,85,83,78,72,81,78,75,76,80,73,75,74,78,80,地方分析,应急管理部,https://www.mem.gov.cn/,,
84,82,77,69,92,90,81,73,86,82,78,79,83,77,72,80,84,83,政策评估,国家安全生产监测中心,https://www.chinasafety.gov.cn/,,
76,75,73,64,80,78,70,67,75,73,74,71,69,68,66,70,72,69,企业内部报告,北京市应急管理局,https://www.bjjj.gov.cn/,,
88,85,81,74,95,91,82,76,89,81,84,82,86,80,78,81,85,87,灾后分析,国家气象局,https://www.cma.gov.cn/,,
79,76,72,62,88,81,77,70,76,75,71,70,73,74,75,68,78,72,产业研究,全国应急科技信息中心,https://www.catastrophic.gov.cn/,,
90,87,84,76,93,89,83,77,88,85,80,81,87,80,79,82,86,84,技术评估,应急管理科技创新网,https://www.equipment.gov.cn/,,
81,78,74,68,84,83,79,75,80,77,73,75,79,72,70,74,75,78,安全巡查,中国安全生产报,http://www.cspb.org.cn/,,
87,85,80,75,91,88,82,78,84,83,81,79,85,76,73,78,80,77,风险监测,国家震灾应急中心,https://www.earthquake.gov.cn/,,
83,81,79,70,89,85,81,76,80,79,78,81,84,75,74,76,82,80,结果分析,国家自然灾害局,http://www.ncd.gov.cn/,,
83,82,76,73,88,85,81,72,84,79,77,80,83,75,73,78,80,82,行业分析,中国安全生产科学研究院,https://www.cspresearch.org/,,
76,74,68,60,84,80,76,65,77,73,68,71,70,69,65,70,72,74,市政调查,地方应急管理办公室,https://www.localemergency.gov.cn/,,
81,79,74,67,86,84,79,71,80,75,72,73,80,70,68,74,77,78,案例研究,环境保护部,https://www.mee.gov.cn/,,
78,76,71,66,83,82,75,70,78,74,69,72,76,71,66,72,75,76,安全课程,国家应急管理部,https://www.mem.gov.cn/,,
82,80,77,71,89,87,80,72,83,79,74,75,78,73,75,76,80,79,近期报告,国际救援组织,https://www.internationalrescue.org/,,
79,77,73,70,85,81,76,69,81,75,70,71,78,74,72,75,77,76,地震培训,国家地震局,https://www.cea.gov.cn/,,
86,84,79,72,90,88,82,77,86,82,77,80,84,78,76,79,81,83,自查结果,国家发展和改革委员会,https://www.ndrc.gov.cn/,,
81,78,75,71,88,86,79,74,82,78,72,73,75,74,70,75,76,78,政策评估,中国国家安全局,https://www.nsa.gov.cn/,,
75,73,68,66,81,80,74,65,77,70,68,65,71,68,64,69,71,72,趋势分析,公共安全研究所,https://www.publicsafetyresearch.org/,,
87,82,80,75,92,90,85,73,88,84,78,80,83,79,76,79,82,84,行业最佳实践,国家应急管理局,https://www.mem.gov.cn,,
79,76,73,66,88,84,76,70,82,75,72,71,74,73,68,72,70,75,地方政府调研,山东省应急管理厅,https://www.shandong.gov.cn,,
76,73,68,62,84,81,74,66,79,72,68,70,71,65,69,71,72,70,年度总结报告,国家统计局,https://www.stats.gov.cn,,
89,84,82,78,91,89,83,75,90,85,80,81,86,81,80,83,85,83,行业新技术,中国科学院,https://www.cas.cn,,
81,79,76,70,86,84,78,71,84,79,75,77,74,77,76,75,80,78,地区调查,应急管理研究院,https://www.emergency.gov.cn,,
85,81,78,73,89,86,80,74,88,81,77,79,82,78,75,80,81,80,专项工作报告,重庆应急管理局,https://www.cq.gov.cn,,
77,72,69,65,83,79,70,67,76,71,69,73,68,69,66,70,72,74,突发事件分析,科技日报,https://www.stdaily.com,,
84,79,75,72,90,87,82,73,85,80,76,78,81,76,75,78,79,82,市级报告,湖南省人民政府,https://www.hunan.gov.cn,,
90,85,82,77,94,90,88,77,92,87,83,85,89,81,78,86,84,88,国家应急规划,国务院应急管理办公室,https://www.gov.cn,,
88,82,77,72,92,90,82,74,86,81,76,80,84,78,75,79,81,83,行业报告,国家应急管理部,https://www.mem.gov.cn,,
76,73,68,66,84,81,74,77,78,72,70,71,69,74,73,71,72,75,技术分析,北京市应急管理局,https://www.beijing.gov.cn,,
82,79,74,70,90,88,80,71,84,78,72,75,79,77,72,75,80,78,行业动态,中国灾害防治协会,https://www.cdpa.org.cn,,
79,76,71,67,86,84,76,73,81,77,74,73,78,76,70,74,75,79,地方报道,广东省应急管理厅,https://www.gd.gov.cn,,
83,80,76,71,92,89,81,70,87,81,77,78,83,80,75,78,82,80,综合评估,应急管理科学研究院,https://www.emergency.gov.cn,,
75,72,68,65,83,81,70,66,76,74,69,66,72,70,69,71,73,74,区域分析,江苏省应急管理局,https://www.jiangsu.gov.cn,,
82,76,74,69,90,87,73,72,82,75,71,73,78,72,76,70,76,80,政策报告,四川省应急管理厅,https://www.sc.gov.cn,,
81,79,76,74,88,86,79,73,83,78,75,74,75,77,72,79,80,78,灾害管理,陕西省应急管理局,https://www.shaanxi.gov.cn,,
84,82,79,73,91,89,83,76,85,80,78,81,82,79,78,76,83,82,国家战略,国家统计局,https://www.stats.gov.cn,,
90,85,80,78,95,92,84,77,88,81,79,82,85,80,78,80,83,84,国际评估,国家应急管理部,https://www.mem.gov.cn,,
75,72,69,64,80,78,70,65,76,71,68,70,72,68,66,69,70,74,地方调查,地方应急管理办公室,https://www.localemergency.gov.cn,,
82,80,74,71,89,81,79,73,84,77,76,75,78,72,69,75,76,78,实地调查,学术杂志,https://www.researchgate.net,,
88,86,82,79,91,90,85,78,89,82,80,81,84,77,76,79,81,83,网络报告,知名媒体,https://www.nationalmedia.com,,
76,73,68,66,84,80,74,63,75,70,68,69,70,66,67,68,72,71,内部审查,公司内部报告,https://www.companyhq.com,,
