受理号,合成生物技术名称,合成生物技术类型,注册分类,申请类型,承办日期,企业名称,联合申报企业名称,办理状态,状态开始时间,审评结论,规范企业名称,技术构成,企业名称(CDE),试验登记号,适用领域,规范企业名称.1,注册版本,采集来源,来源链接,采集时间,备注
23459023MB2O56709Z/2024-00099,定制化微生物发酵技术,代谢工程,新技术,初审,2023/9/6,杭州生物科技有限公司,浙江大学生物工程研究中心,审核中,2023-09-07,待审,杭州生物科技有限公司,微生物发酵优化,杭州生物科技有限公司,T20230806,食品、制药,杭州生物科技有限公司,V1.0,浙江省科技厅,http://st.zj.gov.cn/,2024-09-23,
23450912MB3D98302Q/2024-00061,合成生物燃料技术,生物能源,新能源,初审,2023/9/7,深圳清洁能源有限公司,南方科技大学,审核中,2023-09-08,待审,深圳清洁能源有限公司,生物质转化,深圳清洁能源有限公司,T20230807,能源、交通,深圳清洁能源有限公司,V1.0,国家能源局,http://www.nea.gov.cn/,2024-09-23,
34561234MB4D13982R/2024-00062,微生物治疗的合成生物技术,合成生物学,新药研发,初审,2023/9/8,武汉生物医药公司,华中科技大学,审核中,2023-09-09,待审,武汉生物医药公司,微生物治疗,武汉生物医药公司,T20230808,医疗、抗感染,武汉生物医药公司,V1.0,湖北省科技厅,http://www.hbsti.gov.cn/,2024-09-23,
45672345MB5D28493S/2024-00063,合成疫苗平台技术,疫苗研发,新药研发,初审,2023/9/9,重庆公共卫生公司,重庆医科大学,审核中,2023-09-10,待审,重庆公共卫生公司,mRNA疫苗,重庆公共卫生公司,T20230809,医疗、传染病,重庆公共卫生公司,V1.0,国家卫生健康委员会,http://www.nhc.gov.cn/,2024-09-23,
56783456MB6D39504T/2024-00064,多功能合成生物设备,实验设备,设备研发,初审,2023/9/10,厦门生物工程有限公司,厦门大学,审核中,2023-09-11,待审,厦门生物工程有限公司,设备自动化,厦门生物工程有限公司,T20230810,教育、研究,厦门生物工程有限公司,V1.0,福建省科技厅,http://www.fj.gov.cn/,2024-09-23,
67894567MB7D40615U/2024-00065,植物基因保护技术,基因编辑,农作物保护,初审,2023/9/11,西安农业研发有限公司,西北农林科技大学,审核中,2023-09-12,待审,西安农业研发有限公司,基因组编辑,西安农业研发有限公司,T20230811,农业、食品安全,西安农业研发有限公司,V1.0,陕西省农业厅,http://www.shaanxi.gov.cn/,2024-09-23,
78905678MB8D51726V/2024-00066,微生物毒素清除技术,环境技术,环境保护,初审,2023/9/12,沈阳环境工程公司,东北大学,审核中,2023-09-13,待审,沈阳环境工程公司,生物降解技术,沈阳环境工程公司,T20230812,环境修复,沈阳环境工程公司,V1.0, 辽宁省生态环境厅,http://www.lnenv.gov.cn/,2024-09-23,
89016789MB9D62837W/2024-00067,生物反应器优化的合成生物技术,生物反应器,新技术,初审,2023/9/5,深圳生物工程有限公司,深圳市农业科学院,审核中,2023-09-06,待审,深圳生物工程有限公司,优化培养基和反应条件,深圳生物工程有限公司,T20230805,农业、产业,深圳生物工程有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/zfxxgk/ztzl/kkzy/gkml/index.html,2024-09-23,
90127890MB0D73948X/2024-00068,精准疫苗设计与开发技术,疫苗技术,新药研发,初审,2023/9/7,南京疫苗科技有限公司,南京医科大学,审核中,2023-09-08,待审,南京疫苗科技有限公司,疫苗抗原设计,南京疫苗科技有限公司,T20230806,医疗、公共卫生,南京疫苗科技有限公司,V1.0,江苏省疾病预防控制中心,http://jssw.gov.cn/pgj/index.html,2024-09-23,
23567890BC3E38976Q/2024-00123,植物基因组编辑技术,基因编辑,新技术,初审,2023/9/9,杭州农业科技公司,浙江大学,审核中,2023-09-10,待审,杭州农业科技公司,CRISPR系统应用于植物,杭州农业科技公司,T20230807,农业、粮食生产,杭州农业科技公司,V1.0,浙江省农业厅,http://www.zj.gov.cn/col/col176274/index.html,2024-09-23,
45678901AD4F49587R/2024-00234,微生物发酵过程中的代谢工程技术,代谢工程,新技术,初审,2023/9/11,武汉微生物科技研究所,华中科技大学,审核中,2023-09-12,待审,武汉微生物科技研究所,代谢通路优化,武汉微生物科技研究所,T20230808,食品、能源,武汉微生物科技研究所,V1.0,湖北省科技厅,http://sthb.hubei.gov.cn/,2024-09-23,
56789012EF5G50189S/2024-00345,抗病毒药物的合成生物防治技术,药物合成,新药研发,初审,2023/9/13,成都生物医药有限公司,四川大学,审核中,2023-09-14,待审,成都生物医药有限公司,小分子药物设计,成都生物医药有限公司,T20230809,医疗、公共卫生,成都生物医药有限公司,V1.0,四川省生物技术办公室,http://www.sc.gov.cn/10462/10464/10465/index.html,2024-09-23,
67890123GH6H61290T/2024-00456,水体污染生物修复技术,环境修复,环境保护,初审,2023/9/15,青岛环保科技有限公司,青岛海洋大学,审核中,2023-09-16,待审,青岛环保科技有限公司,微生物修复技术,青岛环保科技有限公司,T20230810,环境治理,青岛环保科技有限公司,V1.0,山东省生态环境厅,http://sthjt.shandong.gov.cn/,2024-09-23,
78901234IJ7I72301U/2024-00567,智能化合成生物技术平台,计算生物学,新技术,初审,2023/9/17,上海智能科技公司,复旦大学,审核中,2023-09-18,待审,上海智能科技公司,大数据与生物技术结合,上海智能科技公司,T20230811,医疗、农业,上海智能科技公司,V1.0,上海市科学技术委员会,https://stcsm.sh.gov.cn/,2024-09-23,
89012345JK8J83412V/2024-00678,合成生物技术法规及标准研究技术,政策研究,新技术,初审,2023/9/19,广州合成生物研究所,中山大学,审核中,2023-09-20,待审,广州合成生物研究所,政策分析与法规制定,广州合成生物研究所,T20230812,政策、法律,广州合成生物研究所,V1.0,广州市科技局,http://www.gz.gov.cn/gk/index.html,2024-09-23,
90123456KL9K94523W/2024-00789,植物基因合成技术研究,基因编辑,农业科技,初审,2023/9/10,宁波农业科技公司,浙江省农科院,审核中,2023-09-11,待审,宁波农业科技公司,植物基因转化,宁波农业科技公司,T20230805,农业、食品,宁波农业科技公司,V1.0,浙江省科技厅,https://www.zjsti.gov.cn/,2024-09-23,
25670411VC3F98234K/2024-00072,合成生物燃料的研究开发,生物能源,新技术,初审,2023/9/15,深圳新能源科技公司,南方科技大学,审核中,2023-09-16,待审,深圳新能源科技公司,微生物发酵,深圳新能源科技公司,T20230806,能源、环保,深圳新能源科技公司,V1.0,广东省科技厅,https://gdstc.gd.gov.cn/,2024-09-23,
39852100JD4H76294Q/2024-00083,合成生物技术在毒素清除中的应用,生物防治,新兴技术,初审,2023/9/20,武汉生物科技有限公司,华中农业大学,审核中,2023-09-21,待审,武汉生物科技有限公司,生物去毒技术,武汉生物科技有限公司,T20230807,环境保护、农业,武汉生物科技有限公司,V1.0,武汉市科技局,https://www.whkj.gov.cn/,2024-09-23,
17265930ZF8W48125B/2024-00045,智能合成生物传感器,生物传感器,高新技术,初审,2023/9/25,杭州智能科技有限公司,浙江大学,审核中,2023-09-26,待审,杭州智能科技有限公司,生物传感器构建与优化,杭州智能科技有限公司,T20230808,医疗、环境,杭州智能科技有限公司,V1.0,杭州市科技局,https://www.hangzhou.gov.cn/,2024-09-23,
54032756MN2V20512A/2024-00091,合成生物技术在新药研发中的应用,新药研发,药品审批,初审,2023/9/30,天津医药科技公司,天津医科大学,审核中,2023-10-01,待审,天津医药科技公司,药物设计与合成,天津医药科技公司,T20230809,医疗、制药,天津医药科技公司,V1.0,天津市科学技术委员会,http://www.tj.gov.cn/,2024-09-23,
68314780PK6X59203T/2024-00011,新型生物材料的开发,材料科学,新技术,初审,2023/10/5,青岛材料科技有限公司,青岛科技大学,审核中,2023-10-06,待审,青岛材料科技有限公司,生物材料开发,青岛材料科技有限公司,T20230810,材料、环保,青岛材料科技有限公司,V1.0,青岛市科技局,https://www.qd.gov.cn/,2024-09-23,
91836254FG5R33427D/2024-00033,新一代细胞治疗技术,细胞工程,医疗技术,初审,2023/10/10,成都医疗科技公司,四川大学,审核中,2023-10-11,待审,成都医疗科技公司,细胞改造与培养,成都医疗科技公司,T20230811,医疗、疫苗,成都医疗科技公司,V1.0,四川省科技厅,https://www.sc.gov.cn/,2024-09-23,
72741899QS8D15466H/2024-00057,应用于防疫的合成生物技术,生物安全,新技术,初审,2023/10/15,哈尔滨生物技术公司,黑龙江省农业科学院,审核中,2023-10-16,待审,哈尔滨生物技术公司,生物安全技术,哈尔滨生物技术公司,T20230812,公共卫生、农业,哈尔滨生物技术公司,V1.0,黑龙江省科技厅,http://www.hlj.gov.cn/,2024-09-23,
34085266XG3L70197R/2024-00022,植物基因组重组技术,基因编辑,新技术,初审,2023/9/2,江苏农业科技公司,南京基因组研究所,审核中,2023-09-03,待审,江苏农业科技公司,重组DNA技术,江苏农业科技公司,T20230805,农业、食品,江苏农业科技公司,V1.0,江苏省科技厅,http://jst.jiangsu.gov.cn/,2024-09-23,
58102473LT9S46821F/2024-00008,基于CRISPR技术的肿瘤免疫疗法,基因编辑,新药研发,初审,2023/9/4,北京华大基因科技公司,中国医学科学院,审核中,2023-09-05,待审,北京华大基因科技公司,基因修饰T细胞,北京华大基因科技公司,T20230806,医疗、癌症研究,北京华大基因科技公司,V1.0,国家药品监督管理局,https://www.nmpa.gov.cn/,2024-09-23,
46389752BC1K90842H/2024-00028,微生物制氢技术,环境科技,新技术,初审,2023/9/2,深圳可再生能源公司,深圳环境科学研究所,审核中,2023-09-03,待审,深圳可再生能源公司,微生物发酵,深圳可再生能源公司,T20230807,能源、环境保护,深圳可再生能源公司,V1.0,中国科学院,http://www.cas.cn/,2024-09-23,
11440301MB2D27883P/2024-00061,合成生物抗体技术,蛋白工程,新技术,初审,2023/9/5,上海新兴生物公司,复旦大学,审核中,2023-09-06,待审,上海新兴生物公司,重组抗体,上海新兴生物公司,T20230808,医疗、免疫疗法,上海新兴生物公司,V1.0,上海市生物医药局,http://www.smb.gov.cn/,2024-09-23,
11440302MB2D27884P/2024-00062,合成发酵生物燃料技术,生物能源,新技术,初审,2023/9/5,青岛新能源产业公司,青岛科技大学,审核中,2023-09-06,待审,青岛新能源产业公司,代谢工程,青岛新能源产业公司,T20230809,能源、环保,青岛新能源产业公司,V1.0,山东省生态环境厅,http://sthjt.shandong.gov.cn/,2024-09-23,
11440303MB2D27885P/2024-00063,合成微生物药物合成平台,药物研发,新药研发,初审,2023/9/7,重庆医药研究所,重庆理工大学,审核中,2023-09-08,待审,重庆医药研究所,微生物合成途径,重庆医药研究所,T20230810,医疗、制药,重庆医药研究所,V1.0,重庆市科学技术委员会,http://kjt.cq.gov.cn/,2024-09-23,
11440304MB2D27886P/2024-00064,蛋白质合成与优化技术,蛋白工程,新技术,初审,2023/9/8,杭州生物科技公司,浙江大学,审核中,2023-09-09,待审,杭州生物科技公司,重组蛋白质,杭州生物科技公司,T20230811,食品、制药,杭州生物科技公司,V1.0,浙江省科技厅,http://kjt.zj.gov.cn/,2024-09-23,
11440305MB2D27887P/2024-00065,合成生物降解塑料技术,环境材料,新技术,初审,2023/9/9,厦门绿色材料公司,厦门大学,审核中,2023-09-10,待审,厦门绿色材料公司,生物基聚合物,厦门绿色材料公司,T20230812,环保、材料科学,厦门绿色材料公司,V1.0,福建省环境保护厅,http://epb.fujian.gov.cn/,2024-09-23,
11440306MB2D27888P/2024-00066,合成生物信息学平台,数据分析,新技术,初审,2023/9/3,深圳智慧生物科技有限公司,深圳大数据研究院,审核中,2023-09-04,待审,深圳智慧生物科技有限公司,生物数据挖掘,深圳智慧生物科技有限公司,T20230805,医疗、科研,深圳智慧生物科技有限公司,V1.0,深圳市科学技术局,https://www.sz.gov.cn,2024-09-23,
11440307MB2D27889P/2024-00067,生物基塑料合成技术,生物材料,新技术,初审,2023/9/5,杭州环保科技公司,浙江省生物材料研究所,审核中,2023-09-06,待审,杭州环保科技公司,生物基聚合物,杭州环保科技公司,T20230806,环保、制造,杭州环保科技公司,V1.0,杭州市经济和信息化局,https://www.hangzhou.gov.cn,2024-09-23,
11440308MB2D27890P/2024-00068,个性化疫苗合成平台,疫苗研发,新药研发,初审,2023/9/7,武汉生物技术有限公司,武汉大学生物科学学院,审核中,2023-09-08,待审,武汉生物技术有限公司,合成多肽,武汉生物技术有限公司,T20230807,医疗、疫苗,武汉生物技术有限公司,V1.0,武汉市科学技术局,https://www.wuhan.gov.cn,2024-09-23,
11440309MB2D27891P/2024-00069,基因驱动技术,基因编辑,新技术,初审,2023/9/9,南京前沿生物科技公司,南京农业大学,审核中,2023-09-10,待审,南京前沿生物科技公司,基因组编辑,南京前沿生物科技公司,T20230808,农业、生态,南京前沿生物科技公司,V1.0,南京市科技委员会,https://www.nanjing.gov.cn,2024-09-23,
11440310MB2D27892P/2024-00070,微生物基因组工程,基因工程,研究开发,初审,2023/9/11,青岛生物创新研究中心,青岛科技大学,审核中,2023-09-12,待审,青岛生物创新研究中心,微生物筛选与改造,青岛生物创新研究中心,T20230809,工业、农业,青岛生物创新研究中心,V1.0,青岛市科学技术局,https://www.qd.gov.cn,2024-09-23,
11440301MB2D27883P/2024-00061,合成生物催化剂,生物催化,新技术,初审,2023/9/13,苏州生物工程有限公司,苏州大学化学系,审核中,2023-09-14,待审,苏州生物工程有限公司,酶的设计与改造,苏州生物工程有限公司,T20230810,制药、化工,苏州生物工程有限公司,V1.0,苏州市经济和信息化局,https://www.suzhou.gov.cn,2024-09-23,
11440302MB2D27884P/2024-00062,新型合成细胞技术,合成生物学,基础研究,初审,2023/9/15,西安生物制药有限公司,西安交通大学,审核中,2023-09-16,待审,西安生物制药有限公司,合成细胞构建,西安生物制药有限公司,T20230811,生物医学、疫苗,西安生物制药有限公司,V1.0,西安市科学技术局,https://www.xa.gov.cn,2024-09-23,
11440303MB2D27885P/2024-00063,植物工厂合成技术,农业科技,新技术,初审,2023/9/17,天津生态农业科技公司,天津农学院,审核中,2023-09-18,待审,天津生态农业科技公司,高效能植物培养,天津生态农业科技公司,T20230812,农业、食品,天津生态农业科技公司,V1.0,天津市科技局,https://www.tianjin.gov.cn,2024-09-23,
11440304MB2D27886P/2024-00064,合成生物可持续农业解决方案,农业生物技术,新技术,初审,2023/9/15,宁波农业科技有限公司,浙江农林大学,审核中,2023-09-16,待审,宁波农业科技有限公司,改良作物基因,宁波农业科技有限公司,T20230901,农业、生态,宁波农业科技有限公司,V1.0,浙江省科技厅,http://www.zjkjt.gov.cn,2024-09-23,
11440305MB2D27887P/2024-00065,个性化医学的合成生物平台,生物信息学,新技术,初审,2023/9/18,深圳基因科技公司,深圳大学,审核中,2023-09-19,待审,深圳基因科技公司,基因组分析平台,深圳基因科技公司,T20230902,医疗、基因组学,深圳基因科技公司,V1.0,深圳市科学技术协会,http://www.sz.gov.cn,2024-09-23,
11440306MB2D27888P/2024-00066,高效生物肥料合成技术,农业生物技术,新技术,初审,2023/9/20,成都肥料科技有限公司,四川农业大学,审核中,2023-09-21,待审,成都肥料科技有限公司,微生物发酵,成都肥料科技有限公司,T20230903,农业、土壤改良,成都肥料科技有限公司,V1.0,四川省科技厅,http://www.sc.gov.cn,2024-09-23,
11440307MB2D27889P/2024-00067,合成生物在水处理中的应用技术,环境生物技术,环境保护,初审,2023/9/22,武汉水科技有限公司,华中科技大学,审核中,2023-09-23,待审,武汉水科技有限公司,水处理微生物,武汉水科技有限公司,T20230904,污水处理,武汉水科技有限公司,V1.0,湖北省科技厅,http://www.hubei.gov.cn,2024-09-23,
11440308MB2D27890P/2024-00068,合成生物显示技术通过3D打印,生物材料,新技术,初审,2023/9/25,苏州生物材料科技公司,苏州大学,审核中,2023-09-26,待审,苏州生物材料科技公司,生物兼容材料,苏州生物材料科技公司,T20230905,医疗、工程,苏州生物材料科技公司,V1.0,江苏省科技厅,http://www.jiangsu.gov.cn,2024-09-23,
11440309MB2D27891P/2024-00069,合成生物标志的疫苗生产技术,疫苗技术,新药研发,初审,2023/9/28,哈尔滨疫苗科技发展公司,黑龙江大学,审核中,2023-09-29,待审,哈尔滨疫苗科技发展公司,合成疫苗,哈尔滨疫苗科技发展公司,T20230906,医疗、公共卫生,哈尔滨疫苗科技发展公司,V1.0,黑龙江省科技厅,http://www.hlj.gov.cn,2024-09-23,
11440310MB2D27892P/2024-00070,生物合成塑料的新型方法,材料科学,新技术,初审,2023/9/30,广州环保材料公司,广州大学,审核中,2023-10-01,待审,广州环保材料公司,生物基塑料,广州环保材料公司,T20230907,环保、材料,广州环保材料公司,V1.0,广州市科技局,http://www.gz.gov.cn,2024-09-23,
81460201MB3C38493Q/2024-00075,基因驱动系统的合成生物学应用,基因工程,新技术,初审,2023/10/5,天津基因研发中心,天津科技大学,审核中,2023-10-06,待审,天津基因研发中心,基因编辑技术,天津基因研发中心,T20230908,生态保护、农业,天津基因研发中心,V1.0,天津市科学技术委员会,http://www.tj.gov.cn,2024-09-23,
94270019MB4F49564R/2024-00082,智能合成生物系统的开发,生物计算,新技术,初审,2023/10/10,青岛技术创新公司,青岛科技大学,审核中,2023-10-11,待审,青岛技术创新公司,生物反应器控制,青岛技术创新公司,T20230909,数据分析、生物技术,青岛技术创新公司,V1.0,青岛市科技局,http://www.qd.gov.cn,2024-09-23,
65380102MB2A94821J/2024-00088,合成生物燃料技术,能源合成,清洁能源,初审,2023/9/15,深圳绿色能源科技有限公司,深圳生态技术研究所,审核中,2023-09-16,待审,深圳绿色能源科技有限公司,微生物合成与转化,深圳绿色能源科技有限公司,T20230805,能源、环境,深圳绿色能源科技有限公司,V1.0,国家能源局,http://www.nea.gov.cn/,2024-09-23,
47860304MB5D67280K/2024-00091,合成疫苗平台技术,疫苗研发,新药研发,初审,2023/9/17,南京生物技术公司,南京大学生物医学研究院,审核中,2023-09-18,待审,南京生物技术公司,重组抗原技术,南京生物技术公司,T20230806,医疗、公共卫生,南京生物技术公司,V1.0,国家药品监督管理局,https://www.nmpa.gov.cn/,2024-09-23,
21390407MB8H12345T/2024-00099,海洋微生物资源的合成应用,资源利用,海洋生态,初审,2023/9/15,青岛生物科技公司,青岛海洋大学研院,审核中,2023-09-16,待审,青岛生物科技公司,微生物组学与合成,青岛生物科技公司,T20230807,海洋、生物多样性,青岛生物科技公司,V1.0,中国科学院海洋研究所,http://www.qdcas.cn/,2024-09-23,
35680901MB3D98347U/2024-00072,合成植物免疫增强技术,植物科学,农业科技,初审,2023/9/18,长沙农业生物科技有限公司,湖南农业大学,审核中,2023-09-19,待审,长沙农业生物科技有限公司,基因编辑与耐虫性,长沙农业生物科技有限公司,T20230808,农业、食品安全,长沙农业生物科技有限公司,V1.0,农业农村部,http://www.moa.gov.cn/,2024-09-23,
82020205MB2E47890Y/2024-00066,合成微生物肥料技术,微生物肥料,农业科技,初审,2023/9/20,杭州生态农业科技有限公司,浙江大学,审核中,2023-09-21,待审,杭州生态农业科技有限公司,微生物发酵与肥料改良,杭州生态农业科技有限公司,T20230809,农业、生态修复,杭州生态农业科技有限公司,V1.0,中国农业科学院,http://www.caas.cn/,2024-09-23,
75900104MB6A34567V/2024-00084,合成生物染料与涂料选择技术,功能材料,新材料开发,初审,2023/9/22,厦门绿色材料科技有限公司,厦门大学,审核中,2023-09-23,待审,厦门绿色材料科技有限公司,合成染料与生物基涂料,厦门绿色材料科技有限公司,T20230810,材料科学、环保,厦门绿色材料科技有限公司,V1.0,国家科技部,http://www.most.gov.cn/,2024-09-23,
93450712MB1C56789R/2024-00091,合成生物传感器开发技术,传感技术,智能科技,初审,2023/9/23,西安智能科技有限公司,西安交通大学,审核中,2023-09-24,待审,西安智能科技有限公司,生物传感技术与应用,西安智能科技有限公司,T20230811,医疗、环境,西安智能科技有限公司,V1.0,中国信息产业部,http://www.miit.gov.cn/,2024-09-23,
64030108MB2B23456Z/2024-00097,个性化基因疗法技术,基因治疗,新医疗技术,初审,2023/9/24,哈尔滨基因科技有限公司,哈尔滨医科大学,审核中,2023-09-25,待审,哈尔滨基因科技有限公司,基因编辑与个性化治疗,哈尔滨基因科技有限公司,T20230812,医疗、遗传病,哈尔滨基因科技有限公司,V1.0,黑龙江省科技厅,https://www.hljst.gov.cn/,2024-09-23,
12450301MB2D38473Q/2024-00061,植物基因组编辑技术,基因编辑,新技术,初审,2023/9/5,南京农业生物科技有限公司,南京大学生命科学学院,审核中,2023-09-06,待审,南京农业生物科技有限公司,CRISPR-Cas9应用于植物改良,南京农业生物科技有限公司,T20230805,农业、高效作物,南京农业生物科技有限公司,V1.0,中国农业科学院,http://www.caas.cn,2024-09-23,
13560302MB2D49584R/2024-00062,合成生物合成新型生物基材料,生物材料,新材料研发,初审,2023/9/6,深圳合成生物公司,深圳大学材料学院,审核中,2023-09-07,待审,深圳合成生物公司,聚合物合成与改性,深圳合成生物公司,T20230806,材料、包装,深圳合成生物公司,V1.0,深圳市科技创新委员会,http://www.szsti.gov.cn,2024-09-23,
14670303MB2D60295S/2024-00063,新一代隔膜生产技术,工程生物,新技术,初审,2023/9/7,杭州绿色科技公司,浙江大学材料科学与工程系,审核中,2023-09-08,待审,杭州绿色科技公司,功能性膜材料的合成,杭州绿色科技公司,T20230807,能源、环境,杭州绿色科技公司,V1.0,浙江科技厅,http://www.zj.gov.cn,2024-09-23,
15780304MB2D71206T/2024-00064,微生物公共健康监测平台,环境监测,公共安全,初审,2023/9/8,武汉微生物科技有限公司,武汉大学公共卫生学院,审核中,2023-09-09,待审,武汉微生物科技有限公司,基因测序与数据分析,武汉微生物科技有限公司,T20230808,公共卫生、环境,武汉微生物科技有限公司,V1.0,湖北省科技厅,http://www.hubei.gov.cn,2024-09-23,
16890305MB2D82917U/2024-00065,个性化疫苗研发技术,疫苗,新药研发,初审,2023/9/9,重庆生物医药研究所,重庆医科大学,审核中,2023-09-10,待审,重庆生物医药研究所,mRNA疫苗技术,重庆生物医药研究所,T20230809,医疗、健康,重庆生物医药研究所,V1.0,重庆市科学技术局,http://www.cq.gov.cn,2024-09-23,
17900306MB2D93428V/2024-00066,细胞培养技术的进步,细胞工程,医学研究,初审,2023/9/10,西安细胞科技股份有限公司,西安交通大学生物科学与技术学院,审核中,2023-09-11,待审,西安细胞科技股份有限公司,自动化细胞培养,西安细胞科技股份有限公司,T20230810,医疗、研发,西安细胞科技股份有限公司,V1.0,陕西省科学技术厅,http://www.shaanxi.gov.cn,2024-09-23,
19010307MB2D05439W/2024-00067,精准营养合成技术,食品科技,新技术,初审,2023/9/11,上海食品研究所,上海交通大学食品科学与工程学院,审核中,2023-09-12,待审,上海食品研究所,食品微生物发酵,上海食品研究所,T20230811,食品、营养,上海食品研究所,V1.0,上海市市场监督管理局,http://www.sh.gov.cn,2024-09-23,
20120308MB2D16340X/2024-00068,生物反应器优化技术,工艺工程,新技术,初审,2023/9/12,长春生物科技有限公司,吉林大学生物科学与工程学院,审核中,2023-09-13,待审,长春生物科技有限公司,生物过程优化,长春生物科技有限公司,T20230812,制药、农业,长春生物科技有限公司,V1.0,吉林省科技厅,http://www.jl.gov.cn,2024-09-23,
21230309MB2D27451Y/2024-00069,个性化癌症疫苗开发技术,疫苗研发,新药研发,初审,2023/9/15,深圳生物制药有限公司,深圳基因技术研究院,审核中,2023-09-16,待审,深圳生物制药有限公司,肿瘤特异性抗原识别,深圳生物制药有限公司,T20230805,医疗、肿瘤治疗,深圳生物制药有限公司,V1.0,国家药监局,http://www.nmpa.gov.cn,2024-09-23,
22340310MB2D38462Z/2024-00070.,合成微生物燃料生产技术,微生物工程,可再生能源,初审,2023/9/10,杭州新绿色科技有限公司,浙江大学可再生能源研究所,审核中,2023-09-11,待审,杭州新绿色科技有限公司,高效藻类生物柴油合成,杭州新绿色科技有限公司,T20230806,能源、环境,杭州新绿色科技有限公司,V1.0,浙江省科技厅,http://kjt.zj.gov.cn,2024-09-23,
72360100MB3A23940Q/2024-00074,基因驱动技术在灭蚊中的应用,基因驱动,新技术,初审,2023/9/20,厦门害虫控制技术公司,福建省实验室,审核中,2023-09-21,待审,厦门害虫控制技术公司,CRISPR基因驱动开发,厦门害虫控制技术公司,T20230807,农业、公共卫生,厦门害虫控制技术公司,V1.0,厦门市科技局,http://www.xm.gov.cn,2024-09-23,
83220900MB4B36845R/2024-00085,合成生物材料的开发与应用,生物材料,新材料,初审,2023/9/22,南京生物材料有限公司,南京师范大学材料科学研究所,审核中,2023-09-23,待审,南京生物材料有限公司,聚合物合成与改造,南京生物材料有限公司,T20230808,医疗、建筑,南京生物材料有限公司,V1.0,江苏省科技厅,http://www.jiangsu.gov.cn,2024-09-23,
19470200MB5C45716S/2024-00092,合成生物技术在食品添加剂中的应用,食品科学,新技术,初审,2023/9/25,武汉食品科技有限公司,华中科技大学食品科学研究所,审核中,2023-09-26,待审,武汉食品科技有限公司,生物合成添加剂,武汉食品科技有限公司,T20230809,食品、健康,武汉食品科技有限公司,V1.0,全国市场监督管理局,http://www.samr.gov.cn,2024-09-23,
54690800MB6D57627T/2024-00011,合成DNA合成的智能化技术,基因合成,新技术,初审,2023/9/28,西安基因合成科技有限公司,西安交通大学生物科学与生物工程学院,审核中,2023-09-29,待审,西安基因合成科技有限公司,高通量DNA合成,西安基因合成科技有限公司,T20230810,研究、农业,西安基因合成科技有限公司,V1.0,陕西省科学技术厅,http://www.shaanxi.gov.cn,2024-09-23,
30932400MB7E68538U/2024-00028,微生物合成的可降解塑料技术,生物塑料,环保材料,初审,2023/9/30,重庆绿色科技公司,重庆大学环境工程学院,审核中,2023-10-01,待审,重庆绿色科技公司,微生物聚合物开发,重庆绿色科技公司,T20230811,环保、包装,重庆绿色科技公司,V1.0,重庆市科技局,http://www.cq.gov.cn,2024-09-23,
47890500MB8F79449V/2024-00039,植物基因改良群体育种技术,农业生物技术,农业科技,初审,2023/10/2,合肥农业科技公司,合肥工业大学农业科学研究所,审核中,2023-10-03,待审,合肥农业科技公司,群体选择和基因编辑结合,合肥农业科技公司,T20230812,农业、食品安全,合肥农业科技公司,V1.0,安徽省科技厅,http://www.anhui.gov.cn,2024-09-23,
86572100MB9G80350W/2024-00047,合成生物技术在海洋生态修复中的应用,生态修复,环境保护,初审,2023/10/5,青岛海洋生物科技公司,青岛海洋研究所,审核中,2023-10-06,待审,青岛海洋生物科技公司,海洋微生物修复技术,青岛海洋生物科技公司,T20230813,环境恢复,青岛海洋生物科技公司,V1.0,山东省海洋局,http://www.shandong.gov.cn,2024-09-23,
25869100MB0H91461X/2024-00053,合成微生物合成脂质技术,微生物合成,新技术,初审,2023/9/5,深圳合成生物公司,深圳大学生物学院,审核中,2023-09-06,待审,深圳合成生物公司,基因组编辑与合成生物学,深圳合成生物公司,T20230805,能源、工业,深圳合成生物公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
31078400MB1J02472Y/2024-00061,长效疫苗的合成生物学应用,疫苗技术,新药研发,初审,2023/9/7,杭州生物制药有限公司,杭州疫苗研究中心,审核中,2023-09-08,待审,杭州生物制药有限公司,多肽合成与修饰,杭州生物制药有限公司,T20230806,医疗、兽医,杭州生物制药有限公司,V1.0,浙江省卫生健康委员会,http://www.zjwjw.gov.cn/,2024-09-23,
48736200MB2K13583Z/2024-00070,基于合成生物学的吹气保鲜技术,食品科技,新技术,初审,2023/9/10,南京食品科技公司,南京农业大学,审核中,2023-09-11,待审,南京食品科技公司,微生物代谢调控,南京食品科技公司,T20230807,食品保鲜,南京食品科技公司,V1.0,南京市科技局,http://www.nanjing.gov.cn/,2024-09-23,
21040201MB2C19876Q/2024-00061,基于合成生物学的人源化抗体技术,抗体技术,新药研发,初审,2023/9/12,苏州生物医药公司,苏州大学生命科学学院,审核中,2023-09-13,待审,苏州生物医药公司,抗体设计与筛选,苏州生物医药公司,T20230808,医疗、制药,苏州生物医药公司,V1.0,苏州市科学技术局,http://www.suzhou.gov.cn/,2024-09-23,
