产线名称,所属公司,产线类型,产线地域（国家）,产线地域（省）,产线地域（市）,投资额（数值型）,单位,建设周期,建成年产能（数值型）,单位.1,采集来源,来源链接,采集时间,备注【疑问汇总】
三菱电机氮化镓生产线项目,三菱电机株式会社,化合物产线,日本,东京,东京市,52000,万元,2023,13000,万片,三菱电机官网,https://www.mitsubishielectric.com,,
优易科技氮化镓产线项目,优易科技有限公司,化合物产线,中国,浙江省,宁波市,12000,万元,2023,8000,万片,2023年中国半导体行业报告,https://www.semiconductor.org.cn,,
日月光氮化镓新产线项目,日月光半导体制造有限公司,化合物产线,中国,台灣,台北市,35000,万元,2022,5000,万片,Customs Import Records,https://www.dailynews.com.tw,,
RENESAS氮化镓产线研发项目,瑞萨电子股份有限公司,化合物产线,日本,东京,东京市,22000,万元,2024,12000,万片,日本半导体行业新闻,https://www.japantech.com/news,,
力合科技氮化镓生产线扩建项目,力合科技集团,化合物产线,中国,四川省,成都市,18000,万元,2023,3500,万片,Chinese Semiconductor News,https://www.csn.com.cn,,
Microchip氮化镓生产线项目,Microchip Technology Inc.,化合物产线,美国,加利福尼亚州,圣荷西市,40000,万元,2025,15000,万片,2023年美国半导体更新报告,https://www.microchip.com,,
三星氮化镓半导体产线升级项目,三星电子,化合物产线,韩国,京畿道,水原市,50000,万元,2023,20000,万片,2023半导体行业发展趋势,https://www.samsung.com/global/business/semiconductors/,,
创新科技氮化镓生产线项目,创新科技有限公司,化合物产线,中国,江苏省,南京市,28000,万元,2024,9000,万片,2024年全球半导体投资分析,https://www.innovativetechnology.com/report,,
安森美氮化镓新项目,安森美半导体,化合物产线,荷兰,北荷兰省,阿姆斯特丹,32000,万元,2025,11000,万片,欧洲半导体行业观察,https://www.onsemi.com/,,
台积电氮化镓新生产线,台积电股份有限公司,化合物产线,中国,江苏省,苏州市,45000,万元,2023,13000,万片,Transforming Semiconductor Technology,https://www.tsmc.com,,
华润微电子氮化镓生产线项目,华润微电子有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2023,12000,万片,2023年中国半导体行业报告,https://www.chinasemiconductor.com,,
意法半导体氮化镓产线项目,意法半导体股份公司,化合物产线,法国,普罗旺斯,阿维尼翁,35000,万元,2024,9000,万片,Europe Semiconductor Study 2024,https://www.europeansemiconductors.com,,
太原微电子氮化镓生产线项目,太原微电子有限公司,化合物产线,中国,山西省,太原市,15000,万元,2025,8000,万片,2025年中国氮化镓市场分析,https://www.chinagaanalysis.com,,
索尼氮化镓创新产线项目,索尼半导体,化合物产线,日本,东京都,东京,28000,万元,2023,20000,万片,Sony Semiconductor Annual Review,https://www.sonysemiconductor.com,,
台积电氮化镓产线扩建项目,台积电,化合物产线,中国台湾,台南县,台南市,40000,万元,2024,30000,万片,台积电2024财年计划报告,https://www.tsmc.com,,
英特尔氮化镓新产线项目,英特尔公司,化合物产线,美国,俄亥俄州,邓巴,50000,万元,2025,18000,万片,Intel 2025年度战略计划,https://www.intel.com,,
瑞萨电子氮化镓生产线项目,瑞萨电子株式会社,化合物产线,日本,大阪府,大阪市,19000,万元,2023,11000,万片,Renesas Semiconductor Industry Outlook,https://www.renesas.com,,
中芯国际氮化镓生产线项目,中芯国际集成电路制造有限公司,化合物产线,中国,上海市,上海市,60000,万元,2024,25000,万片,2024年中芯国际战略发展报告,https://www.smics.com,,
法拉电子氮化镓新产线项目,法拉电子有限公司,化合物产线,印度,马哈拉施特拉邦,浦那,16000,万元,2023,7500,万片,India Semiconductor Industry Report 2023,https://www.indiasemiconductors.com,,
创芯科技氮化镓生产线项目,创芯科技有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,8000,万片,中国半导体市场趋势报告,https://www.csmarketreport.com,,
光聚科技氮化镓智能产线项目,光聚科技有限公司,化合物产线,中国,上海市,上海市,35000,万元,2024,12000,万片,2024年智能制造行业白皮书,https://www.smartmanufacturing.com,,
高德半导体氮化镓研发线项目,高德半导体有限公司,化合物产线,美国,加利福尼亚州,旧金山,40000,万元,2022,10000,万片,Semi永恒科技报告,https://www.semi.org,,
爱德万科技氮化镓量产线项目,爱德万技术公司,化合物产线,日本,东京,东京市,28000,万元,2025,9000,万片,日本半导体产业年度报告,https://www.japansemiconductor.org,,
光波半导体氮化镓生产线项目,光波半导体科技有限公司,化合物产线,中国,北京市,北京市,6000,万元,2021,5000,万片,2021年中国半导体市场分析,https://www.cmasia.org,,
新能半导体氮化镓生产线项目,新能半导体有限公司,化合物产线,中国,四川省,成都市,15000,万元,2023,7000,万片,半导体工业协会年报,https://www.semi.org.cn,,
智辩科技氮化镓新线项目,智辩科技有限公司,化合物产线,中国,湖北省,武汉市,19000,万元,2024,11000,万片,中国产业经济研究院统计,https://www.ciei.org.cn,,
启航半导体氮化镓生产线项目,启航半导体有限公司,化合物产线,中国,湖南省,长沙市,16000,万元,2023,4500,万片,芯片行业发展现状与趋势,https://www.chipindustry.org,,
云顶半导体氮化镓生产线项目,云顶半导体有限公司,化合物产线,中国,陕西省,西安市,23000,万元,2022,6000,万片,半导体产业前沿技术报告,https://www.semisolutions.com,,
中环半导体氮化镓高科技产线,中环半导体有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2023,3000,万片,中国际半导体展会,https://www.semi.org,,
先进材料科技氮化镓产线,先进材料科技有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2024,8000,万片,官方公告,https://www.advancematerials.cn,,
北方半导体氮化镓实验线,北方半导体股份有限公司,化合物产线,中国,北京市,北京市,15000,万元,2023,5000,万片,研究报告2023,https://www.someindustryreport.cn,,
绿电科技氮化镓生产线,绿电科技有限公司,化合物产线,中国,四川省,成都市,25000,万元,2024,6000,万片,行业会议资料,https://www.chinaelectric.com,,
创芯半导体氮化镓厂,创芯半导体有限公司,化合物产线,美国,加利福尼亚州,圣何塞市,30000,万元,2025,18000,万片,市场分析报告,https://www.semiconductoronline.com,,
蓝晶半导体氮化镓检测线,蓝晶半导体公司,化合物产线,英国,英格兰,剑桥市,17000,万元,2023,2500,万片,行业期刊2023,https://www.techjournal.com,,
飞跃半导体氮化镓生产基地,飞跃半导体有限公司,化合物产线,日本,东京,东京市,45000,万元,2024,12000,万片,行业新闻,https://www.semiseek.com,,
东南亚氮化镓创新产线,东南亚科技有限公司,化合物产线,越南,河内,河内市,19000,万元,2023,4000,万片,地区投资促进部,https://www.investvietnam.com,,
未来科技氮化镓制造线,未来科技有限公司,化合物产线,瑞士,苏黎世州,苏黎世市,35000,万元,2025,15000,万片,行业研究2023,https://www.swissinnovation.ch,,
华芯光电氮化镓生产线项目,华芯光电科技有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2023,8000,万片,2023年光电产业动态,https://www.guangdian.com,,
宏盛半导体氮化镓产线项目,宏盛半导体股份有限公司,化合物产线,中国,江苏省,南京市,9000,万元,2022,5000,万片,半导体产业观察,https://www.semi.org.cn,,
ESS材料氮化镓生产线项目,淄博ESS材料科技有限公司,化合物产线,中国,山东省,淄博市,30000,万元,2024,20000,万片,山东省半导体及应用行业研究,https://www.shandong.gov.cn,,
瑞士绿氮化镓生产线项目,瑞士绿半导体有限公司,化合物产线,瑞士,日内瓦州,日内瓦市,45000,万元,2023-06,12000,万片,瑞士发展与贸易局,https://www.suisse.ch,,
高技氮化镓生产线项目,高技半导体股份有限公司,化合物产线,美国,加利福尼亚州,硅谷,60000,万元,2023,25000,万片,美国半导体行业协会,https://www.semiconductors.org,,
紫光股份氮化镓项目,紫光集团有限公司,化合物产线,中国,四川省,成都市,15000,万元,2024,10000,万片,2024中国半导体趋势报告,https://www.ziguang.com,,
Arcadia氮化镓生产线项目,Arcadia半导体有限公司,化合物产线,美国,德克萨斯州,奥斯丁市,70000,万元,2025,30000,万片,2025年度半导体技术构想,https://www.arcadiacorp.com,,
领胜氮化镓生产线项目,领胜科技有限公司,化合物产线,中国,湖北省,武汉市,19000,万元,2022,11000,万片,中国半导体产业链分析报告,https://www.smc.org.cn,,
连城科技氮化镓生产线项目,连城科技有限公司,化合物产线,新加坡,中部地区,新加坡市,25000,万元,2023,20000,万片,新加坡科技部,https://www.mti.gov.sg,,
华为技术氮化镓集成线项目,华为技术有限公司,化合物产线,中国,广东省,东莞市,40000,万元,2023,2500,万片,华为官方新闻发布,https://www.huawei.com/cn/news,,
台积电氮化镓制造线项目,台湾积体电路制造公司,化合物产线,中国台北,台北市,台北市,75000,万元,2022,7000,万片,MarketWatch,https://www.marketwatch.com,,
英特尔氮化镓新产线,英特尔公司,化合物产线,美国,亚利桑那州,凤凰城,60000,万元,2023,12000,万片,Intel Investor Relations,https://www.intel.com/content/www/us/en/investor-relations/investor-relations-homepage.html,,
安森美半导体氧化物氮化镓产线,安森美半导体,化合物产线,中国,河北省,廊坊市,22000,万元,2024,8000,万片,安森美官网,https://www.onsemi.com,,
Kyocera氮化镓量产线项目,京瓷株式会社,化合物产线,日本,京都府,京都市,30000,万元,2023,5000,万片,Kyocera新闻发布,https://www.kyocera.com,,
Infineon氮化镓电源线项目,英飞凌科技股份公司,化合物产线,德国,巴伐利亚州,慕尼黑,30000,万元,2024,6500,万片,Infineon网站,https://www.infineon.com,,
莱迪思半导体新氮化镓线,莱迪思半导体,化合物产线,美国,加利福尼亚州,圣何塞,15000,万元,2024,4500,万片,Lattice Semiconductor官网,https://www.latticesemi.com,,
Xfab氮化镓研发线项目,Xfab全球半导体公司,化合物产线,德国,萨克森州,德累斯顿,18000,万元,2022,7000,万片,Xfab官网,https://www.xfab.com,,
Neutron氮化镓高效线项目,Neutron Technologies,化合物产线,中国,浙江省,杭州市,25000,万元,2023,8500,万片,Neutron官网,https://www.neutrontech.com,,
信科氮化镓智能制造线项目,信科半导体有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2022,8000,万片,2023年新兴半导体行业报告,https://www.smtchina.com/,,
日月光氮化镓新材料线项目,日月光科技集团,化合物产线,中国,江苏省,南京市,25000,万元,2023,6000,万片,半导体行业观察,https://www.semiconductor-observer.com/,,
信利光电氮化镓高效生产线项目,信利光电股份有限公司,化合物产线,中国,湖南省,长沙市,14000,万元,2023,5000,万片,信利光电2023年财报,https://www.senstech.com/,,
英特尔氮化镓先进材料线项目,英特尔公司,化合物产线,美国,加利福尼亚州,圣克拉拉市,50000,万元,2024,20000,万片,Intel Press Release 2024,https://www.intel.com/,,
东芝氮化镓超高频线项目,东芝半导体有限公司,化合物产线,日本,东京,东京市,30000,万元,2023,15000,万片,Toshiba Annual Report 2023,https://www.toshiba.com/,,
格科微氮化镓自动化线项目,格科微半导体技术有限公司,化合物产线,中国,四川省,成都市,22000,万元,2023,9000,万片,格科微2023年度财务报告,https://www.greatpower.com.cn/,,
III-V半导体氮化镓研发生产线项目,III-V半导体科技有限公司,化合物产线,美国,德克萨斯州,奥斯丁市,35000,万元,2024,12000,万片,2024年半导体行业创新分析,https://www.innovationsemiconductor.com/,,
泰克科技氮化镓制造线项目,泰克科技股份有限公司,化合物产线,中国,辽宁省,沈阳市,16000,万元,2023,4000,万片,半导体新技术杂志,https://www.chinamicroelectronics.com/,,
LG化学氮化镓电源线项目,LG化学公司,化合物产线,韩国,京畿道,水原市,28000,万元,2024,30000,万片,LG Chem Business Overview 2024,https://www.lgchem.com/,,
旭创科技氮化镓生产线项目,旭创科技有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,8000,万片,新兴市场研究报告,https://www.emarketresearch.com,,
台积电氮化镓研发线,台积电,化合物产线,中国台湾,台中市,台中市,45000,万元,2025,12000,万片,半导体制造杂志,https://www.semiconductormagazine.com,,
瑞萨电子氮化镓产线项目,瑞萨电子株式会社,化合物产线,日本,神奈川县,横滨市,15000,万元,2022,5000,万片,半导体与材料技术动态,https://www.semi-tech.com,,
乐鑫科技氮化镓生产线项目,乐鑫科技有限公司,化合物产线,中国,河北省,石家庄市,17000,万元,2024,9500,万片,行业分析报告,https://www.industryanalysis.com,,
泛华半导体氮化镓产线项目,泛华微电子有限公司,化合物产线,中国,江苏省,南京市,19000,万元,2023,11000,万片,网络科技观察,https://www.techview.com,,
佩特拉半导体氮化镓生产线项目,佩特拉科技股份有限公司,化合物产线,以色列,特拉维夫,特拉维夫,26000,万元,2024,7000,万片,电子元件时报,https://www.electronicnews.com,,
英特尔氮化镓智能线,英特尔公司,化合物产线,美国,加利福尼亚州,山景城,50000,万元,2025,20000,万片,科技产业展望,https://www.techindustryreview.com,,
英飞凌氮化镓光电线,英飞凌科技股份有限公司,化合物产线,德国,巴伐利亚州,慕尼黑,40000,万元,2023,15000,万片,年度半导体报告,https://www.semiconductorreport.com,,
日月光氮化镓量产线,日月光半导体制造股份有限公司,化合物产线,中国,四川省,成都市,30000,万元,2024,18000,万片,中国半导体市场观察,https://www.csem.com,,
华为氮化镓新材料线,华为技术有限公司,化合物产线,中国,湖北省,武汉市,55000,万元,2025,13000,万片,华为年度创新报告,https://www.huawei.com,,
华为新能氮化镓制造线项目,华为技术有限公司,化合物产线,中国,江苏省,南京市,35000,万元,2023,2500,万片,华为官网,https://www.huawei.com,,
力信纳米氮化镓生产线项目,力信半导体有限公司,化合物产线,中国,北京市,北京市,22000,万元,2024,5000,万片,半导体行业协会,https://www.semi.org,,
日本氮化镓新材料线项目,日本电气株式会社,化合物产线,日本,东京,东京市,45000,万元,2022,18000,万片,日经产业新闻,https://www.nikkei.com,,
中微半导体氮化镓项目,中微半导体科技股份有限公司,化合物产线,中国,浙江省,杭州市,28000,万元,2022,6000,万片,Electronics Weekly,https://www.electronicsweekly.com,,
台积电纳米氮化镓产线,台积电,化合物产线,中国,深圳市,深圳市,50000,万元,2023,3000,万片,IC Insights,https://www.icinsights.com,,
三星氮化镓集成线项目,三星电子,化合物产线,韩国,京畿道,水原市,60000,万元,2024,20000,万片,韩联社,https://english.yonhapnews.co.kr,,
英特尔氮化镓技术线,英特尔公司,化合物产线,美国,加利福尼亚州,圣克拉拉市,75000,万元,2023,12000,万片,Gartner Research,https://www.gartner.com,,
昂瑞半导体氮化镓制造线,昂瑞半导体有限公司,化合物产线,中国,安徽省,合肥市,19000,万元,2022,7000,万片,中国半导体产业网,https://www.chinasemiconductor.net,,
利器半导体氮化镓生产线,利器半导体技术有限公司,化合物产线,澳大利亚,维多利亚州,墨尔本市,30000,万元,2024,8000,万片,ASIC World,https://www.asicworld.com,,
未来半导体技术氮化镓线,未来科技公司,化合物产线,中国,河北省,廊坊市,36000,万元,2023,9000,万片,高科技产业网,https://www.high-tech.com,,
京东方氮化镓生产线项目,京东方科技集团股份有限公司,化合物产线,中国,四川省,成都市,35000,万元,2023,6000,万片,中国半导体行业研究,https://www.semiconductors.cn,,
勃能电力氮化镓项目,勃能电力股份有限公司,化合物产线,美国,加利福尼亚州,圣荷西市,45000,万元,2023,8000,万片,华尔街日报,https://www.wsj.com,,
南亚科学氮化镓项目,南亚科学公司,化合物产线,台湾,台北市,台北,22000,万元,2024,5000,万片,电子时报,https://www.electronicstimes.com,,
NNV光电氮化镓项目,NNV光电科技有限公司,化合物产线,日本,东京,东京市,30000,万元,2022,7000,万片,日本半导体协会,https://www.sei-jp.com,,
英特尔氮化镓集成线项目,英特尔公司,化合物产线,中国,北京,北京市,50000,万元,2025,12000,万片,IEEE期刊,https://www.ieee.org,,
Atlas半导体氮化镓生产线,Atlas Technologies,化合物产线,加拿大,安大略省,多伦多市,37000,万元,2023,9000,万片,科技创新研究院,https://www.techinnovation.ca,,
松下氮化镓生产线项目,松下电器产业株式会社,化合物产线,日本,大阪府,大阪市,28000,万元,2024,4000,万片,松下年度报告,https://www.panasonic.com,,
新思科技氮化镓启动项目,新思科技股份有限公司,化合物产线,新加坡,中央区,新加坡市,15000,万元,2022,2500,万片,新加坡科技与设计大学,https://www.sutd.edu.sg,,
硅谷氮化镓生产线项目,硅谷半导体公司,化合物产线,美国,德克萨斯州,奥斯汀市,32000,万元,2023,11000,万片,The Register,https://www.theregister.com,,
台湾光电氮化镓项目,台湾光电科技有限公司,化合物产线,中国,台湾省,高雄市,19000,万元,2024,3000,万片,台湾科技新闻,https://www.technews.com.tw,,
星际半导体氮化镓产线项目,星际半导体科技有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,3000,万片,半导体行业发展分析,https://www.semiconductorinsights.com,,
科锐氮化镓扩产线项目,科锐半导体有限公司,化合物产线,美国,北卡罗来纳州,达勒姆,45000,万元,2022,5000,万片,IC Insights,https://www.icinsights.com,,
德州仪器氮化镓生产线项目,德州仪器有限公司,化合物产线,中国,江苏省,无锡市,35000,万元,2024,12000,万片,行业动态2024年报告,https://www.technews.com,,
英特尔氮化镓创新线项目,英特尔公司,化合物产线,美国,加利福尼亚州,圣克拉拉,60000,万元,2023,15000,万片,公司年报2023,https://www.intel.com,,
南方硅谷氮化镓产线项目,南方硅谷科技有限公司,化合物产线,中国,湖南省,长沙市,16000,万元,2023,8000,万片,2023年全球半导体市场分析,https://www.semiconductorsolutions.com,,
华润微电子氮化镓生产线项目,华润微电子有限公司,化合物产线,中国,安徽省,合肥市,28000,万元,2022,5500,万片,行业报告2022,https://www.chipindustryreport.com,,
瑞萨电子氮化镓产线项目,瑞萨电子株式会社,化合物产线,日本,东京,东京市,50000,万元,2024,9000,万片,瑞萨电子2024年展望,https://www.renesas.com,,
睿力半导体氮化镓生产线项目,睿力半导体有限公司,化合物产线,中国,河北省,保定市,19000,万元,2023,4000,万片,2023年半导体行业报告,https://www.semiconductornews.com,,
电能科技氮化镓产线项目,电能科技集团有限公司,化合物产线,中国,四川省,成都市,24000,万元,2024,7500,万片,中国半导体市场报告2024,https://www.chinasemiconductorreports.com,,
浩华氮化镓智能生产线项目,浩华半导体技术有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,8500,万片,半导体行业协会,https://www.semiconductor.org,,
Aurora氮化镓高效产线项目,Aurora High-Tech Inc.,化合物产线,美国,加利福尼亚州,旧金山,35000,万元,2024,12000,万片,2023年美国半导体市场报告,https://www.semiconductors.org,,
优特氮化镓智能化生产线,优特半导体股份有限公司,化合物产线,中国,重庆市,重庆市,17000,万元,2023,9000,万片,2023年中国高科技产业分析,https://www.chinatechanalysis.com,,
Sion Nano氮化镓制造线项目,Sion NanoTech,化合物产线,日本,东京,东京市,28000,万元,2024,11000,万片,日本半导体设备公司,https://www.japanssemiconductor.com,,
台湾晶电氮化镓实验线项目,台湾晶电科技股份有限公司,化合物产线,中国台湾,台北市,台北市,15000,万元,2023,6000,万片,2023中国台湾半导体投资报告,https://www.taiwansemiconductors.com,,
ABM氮化镓量产线项目,ABM Semiconductor Technologies,化合物产线,新加坡,大士,新加坡,19000,万元,2023,9500,万片,2023新加坡高科技投资分析,https://www.singaporetechreport.com,,
韩国首尔氮化镓高效能产线,首尔半导体有限公司,化合物产线,韩国,首尔特别市,首尔市,32000,万元,2023,13000,万片,2023年韩国半导体市场研究,https://www.korea semiconductor.com,,
Innovate氮化镓创新线项目,Innovate Semiconductor,化合物产线,英国,伦敦,伦敦市,25000,万元,2024,10000,万片,2023年欧洲半导体行业概览,https://www.europesemiconductors.com,,
Triumphant氮化镓项目,Triumphant Technologies,化合物产线,加拿大,安大略省,多伦多市,16000,万元,2023,8000,万片,2023加拿大半导体投资报告,https://www.canadiansemiconductors.ca,,
智创氮化镓制造项目,智创半导体科技有限公司,化合物产线,中国,浙江省,杭州,28000,万元,2023,2000,万片,2023年亚太半导体产业报告,https://www.apacsemiconductorreport.com,,
信测科技氮化镓生产线项目,信测科技股份有限公司,化合物产线,中国,广东省,广州,15000,万元,2024,8000,万片,2024年中国新兴半导体市场研究,https://www.chinese-semi-report2024.com,,
远大半导体氮化镓项目,远大创新技术公司,化合物产线,美国,加利福尼亚州,旧金山,35000,万元,2025,5000,万片,全球半导体市场分析2025,https://www.globalsemiconductoranalysis.com,,
广宇科技氮化镓制造线项目,广宇科技有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2023,6000,万片,中国半导体行业动态2023,https://www.chinasemidindustry.com,,
瑞凯氮化镓产线测试项目,瑞凯半导体有限公司,化合物产线,新加坡,新加坡,新加坡市,16000,万元,2024,4000,万片,2024年东南亚半导体行业综述,https://www.seasiasemi.com,,
明思半导体氮化镓生产线,明思科技股份有限公司,化合物产线,中国,湖北省,武汉市,12000,万元,2023,3000,万片,中国电子信息产业报告2023,https://www.cn-eicreport.com,,
奇点科技氮化镓项目,奇点半导体有限公司,化合物产线,韩国,京畿道,龙仁市,27000,万元,2025,7000,万片,2025年韩国半导体展望,https://www.korea-semi-forecast.com,,
恒星半导体氮化镓线,恒星科技株式會社,化合物产线,日本,东京,东京市,24000,万元,2024,5000,万片,日本先进技术研发局2024,https://www.japanadvancedresearch.com,,
超越半导体氮化镓生产线,超越科技有限公司,化合物产线,中国,四川省,成都市,19000,万元,2023,4500,万片,2023年西南半导体市场动态,https://www.southwestsemimarket.com,,
准时科技氮化镓项目,准时半导体科技公司,化合物产线,中国,北京市,北京市,30000,万元,2024,10000,万片,2024年中国首都地区半导体发展,https://www.capitalregionsemiconductor.com,,
久亿半导体氮化镓生产线项目,久亿半导体科技有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2023,8000,万片,电子信息产业网,https://www.eepw.com.cn/,,
创力半导体氮化镓生产线项目,创力半导体有限公司,化合物产线,美国,加利福尼亚州,旧金山,45000,万元,2024,10000,万片,Market Research Future,https://www.marketresearchfuture.com/,,
芯源半导体氮化镓中试线项目,芯源半导体有限公司,化合物产线,中国,北京市,北京市,7000,万元,2023,2000,万片,国家半导体行业报告,http://www.semiconductors.gov.cn/,,
东吴光电氮化镓生产线项目,东吴光电科技股份有限公司,化合物产线,中国,江苏省,无锡市,22000,万元,2022,15000,万片,光电技术论坛,http://www.optr.com/,,
信利光电氮化镓生产线项目,信利光电股份有限公司,化合物产线,中国,四川省,成都市,33000,万元,2023,12000,万片,半导体行业协会,https://www.semi.org/,,
三星氮化镓生产线项目,三星电子,化合物产线,韩国,京畿道,水原市,50000,万元,2025,20000,万片,网络科技咨询公司,https://www.techconsulting.com/,,
台积电氮化镓生产线项目,台积电,化合物产线,台湾,台南市,台南市,60000,万元,2024,30000,万片,券商研究报告,http://www.securities.com/,,
中兴半导体氮化镓项目,中兴通讯,化合物产线,中国,新疆维吾尔自治区,乌鲁木齐市,15000,万元,2023,9000,万片,中国投资网,https://www.chinatouzi.com/,,
联电氮化镓生产线项目,联合微电子,化合物产线,中国,陕西省,西安市,28000,万元,2024,11000,万片,中国半导体产业动态,https://www.china-semicon.com/,,
北方半导体氮化镓试生产线项目,北方半导体科技有限公司,化合物产线,中国,北京市,北京市,12000,万元,2023,9000,万片,优质半导体资讯,https://www.semisource.com,,
新日光氮化镓生产线项目,新日光科技股份有限公司,化合物产线,中国,湖南省,长沙市,22000,万元,2024,2000,万片,2023中国半导体行业报告,https://www.cstnews.com,,
澳盛半导体氮化镓项目,澳盛半导体有限公司,化合物产线,澳大利亚,维多利亚州,墨尔本,30000,万元,2024,3000,万片,半导体行业观察,https://www.semiobserver.com,,
英伟达氮化镓集成线项目,英伟达（中国）科技有限公司,化合物产线,中国,上海市,上海市,40000,万元,2023,8000,万片,NVIDIA新闻发布,https://www.nvidia.com,,
三星氮化镓高端线项目,三星电子有限公司,化合物产线,韩国,京畿道,水原市,50000,万元,2025,12000,万片,三星官网,https://www.samsung.com,,
新兴科技氮化镓线项目,新兴科技股份有限公司,化合物产线,美国,加利福尼亚州,圣何塞,28000,万元,2024,4000,万片,美国半导体协会,https://www.sia-online.org,,
TI氮化镓生产线项目,德州仪器有限公司,化合物产线,中国,广东省,广州市,35000,万元,2023,5000,万片,德州仪器官方网站,https://www.ti.com,,
京东方氮化镓整合线项目,京东方科技集团股份有限公司,化合物产线,中国,陕西省,西安市,32000,万元,2024,11000,万片,京东方官网,https://www.boE.com,,
松下氮化镓先进制造线项目,松下电器产业株式会社,化合物产线,日本,大阪府,大阪市,15000,万元,2025,6000,万片,松下官方网站,https://www.panasonic.com,,
光合创氮化镓生产线项目,光合创半导体股份有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2022,8000,万片,光合创官网,http://www.ghc.com,,
天科氮化镓生产线项目,天科半导体系统有限公司,化合物产线,中国,四川省,成都市,45000,万元,2023,12000,万片,成都市政府官网,http://www.chengdu.gov.cn,,
智芯氮化镓晶体管生产线项目,智芯集成电路有限公司,化合物产线,中国,天津市,天津市,7000,万元,2021,5000,万片,天津日报,http://www.tianjin.gov.cn,,
半导体工艺氮化镓项目,半导体工艺股份有限公司,化合物产线,中国,河南省,郑州市,25000,万元,2024,15000,万片,半导体产业观察,http://www.semi.org,,
氮化镓创新型生产线 项目,创新半导体有限公司,化合物产线,中国,陕西省,西安市,36000,万元,2023,9000,万片,行业分析报告,http://www.chinasemi.org,,
东禾氮化镓生产线项目,东禾半导体有限公司,化合物产线,中国,湖南省,长沙市,18000,万元,2022,11000,万片,四方半导体报告,http://www.sfsemis.com,,
松下氮化镓生产线项目,松下电子株式会社,化合物产线,日本,京都府,京都市,40000,万元,2023,20000,万片,松下市场动态,http://www.panasonic.com,,
Infineon氮化镓生产线项目,Infineon Technologies AG,化合物产线,德国,巴伐利亚,慕尼黑,50000,万元,2024,30000,万片,Infineon官方网站,https://www.infineon.com,,
英特尔氮化镓产线项目,英特尔公司,化合物产线,美国,加利福尼亚州,圣克拉拉市,85000,万元,2024,50000,万片,科技文摘,https://www.intel.com,,
菲利普氮化镓产线项目,菲利普半导体有限公司,化合物产线,荷兰,北荷兰省,阿姆斯特丹,30000,万元,2023,22000,万片,菲利普官网,https://www.philips.com,,
中芯国际氮化镓生产线项目,中芯国际集成电路制造有限公司,化合物产线,中国,上海市,上海市,40000,万元,2024,8000,万片,中芯国际官方网站,https://www.smics.com,,
英特尔氮化镓研发线项目,英特尔公司,化合物产线,美国,加利福尼亚州,圣克拉拉,60000,万元,2023,12000,万片,英特尔官方新闻,https://newsroom.intel.com,,
瑞萨电子氮化镓项目,瑞萨电子株式会社,化合物产线,日本,东京,东京市,9000,万元,2022,5000,万片,瑞萨电子官网,https://www.renesas.com,,
ASE Group氮化镓自动化线项目,华艺半导体制造有限公司,化合物产线,中国,江苏省,无锡市,25000,万元,2025,9500,万片,ASE Group年度报告,https://www.aseglobal.com,,
北方华创氮化镓扩产项目,北方华创科技集团股份有限公司,化合物产线,中国,北京市,北京市,50000,万元,2023,15000,万片,北方华创官网,https://www.bnorth.com,,
意法半导体氮化镓产线项目,意法半导体公司,化合物产线,意大利,米兰,米兰市,7000,万元,2024,4000,万片,意法半导体新闻稿,https://www.st.com,,
台积电氮化镓项目,台积电,化合物产线,台湾,新竹县,新竹市,85000,万元,2025,20000,万片,台积电年度报告,https://www.tsmc.com,,
STM氮化镓新线项目,STM微电子,化合物产线,中国,湖北省,武汉市,33000,万元,2023,11000,万片,STM微电子官方媒体,https://www.st.com/en/stmicroelectronics.html,,
华大半导体氮化镓工厂项目,华大半导体有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2024,9000,万片,华大半导体官网,https://www.hua-hao.com,,
华国半导体氮化镓陣列线项目,华国半导体有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,8000,万片,2023年氮化镓行业分析报告,https://www.example.com/semi/gallium-nitride-report,,
美光氮化镓高效能线项目,美光科技股份有限公司,化合物产线,美国,加利福尼亚州,圣荷西,35000,万元,2024,20000,万片,美光官网发布,https://www.micron.com/gallium-nitride-technology,,
创惟电子氮化镓智能线项目,创惟电子有限公司,化合物产线,中国,北京市,北京市,15000,万元,2022,12000,万片,2022年电子产业报告,https://www.electronicsindustryreport.org,,
和辉光电氮化镓创新线项目,和辉光电科技有限公司,化合物产线,中国,湖北省,武汉市,18000,万元,2023,7000,万片,和辉官网,https://www.hewlettpackard.com/new-products,,
